id,createdAt,instrument,bar,date,close,humanDecision,humanBias,humanConfidence,humanTags,humanNotes,weatherName,weatherConfidencePct,stateCode,stateName,stateConfidence,bestRoute,bestRouteScore,bestSignal,bestSignalLight,bestSignalScore,greenOrYellowSignals
2026-05-29_BTC-USDT_1D,2026-05-31T00:10:01.065Z,BTC-USDT,1D,2026-05-29,73929.4,观察,防守,50,防守 | 人工确认,当前无绿灯，防守等待，观察向下突破与低吸回归条件,波动压缩 / 强趋势下行 / 中值下侧偏离 / MA下侧极端,73.47,S1,低波动压缩态,0.406,防守等待,65.18,防守等待,黄灯,65.18,防守等待:黄灯 | 向下突破:黄灯 | 低吸均值回归:黄灯
