kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,18.38,4095,-21.6536,-7.0891,68.01,40.81,59.19,0.02,46.42,31.75,68.25,0.1395,0.0132
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,9.0,1077,-5.737,-1.4112,68.01,45.5,54.5,5.01,48.38,34.91,65.09,0.0556,0.037
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,56.42,413,-0.0,-0.0,68.01,21.79,78.21,31.72,44.79,36.32,63.68,0.1668,0.1516
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.46,2183,32.9297,4.7074,68.01,46.27,53.73,0.14,49.52,40.54,59.46,0.0558,0.2084
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.38,1192,6.4715,1.3547,68.01,46.81,53.19,4.28,48.15,36.41,63.59,0.0417,-0.0319
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.88,4093,-21.6545,-7.0926,68.01,43.56,56.44,0.32,47.23,34.67,65.33,0.1773,0.0729
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,12.54,1077,-5.737,-1.4112,68.01,43.73,56.27,12.26,49.12,37.33,62.67,0.1102,0.0194
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,77.24,413,-0.0,-0.0,68.01,11.38,88.62,37.77,42.13,38.26,61.74,0.4287,0.4994
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,1.06,2183,32.9297,4.7074,68.01,50.53,49.47,0.5,50.98,45.17,54.83,-0.0162,0.6271
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,11.92,1192,6.4715,1.3547,68.01,44.04,55.96,11.91,48.57,41.19,58.81,0.0889,-0.0844
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,10.54,4091,-21.6562,-7.0948,68.01,44.73,55.27,0.88,46.35,36.3,63.7,0.1999,0.1261
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,20.7,1077,-5.737,-1.4112,68.01,39.65,60.35,16.43,46.89,38.9,61.1,0.2412,-0.0608
