kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,23.5,651,-47.8719,-9.0709,41.3,38.25,61.75,0.0,45.78,39.02,60.98,0.1725,-0.1593
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,42.1,38,-18.2564,-2.0019,75.72,28.95,71.05,5.26,34.21,44.74,55.26,0.1707,-0.9891
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100.0,3,-0.166,-0.0137,86.43,0.0,100.0,0.0,0.0,33.33,66.67,0.2006,-1.246
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,10.0,20,17.1762,1.5701,98.85,55.0,45.0,10.0,60.0,65.0,35.0,-0.1837,-1.2985
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,15.56,649,-47.8809,-9.1524,41.26,42.22,57.78,0.15,43.91,39.75,60.25,0.2944,-0.3948
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,57.9,38,-18.2564,-2.0019,75.72,21.05,78.95,7.89,28.95,55.26,44.74,0.3374,-3.7298
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100.0,3,-0.166,-0.0137,86.43,0.0,100.0,33.33,33.33,66.67,33.33,1.3415,-15.1899
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,0.0,20,17.1762,1.5701,98.85,50.0,50.0,15.0,55.0,55.0,45.0,-0.0155,-2.8702
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,11.9,647,-47.9372,-9.1709,41.13,44.05,55.95,0.46,42.97,41.27,58.73,0.2945,-0.7253
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,52.64,38,-18.2564,-2.0019,75.72,23.68,76.32,7.89,21.05,55.26,44.74,0.4459,-4.7978
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100.0,3,-0.166,-0.0137,86.43,0.0,100.0,33.33,33.33,100.0,0.0,1.7384,-21.541
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,20.0,20,17.1762,1.5701,98.85,60.0,40.0,25.0,60.0,65.0,35.0,-0.1247,-5.9508
