date,close,gate,topWeatherRoute,topWeatherScore,topWeatherLight,topWeatherRawLight,topWeatherCalibrationScore,topWeatherBestHorizon,topWeatherOccurrences,topWeatherSampleConfidencePct,topWeatherConfidenceGate,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,shortAtrState,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,weatherSummary
2026-06-01,47.84,黄偏绿,向下突破,93.0,黄灯,黄灯,63.66,1,216,100.0,样本通过,可观察短线回归，但仍受大周期弱势约束,低波动启动,3.7011,4.73,2.0445,95.72,1.0445,振幅已超ATR,短ATR升温,4.7179,3.8451,3.7144,3.6754,1.2837,1.0462,46.7,53.3,38.3,中值下侧极端,-10.5544,-3.1882,9.77,97.67,233MA下侧极端,-30.503,-11.8589,28.74,50.94,强趋势下行,-12.1657,down,4,量能正常,1.1257,低波动启动 / 振幅已超ATR / 短期过冷 / 大周期弱势深水区
