kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,19.1,1607,-23.3243,-7.1143,38.09,40.45,59.55,0.19,49.16,33.42,66.58,0.1221,0.0763
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,13.94,495,-6.1513,-1.4548,59.92,43.03,56.97,5.86,46.87,37.17,62.83,0.0657,-0.0387
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,46.16,182,-0.182,-0.0315,64.34,26.92,73.08,40.66,52.75,38.46,61.54,0.1439,-0.2491
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,0.24,808,40.4626,4.5004,85.57,50.12,49.88,0.0,53.96,45.42,54.58,-0.0009,0.1631
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.56,468,8.112,1.5641,72.78,48.72,51.28,4.49,50.43,38.46,61.54,0.0133,0.0712
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.08,1606,-23.3353,-7.117,38.08,43.46,56.54,1.06,49.25,35.43,64.57,0.1634,0.2092
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,17.0,494,-6.1554,-1.4502,59.91,41.5,58.5,10.32,47.57,38.06,61.94,0.1829,-0.3297
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,67.04,182,-0.182,-0.0315,64.34,16.48,83.52,43.41,48.9,43.96,56.04,0.4317,-0.2997
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,8.66,808,40.4626,4.5004,85.57,54.33,45.67,0.0,54.58,46.91,53.09,-0.0879,0.5699
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.86,468,8.112,1.5641,72.78,49.57,50.43,11.97,52.78,44.23,55.77,0.0087,0.1942
