kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,19.3,979,-34.5603,-7.3097,58.26,40.35,59.65,0.0,48.21,34.93,65.07,0.1396,0.1164
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,14.84,155,-9.8118,-1.4171,74.78,42.58,57.42,5.81,41.29,47.1,52.9,0.0984,-0.7879
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,54.38,57,0.048,0.0046,78.5,22.81,77.19,36.84,49.12,38.6,61.4,0.2449,0.9569
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.38,414,76.2836,4.3471,89.43,48.31,51.69,0.0,50.24,44.2,55.8,0.0316,0.5905
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.7,170,15.3485,1.487,80.19,52.35,47.65,5.29,54.12,45.29,54.71,-0.0215,0.1518
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.2,979,-34.5603,-7.3097,58.26,42.9,57.1,0.41,47.7,35.34,64.66,0.2226,0.3777
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,27.74,155,-9.8118,-1.4171,74.78,36.13,63.87,13.55,40.0,50.32,49.68,0.3061,-1.7888
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,75.44,57,0.048,0.0046,78.5,12.28,87.72,36.84,42.11,52.63,47.37,0.6146,1.4816
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.34,412,77.3503,4.36,89.47,52.67,47.33,0.0,51.94,48.79,51.21,-0.0471,1.5859
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,8.24,170,15.3485,1.487,80.19,54.12,45.88,13.53,54.12,50.0,50.0,-0.1023,0.8351
