date,close,gate,topWeatherRoute,topWeatherScore,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,shortAtrState,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,weatherSummary
2026-05-31 00:00,0.41,黄偏绿,趋势策略天气,66.81,趋势天气较友好，等方向和量能确认,高波动冷却,3.6922,53.62,0.4819,7.88,-0.5181,余动能不足,短ATR降温,2.4203,3.2626,3.6457,3.8744,0.6247,0.8421,77.17,22.83,34.22,中值下侧偏离,-6.2723,-1.7988,28.24,53.58,233MA上侧偏离,1.4395,0.3814,69.11,62.48,强趋势下行,-4.4678,down,4,缩量,0.5991,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏强
