date,stateId,stateName,confidence,distance,close,volatilityMultiple,volumeMultiple,trendScore,resonanceCount,middleDeviationRate,middleDeviationAtr,middlePositionPct,maDeviationRate,maDeviationAtr,maPositionPct,stretchHeat
2023-11-16,5,上侧趋势共振态,0.2907,2.1964,36049.9,0.9497,1.1588,5.8565,3,0.8678,0.2488,47.8141,25.081,5.798,81.7397,33.9256
2023-11-17,5,上侧趋势共振态,0.3524,2.1976,36662.3,0.8426,0.5925,7.4348,3,1.7568,0.5138,52.171,27.0476,6.3362,87.9739,40.1449
2023-11-18,5,上侧趋势共振态,0.1478,2.8269,36574,0.4033,0.3554,6.1315,3,1.4054,0.4304,50.7995,26.5895,6.5226,90.1333,40.9328
2023-11-19,5,上侧趋势共振态,0.333,2.3194,37460,0.8589,0.8767,8.5338,4,3.862,1.1955,63.3759,29.4819,7.3205,99.3758,62.7517
2023-11-20,5,上侧趋势共振态,0.3737,2.3742,36973.9,1.2976,1.4107,7.3589,4,2.4484,0.7411,55.906,27.6342,6.7134,92.3435,48.2496
2023-11-21,0,放量波动扩张态,0.1445,2.5391,36485.8,1.5487,1.3098,4.7549,3,0.9953,0.2888,48.4721,25.7921,6.0089,84.1828,35.7107
2023-11-22,5,上侧趋势共振态,0.3669,1.9968,36945,1.1918,0.9989,5.1263,3,2.2664,0.6479,54.3755,27.2074,6.2534,87.0144,41.3899
2023-11-23,5,上侧趋势共振态,0.2595,2.4376,38220,1.1837,1.0663,8.4938,4,5.0618,1.4367,67.34,31.3995,7.1256,97.1184,64.4584
2023-11-24,5,上侧趋势共振态,0.4331,2.1627,37702.4,0.6399,0.5538,7.3678,4,3.5422,1.0342,60.7242,29.4366,6.8749,94.2144,54.9386
2023-11-25,5,上侧趋势共振态,0.3451,2.3592,37432.7,0.5316,0.376,5.5725,4,2.8015,0.8474,57.654,28.3312,6.8647,94.0964,51.7504
2023-11-26,5,上侧趋势共振态,0.3128,1.7596,36763.3,0.8669,0.9085,2.9336,4,0.8703,0.2662,48.1005,25.8745,6.3418,88.0389,39.9384
2023-11-27,5,上侧趋势共振态,0.3935,2.0365,37516.2,0.7524,0.7185,3.7314,4,2.9361,0.9151,58.7675,28.271,7.0711,96.4873,55.2547
2023-11-28,5,上侧趋势共振态,0.3708,2.3785,37823.1,0.8542,1.4644,5.0418,4,3.6832,1.1619,62.8239,29.1424,7.381,100,62.8239
2023-11-29,5,上侧趋势共振态,0.3571,2.3522,37622,0.6473,0.8446,4.075,4,3.1319,1.0148,60.406,28.3162,7.3743,99.9229,60.3289
2023-11-30,5,上侧趋势共振态,0.3349,2.57,38409.9,1.1658,1.1389,5.2074,4,4.7776,1.5358,68.97,30.8416,7.9394,100,68.97
2023-12-01,5,上侧趋势共振态,0.2311,3.0648,38804,0.5517,0.6442,5.053,4,5.6538,1.8837,74.6882,32.0225,8.5381,100,74.6882
2023-12-02,1,上侧趋势拉伸共振态,0.0263,3.1708,39767.7,1.0817,1.0425,7.2257,4,6.9671,2.3349,82.1053,35.1132,9.3162,100,82.1053
2023-12-03,4,放量波动扩张态,0.5797,2.2309,41269.3,2.2367,2.3514,12.3652,4,7.7165,2.4115,83.3641,39.9917,9.6165,100,83.3641
2023-12-04,1,上侧趋势拉伸共振态,0.5699,2.0968,42266,1.0902,1.3304,16.7385,4,9.817,3.0606,94.0332,43.124,10.3156,100,94.0332
2023-12-05,4,放量波动扩张态,0.3685,2.9244,43788.2,1.8327,2.64,19.3042,4,9.4193,2.8578,90.7004,47.9684,10.762,100,90.7004
2023-12-06,1,上侧趋势拉伸共振态,0.6084,1.8132,43682.9,0.991,1.2858,17.4536,4,9.1562,2.7799,89.4196,47.3242,10.6456,99.0315,88.4511
2023-12-07,1,上侧趋势拉伸共振态,0.6077,1.9144,43768.2,0.7635,1.0614,18.6455,4,9.2141,2.8524,90.6115,47.3026,10.857,100,90.6115
2023-12-08,1,上侧趋势拉伸共振态,0.6304,1.8318,44055,0.8622,0.895,18.3023,4,9.6567,3.0286,93.508,47.9357,11.1439,100,93.508
2023-12-09,1,上侧趋势拉伸共振态,0.5058,2.5701,43917.3,0.5002,0.489,18.1425,4,9.3139,3.0334,93.5871,47.1367,11.4055,100,93.5871
2023-12-10,4,放量波动扩张态,0.4284,2.9826,41817.1,2.7248,1.7028,10.4564,4,4.0863,1.1543,62.6987,39.8123,8.3723,76.0487,38.7473
2023-12-11,5,上侧趋势共振态,0.3612,2.0966,41360.1,1.2971,1.6075,7.7569,4,2.9488,0.8139,57.104,38.0093,7.8261,71.735,28.839
2023-12-12,5,上侧趋势共振态,0.5399,1.5905,41941,0.9902,1.0832,8.1486,3,3.4061,0.9499,59.3383,39.6541,8.1881,74.5937,33.932
2023-12-13,5,上侧趋势共振态,0.0566,2.9446,42444.4,1.5239,1.5464,7.2325,3,4.2108,1.1317,62.327,41.0259,8.1475,74.2734,36.6004
2023-12-14,5,上侧趋势共振态,0.3611,1.8535,41898,1.1681,1.0265,4.7801,3,2.8693,0.7612,56.2366,38.9711,7.6525,70.3645,26.6011
2023-12-15,5,上侧趋势共振态,0.4448,1.8469,42606.7,0.6756,0.562,5.9806,3,4.6093,1.2533,64.3256,41.0515,8.278,75.3039,39.6295
2023-12-16,5,上侧趋势共振态,0.2324,1.9575,41820.4,0.8311,0.5292,2.9575,3,2.6788,0.7378,55.8528,38.1996,7.8171,71.664,27.5168
2023-12-17,0,放量波动扩张态,0.1385,2.8074,41268.2,1.2541,1.0593,1.7159,2,1.323,0.3573,49.5976,36.1432,7.264,67.297,17.6994
2023-12-18,0,放量波动扩张态,0.0136,2.5825,42491.1,1.4961,1.0432,4.7654,3,3.4375,0.9005,58.5275,39.9232,7.7316,70.9888,29.5163
2023-12-19,5,上侧趋势共振态,0.1884,2.9997,44059.9,1.5449,1.1248,8.9076,4,7.2565,1.8213,73.663,44.7642,8.3244,75.6698,49.3328
2023-12-20,5,上侧趋势共振态,0.4482,1.8798,43827.4,0.6539,1.0691,8.0481,4,6.533,1.6859,71.4365,43.6905,8.359,75.9434,47.3799
2023-12-21,5,上侧趋势共振态,0.5023,1.7306,43675.8,0.6851,0.8199,6.2602,3,5.0672,1.3533,65.9695,42.8846,8.4217,76.4387,42.4081
2023-12-22,5,上侧趋势共振态,0.3935,2.2288,43760.9,0.5371,0.4301,6.8142,3,4.8831,1.3555,66.0069,42.8644,8.7357,78.9179,44.9248
2023-12-23,5,上侧趋势共振态,0.3841,2.3259,43691.1,0.3907,0.3379,6.5681,4,3.8093,1.1167,62.0806,42.3506,9.0536,81.4285,43.5091
2023-12-24,5,上侧趋势共振态,0.6461,1.201,43650.3,0.9306,0.6506,6.8093,4,2.7707,0.824,57.27,41.9185,9.0281,81.2267,38.4968
2023-12-25,5,上侧趋势共振态,0.2707,1.9456,42402.1,1.1424,0.7602,3.4703,4,-0.1681,-0.0494,42.9121,37.6019,8.0247,73.3039,30.3919
2023-12-26,5,上侧趋势共振态,0.2122,1.9344,42994.1,1.1154,0.9344,2.5324,3,1.2257,0.3573,49.5988,39.2301,8.3154,75.5988,25.9999
2023-12-27,3,低波动压缩态,0.2808,2.3002,42460,0.9685,0.9427,-0.0422,2,-0.0318,-0.0093,43.5722,37.2133,7.9236,72.5049,28.9327
2023-12-28,3,低波动压缩态,0.416,1.5301,42272.2,0.726,0.9516,-0.6538,3,-0.4739,-0.1414,41.4001,36.3395,7.9161,72.4457,31.0455
2023-12-29,3,低波动压缩态,0.289,2.2463,42374.1,0.8517,0.8902,0.2308,2,0.1231,0.037,44.3335,36.3813,8.0324,73.3645,29.0311
2023-12-30,3,低波动压缩态,0.2602,2.3742,42469.9,0.6917,0.6105,1.1339,2,0.3495,0.1076,45.4934,36.3853,8.2422,75.021,29.5275
2023-12-31,3,低波动压缩态,0.0744,2.1156,42799.8,0.5925,0.5669,1.8518,3,1.0955,0.348,49.4447,37.1427,8.6966,78.6094,29.1647
2024-01-01,4,放量波动扩张态,0.264,3.0724,45195.7,2.1968,1.8113,6.5867,4,4.5969,1.353,65.9656,44.46,9.4751,84.7565,50.722
2024-01-02,0,放量波动扩张态,0.0774,5.3897,42973.8,3.0661,2.1988,2.2786,3,-0.1583,-0.039,43.0831,37.0652,6.6579,62.5111,19.428
2024-01-03,0,放量波动扩张态,0.1871,2.2724,44058,1.472,1.3483,3.8766,4,2.3606,0.561,52.9462,40.1968,6.9745,65.011,17.9572
2024-01-04,0,放量波动扩张态,0.538,1.5223,43502,1.4945,1.4607,3.0976,3,1.0688,0.2443,47.7413,38.1124,6.3759,60.2836,12.5423
2024-01-05,5,上侧趋势共振态,0.2562,1.9188,43866.8,0.7384,0.622,3.4316,4,1.9164,0.4469,51.0711,38.953,6.6628,62.5493,13.6204
2024-01-06,5,上侧趋势共振态,0.2082,2.1383,44054.1,0.4912,0.4969,3.7174,4,2.3515,0.5699,53.092,39.2213,6.9875,65.1137,18.2057
2024-01-07,5,上侧趋势共振态,0.3387,2.0699,44972,1.2773,1.3184,6.687,4,4.4841,1.0635,61.2059,41.7754,7.3016,67.5938,28.7997
2024-01-08,5,上侧趋势共振态,0.1428,3.24,46865.3,1.3755,1.8519,9.2041,4,7.0694,1.6558,70.9417,47.346,8.058,73.5662,44.5079
2024-01-09,0,放量波动扩张态,0.3111,3.137,45557.1,2.0748,1.8515,3.7735,4,2.722,0.5926,53.4651,42.8728,6.7103,62.9242,16.3893
2024-01-10,4,放量波动扩张态,0.2007,3.7328,46795.8,1.9336,2.7626,8.7125,4,4.9423,1.0041,60.2295,46.3739,6.7546,63.2745,23.5041
2024-01-11,0,放量波动扩张态,0.2812,2.2741,44474.7,1.2045,1.3003,2.3445,4,-0.2629,-0.0526,42.8606,38.7753,5.5726,53.9404,11.0798
2024-01-12,0,放量波动扩张态,0.5895,1.6778,43157.3,1.4781,1.3394,-0.3202,3,-3.2173,-0.6197,33.5388,34.36,4.7672,47.5808,18.8804
2024-01-13,3,低波动压缩态,0.2867,2.9213,42897.8,0.2881,0.3346,-0.7679,2,-3.7992,-0.7718,31.0376,33.2647,4.8785,48.4595,20.5029
2024-01-14,3,低波动压缩态,0.4047,2.133,42280,0.6109,0.6235,-3.7464,3,-5.1847,-1.0848,25.8928,31.0731,4.7032,47.0754,27.0319
2024-01-15,3,低波动压缩态,0.4552,1.9141,43256.2,0.6486,0.7271,-0.2874,3,-2.9955,-0.6437,33.1437,33.8148,5.2677,51.533,18.3893
2024-01-16,3,低波动压缩态,0.4461,2.068,42483.1,0.6167,0.5957,-4.5947,3,-4.7292,-1.0463,26.527,31.1647,5.0079,49.4812,23.9917
2024-01-17,3,低波动压缩态,0.3628,2.4949,42627.8,0.3749,0.4652,-2.54,2,-4.4047,-1.0213,26.9369,31.3513,5.2905,51.7134,24.7765
2024-01-18,2,下侧趋势共振态,0.2066,2.8401,40907.9,1.0138,1.044,-7.6557,4,-8.2617,-1.9136,12.27,25.8187,4.3603,44.3682,43.3618
2024-01-19,3,低波动压缩态,0.0609,2.939,41574.8,1.0124,0.6793,-4.4618,4,-6.7661,-1.5657,17.9887,27.6227,4.6696,46.81,35.2013
2024-01-20,3,低波动压缩态,0.3602,2.7626,41658.1,0.197,0.211,-3.7242,3,-6.5793,-1.6165,17.1535,27.6336,4.9695,49.1781,33.6684
2024-01-21,2,下侧趋势共振态,0.1494,2.741,40779.9,0.8257,0.8308,-7.1852,4,-8.5487,-2.1285,8.7368,24.7219,4.5134,45.5771,45.6861
2024-01-22,2,下侧趋势共振态,0.2537,2.8056,39202.1,1.277,1.358,-11.0836,4,-10.447,-2.4991,2.6452,19.7073,3.5268,37.7864,59.5684
2024-01-23,2,下侧趋势共振态,0.3291,2.4802,40053.9,0.9072,0.8232,-9.5273,4,-8.5011,-2.0482,10.0582,22.0831,3.9875,41.4243,48.5175
2024-01-24,2,下侧趋势共振态,0.18,2.9349,39805.6,0.4652,0.5782,-8.6307,4,-9.0684,-2.2747,6.3345,21.1086,3.9755,41.3293,52.3362
2024-01-25,0,放量波动扩张态,0.0523,2.6446,41418.4,1.1576,0.9563,-3.9514,4,-5.3841,-1.3342,21.7945,25.7681,4.8036,47.8687,30.3368
2024-01-26,3,低波动压缩态,0.5607,1.4883,41820,0.5104,0.5393,-1.5566,3,-4.4667,-1.1485,24.8462,26.7382,5.1824,50.8594,26.0132
2024-01-27,3,低波动压缩态,0.6618,1.0899,42264.5,0.6757,0.5405,-0.7368,3,-3.4513,-0.9096,28.774,27.8229,5.5385,53.6712,24.8972
2024-01-28,3,低波动压缩态,0.4791,1.7344,42649.9,0.644,0.6417,-0.6472,2,-2.5709,-0.6961,32.283,28.7042,5.8833,56.3945,24.1115
2024-01-29,3,低波动压缩态,0.3717,1.7165,43383.2,0.8683,0.9528,1.353,3,-0.8957,-0.245,39.698,30.6188,6.3538,60.1096,20.4115
2024-01-30,3,低波动压缩态,0.2064,2.1751,43362.1,0.8926,0.9051,3.4471,3,-0.9439,-0.2603,39.4463,30.2601,6.3456,60.0448,20.5985
2024-01-31,0,放量波动扩张态,0.0616,2.3284,42512.2,1.1731,1.224,1.3846,3,-0.6569,-0.1747,40.8529,27.4317,5.6882,54.8534,14.0005
2024-02-01,5,上侧趋势共振态,0.2225,2.0793,43232.3,0.6885,0.9656,3.8578,3,3.8631,1.0234,60.5475,29.3034,6.2357,59.1769,19.7244
2024-02-02,5,上侧趋势共振态,0.1161,2.3334,43120.4,0.4821,0.4897,2.6716,3,4.5862,1.2514,64.2948,28.6688,6.3585,60.1466,24.4414
2024-02-03,5,上侧趋势共振态,0.181,2.4701,42937.3,0.3829,0.4125,2.5842,4,4.1421,1.1839,63.1848,27.8425,6.4826,61.1261,24.3109
2024-02-04,5,上侧趋势共振态,0.1921,2.0858,42640.2,0.9887,1.0889,2.3945,3,3.4215,0.9788,59.8133,26.6953,6.2337,59.1613,18.9747
2024-02-05,5,上侧趋势共振态,0.323,1.8825,43253.8,0.6875,0.9064,2.9758,3,4.9097,1.4383,67.3664,28.2454,6.7687,63.3853,30.7517
2024-02-06,3,低波动压缩态,0.026,3.1768,43068.3,0.4528,0.7015,2.2159,2,4.4598,1.3614,66.1039,27.4258,6.8634,64.1334,30.2373
2024-02-07,5,上侧趋势共振态,0.0231,3.6479,45434.1,1.7226,1.4778,6.6068,4,8.1499,2.3941,83.0788,34.1127,8.0811,73.7488,56.8276
2024-02-08,4,放量波动扩张态,0.553,2.0603,47159.3,2.0006,2.0504,11.9938,4,8.9751,2.5069,84.9325,38.9007,8.5247,77.2518,62.1843
2024-02-09,1,上侧趋势拉伸共振态,0.185,2.3586,47346.1,0.911,0.9407,10.9629,4,9.0987,2.5661,85.9047,39.1432,8.6557,78.2861,64.1908
2024-02-10,1,上侧趋势拉伸共振态,0.4108,2.1777,48159.4,0.9571,0.9437,12.3202,4,10.4845,2.9797,92.7046,41.2319,9.1671,82.3248,75.0294
2024-02-11,1,上侧趋势拉伸共振态,0.3215,2.9024,49938.9,1.4349,1.4098,16.0343,4,12.8122,3.5742,100,46.0913,9.929,88.341,88.341
2024-02-12,1,上侧趋势拉伸共振态,0.235,2.9494,48748.5,1.2758,1.9188,15.0085,4,9.1022,2.5086,82.9075,42.2844,8.936,80.4997,63.4072
2024-02-13,4,放量波动扩张态,0.4653,2.6589,51613,2.1468,1.9626,20.8735,4,12.6809,3.2667,95.068,50.2462,9.7076,86.5924,81.6604
2024-02-14,1,上侧趋势拉伸共振态,0.53,2.4654,51941.4,0.9552,1.6057,22.1441,4,12.3831,3.2299,94.4775,50.7981,9.8745,87.9101,82.3876
2024-02-15,1,上侧趋势拉伸共振态,0.6606,1.5267,51895.2,0.7344,1.2678,19.2791,4,10.1139,2.745,86.6986,50.2617,9.9965,88.8736,75.5722
2024-02-16,1,上侧趋势拉伸共振态,0.5316,1.4827,50980,0.9493,0.893,15.723,4,7.8984,2.1575,77.2752,47.2367,9.4555,84.6019,61.8771
2024-02-17,1,上侧趋势拉伸共振态,0.7031,1.2095,51784,0.7969,0.7666,17.5913,4,9.6001,2.6633,85.3882,49.1572,10.0206,89.064,74.4522
2024-02-18,1,上侧趋势拉伸共振态,0.566,1.9361,52134.6,0.5414,0.7395,16.6093,4,10.0335,2.8898,89.0219,49.768,10.531,93.0944,82.1163
2024-02-19,1,上侧趋势拉伸共振态,0.4877,1.9197,51670.8,1.0862,1.4407,14.2202,4,8.8265,2.5306,83.2599,48.0491,10.1262,89.8983,73.1582
2024-02-20,1,上侧趋势拉伸共振态,0.2482,2.2069,51164.2,1.2312,1.317,12.0797,4,7.7595,2.1851,77.7185,46.2362,9.5945,85.6998,63.4183
2024-02-21,1,上侧趋势拉伸共振态,0.1832,2.5836,51601.6,0.8349,1.0118,10.9203,3,8.3726,2.3945,81.0772,47.1141,9.9259,88.3167,69.3939
2024-02-22,5,上侧趋势共振态,0.2069,2.5561,50916.4,0.8112,0.9419,8.4029,3,6.9335,2.0117,74.9375,44.7965,9.5988,85.7333,60.6708
2024-02-23,5,上侧趋势共振态,0.078,3.43,51110.1,0.4244,0.4518,8.3346,3,7.3403,2.2241,78.3433,44.9808,10.0905,89.6158,67.9591
2024-02-24,1,上侧趋势拉伸共振态,0.1472,3.1773,51530,0.5363,0.4549,9.1631,4,8.2222,2.5801,84.0548,45.7966,10.6673,94.1711,78.2258
2024-02-25,1,上侧趋势拉伸共振态,0.4901,2.4468,52849.2,1.2576,0.7721,13.0364,4,10.7949,3.3262,96.0227,49.1192,11.2454,98.7356,94.7583
2024-02-26,4,放量波动扩张态,0.4935,3.4818,56757.8,2.7331,2.5082,18.3841,4,13.0302,3.6632,100,59.6371,11.871,100,100
2024-02-27,4,放量波动扩张态,0.367,4.3936,60998.3,2.5834,2.3499,27.6294,4,16.7881,4.3112,100,70.9308,12.4453,100,100
2024-02-28,4,放量波动扩张态,0.4366,4.3122,62787.2,2.5372,3.1968,29.3572,4,14.8048,3.5102,88.5108,75.2651,11.6894,94.4835,82.9942
2024-02-29,1,上侧趋势拉伸共振态,0.5051,2.4385,61305.3,1.0798,1.3344,25.3141,4,10.1396,2.4318,73.0408,70.4997,10.9222,88.8853,61.9261
2024-03-01,1,上侧趋势拉伸共振态,0.5422,2.5598,61799.3,0.8236,0.7081,26.0076,4,10.7115,2.6112,75.6147,71.2424,11.2283,91.1189,66.7337
2024-03-02,1,上侧趋势拉伸共振态,0.5122,2.82,62175.4,0.619,0.539,25.7095,4,10.8421,2.7339,77.3741,71.6532,11.6668,94.3186,71.6928
2024-03-03,4,放量波动扩张态,0.0706,5.1966,66465.6,1.8956,1.5696,32.9317,4,15.6617,3.767,92.1942,82.7145,12.5937,100,92.1942
2024-03-04,4,放量波动扩张态,0.1543,4.8103,66793.1,1.7486,2.4103,33.5666,4,13.5792,3.1499,83.3423,82.8292,11.9361,95.2522,78.5945
2024-03-05,4,放量波动扩张态,0.4712,4.708,66512,2.9474,2.8896,28.3732,4,11.0356,2.2169,69.9584,81.286,10.0014,81.2859,51.2443
2024-03-06,1,上侧趋势拉伸共振态,0.4688,3.1687,67244.2,0.8169,0.9947,26.9061,4,12.258,2.4971,73.9782,82.4847,10.3368,83.707,57.6852
2024-03-07,1,上侧趋势拉伸共振态,0.373,3.4351,67635,1.1945,1.0503,26.4652,4,12.0191,2.431,73.0301,82.7432,10.2589,83.1447,56.1748
2024-03-08,1,上侧趋势拉伸共振态,0.4165,3.5283,68291.3,1.1072,0.779,28.8935,4,13.1061,2.629,75.8703,83.6966,10.3375,83.7119,59.5822
2024-03-09,1,上侧趋势拉伸共振态,0.4741,3.5453,69187.9,0.67,0.6026,28.9469,4,14.5911,3.0012,81.209,85.2673,10.8478,87.3961,68.6051
2024-03-10,4,放量波动扩张态,0.0622,4.945,71986.3,1.8438,1.3801,30.5847,4,16.9007,3.3153,85.7145,91.8329,10.9776,88.3332,74.0477
2024-03-11,1,上侧趋势拉伸共振态,0.4833,3.3392,71752.1,0.8491,1.0224,25.2809,4,15.8601,3.1652,83.5615,90.2979,10.9717,88.2902,71.8517
2024-03-12,1,上侧趋势拉伸共振态,0.1107,4.2288,72613.3,1.5691,1.4018,24.7444,4,16.9249,3.2389,84.618,91.6327,10.6992,86.3233,70.9413
2024-03-13,1,上侧趋势拉伸共振态,0.4853,2.7348,70857.3,1.0125,0.9909,21.7031,4,13.9286,2.6668,76.4126,86.12,10.0933,81.9491,58.3617
2024-03-14,4,放量波动扩张态,0.4139,3.5254,68166.3,1.9549,2.2329,16.7408,4,9.6018,1.7034,62.592,78.2708,8.5368,70.7124,33.3045
2024-03-15,1,上侧趋势拉伸共振态,0.106,3.7531,68383.9,0.9586,0.8318,16.2779,4,9.6221,1.7176,62.7955,78.0586,8.5782,71.0117,33.8072
2024-03-16,5,上侧趋势共振态,0.1053,4.0587,67978,1.1009,1.0589,12.2402,3,8.9714,1.589,60.9511,76.2418,8.3494,69.3596,30.3106
2024-03-17,5,上侧趋势共振态,0.2524,3.6393,67461.9,0.6931,0.8356,10.5006,3,6.5617,1.2073,55.4756,74.1642,8.3489,69.3559,24.8315
2024-03-18,0,放量波动扩张态,0.3853,3.495,64048.5,1.599,1.5041,0.9876,2,-1.5055,-0.2714,34.2643,64.7186,6.9766,59.4492,25.1849
2024-03-19,0,放量波动扩张态,0.314,3.5887,63608.8,1.3481,1.3187,-1.7324,2,-3.975,-0.7105,27.9664,62.9697,6.6314,56.957,28.9906
2024-03-20,0,放量波动扩张态,0.3324,4.1059,66577.6,1.6042,1.1699,1.6279,2,0.3007,0.0514,38.8943,69.8732,7.0454,59.9459,21.0516
2024-03-21,0,放量波动扩张态,0.207,3.8051,63898,1.1529,0.9713,-1.143,2,-3.7362,-0.6305,29.1129,62.4213,6.2435,54.1573,25.0444
2024-03-22,3,低波动压缩态,0.0003,4.3765,65097.9,0.8436,0.5966,1.1677,2,-1.9285,-0.3294,33.4329,64.8269,6.5878,56.6425,23.2096
2024-03-23,3,低波动压缩态,0.1592,4.092,65685,0.5967,0.4704,0.6133,2,-1.044,-0.1838,35.5205,65.6579,6.9064,58.9428,23.4224
2024-03-24,0,放量波动扩张态,0.118,4.2341,69797.9,1.4116,0.8626,5.7836,3,5.1522,0.8785,50.7598,75.2575,7.6994,64.667,15.4268
2024-03-25,5,上侧趋势共振态,0.228,3.5583,70260.1,0.6148,0.9205,6.4734,3,5.8485,1.0268,52.8868,75.6373,8.0029,66.8584,19.7452
2024-03-26,5,上侧趋势共振态,0.1802,3.4795,68887.9,0.8745,0.8744,6.9515,3,2.3426,0.4211,44.1982,71.4707,7.6679,64.4396,20.2414
2024-03-27,5,上侧趋势共振态,0.2387,3.6535,71310,0.8631,0.765,12.1581,4,5.941,1.0792,53.638,76.711,8.3539,69.3919,23.0299
2024-03-28,5,上侧趋势共振态,0.2569,3.122,69202.1,0.6468,0.53,6.8501,4,2.8094,0.5242,45.677,70.7711,7.9496,66.4734,20.7965
2024-03-29,5,上侧趋势共振态,0.2481,3.6283,70028.1,0.3595,0.3002,9.4887,4,4.0366,0.7903,49.4936,72.0703,8.5309,70.6696,21.176
2024-03-30,5,上侧趋势共振态,0.2828,3.339,70407.9,0.3699,0.3069,8.8721,4,4.6008,0.9444,51.7045,72.2585,9.0065,74.1033,25.8077
2024-03-31,5,上侧趋势共振态,0.1721,2.8359,68244.6,0.9996,0.8017,4.8168,3,1.3869,0.2847,42.2415,66.2883,8.2963,68.976,26.7345
2024-04-01,0,放量波动扩张态,0.4306,2.7169,64889.6,1.5692,1.3197,-3.132,2,-3.5974,-0.7061,28.0288,57.5284,6.9102,58.97,30.9412
2024-04-02,3,低波动压缩态,0.2203,2.7989,65846.5,0.7452,0.8177,-3.9448,3,-2.1758,-0.4354,31.9114,59.2501,7.2839,61.6678,29.7564
2024-04-03,3,低波动压缩态,0.1045,3.4138,67650,0.8636,0.6163,1.4822,2,1.5702,0.3142,42.6647,62.9637,7.8528,65.7745,23.1098
2024-04-04,0,放量波动扩张态,0.0608,2.8837,68208.7,1.026,1.1086,1.2734,3,2.8726,0.5711,46.3497,63.648,7.9543,66.5073,20.1576
2024-04-05,3,低波动压缩态,0.1346,3.3847,68113.6,0.3426,0.3703,1.7133,2,2.7292,0.57,46.3343,62.7465,8.2723,68.8027,22.4685
2024-04-06,3,低波动压缩态,0.0272,3.3967,69570,0.633,0.4873,0.7955,2,4.9257,1.0578,53.3318,65.4869,8.917,73.457,26.7888
2024-04-07,5,上侧趋势共振态,0.2265,2.8399,71784.9,1.2676,1.1385,3.7169,4,7.4525,1.5794,60.8136,69.9647,9.374,76.7562,37.5698
2024-04-08,5,上侧趋势共振态,0.2091,2.427,69274.8,1.1331,1.1187,3.032,4,3.6952,0.7751,49.2763,63.3051,8.4317,69.9537,20.6774
2024-04-09,5,上侧趋势共振态,0.0526,2.6831,68658,0.6815,1.0121,2.9366,3,1.8098,0.3926,43.7894,61.1546,8.3809,69.5871,25.7977
2024-04-10,5,上侧趋势共振态,0.3626,2.2897,70000.7,0.8958,1.2056,4.1402,4,3.6914,0.808,49.7486,63.5801,8.8221,72.7723,23.0237
2024-04-11,5,上侧趋势共振态,0.1049,2.4114,69336,0.6763,0.8089,2.647,3,2.7068,0.6073,46.8685,61.328,8.7593,72.3185,25.45
2024-04-12,0,放量波动扩张态,0.5944,1.6107,67671.9,1.5244,1.4485,-0.8562,3,-0.9364,-0.204,35.2312,56.8036,7.8182,65.5248,30.2937
2024-04-13,0,放量波动扩张态,0.0986,4.3876,64187.3,2.3212,2.063,-5.7111,4,-3.1224,-0.5927,29.6552,48.1656,5.9782,52.242,22.5868
2024-04-14,0,放量波动扩张态,0.2946,2.901,64574.3,1.2102,1.2627,-5.606,4,-2.5383,-0.4741,31.3575,48.4923,5.944,51.9951,20.6377
2024-04-15,2,下侧趋势共振态,0.0941,3.7782,61768.9,0.9447,1.4788,-11.3415,4,-6.7725,-1.2702,19.9371,41.5432,5.1319,46.132,33.9309
2024-04-16,2,下侧趋势共振态,0.0502,4.1092,60299.9,1.2967,1.4182,-12.4735,4,-8.9897,-1.6476,14.524,37.7138,4.5678,42.0601,43.4159
2024-04-17,0,放量波动扩张态,0.2406,3.4881,63500,1.2364,1.36,-7.9998,4,-4.1136,-0.7398,27.5449,44.5112,5.3118,47.4307,25.0244
2024-04-18,0,放量波动扩张态,0.3247,3.4133,64443.4,1.5302,1.743,-6.6571,4,-2.6639,-0.4594,31.567,46.1267,5.2993,47.3403,21.0927
2024-04-19,3,低波动压缩态,0.2468,3.3856,64800.1,0.5479,0.6614,-6.5967,4,-2.1251,-0.3793,32.7171,46.3959,5.5359,49.0484,18.2345
2024-04-20,3,低波动压缩态,0.314,3.2718,65041.4,0.3604,0.4952,-6.322,4,-1.7607,-0.3297,33.4284,46.3842,5.8288,51.1635,17.7352
2024-04-21,3,低波动压缩态,0.2542,2.9541,65996.8,0.66,0.7458,-0.7621,2,-0.3176,-0.061,37.2821,47.9613,6.2086,53.905,16.6228
2024-04-22,3,低波动压缩态,0.2614,2.4707,66415,0.4386,0.7315,1.1083,3,0.314,0.0629,39.0605,48.3202,6.5506,56.3743,17.3138
2024-04-23,3,低波动压缩态,0.3223,2.2997,64625.9,0.7961,0.6616,-1.4735,3,-2.3883,-0.4862,31.1829,43.7898,6.052,52.7746,21.5917
2024-04-24,3,低波动压缩态,0.245,2.8281,64123,0.7437,0.9084,-1.1377,2,-3.1478,-0.6535,28.7834,42.1502,5.962,52.1247,23.3413
2024-04-25,3,低波动压缩态,0.3888,2.406,63497.8,0.6383,0.7235,-3.6906,4,-4.0922,-0.8732,25.6322,40.2583,5.8739,51.489,25.8568
2024-04-26,3,低波动压缩态,0.3813,2.4056,62955.9,0.6029,0.4943,-3.5894,4,-4.9107,-1.0798,22.6678,38.573,5.8204,51.1026,28.4347
