date,stateId,stateName,confidence,distance,close,volatilityMultiple,volumeMultiple,trendScore,resonanceCount,middleDeviationRate,middleDeviationAtr,middlePositionPct,maDeviationRate,maDeviationAtr,maPositionPct,stretchHeat
2023-10-31,1,上侧趋势拉伸共振态,0.5656,1.9041,34283.6,1.0673,0.938,16.1439,4,9.6565,2.7315,88.6245,21.4691,5.4824,95.923,84.5476
2023-11-01,1,上侧趋势拉伸共振态,0.284,3.2184,34634.9,1.4987,1.4754,15.254,3,10.7546,2.9261,91.8234,22.5513,5.5452,96.8166,88.64
2023-11-02,1,上侧趋势拉伸共振态,0.5762,1.9891,34753.3,0.8583,0.988,15.9203,4,10.893,3.0026,93.0798,22.7783,5.6709,98.6055,91.6853
2023-11-03,1,上侧趋势拉伸共振态,0.4987,2.4107,34713.6,0.6841,0.4601,15.614,4,10.602,2.9978,93.0017,22.4555,5.7349,99.5162,92.5179
2023-11-04,1,上侧趋势拉伸共振态,0.4472,2.7437,34890.1,0.5977,0.477,14.3275,4,10.9612,3.2012,96.3443,22.9205,6.0425,100,96.3443
2023-11-05,1,上侧趋势拉伸共振态,0.3609,2.6403,35079,0.9725,0.7814,11.0654,4,9.5161,2.837,90.359,23.4394,6.1998,100,90.359
2023-11-06,1,上侧趋势拉伸共振态,0.0635,3.7387,34726.1,0.607,0.5375,8.282,3,8.366,2.5707,85.9811,22.0652,6.0192,97.5796,83.5606
2023-11-07,1,上侧趋势拉伸共振态,0.362,2.813,35224.1,1.2721,0.8915,11.0615,4,9.9201,2.9844,92.7817,23.6753,6.3305,100,92.7817
2023-11-08,4,放量波动扩张态,0.5363,2.6945,37130.1,2.455,2.2701,16.4293,4,11.5361,3.2019,96.3563,30.1893,7.1786,100,96.3563
2023-11-09,1,上侧趋势拉伸共振态,0.4201,2.3201,37080,1.4063,1.4135,14.849,4,9.9587,2.7124,88.3106,29.8477,6.8843,96.5121,84.8227
2023-11-10,1,上侧趋势拉伸共振态,0.4324,2.3819,37050,0.5598,0.5205,14.0833,4,9.363,2.6487,87.2638,29.5778,7.062,98.6185,85.8824
2023-11-11,1,上侧趋势拉伸共振态,0.4239,2.6332,37158.7,0.5355,0.3484,14.6315,4,9.5389,2.7986,89.7271,29.7797,7.3744,100,89.7271
2023-11-12,1,上侧趋势拉伸共振态,0.3313,2.2746,36850,0.812,0.5896,12.9564,4,7.2165,2.1762,79.4958,28.5242,7.1755,97.6963,77.1921
2023-11-13,5,上侧趋势共振态,0.4591,2.0385,36152.6,1.1428,1.0285,8.8703,4,1.1552,0.3582,49.6136,25.9344,6.4604,89.4128,39.7992
2023-11-14,5,上侧趋势共振态,0.1654,3.068,36406.8,1.6334,1.217,8.9567,4,1.8664,0.5506,52.7758,26.64,6.3218,87.8071,40.5829
2023-11-15,5,上侧趋势共振态,0.1563,3.1032,36398.4,1.4168,1.911,8.8211,4,1.8429,0.5263,52.3753,26.4333,6.0802,85.0082,37.3836
