date,close,gate,topWeatherRoute,topWeatherScore,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,shortAtrState,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,weatherSummary
2026-05-31 00:00,0,黄偏红,防守等待,74.12,谨慎观察，不把单一短期偏离当入场理由,波动压缩,1.907,1.27,0.7841,42.46,-0.2159,余动能不足,短ATR降温,1.4111,1.7302,1.8877,1.9935,0.7079,0.8679,58.43,41.57,35.27,中值贴近中轴,0.51,0.269,46.04,10.98,233MA下侧极端,-10.7243,-6.3695,42.99,51.21,趋势不明,-0.2031,mixed,2,缩量,0.7458,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期弱势深水区
