date,stateId,stateName,confidence,distance,close,volatilityMultiple,volumeMultiple,trendScore,resonanceCount,middleDeviationRate,middleDeviationAtr,middlePositionPct,maDeviationRate,maDeviationAtr,maPositionPct,stretchHeat
2018-08-15,7,下侧趋势共振态,0.0347,4.5483,6403.5,0.9623,0.84,-9.1797,3,-9.6827,-1.7154,16.671,-26.8543,-5.8746,71.363,54.6919
2018-08-16,7,下侧趋势共振态,0.3227,3.9361,6475.6,0.816,0.7807,-6.0755,2,-8.6296,-1.5499,18.9463,-25.7142,-5.6805,73.4983,54.5521
2018-08-17,7,下侧趋势共振态,0.2915,3.9902,6356.9,0.8046,0.5276,-8.1003,4,-10.3045,-1.8785,14.4293,-26.7981,-5.9861,70.136,55.7067
2018-08-18,5,低波动压缩态,0.0418,4.6677,6406.4,0.445,0.3632,-6.0675,3,-9.532,-1.8104,15.3656,-25.9298,-6.0151,69.817,54.4514
2018-08-19,5,低波动压缩态,0.013,4.2978,6424.6,0.6057,0.4057,-7.5756,3,-8.8838,-1.731,16.4569,-25.4972,-6.076,69.1473,52.6904
2018-08-20,3,中性震荡态,0.0287,4.2618,6414.3,0.779,0.5359,-5.1384,3,-7.1132,-1.3805,21.2752,-25.3633,-6.126,68.5978,47.3226
2018-08-21,1,放量波动扩张态,0.2151,4.386,6477.7,1.3696,0.5346,-2.1149,2,-6.1951,-1.1681,24.1941,-24.3729,-5.7003,73.2809,49.0868
2018-08-22,5,低波动压缩态,0.0205,3.5656,6433.1,0.6593,0.5353,-5.0356,3,-4.5038,-0.8501,28.5645,-24.6209,-5.8878,71.2179,42.6534
2018-08-23,5,低波动压缩态,0.2139,3.4745,6506.7,0.6245,0.5137,-1.8799,2,-2.9503,-0.5703,32.4116,-23.432,-5.7408,72.8353,40.4238
2018-08-24,3,中性震荡态,0.2863,3.5078,6738.6,0.8372,0.4414,1.2666,2,3.4241,0.6513,49.2011,-20.3939,-5.0394,80.5517,31.3505
2018-08-25,5,低波动压缩态,0.3427,3.1822,6676.5,0.6339,0.3741,0.8218,2,2.471,0.4832,46.8914,-20.7502,-5.2467,78.2707,31.3793
2018-08-26,5,低波动压缩态,0.4999,3.1306,6752.4,0.4532,0.3963,2.5136,2,3.6662,0.7469,50.5153,-19.4468,-5.0984,79.9027,30.418
2018-08-27,3,中性震荡态,0.0626,4.7056,7050,1.1772,0.4646,4.395,2,8.3216,1.6708,63.2147,-15.4883,-3.9859,92.1415,55.3562
2018-08-28,5,低波动压缩态,0.0582,4.1064,6975.9,0.7314,0.4983,5.5111,3,7.2201,1.4791,60.5796,-16.0573,-4.2016,89.7679,50.3475
2018-08-29,3,中性震荡态,0.316,3.2304,6867.4,0.8444,0.4952,3.3213,3,5.5524,1.1511,56.0711,-17.0301,-4.4914,86.5796,42.6507
2018-08-30,5,低波动压缩态,0.0277,4.1705,6958.1,0.737,0.4529,5.5718,3,6.9465,1.4692,60.4439,-15.6129,-4.185,89.951,50.3949
2018-08-31,3,中性震荡态,0.0136,4.5841,7173.8,0.8762,0.5054,9.3378,3,9.5412,2.0506,68.4353,-12.6874,-3.421,98.3554,66.7907
2018-09-01,4,上侧趋势共振态,0.0613,4.6014,7220,0.7284,0.6523,7.9163,3,9.1822,2.0343,68.2114,-11.8413,-3.2491,100,68.2114
2018-09-02,5,低波动压缩态,0.213,4.6888,7288,0.4818,0.5986,10.013,3,10.2105,2.3523,72.5822,-10.684,-3.0372,100,72.5822
2018-09-03,5,低波动压缩态,0.0645,5.1156,7379.7,0.5911,0.8461,11.9733,3,10.2534,2.4662,74.1474,-9.3088,-2.722,100,74.1474
2018-09-04,2,放量波动扩张态,0.2789,4.4091,6993.4,1.6445,1.2514,3.3575,2,2.62,0.6098,48.6314,-13.7402,-3.8046,88.7691,40.1377
2018-09-05,2,放量波动扩张态,0.0562,6.6924,6422.9,2.1771,2.3395,-4.9125,3,-5.8419,-1.2378,23.2366,-20.5451,-5.1586,74.722,51.4854
2018-09-06,7,下侧趋势共振态,0.0214,4.8502,6374.5,0.7293,1.4316,-5.6202,4,-6.5514,-1.417,20.7729,-21.0167,-5.3782,72.4436,51.6707
2018-09-07,5,低波动压缩态,0.3905,3.476,6430.5,0.4042,0.8473,-4.5656,3,-5.7305,-1.2963,22.4328,-20.1033,-5.3655,72.5759,50.1431
2018-09-08,3,中性震荡态,0.2355,3.7273,6371.2,1.1378,0.9959,-6.8521,4,-5.7222,-1.2687,22.8111,-20.6253,-5.4317,71.8891,49.078
2018-09-09,5,低波动压缩态,0.2328,3.9554,6296.5,0.6576,0.8042,-9.6151,4,-6.8276,-1.5537,18.8944,-21.2944,-5.7365,68.7273,49.8329
2018-09-10,3,中性震荡态,0.1149,4.3007,6254.5,0.7943,0.7598,-9.0512,4,-7.4491,-1.7219,16.5818,-21.5994,-5.8941,67.0919,50.5101
2018-09-11,5,低波动压缩态,0.4008,3.7381,6272,0.4675,0.753,-8.9001,4,-7.1901,-1.7302,16.4689,-21.2038,-6.0097,65.8929,49.424
2018-09-12,3,中性震荡态,0.4695,3.2249,6483.2,0.9561,0.8451,-4.3665,2,-4.0649,-0.9814,26.76,-18.3638,-5.2104,74.1846,47.4246
2018-09-13,5,低波动压缩态,0.103,3.8074,6480.1,0.7177,0.8305,-1.8945,2,-4.1107,-1.0141,26.3114,-18.1996,-5.2629,73.6405,47.3291
2018-09-14,5,低波动压缩态,0.5436,3.086,6536.8,0.4228,0.6266,-2.1597,2,-3.2717,-0.8429,28.6637,-17.2821,-5.2067,74.223,45.5592
2018-09-15,5,低波动压缩态,0.0702,4.1252,6481,0.7038,0.5862,-3.2909,2,-4.0974,-1.0797,25.4092,-17.785,-5.4668,71.5254,46.1163
2018-09-16,3,中性震荡态,0.311,4.3189,6264.5,1.2016,0.8637,-6.2035,3,-7.3011,-1.8941,14.2158,-20.3052,-6.1272,64.6739,50.4582
2018-09-17,5,低波动压缩态,0.0492,3.8851,6361.3,0.7352,0.8771,-4.6418,3,-5.8687,-1.5535,18.8971,-18.8348,-5.7822,68.2531,49.356
2018-09-18,5,低波动压缩态,0.5021,3.0891,6330.1,0.5027,0.8128,-2.1961,3,-6.3304,-1.7398,16.3362,-19.0084,-6.042,65.5582,49.222
2018-09-19,2,放量波动扩张态,0.0819,5.3066,6417.3,1.5833,1.031,-0.5467,2,-5.04,-1.323,22.0648,-17.7158,-5.3669,72.5618,50.497
2018-09-20,2,放量波动扩张态,0.3477,3.5194,6683.7,1.6114,1.3447,2.0644,3,-1.098,-0.2747,36.4744,-14.1418,-4.0752,85.9617,49.4873
2018-09-21,5,低波动压缩态,0.0634,3.8377,6686.5,0.7547,1.0014,1.6734,3,-1.0565,-0.2693,36.5483,-13.98,-4.0985,85.7193,49.171
2018-09-22,5,低波动压缩态,0.4922,2.6873,6687.7,0.5801,0.7271,1.5823,3,-1.0388,-0.2733,36.493,-13.8511,-4.1864,84.8078,48.3148
2018-09-23,5,低波动压缩态,0.4468,2.6806,6607.5,0.6134,0.735,0.7137,3,-2.2255,-0.603,31.9618,-14.7626,-4.588,80.6415,48.6797
2018-09-24,3,中性震荡态,0.3383,3.8378,6405.1,1.1682,1.0323,-1.629,2,-5.2206,-1.3961,21.06,-17.2621,-5.2883,73.3767,52.3168
2018-09-25,3,中性震荡态,0.58,2.1212,6541.1,0.9317,0.8695,0.0526,3,-0.1603,-0.0418,39.6756,-15.4639,-4.76,78.8575,39.1819
2018-09-26,5,低波动压缩态,0.667,1.9953,6498,0.4799,0.8072,1.2511,3,0.4405,0.1179,41.8704,-15.9831,-5.1143,75.1817,33.3113
2018-09-27,2,放量波动扩张态,0.0284,3.53,6670,1.3028,1.4323,2.877,3,3.0992,0.8102,51.3858,-13.6876,-4.2742,83.8968,35.2826
2018-09-28,3,中性震荡态,0.5095,2.6279,6587.8,0.9398,0.9949,0.3576,2,1.8286,0.4803,46.8507,-14.6728,-4.5988,80.5292,33.6785
2018-09-29,5,低波动压缩态,0.5745,2.7113,6606.8,0.4645,0.704,1.7553,2,1.9741,0.5406,47.6803,-14.343,-4.6761,79.7279,32.0475
2018-09-30,5,低波动压缩态,0.1985,3.2661,6568.7,0.6952,0.7985,0.4189,2,1.386,0.3885,45.5892,-14.7543,-4.9182,77.2164,31.6272
2018-10-01,5,低波动压缩态,0.5354,2.5992,6561.6,0.5333,0.7448,1.1621,2,1.2765,0.3706,45.3436,-14.7579,-5.0907,75.4265,30.0829
2018-10-02,5,低波动压缩态,0.0058,3.4423,6511.5,0.7236,0.8684,1.1881,3,0.5032,0.1492,42.3004,-15.3082,-5.3864,72.3586,30.0582
2018-10-03,3,中性震荡态,0.4679,2.8825,6597.4,0.8993,0.8356,-0.3725,2,1.829,0.5465,47.7616,-14.0997,-4.9943,76.4264,28.6648
2018-10-04,5,低波动压缩态,0.5756,2.9732,6594,0.3798,0.6796,-0.5619,2,1.7765,0.5562,47.8941,-14.014,-5.1929,74.3663,26.4722
2018-10-05,5,低波动压缩态,0.3494,2.986,6600,0.613,0.7333,-1.6644,3,1.8691,0.6026,48.532,-13.7819,-5.2495,73.7789,25.2469
2018-10-06,5,低波动压缩态,0.5789,2.7781,6580.2,0.4154,0.664,-1.0901,3,1.5635,0.5267,47.4894,-13.875,-5.512,71.056,23.5666
2018-10-07,5,低波动压缩态,0.1433,3.9592,6672.1,0.6493,0.9111,1.7814,3,2.982,1.0317,54.4297,-12.4736,-5.0774,75.5641,29.9939
2018-10-08,5,低波动压缩态,0.4858,3.1615,6638.2,0.4857,0.5845,1.113,3,2.4588,0.8843,52.4042,-12.7239,-5.3722,72.506,24.9102
2018-10-09,3,中性震荡态,0.2528,4.0108,6590.1,0.802,0.4867,1.8193,4,1.7163,0.6267,48.8634,-13.131,-5.6139,69.9985,21.1351
2018-10-10,2,放量波动扩张态,0.1934,6.8048,6291.2,2.185,1.265,-3.4901,4,-3.6304,-1.2139,23.5648,-16.826,-6.5187,60.6125,37.0477
2018-10-11,3,中性震荡态,0.0742,3.8557,6339.6,0.796,0.5583,-3.8143,4,-2.8012,-0.9505,27.1857,-15.9838,-6.2745,63.1461,35.9604
2018-10-12,5,低波动压缩态,0.5535,3.2911,6328.9,0.348,0.2919,-3.9319,4,-2.8035,-0.9973,26.5417,-15.9506,-6.5618,60.1657,33.6239
2018-10-13,5,低波动压缩态,0.4436,2.758,6379.3,0.6084,0.2289,-2.879,3,-2.0295,-0.7437,30.0274,-15.0911,-6.3809,62.0424,32.015
2018-10-14,0,放量波动扩张态,0.5322,8.1604,6908.1,6.1315,3.7233,5.6877,4,-3.4278,-0.8352,28.7694,-7.9042,-2.0196,100,71.2306
2018-10-15,4,上侧趋势共振态,0.0567,8.111,6715,1.0449,1.4103,3.1453,4,-6.1272,-1.4879,19.7993,-10.3407,-2.629,94.1073,74.308
2018-10-16,5,低波动压缩态,0.0237,7.216,6747.9,0.4432,0.9503,2.4891,4,-5.6673,-1.4351,20.5242,-9.7188,-2.5715,94.6633,74.1391
2018-10-17,5,低波动压缩态,0.173,5.7827,6708,0.4161,0.9414,2.313,4,-6.2251,-1.6472,17.6097,-10.0525,-2.7731,92.7143,75.1047
2018-10-18,5,低波动压缩态,0.1724,5.4709,6571.6,0.6264,1.0545,1.1755,2,-8.1319,-2.2135,9.8247,-11.6814,-3.3075,87.5464,77.7216
2018-10-19,5,低波动压缩态,0.3007,5.0623,6574.8,0.4283,0.8311,1.4186,2,-8.0872,-2.2982,8.6614,-11.4268,-3.3697,86.9457,78.2843
2018-10-20,5,低波动压缩态,0.3774,4.5189,6645.3,0.4043,0.8459,2.5477,3,-7.1016,-2.1106,11.2398,-10.2586,-3.1561,89.0106,77.7709
2018-10-21,5,低波动压缩态,0.3421,4.9378,6563,0.4437,0.8897,1.0611,2,-8.2521,-2.5575,5.0973,-11.1167,-3.5563,85.1408,80.0436
2018-10-22,5,低波动压缩态,0.3755,5.0099,6557.8,0.3414,0.9544,-1.467,3,-8.3248,-2.7107,2.991,-10.9503,-3.6708,84.0342,81.0431
2018-10-23,5,低波动压缩态,0.3554,5.0466,6580.1,0.3875,0.9272,1.2361,3,-8.0131,-2.7321,2.6966,-10.3902,-3.6366,84.364,81.6674
2018-10-24,5,低波动压缩态,0.275,5.3347,6545.7,0.4669,0.901,-0.5143,3,-8.494,-3.0149,0,-10.6275,-3.8622,82.1831,82.1831
2018-10-25,5,低波动压缩态,0.2986,5.3874,6540.1,0.4279,0.9441,-0.3394,3,-8.5723,-3.1766,0,-10.4876,-3.9695,81.1457,81.1457
2018-10-26,5,低波动压缩态,0.2955,5.4941,6497.6,0.4215,0.7944,-0.5487,3,-9.1664,-3.5479,0,-10.8916,-4.2972,77.9764,77.9764
2018-10-27,5,低波动压缩态,0.3377,6.4419,6488.6,0.1749,1.5229,-2.8208,4,-9.2922,-3.8248,0,-10.8869,-4.5614,75.4218,75.4218
2018-10-28,3,中性震荡态,0.213,6.6397,6379.5,1.1134,1.09,-3.9156,4,-10.8174,-4.4138,0,-12.2311,-5.071,70.4948,70.4948
2018-10-29,5,低波动压缩态,0.2986,5.6391,6353.5,0.4299,0.8368,-4.1871,4,-11.1809,-4.7622,0,-12.4487,-5.3789,67.517,67.517
2018-10-30,3,中性震荡态,0.3005,5.765,6392.8,1.008,0.8682,-3.1594,4,-10.6315,-4.5254,2.5995,-11.7618,-5.0706,70.498,67.8986
2018-10-31,5,低波动压缩态,0.3542,5.9213,6364.8,0.2542,0.8328,-2.4267,3,-11.0229,-4.9612,0,-12.0072,-5.4646,66.6883,66.6883
2018-11-01,5,低波动压缩态,0.1137,6.0543,6427.3,0.6005,0.8932,-1.3185,3,-10.4209,-4.849,1.2048,-11.0222,-5.1634,69.6008,68.396
2018-11-02,5,低波动压缩态,0.0718,6.3467,6373.2,0.6328,0.7625,-2.4272,3,-11.1749,-5.3467,0,-11.68,-5.6203,65.1829,65.1829
2018-11-03,3,中性震荡态,0.2857,5.5791,6482.7,0.963,0.8079,-0.2609,3,-9.6488,-4.6297,7.3969,-10.0525,-4.845,72.6797,65.2828
2018-11-04,5,低波动压缩态,0.4195,3.4626,6472.8,0.5154,1.0426,-2.0363,4,-1.9852,-0.9094,45.7748,-10.114,-5.0521,70.6773,24.9025
2018-11-05,5,低波动压缩态,0.3274,3.635,6500.2,0.567,1.0338,-0.4284,3,-0.3801,-0.1778,53.3223,-9.6861,-4.9969,71.211,24.5333
2018-11-06,3,中性震荡态,0.373,4.1025,6548.9,1.0251,1.2627,0.3467,2,0.4309,0.201,57.2297,-8.9,-4.577,75.2712,32.5009
2018-11-07,5,低波动压缩态,0.1648,3.8772,6536.3,0.6586,1.0487,0.0913,3,0.833,0.3965,59.2458,-8.9679,-4.7275,73.8165,33.0623
