kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.96,1919,-26.707,-7.7328,39.2,42.52,57.48,0.0,49.24,32.67,67.33,0.1155,-0.055
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,6.7,508,-5.5461,-1.3564,63.03,46.65,53.35,5.51,49.02,34.06,65.94,0.0519,0.0613
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,60.0,185,0.1168,0.0353,66.4,20.0,80.0,35.14,46.49,35.14,64.86,0.2536,0.0994
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,2.16,971,25.8038,4.1549,83.49,48.92,51.08,0.21,51.7,44.49,55.51,0.0135,0.0525
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.96,573,6.7022,1.396,71.47,48.52,51.48,4.54,51.48,36.82,63.18,0.0091,-0.0636
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.14,1919,-26.707,-7.7328,39.2,43.93,56.07,0.36,48.31,35.96,64.04,0.1413,-0.1602
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,13.78,508,-5.5461,-1.3564,63.03,43.11,56.89,12.8,49.21,38.78,61.22,0.1048,0.2323
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,75.96,183,0.1168,0.0353,66.4,12.02,87.98,45.9,52.46,37.16,62.84,0.3984,0.1136
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.52,971,25.8038,4.1549,83.49,53.76,46.24,0.62,53.66,53.24,46.76,-0.1231,0.1439
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,7.86,573,6.7022,1.396,71.47,46.07,53.93,11.52,50.61,42.06,57.94,0.0767,-0.1025
