kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,29.5,488,-58.465,-13.7612,43.53,35.25,64.75,0.0,46.31,37.5,62.5,0.1955,-0.3724
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,25.0,24,-14.657,-1.552,91.13,37.5,62.5,4.17,41.67,37.5,62.5,0.1169,0.2387
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100.0,2,-2.2389,-0.1951,95.6,0.0,100.0,0.0,0.0,50.0,50.0,0.2125,-3.3294
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,100.0,1,12.3092,1.1159,100.0,100.0,0.0,100.0,100.0,100.0,0.0,-0.9555,-13.3882
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,20.08,488,-58.465,-13.7612,43.53,39.96,60.04,0.2,44.26,39.34,60.66,0.3425,-0.9949
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,18.18,22,-15.1522,-1.552,91.13,40.91,59.09,0.0,36.36,27.27,72.73,0.1599,-1.7297
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100.0,2,-2.2389,-0.1951,95.6,0.0,100.0,0.0,0.0,100.0,0.0,0.8866,-12.403
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,100.0,1,12.3092,1.1159,100.0,100.0,0.0,100.0,100.0,100.0,0.0,-0.5303,-19.0842
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,21.72,488,-58.465,-13.7612,43.53,39.14,60.86,0.2,40.78,44.26,55.74,0.5348,-1.6371
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,30.0,20,-14.657,-1.5306,91.3,35.0,65.0,0.0,20.0,25.0,75.0,0.2105,-4.5846
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100.0,2,-2.2389,-0.1951,95.6,0.0,100.0,0.0,0.0,100.0,0.0,0.8224,-12.8438
