kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,20.52,1311,-28.0194,-6.6563,57.04,39.74,60.26,0.08,48.59,33.41,66.59,0.1346,0.0453
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,9.74,421,-8.7209,-1.47,70.75,45.13,54.87,4.04,49.88,33.49,66.51,0.0617,0.1217
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,55.04,129,0.332,0.0501,80.14,22.48,77.52,31.78,43.41,36.43,63.57,0.1958,-0.0306
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,1.28,551,49.6718,3.5886,85.96,49.36,50.64,0.0,53.18,44.83,55.17,0.0155,0.0635
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,7.62,420,10.8342,1.3439,77.53,46.19,53.81,2.62,48.1,35.71,64.29,0.0421,0.4109
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.98,1309,-28.0576,-6.6538,57.05,43.01,56.99,0.38,48.51,37.43,62.57,0.1885,0.1872
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,23.04,421,-8.7209,-1.47,70.75,38.48,61.52,9.74,44.66,37.29,62.71,0.2084,0.2819
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,67.44,129,0.332,0.0501,80.14,16.28,83.72,37.21,45.74,41.09,58.91,0.4472,0.7461
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,11.8,551,49.6718,3.5886,85.96,55.9,44.1,0.18,55.9,50.45,49.55,-0.106,0.4291
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.48,420,10.8342,1.3439,77.53,49.76,50.24,8.33,52.38,35.48,64.52,0.0016,0.8279
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.14,1307,-28.1551,-6.6511,57.06,41.93,58.07,1.07,46.82,39.17,60.83,0.2619,0.3439
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,36.82,421,-8.7209,-1.47,70.75,31.59,68.41,14.96,43.94,39.67,60.33,0.3781,0.7931
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,72.1,129,0.332,0.0501,80.14,13.95,86.05,42.64,47.29,37.21,62.79,0.7055,1.4619
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,11.8,551,49.6718,3.5886,85.96,55.9,44.1,0.54,56.62,54.99,45.01,-0.2354,1.0393
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.0,420,10.8342,1.3439,77.53,50.0,50.0,14.52,54.29,33.57,66.43,-0.0001,0.687
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.9,1302,-28.2479,-6.6551,57.05,45.55,54.45,3.0,48.54,40.32,59.68,0.2572,1.1546
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,43.94,421,-8.7209,-1.47,70.75,28.03,71.97,20.67,45.84,43.47,56.53,0.6308,1.1422
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,81.4,129,0.332,0.0501,80.14,9.3,90.7,42.64,44.19,37.98,62.02,0.9276,0.5825
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,20.5,551,49.6718,3.5886,85.96,60.25,39.75,3.27,58.8,55.17,44.83,-0.6649,3.4578
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,13.34,420,10.8342,1.3439,77.53,43.33,56.67,22.62,54.76,37.14,62.86,0.1566,0.3865
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,38.98,59,-23.6212,-2.7525,20.85,69.49,30.51,0.0,45.76,42.37,57.63,-0.2254,-0.0991
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.76,1363,-7.1545,-1.1324,39.53,52.38,47.62,5.28,50.48,27.29,72.71,-0.0221,-0.03
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,47.16,530,-0.1942,-0.0286,51.93,26.42,73.58,35.47,48.68,30.75,69.25,0.1643,-0.0625
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,63.64,66,22.8454,2.68,84.72,81.82,18.18,1.52,63.64,77.27,22.73,-0.4417,3.0398
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,8.1,814,7.5691,1.1039,65.38,54.05,45.95,7.62,51.23,50.61,49.39,-0.047,0.2377
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,55.94,59,-23.6212,-2.7525,20.85,77.97,22.03,1.69,49.15,45.76,54.24,-0.8549,0.8597
