kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.74,4511,-14.0757,-5.8321,41.54,42.63,57.37,0.07,49.41,34.49,65.51,0.094,0.0013
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,5.5,1310,-3.5753,-1.3916,58.56,47.25,52.75,4.81,49.08,35.73,64.27,0.0422,-0.0936
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,61.7,449,0.0607,0.0242,64.02,19.15,80.85,38.53,49.67,35.86,64.14,0.2323,0.0599
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,2.28,2147,18.9814,4.4643,81.02,48.86,51.14,0.09,54.26,44.11,55.89,0.0148,0.0272
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.88,1350,4.3195,1.398,69.06,47.56,52.44,4.22,49.48,36.44,63.56,0.0334,0.0745
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,7.12,4509,-14.0784,-5.8322,41.53,46.44,53.56,0.22,49.37,37.79,62.21,0.0856,-0.0138
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,14.66,1310,-3.5753,-1.3916,58.56,42.67,57.33,10.84,48.02,39.62,60.38,0.139,-0.1874
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,70.6,449,0.0607,0.0242,64.02,14.7,85.3,44.1,50.33,39.42,60.58,0.4807,0.0654
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.68,2147,18.9814,4.4643,81.02,53.84,46.16,0.14,54.4,50.3,49.7,-0.0793,0.0911
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.6,1350,4.3195,1.398,69.06,47.7,52.3,9.85,50.89,39.93,60.07,0.0443,0.2062
