instrument,bar,horizon,environment,environmentDirection,hitMeaning,observations,weightedObservations,hitRatePct,baselineRatePct,liftPct,liftWilsonLow,avgFutureReturnPct,medianFutureReturnPct,avgAbsFutureReturnPct,avgFutureRangePct,periodWeightAvg,lowSample,eligibleForCross,mainHorizon,passCandidate,firstDate,lastDate
HBAR-USDT,1D,1,RANGE,neutral,低波动维持,91,63.7,58.24,50.15,8.09,-2.18,-0.0836,-0.5008,2.9733,5.7435,0.7,False,True,False,True,2020-05-12,2026-05-16
HBAR-USDT,1D,1,TREND,down,方向命中,720,504.0,50.56,50.13,0.42,-3.22,0.0345,-0.0389,3.5232,8.0391,0.7,False,True,False,False,2020-06-25,2026-05-25
HBAR-USDT,1D,1,TREND,up,方向命中,704,492.8,45.6,48.73,-3.13,-6.78,0.5013,-0.3887,4.6084,10.3913,0.7,False,True,False,False,2020-05-06,2026-05-30
HBAR-USDT,1D,3,CHAOS,neutral,高扰动命中,118,82.6,16.95,25.25,-8.3,-14.0,1.268,0.1326,5.794,13.9357,0.7,False,True,False,False,2020-05-11,2026-05-04
HBAR-USDT,1D,3,RANGE,neutral,低波动维持,91,63.7,52.75,50.19,2.56,-7.6,0.4527,0.8319,4.7977,11.1475,0.7,False,True,False,False,2020-05-12,2026-05-16
HBAR-USDT,1D,3,TREND,down,方向命中,720,504.0,53.19,51.58,1.62,-2.03,0.071,-0.646,5.73,13.8333,0.7,False,True,False,False,2020-06-25,2026-05-25
HBAR-USDT,1D,3,TREND,up,方向命中,701,490.7,47.36,48.41,-1.05,-4.72,1.8224,-0.5865,8.3605,18.7171,0.7,False,True,False,False,2020-05-08,2026-05-29
HBAR-USDT,1D,5,CHAOS,neutral,高扰动命中,118,82.6,20.34,25.44,-5.1,-11.37,0.8747,-0.8302,6.997,18.53,0.7,False,True,True,False,2020-05-11,2026-05-04
HBAR-USDT,1D,5,RANGE,neutral,低波动维持,91,63.7,59.34,50.27,9.07,-1.2,0.4848,-0.1661,6.3207,14.5225,0.7,False,True,True,True,2020-05-12,2026-05-16
HBAR-USDT,1D,5,TREND,down,方向命中,720,504.0,52.78,50.91,1.87,-1.79,0.0802,-0.4722,7.0425,17.9315,0.7,False,True,True,False,2020-06-25,2026-05-25
HBAR-USDT,1D,5,TREND,up,方向命中,698,488.6,47.99,49.47,-1.47,-5.16,3.2515,-0.4901,10.9882,24.7122,0.7,False,True,True,False,2020-05-19,2026-05-14
HBAR-USDT,1D,10,CHAOS,neutral,高扰动命中,115,80.5,23.48,25.11,-1.63,-8.45,3.3787,-0.8981,12.4448,27.967,0.7,False,True,True,False,2020-05-21,2026-05-04
HBAR-USDT,1D,10,RANGE,neutral,低波动维持,90,63.0,56.67,50.59,6.07,-4.23,0.0467,-0.7149,8.6694,20.5643,0.7,False,True,True,True,2020-05-15,2026-05-16
HBAR-USDT,1D,10,TREND,down,方向命中,718,502.6,56.13,51.56,4.57,0.91,-0.1968,-1.6331,10.4203,26.4018,0.7,False,True,True,True,2020-06-25,2026-05-22
HBAR-USDT,1D,10,TREND,up,方向命中,698,488.6,49.28,49.54,-0.26,-3.95,6.8754,-0.1222,16.9825,36.205,0.7,False,True,True,False,2020-05-19,2026-05-14
HBAR-USDT,1W,1,CHAOS,neutral,高扰动命中,5,0.8,20.0,27.31,-7.31,-23.68,11.354,-1.3518,17.2436,27.6732,0.16,True,False,False,False,2024-04-07,2025-04-06
HBAR-USDT,1W,1,TREND,down,方向命中,43,6.88,58.14,59.46,-1.32,-16.13,-0.1764,-1.3708,7.3248,16.5367,0.16,False,True,False,False,2024-09-15,2026-05-17
HBAR-USDT,1W,1,TREND,up,方向命中,36,5.76,41.67,48.04,-6.38,-20.9,2.5203,-3.8521,12.7688,30.5194,0.16,False,True,False,False,2024-03-03,2025-08-24
HBAR-USDT,1W,3,CHAOS,neutral,高扰动命中,5,0.8,40.0,25.39,14.61,-13.63,51.4844,6.1217,65.8152,98.8872,0.16,True,False,False,False,2024-04-07,2025-04-06
HBAR-USDT,1W,3,TREND,down,方向命中,41,6.56,53.66,65.22,-11.56,-26.47,6.7558,-2.4765,19.8947,38.0845,0.16,False,True,False,False,2024-09-15,2026-04-26
HBAR-USDT,1W,3,TREND,up,方向命中,34,5.44,35.29,30.79,4.5,-9.31,5.6996,-4.6117,24.1218,55.4463,0.16,False,True,False,False,2024-03-17,2025-08-24
HBAR-USDT,1W,5,CHAOS,neutral,高扰动命中,5,0.8,40.0,30.69,9.31,-18.93,90.5938,19.29,103.479,174.4097,0.16,True,False,True,False,2024-04-07,2025-04-06
HBAR-USDT,1W,5,TREND,down,方向命中,40,6.4,67.5,70.13,-2.63,-18.11,26.247,-6.981,45.2321,71.0869,0.16,False,True,True,False,2024-09-15,2026-04-19
HBAR-USDT,1W,5,TREND,up,方向命中,32,5.12,25.0,31.54,-6.54,-18.29,-0.5092,-14.526,27.7063,62.2211,0.16,False,True,True,False,2024-03-31,2025-08-24
HBAR-USDT,1W,10,CHAOS,neutral,高扰动命中,4,0.64,25.0,26.03,-1.03,-21.47,122.2227,-3.0325,136.6365,196.9158,0.16,True,False,True,False,2024-11-03,2025-04-06
HBAR-USDT,1W,10,TREND,down,方向命中,35,5.6,68.57,77.06,-8.49,-25.04,78.8327,-9.7626,107.0179,167.0296,0.16,False,True,True,False,2024-09-15,2026-03-15
HBAR-USDT,1W,10,TREND,up,方向命中,28,4.48,10.71,22.54,-11.82,-18.83,-11.9785,-28.0649,40.6547,82.1176,0.16,True,False,True,False,2024-05-05,2025-08-24
HBAR-USDT,4H,1,CHAOS,neutral,高扰动命中,1333,933.1,28.51,27.61,0.9,-1.46,0.0142,0.0,1.6272,3.5171,0.7,False,True,False,False,2020-01-04 20:00,2026-06-01 00:00
HBAR-USDT,4H,1,RANGE,neutral,低波动维持,1921,1344.7,67.83,60.73,7.1,4.98,-0.0841,0.0,0.9,1.7649,0.7,False,True,False,True,2019-10-26 04:00,2026-06-01 08:00
HBAR-USDT,4H,1,TREND,down,方向命中,3015,2110.5,45.51,42.0,3.51,1.74,0.1844,0.1375,1.8075,3.9649,0.7,False,True,False,False,2020-01-03 16:00,2026-05-28 00:00
HBAR-USDT,4H,1,TREND,up,方向命中,3290,2303.0,47.33,42.19,5.13,3.43,0.0861,-0.0638,2.1142,4.4923,0.7,False,True,False,False,2020-01-11 04:00,2026-05-31 20:00
HBAR-USDT,4H,3,CHAOS,neutral,高扰动命中,1333,933.1,25.58,27.61,-2.02,-4.29,0.0559,-0.0166,2.6786,6.0295,0.7,False,True,False,False,2020-01-04 20:00,2026-06-01 00:00
HBAR-USDT,4H,3,RANGE,neutral,低波动维持,1919,1343.3,65.29,60.68,4.61,2.45,-0.162,0.0,1.6567,3.3169,0.7,False,True,False,True,2019-10-26 12:00,2026-06-01 08:00
HBAR-USDT,4H,3,TREND,down,方向命中,3015,2110.5,45.84,43.01,2.83,1.05,0.3331,0.2453,3.0346,6.8242,0.7,False,True,False,False,2020-01-03 16:00,2026-05-28 00:00
HBAR-USDT,4H,3,TREND,up,方向命中,3290,2303.0,46.11,43.4,2.71,1.01,0.3808,-0.2711,3.6163,7.9133,0.7,False,True,False,False,2020-01-11 04:00,2026-05-31 20:00
HBAR-USDT,4H,5,CHAOS,neutral,高扰动命中,1333,933.1,25.43,27.61,-2.17,-4.44,0.3314,0.0,3.7396,7.9646,0.7,False,True,True,False,2020-01-04 20:00,2026-06-01 00:00
HBAR-USDT,4H,5,RANGE,neutral,低波动维持,1917,1341.9,64.68,60.64,4.04,1.88,-0.3644,0.0,2.2065,4.474,0.7,False,True,True,True,2019-10-26 20:00,2026-06-01 08:00
HBAR-USDT,4H,5,TREND,down,方向命中,3015,2110.5,46.24,43.97,2.27,0.5,0.4698,0.2786,3.882,8.77,0.7,False,True,True,False,2020-01-03 16:00,2026-05-28 00:00
HBAR-USDT,4H,5,TREND,up,方向命中,3290,2303.0,45.62,43.02,2.6,0.91,0.6577,-0.3493,4.7219,10.3358,0.7,False,True,True,False,2020-01-11 04:00,2026-05-31 20:00
HBAR-USDT,4H,10,CHAOS,neutral,高扰动命中,1332,932.4,25.68,27.61,-1.93,-4.2,1.0267,-0.2329,5.8442,12.2044,0.7,False,True,True,False,2020-01-04 20:00,2026-05-26 08:00
HBAR-USDT,4H,10,RANGE,neutral,低波动维持,1910,1337.0,65.03,60.55,4.48,2.31,-0.6405,0.0,3.2548,6.7905,0.7,False,True,True,True,2019-10-27 16:00,2026-05-25 16:00
HBAR-USDT,4H,10,TREND,down,方向命中,3015,2110.5,48.13,44.9,3.23,1.45,0.5362,0.1713,5.1674,12.2788,0.7,False,True,True,False,2020-01-03 16:00,2026-05-28 00:00
HBAR-USDT,4H,10,TREND,up,方向命中,3290,2303.0,46.66,43.04,3.62,1.92,1.3366,-0.5007,6.7086,14.7699,0.7,False,True,True,False,2020-01-11 04:00,2026-05-31 20:00
HBAR-USDT,8H,1,CHAOS,neutral,高扰动命中,520,364.0,19.62,25.76,-6.15,-9.33,0.1108,-0.1895,2.2413,4.7559,0.7,False,True,False,False,2020-01-07 00:00,2026-05-28 08:00
HBAR-USDT,8H,1,RANGE,neutral,低波动维持,568,397.6,67.61,57.85,9.76,5.8,-0.1167,0.0,1.4908,2.7724,0.7,False,True,False,True,2019-12-04 00:00,2026-06-01 16:00
HBAR-USDT,8H,1,TREND,down,方向命中,1954,1367.8,47.13,45.42,1.71,-0.49,0.0883,0.053,2.3776,5.2323,0.7,False,True,False,False,2020-01-05 08:00,2026-05-28 00:00
HBAR-USDT,8H,1,TREND,up,方向命中,2011,1407.7,46.49,45.43,1.07,-1.1,0.2082,-0.1894,2.7661,6.1036,0.7,False,True,False,False,2020-01-11 08:00,2026-06-01 00:00
HBAR-USDT,8H,3,CHAOS,neutral,高扰动命中,520,364.0,15.0,25.63,-10.63,-13.44,0.2315,0.0338,3.9594,8.2589,0.7,False,True,False,False,2020-01-07 00:00,2026-05-28 08:00
HBAR-USDT,8H,3,RANGE,neutral,低波动维持,565,395.5,64.25,57.71,6.54,2.5,-0.6298,0.0,2.8302,5.2016,0.7,False,True,False,True,2019-12-04 16:00,2026-05-25 08:00
HBAR-USDT,8H,3,TREND,down,方向命中,1954,1367.8,46.83,46.25,0.57,-1.63,0.2856,0.2395,3.9504,9.0116,0.7,False,True,False,False,2020-01-05 08:00,2026-05-28 00:00
HBAR-USDT,8H,3,TREND,up,方向命中,2011,1407.7,47.54,46.54,0.99,-1.18,0.77,-0.2137,5.0134,10.9394,0.7,False,True,False,False,2020-01-11 08:00,2026-06-01 00:00
HBAR-USDT,8H,5,CHAOS,neutral,高扰动命中,520,364.0,17.31,25.62,-8.31,-11.32,1.0488,0.0337,5.6326,11.6319,0.7,False,True,True,False,2020-01-07 00:00,2026-05-28 08:00
HBAR-USDT,8H,5,RANGE,neutral,低波动维持,563,394.1,65.72,57.56,8.16,4.14,-1.1369,0.0,3.7184,7.1097,0.7,False,True,True,True,2019-12-05 08:00,2026-05-25 08:00
HBAR-USDT,8H,5,TREND,down,方向命中,1954,1367.8,49.28,47.57,1.72,-0.5,0.3342,0.0161,4.8527,11.5718,0.7,False,True,True,False,2020-01-05 08:00,2026-05-28 00:00
HBAR-USDT,8H,5,TREND,up,方向命中,2010,1407.0,46.72,45.57,1.15,-1.03,1.3301,-0.4186,6.5408,14.3428,0.7,False,True,True,False,2020-01-11 08:00,2026-05-31 16:00
HBAR-USDT,8H,10,CHAOS,neutral,高扰动命中,520,364.0,19.23,25.65,-6.42,-9.57,1.6778,-0.3567,8.0501,17.6563,0.7,False,True,True,False,2020-01-07 00:00,2026-05-28 08:00
HBAR-USDT,8H,10,RANGE,neutral,低波动维持,558,390.6,64.34,57.18,7.16,3.1,-1.6564,-0.0905,5.8873,11.5819,0.7,False,True,True,True,2019-12-07 00:00,2026-05-25 08:00
HBAR-USDT,8H,10,TREND,down,方向命中,1954,1367.8,49.95,47.42,2.53,0.31,0.4845,0.0,6.4542,15.7601,0.7,False,True,True,False,2020-01-05 08:00,2026-05-28 00:00
HBAR-USDT,8H,10,TREND,up,方向命中,2005,1403.5,48.13,46.6,1.53,-0.66,2.6484,-0.4596,9.7801,21.3469,0.7,False,True,True,False,2020-01-11 08:00,2026-05-30 00:00
ICP-USDT,1D,1,CHAOS,neutral,高扰动命中,106,74.2,20.75,25.82,-5.07,-11.7,0.0476,0.322,3.3249,7.3672,0.7,False,True,False,False,2021-12-29,2026-05-24
ICP-USDT,1D,1,RANGE,neutral,低波动维持,49,34.3,53.06,50.04,3.02,-10.66,-0.4073,-1.0856,3.0416,6.583,0.7,False,True,False,False,2022-02-04,2026-05-30
ICP-USDT,1D,1,TREND,down,方向命中,527,368.9,48.01,50.34,-2.33,-6.57,-0.1611,0.02,3.2676,7.7143,0.7,False,True,False,False,2021-12-30,2026-04-29
ICP-USDT,1D,1,TREND,up,方向命中,465,325.5,47.53,49.08,-1.55,-6.05,0.5267,-0.2642,4.5132,9.7094,0.7,False,True,False,False,2022-01-02,2026-05-31
ICP-USDT,1D,3,CHAOS,neutral,高扰动命中,105,73.5,17.14,25.36,-8.21,-14.23,-0.1055,-0.7337,6.8194,13.4258,0.7,False,True,False,False,2022-01-01,2026-05-24
ICP-USDT,1D,3,RANGE,neutral,低波动维持,48,33.6,47.92,50.05,-2.13,-15.57,-1.9514,-2.3636,6.8633,13.0861,0.7,False,True,False,False,2022-02-04,2026-04-27
ICP-USDT,1D,3,TREND,down,方向命中,526,368.2,54.56,54.93,-0.36,-4.64,-0.12,-0.6875,5.5422,13.0923,0.7,False,True,False,False,2021-12-31,2026-04-29
ICP-USDT,1D,3,TREND,up,方向命中,464,324.8,45.69,45.92,-0.23,-4.71,0.8562,-0.7308,7.7153,16.8336,0.7,False,True,False,False,2022-01-02,2026-05-28
ICP-USDT,1D,5,CHAOS,neutral,高扰动命中,104,72.8,21.15,25.12,-3.97,-10.72,-1.4753,-2.4318,9.0416,18.1642,0.7,False,True,True,False,2022-02-05,2026-05-24
ICP-USDT,1D,5,RANGE,neutral,低波动维持,48,33.6,43.75,50.05,-6.3,-19.35,-2.1775,-4.1806,9.4842,16.9863,0.7,False,True,True,False,2022-02-04,2026-04-27
ICP-USDT,1D,5,TREND,down,方向命中,525,367.5,53.33,57.34,-4.01,-8.29,0.3308,-0.4923,7.486,17.2978,0.7,False,True,True,False,2022-01-20,2026-04-29
ICP-USDT,1D,5,TREND,up,方向命中,463,324.1,40.82,44.69,-3.87,-8.25,0.887,-1.8211,10.2464,21.7627,0.7,False,True,True,False,2022-01-02,2026-05-26
ICP-USDT,1D,10,CHAOS,neutral,高扰动命中,103,72.1,25.24,25.11,0.13,-7.26,-2.5002,-3.3777,11.9004,25.5784,0.7,False,True,True,False,2022-02-05,2026-05-22
ICP-USDT,1D,10,RANGE,neutral,低波动维持,48,33.6,50.0,50.09,-0.09,-13.7,-2.5466,-3.0453,11.9171,24.2232,0.7,False,True,True,False,2022-02-04,2026-04-27
ICP-USDT,1D,10,TREND,down,方向命中,525,367.5,54.48,59.16,-4.68,-8.96,1.3911,-0.7678,11.9622,26.7648,0.7,False,True,True,False,2022-01-20,2026-04-29
ICP-USDT,1D,10,TREND,up,方向命中,457,319.9,39.39,42.66,-3.27,-7.65,-0.4471,-4.1513,15.1495,31.2111,0.7,False,True,True,False,2022-01-07,2026-05-13
ICP-USDT,1W,1,CHAOS,neutral,高扰动命中,2,0.0,0.0,30.46,-30.46,-30.46,-10.676,-10.676,10.676,26.9776,0.0,True,False,False,False,2025-11-09,2026-05-10
ICP-USDT,1W,1,TREND,down,方向命中,12,0.0,58.33,57.44,0.89,-25.49,6.1513,-1.819,14.8821,31.2386,0.0,True,False,False,True,2025-10-26,2026-04-12
ICP-USDT,1W,1,TREND,up,方向命中,2,0.0,0.0,71.43,-71.43,-71.43,-28.3559,-28.3559,28.3559,36.8605,0.0,True,False,False,False,2025-11-02,2026-05-03
ICP-USDT,1W,3,CHAOS,neutral,高扰动命中,1,0.0,0.0,100.0,-100.0,-100.0,-32.6515,-32.6515,32.6515,53.5995,0.0,True,False,False,False,2025-11-09,2025-11-09
ICP-USDT,1W,3,TREND,down,方向命中,11,0.0,54.55,50.96,3.59,-22.95,-2.1351,-2.9691,16.3823,43.3729,0.0,True,False,False,False,2025-11-16,2026-04-12
ICP-USDT,1W,3,TREND,up,方向命中,1,0.0,0.0,46.15,-46.15,-46.15,-22.5117,-22.5117,22.5117,35.5094,0.0,True,False,False,False,2026-05-03,2026-05-03
ICP-USDT,1W,5,TREND,down,方向命中,10,0.0,60.0,65.86,-5.86,-34.59,-6.7053,-10.7172,16.3252,64.4728,0.0,True,False,True,False,2025-11-23,2026-04-12
ICP-USDT,1W,10,TREND,down,方向命中,3,0.0,100.0,100.0,0.0,-56.15,-25.0812,-24.3856,25.0812,72.5889,0.0,True,False,True,False,2025-12-28,2026-01-18
ICP-USDT,4H,1,CHAOS,neutral,高扰动命中,835,584.5,15.09,25.02,-9.93,-12.2,0.0659,0.0269,1.5316,3.2021,0.7,False,True,False,False,2021-06-27 16:00,2026-06-01 04:00
ICP-USDT,4H,1,RANGE,neutral,低波动维持,1081,756.7,64.85,50.01,14.84,11.94,0.0207,0.0,1.1695,2.5211,0.7,False,True,False,True,2021-07-01 16:00,2026-05-31 08:00
ICP-USDT,4H,1,TREND,down,方向命中,2550,1785.0,47.02,50.38,-3.36,-5.29,0.001,0.0771,1.7133,3.821,0.7,False,True,False,False,2021-06-19 00:00,2026-05-30 20:00
ICP-USDT,4H,1,TREND,up,方向命中,2547,1782.9,46.84,47.8,-0.96,-2.89,0.0066,-0.1196,1.8856,4.0661,0.7,False,True,False,False,2021-06-27 12:00,2026-06-02 08:00
ICP-USDT,4H,3,CHAOS,neutral,高扰动命中,835,584.5,13.65,25.02,-11.37,-13.53,0.1324,0.0339,2.604,5.4603,0.7,False,True,False,False,2021-06-27 16:00,2026-06-01 04:00
ICP-USDT,4H,3,RANGE,neutral,低波动维持,1081,756.7,61.89,50.01,11.88,8.94,-0.0663,-0.1358,2.2527,4.6217,0.7,False,True,False,True,2021-07-01 16:00,2026-05-31 08:00
ICP-USDT,4H,3,TREND,down,方向命中,2550,1785.0,49.41,52.14,-2.73,-4.66,-0.0905,0.0,2.8309,6.5488,0.7,False,True,False,False,2021-06-19 00:00,2026-05-30 20:00
ICP-USDT,4H,3,TREND,up,方向命中,2545,1781.5,46.44,47.06,-0.61,-2.54,0.1974,-0.2591,3.2973,7.1463,0.7,False,True,False,False,2021-06-27 12:00,2026-06-02 00:00
ICP-USDT,4H,5,CHAOS,neutral,高扰动命中,835,584.5,13.77,25.02,-11.25,-13.42,0.04,-0.1185,3.1711,6.9293,0.7,False,True,True,False,2021-06-27 16:00,2026-06-01 04:00
ICP-USDT,4H,5,RANGE,neutral,低波动维持,1081,756.7,59.76,50.01,9.75,6.8,-0.0379,-0.2086,2.9784,6.1484,0.7,False,True,True,True,2021-07-01 16:00,2026-05-31 08:00
ICP-USDT,4H,5,TREND,down,方向命中,2549,1784.3,50.96,52.46,-1.5,-3.44,-0.1881,-0.1244,3.6076,8.4091,0.7,False,True,True,False,2021-06-19 08:00,2026-05-30 20:00
ICP-USDT,4H,5,TREND,up,方向命中,2543,1780.1,46.28,47.16,-0.87,-2.8,0.3574,-0.3834,4.3329,9.2606,0.7,False,True,True,False,2021-06-27 12:00,2026-06-01 16:00
ICP-USDT,4H,10,CHAOS,neutral,高扰动命中,834,583.8,11.75,25.02,-13.27,-15.28,0.1992,-0.3266,4.6327,9.8653,0.7,False,True,True,False,2021-06-27 16:00,2026-05-29 04:00
ICP-USDT,4H,10,RANGE,neutral,低波动维持,1081,756.7,59.94,50.01,9.93,6.98,-0.0363,-0.2273,4.2076,9.0316,0.7,False,True,True,True,2021-07-01 16:00,2026-05-31 08:00
ICP-USDT,4H,10,TREND,down,方向命中,2545,1781.5,52.06,54.46,-2.4,-4.34,-0.3012,-0.3574,5.0336,11.7891,0.7,False,True,True,False,2021-06-20 00:00,2026-05-30 20:00
ICP-USDT,4H,10,TREND,up,方向命中,2540,1778.0,45.51,45.58,-0.07,-2.0,0.7244,-0.6038,6.0868,13.1114,0.7,False,True,True,False,2021-06-27 12:00,2026-05-27 20:00
ICP-USDT,8H,1,CHAOS,neutral,高扰动命中,380,266.0,13.68,25.06,-11.37,-14.47,0.0451,0.0,1.9811,4.397,0.7,False,True,False,False,2021-07-30 08:00,2026-06-01 00:00
ICP-USDT,8H,1,RANGE,neutral,低波动维持,380,266.0,66.05,50.03,16.03,11.12,0.2716,0.0,1.6167,3.4862,0.7,False,True,False,True,2021-08-02 08:00,2026-05-31 16:00
ICP-USDT,8H,1,TREND,down,方向命中,1473,1031.1,48.27,50.06,-1.79,-4.34,-0.0583,0.0318,2.2202,4.9906,0.7,False,True,False,False,2021-08-04 00:00,2026-05-24 16:00
ICP-USDT,8H,1,TREND,up,方向命中,1447,1012.9,47.27,48.41,-1.14,-3.7,0.0511,-0.1519,2.5447,5.6372,0.7,False,True,False,False,2021-07-27 08:00,2026-06-02 00:00
ICP-USDT,8H,3,CHAOS,neutral,高扰动命中,380,266.0,13.68,25.04,-11.35,-14.45,-0.1088,-0.4107,3.4484,7.499,0.7,False,True,False,False,2021-07-30 08:00,2026-06-01 00:00
ICP-USDT,8H,3,RANGE,neutral,低波动维持,380,266.0,63.68,50.03,13.66,8.71,0.0946,-0.1436,3.083,6.4734,0.7,False,True,False,True,2021-08-02 08:00,2026-05-31 16:00
ICP-USDT,8H,3,TREND,down,方向命中,1473,1031.1,50.24,51.87,-1.63,-4.18,-0.1421,-0.028,3.7654,8.5841,0.7,False,True,False,False,2021-08-04 00:00,2026-05-24 16:00
ICP-USDT,8H,3,TREND,up,方向命中,1443,1010.1,46.22,48.05,-1.82,-4.38,0.2598,-0.5115,4.5378,9.8453,0.7,False,True,False,False,2021-07-28 00:00,2026-06-01 08:00
ICP-USDT,8H,5,CHAOS,neutral,高扰动命中,379,265.3,17.94,25.07,-7.13,-10.67,0.059,-0.5445,4.649,9.897,0.7,False,True,True,False,2021-07-30 08:00,2026-05-29 16:00
ICP-USDT,8H,5,RANGE,neutral,低波动维持,380,266.0,62.89,50.03,12.87,7.9,0.3333,-0.0694,4.13,8.7161,0.7,False,True,True,True,2021-08-02 08:00,2026-05-31 16:00
ICP-USDT,8H,5,TREND,down,方向命中,1473,1031.1,51.46,52.51,-1.05,-3.6,-0.3847,-0.2602,4.8007,11.0132,0.7,False,True,True,False,2021-08-04 00:00,2026-05-24 16:00
ICP-USDT,8H,5,TREND,up,方向命中,1440,1008.0,45.97,47.46,-1.49,-4.05,0.4279,-0.575,5.7796,12.7236,0.7,False,True,True,False,2021-07-28 16:00,2026-05-29 08:00
ICP-USDT,8H,10,CHAOS,neutral,高扰动命中,379,265.3,17.94,25.23,-7.28,-10.82,0.9187,-0.8583,7.2261,14.8967,0.7,False,True,True,False,2021-07-30 08:00,2026-05-29 16:00
ICP-USDT,8H,10,RANGE,neutral,低波动维持,377,263.9,57.29,50.02,7.27,2.23,0.4709,-0.6944,6.4446,13.2251,0.7,False,True,True,True,2021-08-02 08:00,2026-05-30 00:00
ICP-USDT,8H,10,TREND,down,方向命中,1473,1031.1,55.53,54.51,1.03,-1.52,-0.6728,-1.1191,6.8696,15.5674,0.7,False,True,True,True,2021-08-04 00:00,2026-05-24 16:00
ICP-USDT,8H,10,TREND,up,方向命中,1437,1005.9,44.12,45.48,-1.36,-3.9,0.4253,-1.4405,8.3118,17.8973,0.7,False,True,True,False,2021-07-30 16:00,2026-05-29 08:00
IMX-USDT,1D,1,CHAOS,neutral,高扰动命中,76,53.2,25.0,25.26,-0.26,-8.63,1.3945,0.8584,4.34,8.969,0.7,False,True,False,False,2022-06-27,2026-05-17
IMX-USDT,1D,1,RANGE,neutral,低波动维持,46,32.2,56.52,50.06,6.46,-7.81,0.1998,-0.3281,3.3173,6.929,0.7,False,True,False,True,2022-07-14,2026-05-19
IMX-USDT,1D,1,TREND,down,方向命中,509,356.3,51.08,50.48,0.6,-3.73,-0.3298,-0.1106,3.6888,8.3298,0.7,False,True,False,False,2022-07-11,2026-05-31
IMX-USDT,1D,1,TREND,up,方向命中,446,312.2,47.31,50.25,-2.94,-7.53,0.235,-0.4422,4.4285,9.7092,0.7,False,True,False,False,2022-06-28,2026-05-15
IMX-USDT,1D,3,CHAOS,neutral,高扰动命中,76,53.2,27.63,26.08,1.55,-7.24,1.7554,1.3403,7.098,15.2789,0.7,False,True,False,False,2022-06-27,2026-05-17
IMX-USDT,1D,3,RANGE,neutral,低波动维持,46,32.2,50.0,50.06,-0.06,-13.94,-2.0475,-2.6532,6.3308,13.9109,0.7,False,True,False,False,2022-07-14,2026-05-19
IMX-USDT,1D,3,TREND,down,方向命中,507,354.9,54.44,52.58,1.86,-2.49,-0.8348,-0.8447,6.5796,14.4699,0.7,False,True,False,False,2022-07-11,2026-05-29
IMX-USDT,1D,3,TREND,up,方向命中,446,312.2,46.86,48.9,-2.04,-6.62,0.7763,-0.7377,7.847,17.1924,0.7,False,True,False,False,2022-06-28,2026-05-15
IMX-USDT,1D,5,CHAOS,neutral,高扰动命中,75,52.5,22.67,25.16,-2.49,-10.5,0.0398,-1.3544,8.2797,19.2425,0.7,False,True,True,False,2022-07-20,2026-05-17
IMX-USDT,1D,5,RANGE,neutral,低波动维持,46,32.2,39.13,50.06,-10.93,-23.67,-2.4465,-4.6067,9.6247,18.2222,0.7,False,True,True,False,2022-07-14,2026-05-19
IMX-USDT,1D,5,TREND,down,方向命中,505,353.5,56.24,52.92,3.32,-1.04,-1.0641,-1.0746,8.4781,18.912,0.7,False,True,True,True,2022-07-11,2026-05-27
IMX-USDT,1D,5,TREND,up,方向命中,445,311.5,47.87,48.82,-0.96,-5.56,1.4403,-0.5259,10.238,22.422,0.7,False,True,True,False,2022-06-29,2026-05-15
IMX-USDT,1D,10,CHAOS,neutral,高扰动命中,75,52.5,29.33,25.13,4.2,-4.89,-1.4779,-2.5639,12.9526,27.6942,0.7,False,True,True,False,2022-07-20,2026-05-17
IMX-USDT,1D,10,RANGE,neutral,低波动维持,46,32.2,41.3,50.15,-8.85,-21.86,-3.4067,-7.2044,13.6557,26.6171,0.7,False,True,True,False,2022-07-14,2026-05-19
IMX-USDT,1D,10,TREND,down,方向命中,502,351.4,58.57,55.07,3.5,-0.86,-1.8506,-2.6395,11.7667,26.7785,0.7,False,True,True,True,2022-07-11,2026-05-22
IMX-USDT,1D,10,TREND,up,方向命中,441,308.7,45.35,46.6,-1.25,-5.84,2.8103,-2.219,15.3404,32.6705,0.7,False,True,True,False,2022-07-05,2026-05-15
IMX-USDT,1W,1,TREND,down,方向命中,2,0.0,50.0,25.0,25.0,-15.55,3.6925,3.6926,10.1316,15.0005,0.0,True,False,False,False,2026-04-19,2026-04-26
IMX-USDT,4H,1,CHAOS,neutral,高扰动命中,663,464.1,22.32,25.15,-2.83,-5.84,-0.011,0.0,1.8204,3.8254,0.7,False,True,False,False,2021-12-14 08:00,2026-06-02 00:00
IMX-USDT,4H,1,RANGE,neutral,低波动维持,788,551.6,60.41,50.03,10.38,6.92,-0.016,-0.1082,1.3769,2.7571,0.7,False,True,False,True,2021-12-15 00:00,2026-05-31 04:00
IMX-USDT,4H,1,TREND,down,方向命中,2346,1642.2,47.49,50.02,-2.54,-4.55,0.0608,0.0585,1.8577,3.9405,0.7,False,True,False,False,2021-12-14 12:00,2026-06-01 04:00
IMX-USDT,4H,1,TREND,up,方向命中,2648,1853.6,47.13,48.35,-1.22,-3.11,0.0081,-0.1183,1.8893,4.0786,0.7,False,True,False,False,2021-12-15 20:00,2026-05-30 12:00
