indicator,indicatorKey,bucket,bucketRange,horizon,occurrences,valueMin,valueMedian,valueMax,avgReturnPct,medianReturnPct,upRatePct,avgAbsReturnPct,avgMaxUpPct,avgMaxDownPct,avgExcursionPct,lastSeen
21日ATR率,atr21Pct,极低,0-10%,1,291,1.9099,2.4852,2.7505,0.219,0.1632,54.3,1.4132,1.5909,-1.2246,2.8155,2026-05-18
21日ATR率,atr21Pct,偏低,10-30%,1,584,2.7509,3.1498,3.4173,0.287,0.1271,53.08,1.5489,1.8115,-1.5563,3.3677,2020-02-15
21日ATR率,atr21Pct,中性,30-70%,1,1168,3.4181,4.2367,5.0907,0.0027,0.045,51.2,1.9618,2.0241,-2.2205,4.2445,2020-05-04
21日ATR率,atr21Pct,偏高,70-90%,1,584,5.0918,5.6853,6.7444,0.0618,0.1289,52.05,2.5569,2.6795,-2.9137,5.5932,2019-07-09
21日ATR率,atr21Pct,极高,90-100%,1,293,6.7454,8.1627,14.3988,0.3524,0.2749,53.24,3.6457,3.9213,-3.8588,7.7802,2021-05-23
21日ATR率,atr21Pct,极低,0-10%,3,290,1.9099,2.4849,2.7505,0.7665,0.3116,54.48,2.9151,3.2718,-2.2387,5.5105,2026-05-18
21日ATR率,atr21Pct,偏低,10-30%,3,583,2.7509,3.1501,3.4173,0.754,0.3041,55.4,3.032,3.5916,-2.808,6.3997,2020-02-15
21日ATR率,atr21Pct,中性,30-70%,3,1168,3.4181,4.2367,5.0907,0.0563,-0.085,48.8,3.6648,3.7359,-3.9681,7.704,2020-05-04
21日ATR率,atr21Pct,偏高,70-90%,3,584,5.0918,5.6853,6.7444,0.2381,0.3247,53.6,4.663,4.6822,-5.0187,9.701,2019-07-09
21日ATR率,atr21Pct,极高,90-100%,3,293,6.7454,8.1627,14.3988,0.8876,0.5484,53.24,5.7512,6.7865,-6.254,13.0404,2021-05-23
21日ATR率,atr21Pct,极低,0-10%,5,288,1.9099,2.4839,2.7505,1.2888,0.4022,54.51,4.2079,4.6132,-2.9838,7.5969,2026-05-18
21日ATR率,atr21Pct,偏低,10-30%,5,583,2.7509,3.1501,3.4173,1.2064,0.5481,55.4,4.2171,4.9872,-3.6522,8.6394,2020-02-15
21日ATR率,atr21Pct,中性,30-70%,5,1168,3.4181,4.2367,5.0907,0.1925,-0.1139,48.8,4.8946,5.0153,-5.2049,10.2202,2020-05-04
21日ATR率,atr21Pct,偏高,70-90%,5,584,5.0918,5.6853,6.7444,0.1958,0.3795,54.11,5.7928,5.9773,-6.3678,12.3451,2019-07-09
21日ATR率,atr21Pct,极高,90-100%,5,293,6.7454,8.1627,14.3988,1.6269,0.8571,54.27,7.0541,8.7012,-7.7155,16.4168,2021-05-23
21日ATR率,atr21Pct,极低,0-10%,10,283,1.9099,2.4808,2.7505,2.5113,0.8206,54.77,7.5897,7.7163,-4.6998,12.4161,2026-05-18
21日ATR率,atr21Pct,偏低,10-30%,10,583,2.7509,3.1501,3.4173,2.6133,1.9891,62.95,6.6472,7.8827,-4.9254,12.8081,2020-02-15
21日ATR率,atr21Pct,中性,30-70%,10,1168,3.4181,4.2367,5.0907,0.5078,-0.0258,49.83,7.1102,7.5252,-7.4065,14.9317,2020-05-04
21日ATR率,atr21Pct,偏高,70-90%,10,584,5.0918,5.6853,6.7444,0.068,-0.1995,49.14,8.0404,8.2704,-8.9845,17.2548,2019-07-09
21日ATR率,atr21Pct,极高,90-100%,10,293,6.7454,8.1627,14.3988,3.4406,2.2954,58.36,9.7063,12.6138,-9.6253,22.2391,2021-05-23
233MA乖离率,maDeviationRate,极低,0-10%,1,292,-55.6965,-37.5768,-32.7136,0.1208,0.1033,51.03,2.4352,2.698,-2.7216,5.4195,2020-03-18
233MA乖离率,maDeviationRate,偏低,10-30%,1,584,-32.7067,-20.368,-12.2336,-0.0383,0.0163,50.34,2.0664,2.1514,-2.2876,4.439,2020-04-17
233MA乖离率,maDeviationRate,中性,30-70%,1,1167,-12.2311,6.7137,21.9442,0.0878,0.1133,52.27,1.8219,1.9783,-1.9447,3.923,2021-10-11
233MA乖离率,maDeviationRate,偏高,70-90%,1,584,21.9699,35.7834,61.327,0.1982,0.1506,53.77,1.9719,2.0528,-2.1313,4.184,2019-08-19
233MA乖离率,maDeviationRate,极高,90-100%,1,293,61.3274,89.964,199.6345,0.4874,0.3249,54.27,3.321,3.5733,-3.5709,7.1441,2021-01-07
233MA乖离率,maDeviationRate,极低,0-10%,3,292,-55.6965,-37.5768,-32.7136,0.3955,0.0433,51.03,4.0926,4.748,-4.4614,9.2094,2020-03-18
233MA乖离率,maDeviationRate,偏低,10-30%,3,582,-32.7067,-20.3903,-12.2336,-0.0692,0.1494,52.06,3.8115,3.946,-4.2114,8.1574,2020-04-17
233MA乖离率,maDeviationRate,中性,30-70%,3,1167,-12.2311,6.7137,21.9442,0.2655,0.1304,51.76,3.4673,3.6509,-3.4663,7.1172,2021-10-11
233MA乖离率,maDeviationRate,偏高,70-90%,3,584,21.9699,35.7834,61.327,0.6131,0.19,51.88,3.5275,3.8223,-3.6409,7.4632,2019-08-19
233MA乖离率,maDeviationRate,极高,90-100%,3,293,61.3274,89.964,199.6345,1.3091,1.2154,54.95,6.0821,6.6669,-6.004,12.6709,2021-01-07
233MA乖离率,maDeviationRate,极低,0-10%,5,292,-55.6965,-37.5768,-32.7136,0.6326,0.179,52.4,5.155,6.0837,-5.5515,11.6352,2020-03-18
233MA乖离率,maDeviationRate,偏低,10-30%,5,582,-32.7067,-20.3903,-12.2336,0.0419,0.4268,53.78,4.9884,5.2546,-5.4194,10.674,2020-04-17
233MA乖离率,maDeviationRate,中性,30-70%,5,1165,-12.2311,6.7191,21.9442,0.4286,0.0845,50.9,4.6446,4.8833,-4.6229,9.5061,2021-10-11
233MA乖离率,maDeviationRate,偏高,70-90%,5,584,21.9699,35.7834,61.327,0.9921,0.3795,52.05,4.7194,5.162,-4.6008,9.7628,2019-08-19
233MA乖离率,maDeviationRate,极高,90-100%,5,293,61.3274,89.964,199.6345,2.0569,0.8528,55.29,7.7191,8.8602,-7.5071,16.3673,2021-01-07
233MA乖离率,maDeviationRate,极低,0-10%,10,292,-55.6965,-37.5768,-32.7136,0.8254,0.6746,54.11,6.4606,8.4766,-7.309,15.7856,2020-03-18
233MA乖离率,maDeviationRate,偏低,10-30%,10,582,-32.7067,-20.3903,-12.2336,0.6359,0.9923,55.5,7.6808,8.0034,-7.4204,15.4239,2020-04-17
233MA乖离率,maDeviationRate,中性,30-70%,10,1160,-12.2311,6.7618,21.9442,0.9539,0.3871,51.72,7.114,7.3291,-6.7979,14.1269,2021-10-11
233MA乖离率,maDeviationRate,偏高,70-90%,10,584,21.9699,35.7834,61.327,1.7961,0.7733,54.79,6.8456,7.6583,-6.152,13.8103,2019-08-19
233MA乖离率,maDeviationRate,极高,90-100%,10,293,61.3274,89.964,199.6345,3.7834,1.3505,54.95,11.1286,13.6083,-10.1986,23.8068,2021-01-07
233MA乖离ATR,maDeviationAtr,极低,0-10%,1,292,-22.3045,-12.1053,-10.3261,0.3189,0.1462,53.42,1.8864,2.1667,-1.868,4.0347,2022-12-16
233MA乖离ATR,maDeviationAtr,偏低,10-30%,1,583,-10.3109,-5.8941,-3.2491,-0.1629,-0.1178,47.51,2.1426,2.164,-2.4927,4.6567,2018-09-01
233MA乖离ATR,maDeviationAtr,中性,30-70%,1,1168,-3.2386,1.4545,5.2999,0.148,0.1627,53.51,2.0772,2.2509,-2.2083,4.4591,2019-05-16
233MA乖离ATR,maDeviationAtr,偏高,70-90%,1,584,5.3091,6.4391,7.889,0.2311,0.1466,53.42,2.0659,2.1946,-2.1632,4.3578,2023-04-25
233MA乖离ATR,maDeviationAtr,极高,90-100%,1,293,7.8913,8.9621,12.8888,0.232,0.1259,53.24,2.5118,2.709,-2.9001,5.6091,2024-03-03
233MA乖离ATR,maDeviationAtr,极低,0-10%,3,292,-22.3045,-12.1053,-10.3261,0.9581,0.5395,57.88,3.4831,4.1743,-3.1333,7.3076,2022-12-16
233MA乖离ATR,maDeviationAtr,偏低,10-30%,3,581,-10.3109,-5.9014,-3.2491,-0.4241,-0.3292,46.13,3.8184,3.8538,-4.4774,8.3312,2018-09-01
233MA乖离ATR,maDeviationAtr,中性,30-70%,3,1168,-3.2386,1.4545,5.2999,0.4222,0.3644,53.94,3.8514,4.1205,-3.8824,8.0029,2019-05-16
233MA乖离ATR,maDeviationAtr,偏高,70-90%,3,584,5.3091,6.4391,7.889,0.4665,0.0731,50.86,3.6382,3.922,-3.7678,7.6898,2023-04-25
233MA乖离ATR,maDeviationAtr,极高,90-100%,3,293,7.8913,8.9621,12.8888,1.1187,0.4674,53.24,4.9255,5.3514,-4.8911,10.2426,2024-03-03
233MA乖离ATR,maDeviationAtr,极低,0-10%,5,292,-22.3045,-12.1053,-10.3261,1.6297,0.8005,59.59,4.6072,5.7413,-3.918,9.6593,2022-12-16
233MA乖离ATR,maDeviationAtr,偏低,10-30%,5,579,-10.3109,-5.9522,-3.2491,-0.695,-0.2821,47.15,5.0402,4.9475,-5.8794,10.8269,2018-09-01
233MA乖离ATR,maDeviationAtr,中性,30-70%,5,1168,-3.2386,1.4545,5.2999,0.7199,0.3841,53.6,5.0241,5.4766,-5.023,10.4996,2019-05-16
233MA乖离ATR,maDeviationAtr,偏高,70-90%,5,584,5.3091,6.4391,7.889,0.7539,0.0452,50.34,4.8065,5.2594,-4.8642,10.1236,2023-04-25
233MA乖离ATR,maDeviationAtr,极高,90-100%,5,293,7.8913,8.9621,12.8888,1.8288,0.6803,53.92,6.4794,7.2531,-6.1139,13.367,2024-03-03
233MA乖离ATR,maDeviationAtr,极低,0-10%,10,292,-22.3045,-12.1053,-10.3261,3.1913,2.2681,65.41,6.5865,9.1184,-5.204,14.3224,2022-12-16
233MA乖离ATR,maDeviationAtr,偏低,10-30%,10,574,-10.3109,-5.9979,-3.2491,-1.2733,-0.5878,46.86,7.6244,6.993,-8.4314,15.4244,2018-09-01
233MA乖离ATR,maDeviationAtr,中性,30-70%,10,1168,-3.2386,1.4545,5.2999,1.7399,1.2613,55.48,7.4557,8.2389,-6.9585,15.1975,2019-05-16
233MA乖离ATR,maDeviationAtr,偏高,70-90%,10,584,5.3091,6.4391,7.889,0.7599,-0.2172,48.29,7.1106,7.5596,-7.0622,14.6218,2023-04-25
233MA乖离ATR,maDeviationAtr,极高,90-100%,10,293,7.8913,8.9621,12.8888,4.0893,2.1893,58.7,9.2389,11.5361,-7.8783,19.4144,2024-03-03
3/21日ATR比,atr3To21,极低,0-10%,1,292,0.3628,0.6135,0.6769,-0.1314,-0.1289,44.86,1.8935,1.6399,-1.851,3.4909,2022-07-02
3/21日ATR比,atr3To21,偏低,10-30%,1,584,0.6771,0.7564,0.8199,0.2765,0.2256,55.14,1.9109,2.1093,-1.8085,3.9178,2020-09-19
3/21日ATR比,atr3To21,中性,30-70%,1,1167,0.82,0.9354,1.0812,0.109,0.0738,52.19,2.0131,2.1086,-2.1369,4.2455,2025-09-24
3/21日ATR比,atr3To21,偏高,70-90%,1,584,1.0812,1.1953,1.38,0.1234,0.0413,50.68,2.3188,2.5088,-2.6264,5.1353,2019-06-24
3/21日ATR比,atr3To21,极高,90-100%,1,293,1.3801,1.5787,2.6492,0.1757,0.424,57.34,2.7178,3.2837,-3.6408,6.9245,2020-03-12
3/21日ATR比,atr3To21,极低,0-10%,3,292,0.3628,0.6135,0.6769,0.0098,-0.0352,49.66,3.3385,3.239,-3.4304,6.6694,2022-07-02
3/21日ATR比,atr3To21,偏低,10-30%,3,584,0.6771,0.7564,0.8199,0.6938,0.3952,54.79,3.791,4.1525,-3.3728,7.5253,2020-09-19
3/21日ATR比,atr3To21,中性,30-70%,3,1165,0.82,0.9353,1.0812,0.2685,-0.0619,49.44,3.6878,3.894,-3.7621,7.6561,2025-09-24
3/21日ATR比,atr3To21,偏高,70-90%,3,584,1.0812,1.1953,1.38,0.3488,0.2359,52.05,4.103,4.4191,-4.5494,8.9685,2019-06-24
3/21日ATR比,atr3To21,极高,90-100%,3,293,1.3801,1.5787,2.6492,0.6898,0.9921,59.73,4.8488,5.6009,-5.7109,11.3118,2020-03-12
3/21日ATR比,atr3To21,极低,0-10%,5,292,0.3628,0.6135,0.6769,0.2514,-0.0966,48.97,4.6135,4.633,-4.58,9.213,2022-07-02
3/21日ATR比,atr3To21,偏低,10-30%,5,584,0.6771,0.7564,0.8199,1.0814,0.6147,55.65,4.8901,5.5295,-4.3436,9.8731,2020-09-19
3/21日ATR比,atr3To21,中性,30-70%,5,1163,0.82,0.935,1.0812,0.4691,0.0324,50.3,4.9166,5.2142,-4.8966,10.1109,2025-09-24
3/21日ATR比,atr3To21,偏高,70-90%,5,584,1.0812,1.1953,1.38,0.5288,0.0172,50.17,5.2882,5.7511,-5.7689,11.52,2019-06-24
3/21日ATR比,atr3To21,极高,90-100%,5,293,1.3801,1.5787,2.6492,1.1299,1.1545,61.09,6.2386,7.2676,-7.1994,14.4671,2020-03-12
3/21日ATR比,atr3To21,极低,0-10%,10,292,0.3628,0.6135,0.6769,1.1787,0.4455,53.77,7.0525,8.0634,-6.5789,14.6423,2022-07-02
3/21日ATR比,atr3To21,偏低,10-30%,10,582,0.6771,0.7562,0.8199,1.9813,1.1816,57.22,7.2156,8.4544,-6.319,14.7734,2020-09-19
3/21日ATR比,atr3To21,中性,30-70%,10,1160,0.82,0.9348,1.0812,0.7172,0.2148,51.29,7.4978,7.6824,-7.2045,14.8869,2025-09-24
3/21日ATR比,atr3To21,偏高,70-90%,10,584,1.0812,1.1953,1.38,1.3952,0.1527,51.2,7.7036,8.3775,-7.5896,15.9671,2019-06-24
3/21日ATR比,atr3To21,极高,90-100%,10,293,1.3801,1.5787,2.6492,2.4951,1.8645,60.75,8.2331,10.292,-8.6387,18.9307,2020-03-12
3/8日ATR比,atr3To8,极低,0-10%,1,292,0.5089,0.754,0.7982,-0.1832,-0.2244,42.12,1.9718,1.7596,-2.0022,3.7619,2021-04-01
3/8日ATR比,atr3To8,偏低,10-30%,1,584,0.7983,0.8496,0.8911,0.2461,0.2782,57.19,1.8769,2.1028,-1.8341,3.9369,2025-06-26
3/8日ATR比,atr3To8,中性,30-70%,1,1167,0.8911,0.9627,1.0461,0.1632,0.0719,51.41,2.0725,2.157,-2.1617,4.3186,2021-04-21
3/8日ATR比,atr3To8,偏高,70-90%,1,584,1.0463,1.1044,1.2024,0.103,0.1231,52.57,2.2569,2.4349,-2.56,4.9949,2019-04-10
3/8日ATR比,atr3To8,极高,90-100%,1,293,1.2025,1.2961,1.9091,0.1127,0.2749,55.29,2.5941,3.1321,-3.4728,6.6049,2018-10-14
3/8日ATR比,atr3To8,极低,0-10%,3,292,0.5089,0.754,0.7982,-0.1012,-0.2201,47.95,3.3,3.2788,-3.6476,6.9264,2021-04-01
3/8日ATR比,atr3To8,偏低,10-30%,3,584,0.7983,0.8496,0.8911,0.5726,0.1241,52.4,3.5801,4.0576,-3.4017,7.4593,2025-06-26
3/8日ATR比,atr3To8,中性,30-70%,3,1166,0.8911,0.9627,1.0461,0.4124,0.1753,51.54,3.9343,4.0941,-3.8497,7.9437,2021-04-21
3/8日ATR比,atr3To8,偏高,70-90%,3,583,1.0463,1.1045,1.2024,0.2546,0.2386,52.83,3.9127,4.2187,-4.4163,8.635,2019-04-10
3/8日ATR比,atr3To8,极高,90-100%,3,293,1.2025,1.2961,1.9091,0.6574,0.4958,56.31,4.7064,5.3548,-5.3559,10.7107,2018-10-14
3/8日ATR比,atr3To8,极低,0-10%,5,292,0.5089,0.754,0.7982,-0.1196,-0.2659,46.58,4.5439,4.4901,-4.9628,9.4529,2021-04-01
3/8日ATR比,atr3To8,偏低,10-30%,5,584,0.7983,0.8496,0.8911,0.9667,0.5689,54.28,4.6349,5.3314,-4.3469,9.6782,2025-06-26
3/8日ATR比,atr3To8,中性,30-70%,5,1164,0.8911,0.9626,1.0461,0.7546,0.2497,52.84,5.1006,5.4872,-4.9129,10.4001,2021-04-21
3/8日ATR比,atr3To8,偏高,70-90%,5,583,1.0463,1.1045,1.2024,0.3181,-0.1778,49.23,5.2701,5.5869,-5.7242,11.3111,2019-04-10
3/8日ATR比,atr3To8,极高,90-100%,5,293,1.2025,1.2961,1.9091,1.0137,0.7918,58.02,6.1228,7.0491,-6.8386,13.8877,2018-10-14
3/8日ATR比,atr3To8,极低,0-10%,10,292,0.5089,0.754,0.7982,1.0451,0.6377,55.82,6.4675,7.6647,-6.9773,14.642,2021-04-01
3/8日ATR比,atr3To8,偏低,10-30%,10,582,0.7983,0.8494,0.8911,1.9893,0.9488,54.81,6.9386,8.2215,-6.1061,14.3276,2025-06-26
3/8日ATR比,atr3To8,中性,30-70%,10,1162,0.8911,0.9624,1.0461,0.9571,0.3522,51.98,7.8433,8.1363,-7.2223,15.3587,2021-04-21
3/8日ATR比,atr3To8,偏高,70-90%,10,582,1.0463,1.1045,1.2024,1.0937,0.3851,52.06,7.7567,8.1712,-7.8196,15.9908,2019-04-10
3/8日ATR比,atr3To8,极高,90-100%,10,293,1.2025,1.2961,1.9091,2.2646,1.6178,59.04,7.8921,9.7662,-8.1396,17.9058,2018-10-14
34日涨跌,d34,极低,0-10%,1,292,-50.2977,-26.7515,-19.4087,0.0427,0.2705,52.74,3.2233,3.42,-3.5753,6.9953,2019-10-11
34日涨跌,d34,偏低,10-30%,1,584,-19.4022,-11.9568,-6.4887,-0.1607,0.0344,50.34,2.0148,2.0166,-2.3807,4.3973,2020-09-18
34日涨跌,d34,中性,30-70%,1,1167,-6.4849,1.7822,12.4338,0.061,0.0487,51.5,1.7004,1.7975,-1.8009,3.5984,2019-03-05
34日涨跌,d34,偏高,70-90%,1,584,12.4688,21.8582,34.0305,0.6193,0.2437,56.34,2.1205,2.4756,-2.0021,4.4777,2024-12-01
34日涨跌,d34,极高,90-100%,1,293,34.046,43.0222,118.3444,0.0767,0.0089,50.51,2.8259,2.9996,-3.3645,6.3642,2021-01-13
34日涨跌,d34,极低,0-10%,3,292,-50.2977,-26.7515,-19.4087,0.2514,0.2815,52.4,5.3968,5.8963,-6.0722,11.9686,2019-10-11
34日涨跌,d34,偏低,10-30%,3,583,-19.4022,-11.958,-6.4887,-0.3383,0.0211,50.43,3.8306,3.5307,-4.3988,7.9295,2020-09-18
34日涨跌,d34,中性,30-70%,3,1166,-6.4849,1.7866,12.4338,0.0875,-0.0238,49.74,3.2325,3.3699,-3.3423,6.7122,2019-03-05
34日涨跌,d34,偏高,70-90%,3,584,12.4688,21.8582,34.0305,1.7128,0.8497,58.9,3.9331,4.9087,-3.1052,8.0139,2024-12-01
34日涨跌,d34,极高,90-100%,3,293,34.046,43.0222,118.3444,0.5057,0.148,50.85,4.8695,5.3005,-5.5843,10.8848,2021-01-13
34日涨跌,d34,极低,0-10%,5,292,-50.2977,-26.7515,-19.4087,0.4173,0.4737,52.4,6.4945,7.3805,-7.4448,14.8253,2019-10-11
34日涨跌,d34,偏低,10-30%,5,583,-19.4022,-11.958,-6.4887,-0.3593,0.1083,51.46,5.0092,4.7279,-5.881,10.6089,2020-09-18
34日涨跌,d34,中性,30-70%,5,1164,-6.4849,1.7989,12.4338,0.1344,-0.1172,48.71,4.4336,4.5141,-4.462,8.9762,2019-03-05
34日涨跌,d34,偏高,70-90%,5,584,12.4688,21.8582,34.0305,2.4895,1.3894,59.42,5.3904,6.6997,-3.8703,10.57,2024-12-01
34日涨跌,d34,极高,90-100%,5,293,34.046,43.0222,118.3444,1.2549,0.5332,53.92,5.8422,7.0161,-6.7942,13.8103,2021-01-13
34日涨跌,d34,极低,0-10%,10,292,-50.2977,-26.7515,-19.4087,1.2518,1.0673,55.82,8.0465,10.2859,-9.4815,19.7674,2019-10-11
34日涨跌,d34,偏低,10-30%,10,583,-19.4022,-11.958,-6.4887,-0.4572,-0.2428,48.03,7.2751,7.0239,-8.2393,15.2632,2020-09-18
34日涨跌,d34,中性,30-70%,10,1159,-6.4849,1.808,12.4338,0.3102,0.04,50.22,6.9655,6.6994,-6.7592,13.4586,2019-03-05
34日涨跌,d34,偏高,70-90%,10,584,12.4688,21.8582,34.0305,3.8652,2.0105,60.45,8.1234,10.1679,-5.2652,15.433,2024-12-01
34日涨跌,d34,极高,90-100%,10,293,34.046,43.0222,118.3444,3.9572,2.851,62.8,8.3938,11.2406,-8.3228,19.5634,2021-01-13
3日剩余动能ATR,remainingMomentumAtr3,极低,0-10%,1,292,-0.7314,-0.4758,-0.4099,-0.076,-0.001,49.66,1.6817,1.7409,-1.9257,3.6666,2024-02-03
3日剩余动能ATR,remainingMomentumAtr3,偏低,10-30%,1,583,-0.4083,-0.3148,-0.2283,0.201,0.1406,54.72,2.136,2.2137,-2.1093,4.323,2023-12-31
3日剩余动能ATR,remainingMomentumAtr3,中性,30-70%,1,1168,-0.2283,-0.081,0.1038,0.0633,0.0442,50.34,2.068,2.1634,-2.2745,4.4378,2025-03-17
3日剩余动能ATR,remainingMomentumAtr3,偏高,70-90%,1,584,0.1039,0.2276,0.4141,0.2602,0.192,54.45,2.2408,2.4882,-2.3439,4.8321,2026-03-22
3日剩余动能ATR,remainingMomentumAtr3,极高,90-100%,1,293,0.4146,0.5917,1.5997,0.1807,0.0937,53.24,2.4173,2.7982,-2.9814,5.7797,2018-10-14
3日剩余动能ATR,remainingMomentumAtr3,极低,0-10%,3,292,-0.7314,-0.4758,-0.4099,0.0264,0.0842,51.03,3.4734,3.6449,-3.7918,7.4367,2024-02-03
3日剩余动能ATR,remainingMomentumAtr3,偏低,10-30%,3,583,-0.4083,-0.3148,-0.2283,0.4769,0.1949,53.17,3.8052,4.2526,-3.8566,8.1092,2023-12-31
3日剩余动能ATR,remainingMomentumAtr3,中性,30-70%,3,1167,-0.2283,-0.0807,0.1038,0.3629,0.0709,50.81,3.9066,4.1325,-4.0546,8.1871,2025-03-17
3日剩余动能ATR,remainingMomentumAtr3,偏高,70-90%,3,583,0.1039,0.2272,0.4141,0.2753,0.3692,51.97,3.9943,4.1348,-4.1038,8.2386,2026-03-22
3日剩余动能ATR,remainingMomentumAtr3,极高,90-100%,3,293,0.4146,0.5917,1.5997,0.8769,0.4262,56.31,4.0326,4.6155,-4.1113,8.7268,2018-10-14
3日剩余动能ATR,remainingMomentumAtr3,极低,0-10%,5,292,-0.7314,-0.4758,-0.4099,0.4765,0.3951,52.05,4.6654,4.8822,-4.7138,9.596,2024-02-03
3日剩余动能ATR,remainingMomentumAtr3,偏低,10-30%,5,583,-0.4083,-0.3148,-0.2283,0.7464,0.2167,52.83,4.7814,5.5779,-4.9974,10.5754,2023-12-31
3日剩余动能ATR,remainingMomentumAtr3,中性,30-70%,5,1165,-0.2283,-0.0813,0.1038,0.7075,0.1937,52.1,5.1276,5.5441,-5.1803,10.7244,2025-03-17
3日剩余动能ATR,remainingMomentumAtr3,偏高,70-90%,5,583,0.1039,0.2272,0.4141,0.501,0.2409,52.49,5.2041,5.5335,-5.2946,10.8282,2026-03-22
3日剩余动能ATR,remainingMomentumAtr3,极高,90-100%,5,293,0.4146,0.5917,1.5997,0.6821,0.1979,51.88,5.7329,6.0473,-5.5818,11.6291,2018-10-14
3日剩余动能ATR,remainingMomentumAtr3,极低,0-10%,10,292,-0.7314,-0.4758,-0.4099,0.9359,0.36,53.08,6.5113,7.2567,-6.5339,13.7906,2024-02-03
3日剩余动能ATR,remainingMomentumAtr3,偏低,10-30%,10,583,-0.4083,-0.3148,-0.2283,1.4303,0.6314,53.86,7.1124,8.2768,-6.9264,15.2032,2023-12-31
3日剩余动能ATR,remainingMomentumAtr3,中性,30-70%,10,1161,-0.2283,-0.0813,0.1038,1.4254,0.7651,53.66,7.715,8.3908,-7.3563,15.7471,2025-03-17
3日剩余动能ATR,remainingMomentumAtr3,偏高,70-90%,10,583,0.1039,0.2272,0.4141,1.1322,0.4993,52.66,7.6256,8.2313,-7.2324,15.4637,2026-03-22
3日剩余动能ATR,remainingMomentumAtr3,极高,90-100%,10,292,0.4146,0.5924,1.5997,1.5517,1.1487,55.82,8.2765,8.937,-7.5901,16.527,2018-10-14
3日ATR百分位,atr3Percentile,极低,0-10%,1,292,0.0235,3.4329,6.3289,0.2735,0.0233,50.68,1.4209,1.6111,-1.182,2.793,2025-05-16
3日ATR百分位,atr3Percentile,偏低,10-30%,1,583,6.3953,12.4075,18.4935,-0.0595,0.0774,51.63,1.6083,1.5594,-1.6946,3.254,2023-04-02
3日ATR百分位,atr3Percentile,中性,30-70%,1,1168,18.4958,33.2402,50.4946,0.1514,0.0714,51.54,1.9741,2.1082,-2.0659,4.1742,2020-10-28
3日ATR百分位,atr3Percentile,偏高,70-90%,1,584,50.5202,61.6861,75.7535,-0.0112,0.1282,52.57,2.4712,2.6123,-2.9372,5.5495,2024-11-12
3日ATR百分位,atr3Percentile,极高,90-100%,1,293,75.8648,84.1632,99.9433,0.5406,0.6762,57.34,3.6423,4.2017,-4.1966,8.3983,2020-03-12
3日ATR百分位,atr3Percentile,极低,0-10%,3,292,0.0235,3.4329,6.3289,0.8172,0.5651,57.53,3.1717,3.435,-2.3233,5.7584,2025-05-16
3日ATR百分位,atr3Percentile,偏低,10-30%,3,583,6.3953,12.4075,18.4935,0.0635,-0.0413,49.23,2.9822,3.0724,-3.1197,6.1921,2023-04-02
3日ATR百分位,atr3Percentile,中性,30-70%,3,1166,18.4958,33.2501,50.4946,0.3266,0.0129,50.17,3.742,3.9269,-3.7007,7.6276,2020-10-28
3日ATR百分位,atr3Percentile,偏高,70-90%,3,584,50.5202,61.6861,75.7535,0.1801,0.3415,52.23,4.3609,4.6124,-5.1025,9.7149,2024-11-12
3日ATR百分位,atr3Percentile,极高,90-100%,3,293,75.8648,84.1632,99.9433,1.2462,1.2583,59.73,5.8948,7.0393,-6.4583,13.4975,2020-03-12
3日ATR百分位,atr3Percentile,极低,0-10%,5,292,0.0235,3.4329,6.3289,1.3272,0.7521,55.82,4.3872,4.9104,-3.1013,8.0117,2025-05-16
3日ATR百分位,atr3Percentile,偏低,10-30%,5,581,6.3953,12.4075,18.4935,0.26,-0.014,49.91,4.1225,4.2717,-4.1388,8.4105,2023-04-02
3日ATR百分位,atr3Percentile,中性,30-70%,5,1166,18.4958,33.2501,50.4946,0.5115,0.1512,51.11,5.0589,5.2234,-4.8693,10.0927,2020-10-28
3日ATR百分位,atr3Percentile,偏高,70-90%,5,584,50.5202,61.6861,75.7535,0.2921,0.149,51.03,5.5128,6.0404,-6.4366,12.4769,2024-11-12
3日ATR百分位,atr3Percentile,极高,90-100%,5,293,75.8648,84.1632,99.9433,1.996,1.5229,60.75,6.9722,8.8753,-7.8515,16.7268,2020-03-12
3日ATR百分位,atr3Percentile,极低,0-10%,10,290,0.0235,3.4063,6.3289,2.2501,0.9679,57.59,7.2245,8.169,-4.8952,13.0643,2025-05-16
3日ATR百分位,atr3Percentile,偏低,10-30%,10,578,6.3953,12.354,18.4935,0.9045,0.8476,54.84,6.438,6.7137,-5.9285,12.6422,2023-04-02
3日ATR百分位,atr3Percentile,中性,30-70%,10,1166,18.4958,33.2501,50.4946,0.7521,0.0431,50.34,7.619,7.8194,-7.1538,14.9732,2020-10-28
3日ATR百分位,atr3Percentile,偏高,70-90%,10,584,50.5202,61.6861,75.7535,1.5655,1.3117,55.65,7.8529,8.9804,-8.5583,17.5387,2024-11-12
3日ATR百分位,atr3Percentile,极高,90-100%,10,293,75.8648,84.1632,99.9433,3.1012,1.8088,56.66,8.81,11.8873,-9.3302,21.2175,2020-03-12
3日ATR率,atr3Pct,极低,0-10%,1,292,0.977,1.9997,2.3268,0.2607,0.0416,51.37,1.2674,1.5233,-1.0977,2.621,2020-09-29
