kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,24.74,93,-42.5689,-4.4761,25.71,37.63,62.37,1.08,46.24,43.01,56.99,0.1253,1.9873
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,20.84,48,-19.4663,-1.6342,69.52,39.58,60.42,0,41.67,47.92,52.08,0.1804,-1.7032
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,60,5,6.9942,0.2812,60.23,20,80,20,40,60,40,0.167,-3.0703
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,30,20,122.02,3.1979,82.3,65,35,0,70,60,40,-0.2957,3.2128
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,20,40,37.5155,1.0821,65.87,60,40,0,65,52.5,47.5,-0.0972,0.7091
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,24.74,93,-42.5689,-4.4761,25.71,37.63,62.37,3.23,49.46,38.71,61.29,0.2793,12.3794
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,47.82,46,-19.7186,-1.6843,69.94,26.09,73.91,0,28.26,43.48,56.52,0.3153,-4.7806
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100,5,6.9942,0.2812,60.23,0,100,20,20,60,40,0.7671,13.7789
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,70,20,122.02,3.1979,82.3,85,15,0,80,70,30,-0.865,-3.6391
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,20,40,37.5155,1.0821,65.87,60,40,5,65,50,50,-0.1867,-0.8088
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,9.68,93,-42.5689,-4.4761,25.71,45.16,54.84,5.38,55.91,37.63,62.37,0.134,22.3372
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,59.1,44,-19.7807,-1.7776,70.59,20.45,79.55,0,29.55,38.64,61.36,0.5757,-6.6974
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,60,5,6.9942,0.2812,60.23,20,80,20,40,60,40,1.5312,4.7205
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,90,20,122.02,3.1979,82.3,95,5,0,90,80,20,-1.0599,-10.7705
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,30,40,37.5155,1.0821,65.87,65,35,10,67.5,52.5,47.5,-0.1988,-1.4742
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,5.38,93,-42.5689,-4.4761,25.71,47.31,52.69,10.75,64.52,38.71,61.29,0.1746,39.5305
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,64.1,39,-21.9803,-1.8958,72.66,17.95,82.05,0,33.33,25.64,74.36,0.6631,-8.0633
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100,5,6.9942,0.2812,60.23,0,100,40,40,80,20,1.8771,-9.0232
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,90,20,122.02,3.1979,82.3,95,5,0,95,85,15,-1.8346,-21.7845
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,15,40,37.5155,1.0821,65.87,57.5,42.5,20,67.5,47.5,52.5,-0.1862,-2.1681
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,50,12,-39.4029,-2.3259,10.37,75,25,0,50,58.33,41.67,-0.1483,2.5406
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.14,121,-17.0321,-1.1801,32.4,47.93,52.07,2.48,44.63,45.45,54.55,0.0388,0.4476
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,55.56,45,-1.891,-0.1084,52.4,22.22,77.78,48.89,60,48.89,51.11,0.23,0.2673
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,20,5,35.6625,1.9292,89.09,60,40,0,40,40,60,-0.1944,26.0485
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,56.52,23,16.679,0.9105,71.89,78.26,21.74,21.74,73.91,56.52,43.48,-0.443,-2.0252
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,50,12,-39.4029,-2.3259,10.37,75,25,0,75,33.33,66.67,-0.8902,6.7869
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,17.64,119,-17.0321,-1.1801,32.4,41.18,58.82,10.08,39.5,36.97,63.03,0.1444,0.6892
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,64.44,45,-1.891,-0.1084,52.4,17.78,82.22,42.22,51.11,55.56,44.44,0.3084,10.284
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,60,5,35.6625,1.9292,89.09,80,20,20,80,40,60,-1.2848,14.0754
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,82.6,23,16.679,0.9105,71.89,91.3,8.7,34.78,78.26,78.26,21.74,-0.5107,8.6312
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,100,12,-39.4029,-2.3259,10.37,100,0,0,75,16.67,83.33,-0.952,5.5767
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,0.86,117,-17.0321,-1.1801,32.4,50.43,49.57,15.38,45.3,32.48,67.52,-0.0368,3.4802
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,64.44,45,-1.891,-0.1084,52.4,17.78,82.22,46.67,51.11,66.67,33.33,0.5398,23.5784
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,100,5,35.6625,1.9292,89.09,100,0,20,80,40,60,-1.6442,5.121
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,65.22,23,16.679,0.9105,71.89,82.61,17.39,69.57,86.96,86.96,13.04,-0.488,-1.2539
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,100,12,-39.4029,-2.3259,10.37,100,0,0,58.33,0,100,-1.4086,0.7282
中值,middle,短期拉伸/回归,中值下侧偏离,10,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,17.86,112,-16.9836,-1.1695,32.53,58.93,41.07,23.21,50.89,26.79,73.21,-0.2263,6.1224
中值,middle,短期拉伸/回归,中值贴近中轴,10,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,68.88,45,-1.891,-0.1084,52.4,15.56,84.44,42.22,42.22,75.56,24.44,0.8765,41.7113
中值,middle,短期拉伸/回归,中值上侧极端,10,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,100,5,35.6625,1.9292,89.09,100,0,40,80,40,60,-1.7241,3.2039
中值,middle,短期拉伸/回归,中值上侧偏离,10,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,4.34,23,16.679,0.9105,71.89,47.83,52.17,82.61,82.61,86.96,13.04,0.0616,8.994
