date,close,kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,deviationRate,deviationAtr,positionPct,historicalRateRankPct,historicalAtrRankPct,historicalPositionRankPct,similarOccurrences,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,avgAtrChangePct,medianDistanceChangeAtr
2026-06-02 12:00,0.19,中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,54.78,-0.665,-0.1609,38.2,49.35,50.16,43.45,721,22.61,77.39,38.0,51.32,36.89,63.11,-0.3665,0.2434
2026-06-02 12:00,0.19,中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,74.2,-0.665,-0.1609,38.2,49.35,50.16,43.45,721,12.9,87.1,45.77,51.32,35.78,64.22,-0.5653,0.5513
2026-06-02 12:00,0.19,中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,79.2,-0.665,-0.1609,38.2,49.35,50.16,43.45,721,10.4,89.6,47.43,51.73,35.09,64.91,-0.9966,0.7445
2026-06-02 12:00,0.19,中值,middle,短期拉伸/回归,中值贴近中轴,10,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,86.96,-0.665,-0.1609,38.2,49.35,50.16,43.45,721,6.52,93.48,49.93,52.43,41.61,58.39,-0.4962,0.974
2026-06-02 12:00,0.19,233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,0.86,-3.2827,-0.8157,55.5,50.49,52.37,61.3,700,49.57,50.43,5.86,51.43,35.0,65.0,-0.1031,0.0123
2026-06-02 12:00,0.19,233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,8.86,-3.2827,-0.8157,55.5,50.49,52.37,61.3,700,45.57,54.43,13.57,51.14,38.43,61.57,-0.3899,0.1269
2026-06-02 12:00,0.19,233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,14.58,-3.2827,-0.8157,55.5,50.49,52.37,61.3,700,42.71,57.29,18.57,52.14,40.14,59.86,-0.3336,0.1702
2026-06-02 12:00,0.19,233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,24.72,-3.2827,-0.8157,55.5,50.49,52.37,61.3,696,37.64,62.36,23.56,50.29,41.52,58.48,-0.1062,0.4009
