kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.82,2662,-20.0761,-6.1979,42.7,43.09,56.91,0.0,49.29,33.81,66.19,0.086,0.0051
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,9.28,873,-5.3911,-1.3482,61.56,45.36,54.64,3.78,47.77,34.59,65.41,0.0451,0.0387
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,55.56,261,-0.1018,-0.0232,65.37,22.22,77.78,39.08,50.57,39.46,60.54,0.2271,-0.0896
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,0.56,895,30.6308,4.6636,86.55,49.72,50.28,0.0,52.18,44.58,55.42,0.0061,0.0837
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.8,623,6.2396,1.2401,71.25,50.4,49.6,6.42,52.65,43.98,56.02,-0.0054,-0.1551
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,7.82,2662,-20.0761,-6.1979,42.7,46.09,53.91,0.19,49.77,35.91,64.09,0.0845,-0.0096
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,16.38,873,-5.3911,-1.3482,61.56,41.81,58.19,11.0,46.05,36.88,63.12,0.1554,0.0983
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,77.02,261,-0.1018,-0.0232,65.37,11.49,88.51,43.3,48.28,45.59,54.41,0.525,-0.2803
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,6.16,893,30.6861,4.6645,86.63,53.08,46.92,0.0,53.86,49.38,50.62,-0.0897,0.2048
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.34,623,6.2396,1.2401,71.25,52.17,47.83,15.89,56.34,46.23,53.77,-0.0317,-0.3127
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,4.66,2662,-20.0761,-6.1979,42.7,47.67,52.33,0.56,49.25,36.85,63.15,0.0784,-0.0679
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,17.76,873,-5.3911,-1.3482,61.56,41.12,58.88,15.81,45.82,38.14,61.86,0.2882,0.1821
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,76.24,261,-0.1018,-0.0232,65.37,11.88,88.12,42.91,50.96,49.81,50.19,0.664,-0.3607
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,13.1,893,30.6861,4.6645,86.63,56.55,43.45,0.34,52.52,51.62,48.38,-0.1854,0.2374
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.16,621,6.2396,1.2401,71.25,49.92,50.08,21.1,56.2,49.6,50.4,0.0032,-0.2824
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,3.16,2662,-20.0761,-6.1979,42.7,48.42,51.58,2.59,48.01,39.18,60.82,0.0803,0.0346
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,34.94,873,-5.3911,-1.3482,61.56,32.53,67.47,21.88,43.3,35.4,64.6,0.5917,0.5084
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,85.44,261,-0.1018,-0.0232,65.37,7.28,92.72,43.3,46.74,48.28,51.72,0.8764,-0.8368
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,21.84,893,30.6861,4.6645,86.63,60.92,39.08,2.69,54.54,51.18,48.82,-0.4146,0.1554
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,3.58,616,6.2785,1.2427,71.26,48.21,51.79,33.6,62.34,50.0,50.0,0.0624,-0.81
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,31.94,144,-13.2053,-2.8539,17.02,65.97,34.03,0.0,52.78,41.67,58.33,-0.2247,0.1109
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,2.1,2384,-5.1032,-1.201,38.05,51.05,48.95,4.53,48.36,30.29,69.71,-0.0106,-0.0831
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,52.34,944,-0.0431,-0.0093,53.7,23.83,76.17,33.26,47.88,30.4,69.6,0.216,0.1325
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,37.88,132,13.5533,2.6983,88.68,68.94,31.06,0.0,56.06,78.79,21.21,-0.3862,0.32
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,8.54,1710,4.7619,1.0844,68.02,54.27,45.73,7.02,52.22,47.08,52.92,-0.0579,0.01
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,50.0,144,-13.2053,-2.8539,17.02,75.0,25.0,0.0,47.92,34.03,65.97,-0.735,-0.11
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.78,2384,-5.1032,-1.201,38.05,52.89,47.11,13.63,47.69,31.21,68.79,-0.056,-0.2488
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,72.66,944,-0.0431,-0.0093,53.7,13.67,86.33,41.63,49.15,32.1,67.9,0.5065,0.3459
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,63.64,132,13.5533,2.6983,88.68,81.82,18.18,2.27,54.55,86.36,13.64,-0.7753,0.6007
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,13.24,1708,4.7619,1.0849,68.02,56.62,43.38,19.32,53.75,53.63,46.37,-0.1295,0.1044
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,66.66,144,-13.2053,-2.8539,17.02,83.33,16.67,6.25,50.0,28.47,71.53,-1.0432,-0.2008
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,8.1,2383,-5.1039,-1.2012,38.05,54.05,45.95,19.72,46.66,32.56,67.44,-0.083,-0.3986
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,75.4,943,-0.0382,-0.0082,53.7,12.3,87.7,41.04,45.71,31.92,68.08,0.5594,0.4082
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,71.22,132,13.5533,2.6983,88.68,85.61,14.39,9.09,56.06,92.42,7.58,-1.0464,1.39
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,13.82,1708,4.7619,1.0849,68.02,56.91,43.09,27.99,54.63,56.97,43.03,-0.1367,0.1938
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,84.72,144,-13.2053,-2.8539,17.02,92.36,7.64,15.28,40.97,31.94,68.06,-1.551,-1.1116
中值,middle,短期拉伸/回归,中值下侧偏离,10,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,10.6,2378,-5.1084,-1.2019,38.04,55.3,44.7,32.88,44.91,31.24,68.76,-0.1218,-0.3887
中值,middle,短期拉伸/回归,中值贴近中轴,10,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,78.8,943,-0.0382,-0.0082,53.7,10.6,89.4,45.07,48.46,35.31,64.69,0.747,0.5955
中值,middle,短期拉伸/回归,中值上侧极端,10,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,87.88,132,13.5533,2.6983,88.68,93.94,6.06,28.03,59.09,90.15,9.85,-1.819,0.5154
中值,middle,短期拉伸/回归,中值上侧偏离,10,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,11.6,1708,4.7619,1.0849,68.02,55.8,44.2,44.03,55.91,58.67,41.33,-0.1478,0.2414
