kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.5,1296,-26.9218,-7.7226,45.64,42.75,57.25,0.0,50.23,35.26,64.74,0.1003,-0.1137
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,5.12,293,-6.2714,-1.4853,72.07,47.44,52.56,4.78,48.81,30.38,69.62,0.0172,0.0207
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,47.82,92,0.2035,0.0452,79.91,26.09,73.91,38.04,53.26,39.13,60.87,0.1649,0.0097
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.92,204,18.242,2.7313,91.06,51.96,48.04,1.96,55.88,50.49,49.51,-0.0268,-0.2689
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.7,123,5.0559,0.9427,82.29,47.15,52.85,6.5,55.28,33.33,66.67,0.0235,-0.1732
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,10.18,1296,-26.9218,-7.7226,45.64,44.91,55.09,0.15,47.22,35.88,64.12,0.1525,-0.32
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,15.36,293,-6.2714,-1.4853,72.07,42.32,57.68,12.63,46.08,35.15,64.85,0.1619,0.217
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,67.4,92,0.2035,0.0452,79.91,16.3,83.7,38.04,47.83,45.65,54.35,0.4927,-0.4225
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,15.84,202,18.2796,2.7538,91.14,57.92,42.08,3.96,58.42,60.4,39.6,-0.1761,-0.8717
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,8.94,123,5.0559,0.9427,82.29,45.53,54.47,17.07,60.98,39.02,60.98,0.0427,-0.5266
