kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,27.84,424,-46.989,-9.0033,39.28,36.08,63.92,0.24,45.05,44.34,55.66,0.191,-0.0666
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,16.28,43,-13.6005,-1.8155,94.92,41.86,58.14,0,46.51,44.19,55.81,0.0591,-1.09
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100,5,-2.0562,-0.1146,87.44,0,100,20,20,60,40,0.4606,7.1824
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,66.66,6,14.78,0.9453,92.33,83.33,16.67,33.33,100,33.33,66.67,-0.2375,-12.1851
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,28.44,422,-46.9633,-8.9649,39.86,35.78,64.22,0.24,46.21,42.65,57.35,0.38,-0.3449
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,39.54,43,-13.6005,-1.8155,94.92,30.23,69.77,2.33,27.91,58.14,41.86,0.3381,-4.3249
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,60,5,-2.0562,-0.1146,87.44,20,80,40,60,60,40,0.4422,0.013
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,0,6,14.78,0.9453,92.33,50,50,33.33,83.33,83.33,16.67,-0.1955,-9.1976
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,强,30,420,-46.989,-8.8796,40.39,35,65,0.71,40.71,43.33,56.67,0.4664,-0.2918
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,58.14,43,-13.6005,-1.8155,94.92,20.93,79.07,2.33,16.28,51.16,48.84,0.5232,-8.2414
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,60,5,-2.0562,-0.1146,87.44,20,80,40,60,60,40,0.3946,-5.2172
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,66.66,6,14.78,0.9453,92.33,83.33,16.67,66.67,83.33,66.67,33.33,-0.3669,-16.1283
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,23.38,415,-46.967,-8.7764,41.07,38.31,61.69,1.69,39.28,42.17,57.83,0.6423,-0.4556
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,95.34,43,-13.6005,-1.8155,94.92,2.33,97.67,0,2.33,58.14,41.86,1.3991,-17.4795
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,60,5,-2.0562,-0.1146,87.44,20,80,20,40,100,0,1.2293,-18.2713
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,66.66,6,14.78,0.9453,92.33,83.33,16.67,100,100,66.67,33.33,-0.3778,-24.0379
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,14.9,47,-23.5049,-2.6148,11.79,57.45,42.55,4.26,53.19,57.45,42.55,-0.061,1.2929
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.78,264,-11.3605,-1.2847,35.31,51.89,48.11,4.17,46.21,42.05,57.95,-0.0126,-0.4139
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,52.64,76,-0.1247,-0.0126,54.33,23.68,76.32,27.63,44.74,40.79,59.21,0.3014,0.0401
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,100,2,31.5427,2.3062,89.48,100,0,0,100,0,100,-1.2309,-12.2133
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,30.34,89,8.6807,0.9489,69.22,65.17,34.83,11.24,65.17,48.31,51.69,-0.2309,-0.4766
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,26.08,46,-23.7509,-2.5988,11.68,63.04,36.96,4.35,52.17,43.48,56.52,-0.2666,4.1514
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,2.66,263,-11.3604,-1.2845,35.44,48.67,51.33,8.75,44.49,38.02,61.98,0.0371,-1.4114
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,71.06,76,-0.1247,-0.0126,54.33,14.47,85.53,40.79,47.37,46.05,53.95,0.5195,-0.2783
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,100,2,31.5427,2.3062,89.48,100,0,50,100,0,100,-1.5939,-17.9546
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,14.6,89,8.6807,0.9489,69.22,57.3,42.7,25.84,61.8,65.17,34.83,-0.1825,-1.6778
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,39.14,46,-23.7509,-2.5988,11.68,69.57,30.43,8.7,43.48,36.96,63.04,-0.6304,7.0488
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,1.14,261,-11.2438,-1.2816,35.53,50.57,49.43,12.64,38.7,36.78,63.22,-0.0033,-1.92
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,81.58,76,-0.1247,-0.0126,54.33,9.21,90.79,35.53,39.47,47.37,52.63,0.5733,-1.677
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,100,2,31.5427,2.3062,89.48,100,0,0,100,50,50,-2.0508,-20.2187
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,21.34,89,8.6807,0.9489,69.22,60.67,39.33,35.96,65.17,68.54,31.46,-0.2628,-2.8659
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,65.22,46,-23.7509,-2.5988,11.68,82.61,17.39,26.09,43.48,34.78,65.22,-1.3163,15.9166
