kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.18,2267,-22.6625,-7.1038,40.94,41.91,58.09,0.0,49.23,33.44,66.56,0.1139,0.0114
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,9.56,471,-5.0346,-1.4052,62.36,45.22,54.78,6.16,49.89,38.64,61.36,0.0619,-0.0672
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,52.52,198,0.2178,0.0451,69.78,23.74,76.26,37.88,52.02,35.86,64.14,0.1921,0.1214
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,1.1,1175,27.4884,3.984,85.77,50.55,49.45,0.09,54.64,44.77,55.23,-0.0094,0.0059
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,7.62,656,7.1276,1.4359,74.39,46.19,53.81,3.2,47.26,36.13,63.87,0.0571,0.1936
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.24,2267,-22.6625,-7.1038,40.94,45.88,54.12,0.22,49.67,35.86,64.14,0.1,0.066
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,13.44,469,-5.0063,-1.3986,62.38,43.28,56.72,12.37,47.76,43.5,56.5,0.1239,-0.3905
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,63.64,198,0.2178,0.0451,69.78,18.18,81.82,39.39,46.46,41.41,58.59,0.4635,0.1958
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,10.3,1175,27.4884,3.984,85.77,55.15,44.85,0.17,55.91,49.96,50.04,-0.1088,0.1029
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,11.28,656,7.1276,1.4359,74.39,44.36,55.64,9.6,48.93,39.02,60.98,0.1197,0.453
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,5.52,2267,-22.6625,-7.1038,40.94,47.24,52.76,0.71,50.2,37.58,62.42,0.0724,0.0941
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,23.76,467,-5.0036,-1.3913,62.39,38.12,61.88,17.99,46.47,42.61,57.39,0.2661,-0.6832
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,73.74,198,0.2178,0.0451,69.78,13.13,86.87,40.4,47.98,37.88,62.12,0.5942,0.036
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,10.8,1175,27.4884,3.984,85.77,55.4,44.6,0.68,54.38,52.85,47.15,-0.1728,0.2897
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,18.9,656,7.1276,1.4359,74.39,40.55,59.45,12.5,45.27,40.85,59.15,0.2199,0.6349
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,0.58,2267,-22.6625,-7.1038,40.94,50.29,49.71,2.56,49.63,38.51,61.49,-0.0205,0.2986
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,28.58,462,-5.0205,-1.4019,62.41,35.71,64.29,24.24,47.62,43.29,56.71,0.5502,-1.1746
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,83.84,198,0.2178,0.0451,69.78,8.08,91.92,44.95,48.99,39.9,60.1,0.8626,-0.2742
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,20.0,1175,27.4884,3.984,85.77,60.0,40.0,1.96,55.23,52.94,47.06,-0.3331,0.3524
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,20.12,656,7.1276,1.4359,74.39,39.94,60.06,20.43,48.02,44.05,55.95,0.3561,1.3125
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,34.62,156,-11.5371,-2.7645,13.63,67.31,32.69,0.0,52.56,34.62,65.38,-0.2178,-0.2069
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,1.48,2024,-4.91,-1.189,36.98,50.74,49.26,6.23,50.25,30.73,69.27,-0.0087,0.0103
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,54.26,809,-0.0828,-0.0226,54.23,22.87,77.13,35.35,49.57,31.89,68.11,0.1949,0.1915
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,45.38,238,9.8937,2.0489,89.77,72.69,27.31,1.68,61.34,70.59,29.41,-0.3184,-0.7674
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.42,1540,4.7096,1.041,71.13,52.21,47.79,7.99,51.23,43.64,56.36,-0.0219,0.1241
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,67.94,156,-11.5371,-2.7645,13.63,83.97,16.03,0.0,62.18,32.05,67.95,-0.7526,0.4678
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,1.88,2022,-4.91,-1.189,37.0,50.94,49.06,15.63,49.26,33.33,66.67,-0.017,-0.1055
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,66.62,809,-0.0828,-0.0226,54.23,16.69,83.31,43.88,52.29,32.88,67.12,0.4675,0.603
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,65.54,238,9.8937,2.0489,89.77,82.77,17.23,8.4,65.97,76.05,23.95,-0.7234,-1.1409
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,8.44,1540,4.7096,1.041,71.13,54.22,45.78,20.52,53.12,50.06,49.94,-0.0682,0.2256
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,80.76,156,-11.5371,-2.7645,13.63,90.38,9.62,4.49,57.05,34.62,65.38,-1.0597,-0.0461
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.14,2020,-4.909,-1.1887,37.05,52.57,47.43,21.93,50.54,32.67,67.33,-0.0609,0.014
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,75.78,809,-0.0828,-0.0226,54.23,12.11,87.89,45.24,50.43,35.72,64.28,0.6377,0.4078
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,78.16,238,9.8937,2.0489,89.77,89.08,10.92,15.13,59.66,80.25,19.75,-0.817,-0.9057
