kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.86,815,-27.2901,-7.6067,20.34,43.07,56.93,0.37,48.47,34.36,65.64,0.1176,-0.0363
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,12.32,146,-5.4345,-1.2199,57.7,43.84,56.16,7.53,47.26,39.73,60.27,0.0859,-0.1062
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,60.6,66,0.2767,0.0435,62.34,19.7,80.3,40.91,50.0,31.82,68.18,0.3053,0.048
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.92,358,27.4427,4.3758,88.55,48.04,51.96,0.0,50.0,44.41,55.59,0.0304,-0.034
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.8,222,7.189,1.3907,71.8,50.9,49.1,3.6,52.25,40.99,59.01,-0.0073,-0.0482
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,4.3,815,-27.2901,-7.6067,20.34,47.85,52.15,1.1,48.59,39.26,60.74,0.0609,-0.0861
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,26.9,145,-5.4421,-1.2311,57.69,36.55,63.45,15.86,42.76,45.52,54.48,0.3322,-0.2111
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,66.16,65,0.3494,0.0444,62.33,16.92,83.08,53.85,64.62,33.85,66.15,0.4656,-0.0917
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.82,358,27.4427,4.3758,88.55,53.91,46.09,0.0,53.35,49.72,50.28,-0.0823,-0.1313
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,3.6,222,7.189,1.3907,71.8,48.2,51.8,10.81,54.5,42.34,57.66,0.0431,-0.1638
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,2.82,815,-27.2901,-7.6067,20.34,48.59,51.41,1.72,48.96,41.23,58.77,0.0417,-0.1602
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,21.68,143,-5.4421,-1.2311,57.69,39.16,60.84,21.68,48.25,50.35,49.65,0.3571,-0.7047
