date,close,gate,topWeatherRoute,topWeatherScore,topWeatherLight,topWeatherRawLight,topWeatherCalibrationScore,topWeatherBestHorizon,topWeatherOccurrences,topWeatherSampleConfidencePct,topWeatherConfidenceGate,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,shortAtrState,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,weatherSummary
2026-06-02 08:00,1.33,黄偏绿,向下突破,79.0,黄灯,黄灯,62.72,1,174,93.27,样本通过,可观察短线回归，但仍受大周期弱势约束,高波动扩张,6.1014,81.53,1.5574,90.01,0.5574,振幅已超ATR,短ATR中性,6.9855,6.0075,6.0705,6.3229,1.1048,0.9501,60.5,39.5,46.39,中值下侧极端,-17.4346,-3.4608,11.08,84.0,233MA下侧偏离,-8.2007,-1.4641,57.59,76.81,强趋势下行,-13.6796,down,4,放量,2.298,高波动扩张 / 振幅已超ATR / 短期过冷 / 大周期偏弱
