indicator,indicatorKey,horizon,lowOccurrences,highOccurrences,lowValueMedian,highValueMedian,lowAvgReturnPct,highAvgReturnPct,highMinusLowReturnPct,lowAvgAbsReturnPct,highAvgAbsReturnPct,highMinusLowAbsReturnPct,lowAvgExcursionPct,highAvgExcursionPct,highMinusLowExcursionPct
振幅率,rangePct,5,291,293,1.3256,10.3826,0.6964,0.9995,0.3031,4.1227,6.7284,2.6057,7.8571,16.1675,8.3104
振幅率,rangePct,10,291,293,1.3256,10.3826,2.1992,2.0801,-0.1191,6.772,8.7677,1.9957,12.4149,20.7892,8.3743
中值乖离率,middleDeviationRate,1,292,293,-10.8119,13.5803,0.1771,0.3241,0.147,3.1549,2.65,-0.5049,6.9441,6.0024,-0.9417
中值乖离率,middleDeviationRate,3,292,293,-10.8119,13.5803,0.5803,1.1667,0.5864,5.153,4.6331,-0.5199,11.6304,10.1977,-1.4327
中值乖离率,middleDeviationRate,5,292,293,-10.8119,13.5803,0.8557,1.848,0.9923,6.2371,5.8231,-0.414,14.2669,13.1306,-1.1363
中值乖离率,middleDeviationRate,10,292,293,-10.8119,13.5803,1.716,3.0995,1.3835,7.5997,7.8646,0.2649,18.3718,18.1605,-0.2113
中值乖离ATR,middleDeviationAtr,1,291,293,-2.2409,2.9246,-0.1134,0.3789,0.4923,2.6336,2.2835,-0.3501,5.9021,5.1416,-0.7605
中值乖离ATR,middleDeviationAtr,3,289,293,-2.2409,2.9246,-0.0206,0.9539,0.9745,4.8197,3.9498,-0.8699,10.3175,8.852,-1.4655
中值乖离ATR,middleDeviationAtr,5,289,293,-2.2409,2.9246,0.0964,1.5586,1.4622,6.2791,4.8853,-1.3938,13.0483,11.4631,-1.5852
中值乖离ATR,middleDeviationAtr,10,289,293,-2.2409,2.9246,0.095,2.9693,2.8743,7.71,6.8558,-0.8542,17.4069,15.764,-1.6429
中值位置百分位,middlePositionPct,1,292,293,28.4028,84.4416,-0.0548,0.5007,0.5555,2.5986,2.3539,-0.2447,5.8005,5.2564,-0.5441
中值位置百分位,middlePositionPct,3,291,293,28.3984,84.4416,-0.0839,1.1287,1.2126,4.661,4.0728,-0.5882,9.986,9.0644,-0.9216
中值位置百分位,middlePositionPct,5,291,293,28.3984,84.4416,0.0836,1.8,1.7164,6.093,4.9611,-1.1319,12.7621,11.6493,-1.1128
中值位置百分位,middlePositionPct,10,291,293,28.3984,84.4416,0.5254,3.5061,2.9807,7.2289,6.7978,-0.4311,16.6637,15.9447,-0.719
ATR百分位,atrPercentile,1,292,293,2.0471,80.5205,0.217,0.2955,0.0785,1.4834,3.6786,2.1952,3.0469,8.0897,5.0428
ATR百分位,atrPercentile,3,292,293,2.0471,80.5205,0.7563,0.7953,0.039,3.2432,5.8929,2.6497,6.016,13.365,7.349
ATR百分位,atrPercentile,5,292,293,2.0471,80.5205,1.2053,1.0402,-0.1651,4.6776,6.8277,2.1501,8.4673,16.6248,8.1575
ATR百分位,atrPercentile,10,292,293,2.0471,80.5205,2.4854,2.4857,0.0003,7.9206,8.8594,0.9388,13.8917,21.7371,7.8454
ATR率,atrPct,1,291,293,2.412,8.2999,0.1722,0.3236,0.1514,1.3466,3.7867,2.4401,2.7019,8.1944,5.4925
ATR率,atrPct,3,291,293,2.412,8.2999,0.7006,0.9914,0.2908,2.7487,6.1132,3.3645,5.2195,13.6602,8.4407
ATR率,atrPct,5,289,293,2.4087,8.2999,1.099,1.3365,0.2375,4.0201,7.2135,3.1934,7.307,17.0263,9.7193
ATR率,atrPct,10,284,293,2.4044,8.2999,2.1414,2.4526,0.3112,7.4038,9.2964,1.8926,12.2178,22.3893,10.1715
MA位置百分位,maPositionPct,1,292,293,26.9199,93.676,0.2729,0.487,0.2141,2.0992,2.5643,0.4651,4.4023,5.5836,1.1813
MA位置百分位,maPositionPct,3,292,293,26.9199,93.676,0.7184,1.4725,0.7541,3.8751,5.063,1.1879,7.9185,10.2379,2.3194
MA位置百分位,maPositionPct,5,292,293,26.9199,93.676,1.1767,2.521,1.3443,4.9341,7.1387,2.2046,10.3501,13.6577,3.3076
MA位置百分位,maPositionPct,10,292,293,26.9199,93.676,1.9606,5.1573,3.1967,6.5537,10.7688,4.2151,14.8944,20.4408,5.5464
