kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,25.9,440,-56.7369,-13.7667,23.53,37.05,62.95,0.0,44.55,39.55,60.45,0.1834,-0.2873
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,11.68,77,-13.7558,-1.2972,75.05,44.16,55.84,3.9,46.75,40.26,59.74,0.0577,0.2056
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,38.46,13,-2.004,-0.1837,83.72,30.77,69.23,38.46,46.15,46.15,53.85,0.1283,-4.3423
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,7.14,28,14.7597,1.2668,96.46,53.57,46.43,7.14,53.57,64.29,35.71,-0.0706,-1.5539
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,22.84,438,-56.6762,-13.73,23.42,38.58,61.42,0.23,43.84,41.1,58.9,0.4173,-0.8251
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,27.28,77,-13.7558,-1.2972,75.05,36.36,63.64,9.09,42.86,45.45,54.55,0.1875,-0.7572
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,53.84,13,-2.004,-0.1837,83.72,23.08,76.92,15.38,30.77,61.54,38.46,0.5452,-7.7418
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,14.28,28,14.7597,1.2668,96.46,57.14,42.86,21.43,64.29,67.86,32.14,-0.2268,-4.8427
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,24.32,436,-56.6258,-13.6743,23.12,37.84,62.16,0.23,37.84,43.81,56.19,0.6344,-1.5681
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,29.88,77,-13.7558,-1.2972,75.05,35.06,64.94,15.58,42.86,40.26,59.74,0.2602,-0.9221
