kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.46,5078,-14.7705,-5.8728,60.62,43.27,56.73,0.04,49.09,34.74,65.26,0.0891,0.0034
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,6.52,1639,-3.551,-1.473,70.08,46.74,53.26,3.84,47.83,35.75,64.25,0.034,-0.0833
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,52.94,561,0.0486,0.0145,73.13,23.53,76.47,36.01,47.77,34.76,65.24,0.2215,0.1354
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.56,2362,19.2801,4.4336,86.72,48.22,51.78,0.21,50.64,44.07,55.93,0.0324,0.0277
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.06,1221,3.6754,1.2711,76.72,49.47,50.53,5.81,50.94,38.98,61.02,0.0078,-0.0166
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,4.96,5078,-14.7705,-5.8728,60.62,47.52,52.48,0.3,49.92,37.18,62.82,0.0646,-0.0051
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,16.42,1639,-3.551,-1.473,70.08,41.79,58.21,10.37,45.88,40.51,59.49,0.1704,-0.1947
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,67.56,561,0.0486,0.0145,73.13,16.22,83.78,43.67,52.41,41.18,58.82,0.4304,0.2742
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.46,2361,19.2864,4.4339,86.72,52.73,47.27,0.55,51.93,47.9,52.1,-0.0677,0.1228
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.8,1220,3.6719,1.2702,76.72,50.9,49.1,12.95,54.67,42.38,57.62,-0.019,-0.0982
