kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,强,31.66,120,-64.4532,-7.6372,73.63,34.17,65.83,0.0,45.83,46.67,53.33,0.2469,1.2347
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,40.0,10,-22.3522,-1.3659,94.52,30.0,70.0,0.0,30.0,80.0,20.0,0.3916,-4.4802
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,30.5,118,-64.4922,-7.7738,74.27,34.75,65.25,0.0,38.98,50.85,49.15,0.4584,4.1769
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,40.0,10,-22.3522,-1.3659,94.52,30.0,70.0,0.0,20.0,80.0,20.0,0.626,-13.103
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,39.66,116,-64.6078,-7.7738,74.54,30.17,69.83,0.0,41.38,46.55,53.45,0.8043,7.0156
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,40.0,10,-22.3522,-1.3659,94.52,30.0,70.0,0.0,20.0,90.0,10.0,1.0993,-19.3268
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,18.92,111,-64.5135,-7.4834,75.41,40.54,59.46,0.0,45.05,46.85,53.15,1.1886,12.79
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,100.0,10,-22.3522,-1.3659,94.52,0.0,100.0,0.0,0.0,100.0,0.0,2.3874,-44.7923
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,50.0,4,-50.6772,-2.8466,38.25,75.0,25.0,0.0,100.0,0.0,100.0,-0.2098,6.7797
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,12.0,75,-30.5032,-1.7596,51.09,44.0,56.0,2.67,40.0,49.33,50.67,0.0699,-0.6019
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,52.38,21,-2.8145,-0.1392,67.55,23.81,76.19,28.57,42.86,38.1,61.9,0.2573,1.0504
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,28.58,14,30.227,1.6918,91.49,64.29,35.71,0.0,42.86,64.29,35.71,-0.3109,10.996
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,25.0,16,14.2191,0.6684,75.51,62.5,37.5,25.0,62.5,62.5,37.5,-0.2606,-3.4135
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,100.0,4,-50.6772,-2.8466,38.25,100.0,0.0,0.0,100.0,0.0,100.0,-1.2295,21.4456
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,9.34,75,-30.5032,-1.7596,51.09,45.33,54.67,10.67,36.0,46.67,53.33,0.0989,-0.255
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,68.42,19,-2.8145,-0.1392,68.07,15.79,84.21,47.37,47.37,42.11,57.89,0.3736,1.7898
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,42.86,14,30.227,1.6918,91.49,71.43,28.57,21.43,50.0,78.57,21.43,-0.9455,13.4561
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,37.5,16,14.2191,0.6684,75.51,68.75,31.25,50.0,87.5,87.5,12.5,-0.2033,4.5496
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,100.0,4,-50.6772,-2.8466,38.25,100.0,0.0,0.0,100.0,0.0,100.0,-1.3595,19.9892
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,12.0,75,-30.5032,-1.7596,51.09,44.0,56.0,17.33,40.0,40.0,60.0,0.1823,7.3411
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,88.88,18,-3.4197,-0.1618,67.51,5.56,94.44,33.33,38.89,50.0,50.0,0.6246,0.8587
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,100.0,14,30.227,1.6918,91.49,100.0,0.0,50.0,71.43,100.0,0.0,-1.1236,-3.2459
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,6.66,15,13.7837,0.6551,76.07,53.33,46.67,53.33,66.67,66.67,33.33,-0.0495,1.3323
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,100.0,4,-50.6772,-2.8466,38.25,100.0,0.0,0.0,50.0,0.0,100.0,-1.1623,-4.314
中值,middle,短期拉伸/回归,中值下侧偏离,10,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,16.66,72,-31.1779,-1.7682,51.05,58.33,41.67,25.0,45.83,30.56,69.44,-0.3199,16.26
中值,middle,短期拉伸/回归,中值贴近中轴,10,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,100.0,16,-3.4197,-0.1618,67.51,0.0,100.0,37.5,37.5,81.25,18.75,1.2692,-1.8053
中值,middle,短期拉伸/回归,中值上侧极端,10,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,71.42,14,30.227,1.6918,91.49,85.71,14.29,57.14,57.14,100.0,0.0,-0.5989,-2.7511
中值,middle,短期拉伸/回归,中值上侧偏离,10,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,46.66,15,13.7837,0.6551,76.07,26.67,73.33,80.0,73.33,86.67,13.33,0.1721,-7.6196
