kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,20.4,1696,-25.9505,-8.9748,32.28,39.8,60.2,0.06,48.35,34.91,65.09,0.1362,-0.1046
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,10.12,336,-5.3336,-1.4796,63.84,44.94,55.06,3.27,47.02,35.12,64.88,0.0431,-0.0627
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,49.02,102,-0.0914,-0.0319,69.0,25.49,74.51,34.31,47.06,40.2,59.8,0.2051,-0.0883
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.5,773,22.8043,4.284,86.39,48.25,51.75,0.0,52.52,43.73,56.27,0.0302,0.0774
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,8.04,361,6.7623,1.4629,74.73,45.98,54.02,3.6,50.97,31.3,68.7,0.0382,0.0701
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,10.38,1694,-25.9746,-8.9752,32.28,44.81,55.19,0.24,48.94,37.43,62.57,0.1308,-0.3106
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,12.5,336,-5.3336,-1.4796,63.84,43.75,56.25,10.12,47.62,36.01,63.99,0.1701,-0.1145
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,80.4,102,-0.0914,-0.0319,69.0,9.8,90.2,34.31,43.14,50.98,49.02,0.4426,-0.2181
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,9.96,773,22.8043,4.284,86.39,54.98,45.02,0.0,52.26,52.01,47.99,-0.104,0.1738
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,12.46,361,6.7623,1.4629,74.73,43.77,56.23,10.8,48.75,38.23,61.77,0.1194,0.2632
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,10.52,1692,-25.9911,-8.9832,32.27,44.74,55.26,0.59,47.52,38.06,61.94,0.1897,-0.4889
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,22.02,336,-5.3336,-1.4796,63.84,38.99,61.01,13.69,45.83,41.96,58.04,0.2881,-0.1334
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,82.36,102,-0.0914,-0.0319,69.0,8.82,91.18,40.2,45.1,49.02,50.98,0.7124,-0.1067
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,9.44,773,22.8043,4.284,86.39,54.72,45.28,0.52,51.88,52.65,47.35,-0.1615,0.2037
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.38,361,6.7623,1.4629,74.73,46.81,53.19,14.68,50.69,37.12,62.88,0.1366,0.4244
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.3,1688,-26.0272,-8.9988,32.24,45.85,54.15,1.84,43.84,40.34,59.66,0.1739,-0.943
