date,close,gate,topWeatherRoute,topWeatherScore,topWeatherLight,topWeatherRawLight,topWeatherCalibrationScore,topWeatherBestHorizon,topWeatherOccurrences,topWeatherSampleConfidencePct,topWeatherConfidenceGate,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,shortAtrState,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,weatherSummary
2026-06-01,3.64,黄偏红,趋势做空,100.0,黄灯,黄灯,64.41,10,335,100.0,样本通过,谨慎观察，不把单一短期偏离当入场理由,高波动扩张,11.9993,67.68,1.3607,84.09,0.3607,振幅已超ATR,短ATR中性,12.1247,11.121,11.825,12.913,0.939,0.8612,70.37,29.63,40.56,中值下侧偏离,-10.2615,-0.953,31.15,57.84,233MA下侧偏离,-6.1102,-0.5424,77.73,65.75,强趋势下行,-15.8051,down,4,放量,2.8144,高波动扩张 / 振幅已超ATR / 短期下侧偏离 / 大周期偏弱
