kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.42,3442,-15.931,-6.3233,30.58,43.29,56.71,0.06,50.35,41.11,58.89,0.091,-0.0117
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,9.72,1121,-3.5581,-1.4089,50.14,45.14,54.86,3.66,47.81,36.66,63.34,0.0523,-0.0825
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,41.96,348,0.0129,0.0052,56.9,29.02,70.98,39.94,57.47,37.93,62.07,0.1862,0
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.62,1902,17.6515,4.4409,75.85,47.69,52.31,0,50.84,43.8,56.2,0.0307,0.0301
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.2,953,4.3075,1.4261,63.22,46.9,53.1,4.62,48.9,42.39,57.61,0.0454,0.0725
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,4.6,3440,-15.9364,-6.3247,30.54,47.7,52.3,0.26,50.73,38.72,61.28,0.0696,-0.0376
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,12.4,1121,-3.5581,-1.4089,50.14,43.8,56.2,9.55,47.9,38.27,61.73,0.1339,-0.2552
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,67.82,348,0.0129,0.0052,56.9,16.09,83.91,45.4,54.31,36.78,63.22,0.4549,0.0441
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.36,1902,17.6515,4.4409,75.85,52.68,47.32,0.21,52.31,46.37,53.63,-0.0711,0.0878
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,8.08,953,4.3075,1.4261,63.22,45.96,54.04,10.7,50.16,44.81,55.19,0.0879,0.2117
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,1.34,3438,-15.9394,-6.3286,30.52,49.33,50.67,0.76,50.99,39.09,60.91,0.0236,-0.0581
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,20.6,1121,-3.5581,-1.4089,50.14,39.7,60.3,13.74,46.39,40.68,59.32,0.2362,-0.4058
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,67.82,348,0.0129,0.0052,56.9,16.09,83.91,51.15,58.05,39.66,60.34,0.6039,0.1581
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,13.24,1902,17.6515,4.4409,75.85,56.62,43.38,0.37,53.15,49.89,50.11,-0.2057,0.1552
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,12.9,953,4.3075,1.4261,63.22,43.55,56.45,17.1,50.47,45.54,54.46,0.1603,0.2601
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,2.54,3433,-15.9567,-6.3363,30.5,51.27,48.73,2.21,50.25,40.34,59.66,-0.0747,-0.0907
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,34.16,1121,-3.5581,-1.4089,50.14,32.92,67.08,21.14,42.19,42.46,57.54,0.554,-0.6872
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,85.06,348,0.0129,0.0052,56.9,7.47,92.53,48.85,51.72,41.38,58.62,0.8952,-0.2253
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,16.62,1902,17.6515,4.4409,75.85,58.31,41.69,1.95,52.73,54,46,-0.3558,0.2504
