kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.84,2126,-18.5457,-6.7475,33.75,41.58,58.42,0.05,46.99,39.37,60.63,0.1124,-0.0173
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,13.9,518,-4.2319,-1.4631,55.74,43.05,56.95,4.44,45.17,40.54,59.46,0.1038,-0.1339
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,47.44,137,0.0277,0.0055,59.92,26.28,73.72,35.77,49.64,44.53,55.47,0.2666,0.0352
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,2.08,672,17.9733,3.8368,79.6,51.04,48.96,0.3,53.27,47.17,52.83,-0.0184,-0.13
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.68,584,6.0887,1.5223,68.38,49.66,50.34,4.28,52.74,42.81,57.19,0.0071,0.1416
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.86,2124,-18.547,-6.7509,33.73,45.57,54.43,0.28,48.26,38.18,61.82,0.118,-0.0443
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,21.62,518,-4.2319,-1.4631,55.74,39.19,60.81,11.2,42.86,41.31,58.69,0.2567,-0.3575
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,76.64,137,0.0277,0.0055,59.92,11.68,88.32,40.88,45.99,39.42,60.58,0.6515,0.0918
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,11.02,672,17.9733,3.8368,79.6,55.51,44.49,0.89,54.91,52.83,47.17,-0.1437,-0.2982
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.48,584,6.0887,1.5223,68.38,47.26,52.74,9.93,50.68,40.41,59.59,0.0631,0.225
