kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,9.76,82,-35.5384,-2.8388,10.18,45.12,54.88,0.0,56.1,23.17,76.83,0.0471,1.1081
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,16.88,77,-16.7712,-1.1406,50.48,41.56,58.44,7.79,53.25,33.77,66.23,0.0398,1.5489
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,72.42,29,-1.0917,-0.0606,66.09,13.79,86.21,17.24,31.03,51.72,48.28,0.2487,-1.7111
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,14.28,7,7.2816,0.5466,98.6,57.14,42.86,42.86,85.71,85.71,14.29,-0.1007,-6.6476
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,60.0,20,14.8521,0.8937,77.33,80.0,20.0,15.0,75.0,75.0,25.0,-0.2445,-4.8211
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,12.5,80,-35.5384,-2.8335,10.72,43.75,56.25,0.0,58.75,20.0,80.0,0.0411,2.9673
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,16.88,77,-16.7712,-1.1406,50.48,41.56,58.44,15.58,46.75,37.66,62.34,0.1938,3.0629
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,58.62,29,-1.0917,-0.0606,66.09,20.69,79.31,37.93,51.72,68.97,31.03,0.5334,-6.0344
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,14.28,7,7.2816,0.5466,98.6,42.86,57.14,100.0,100.0,100.0,0.0,0.3636,-19.2424
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,10.0,20,14.8521,0.8937,77.33,55.0,45.0,25.0,60.0,65.0,35.0,-0.1846,-6.1782
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,17.94,78,-35.9402,-2.8291,10.72,41.03,58.97,3.85,64.1,20.51,79.49,0.1141,7.1971
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,32.46,77,-16.7712,-1.1406,50.48,33.77,66.23,18.18,48.05,33.77,66.23,0.307,2.7112
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,72.42,29,-1.0917,-0.0606,66.09,13.79,86.21,41.38,48.28,86.21,13.79,0.6704,-11.6058
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,14.28,7,7.2816,0.5466,98.6,57.14,42.86,71.43,85.71,100.0,0.0,-0.077,-14.9524
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,50.0,20,14.8521,0.8937,77.33,75.0,25.0,35.0,75.0,80.0,20.0,-0.2111,-10.1557
