kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.0,2405,-18.1163,-6.3727,47.35,42.0,58.0,0.04,49.6,34.68,65.32,0.1064,-0.0526
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,6.18,550,-4.2108,-1.3496,69.26,46.91,53.09,4.36,48.55,35.64,64.36,0.064,-0.0247
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,57.68,189,0.0187,0.0088,73.92,21.16,78.84,38.1,48.15,31.22,68.78,0.2573,0.3432
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,0.52,577,17.0023,3.661,88.91,49.74,50.26,0.35,54.07,45.75,54.25,0.0031,-0.0672
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.18,529,4.2027,1.1688,79.75,49.91,50.09,5.48,50.66,36.48,63.52,0.0019,-0.1764
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,7.86,2405,-18.1163,-6.3727,47.35,46.07,53.93,0.29,49.85,37.92,62.08,0.1208,-0.1236
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,19.7,548,-4.2128,-1.3612,69.25,40.15,59.85,11.31,44.53,37.04,62.96,0.1842,-0.2213
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,73.54,189,0.0187,0.0088,73.92,13.23,86.77,40.21,47.09,33.86,66.14,0.5353,0.3434
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,16.82,577,17.0023,3.661,88.91,58.41,41.59,1.04,57.37,52.34,47.66,-0.1615,-0.2216
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.18,529,4.2027,1.1688,79.75,49.91,50.09,13.42,54.82,37.43,62.57,0.0069,-0.2467
