indicator,indicatorKey,bucket,bucketRange,horizon,occurrences,valueMin,valueMedian,valueMax,avgReturnPct,medianReturnPct,upRatePct,avgAbsReturnPct,avgMaxUpPct,avgMaxDownPct,avgExcursionPct,lastSeen
13/21日ATR比,atr13To21,极低,0-10%,1,15,0.883,0.9004,0.914,0.3035,0.241,60,1.3062,1.4286,-1.1987,2.6273,2026-05-10
13/21日ATR比,atr13To21,偏低,10-30%,1,30,0.9171,0.9338,0.9453,0.1395,-0.0557,46.67,1.6374,1.6639,-1.3389,3.0028,2026-04-12
13/21日ATR比,atr13To21,中性,30-70%,1,58,0.9455,0.9632,0.9816,-0.071,0.023,50,1.6177,1.569,-1.7197,3.2887,2026-02-24
13/21日ATR比,atr13To21,偏高,70-90%,1,30,0.9818,0.9955,1.0353,-0.2208,-0.6462,40,2.0322,1.8567,-2.2274,4.0842,2026-02-15
13/21日ATR比,atr13To21,极高,90-100%,1,15,1.0439,1.0784,1.1348,-0.872,-0.3894,46.67,2.449,2.0314,-3.7751,5.8064,2026-02-05
13/21日ATR比,atr13To21,极低,0-10%,3,15,0.883,0.9004,0.914,0.7248,0.1077,60,2.7547,2.8953,-2.1299,5.0252,2026-05-10
13/21日ATR比,atr13To21,偏低,10-30%,3,30,0.9171,0.9338,0.9453,0.5532,0.4582,50,2.5576,2.8706,-2.2166,5.0872,2026-04-12
13/21日ATR比,atr13To21,中性,30-70%,3,56,0.9455,0.9631,0.9816,-0.6092,-0.6748,39.29,2.6574,2.833,-3.2688,6.1017,2026-02-24
13/21日ATR比,atr13To21,偏高,70-90%,3,30,0.9818,0.9955,1.0353,-0.1065,0.4089,53.33,2.9261,3.2919,-3.7504,7.0422,2026-02-15
13/21日ATR比,atr13To21,极高,90-100%,3,15,1.0439,1.0784,1.1348,-2.7294,-2.0144,33.33,4.7101,2.8283,-7.5458,10.374,2026-02-05
13/21日ATR比,atr13To21,极低,0-10%,5,15,0.883,0.9004,0.914,0.685,0.8928,60,3.2187,3.8224,-2.4286,6.2509,2026-05-10
13/21日ATR比,atr13To21,偏低,10-30%,5,30,0.9171,0.9338,0.9453,0.1585,0.3609,53.33,3.3961,3.503,-3.2036,6.7066,2026-04-12
13/21日ATR比,atr13To21,中性,30-70%,5,54,0.9455,0.9632,0.9816,-0.5107,-1.1061,40.74,3.3741,3.7743,-4.1109,7.8852,2026-02-24
13/21日ATR比,atr13To21,偏高,70-90%,5,30,0.9818,0.9955,1.0353,-0.7791,-0.0361,50,3.4394,4.1848,-5.0244,9.2092,2026-02-15
13/21日ATR比,atr13To21,极高,90-100%,5,15,1.0439,1.0784,1.1348,-3.4856,-2.9211,26.67,4.1353,3.0153,-9.9698,12.9851,2026-02-05
13/21日ATR比,atr13To21,极低,0-10%,10,15,0.883,0.9004,0.914,0.2878,1.0093,60,3.4143,5.2848,-3.7249,9.0097,2026-05-10
13/21日ATR比,atr13To21,偏低,10-30%,10,28,0.9171,0.9338,0.9453,-0.4458,-2.6162,46.43,6.3167,4.9627,-4.7125,9.6751,2026-04-12
13/21日ATR比,atr13To21,中性,30-70%,10,51,0.9455,0.9644,0.9816,-0.6574,0.7171,56.86,6.3401,5.4776,-6.5492,12.0268,2026-02-24
13/21日ATR比,atr13To21,偏高,70-90%,10,30,0.9818,0.9955,1.0353,-1.2517,-0.6253,36.67,4.2638,5.5846,-7.4585,13.0432,2026-02-15
13/21日ATR比,atr13To21,极高,90-100%,10,15,1.0439,1.0784,1.1348,-4.7969,-4.4066,20,5.6431,3.0153,-10.9354,13.9507,2026-02-05
13日剩余动能ATR,remainingMomentumAtr13,极低,0-10%,1,15,-0.693,-0.5744,-0.5029,-0.332,-0.0965,46.67,1.4132,1.2401,-1.6305,2.8706,2026-04-25
13日剩余动能ATR,remainingMomentumAtr13,偏低,10-30%,1,29,-0.4837,-0.3674,-0.2617,0.2025,0.241,55.17,1.5918,1.646,-1.5797,3.2257,2026-05-19
13日剩余动能ATR,remainingMomentumAtr13,中性,30-70%,1,59,-0.2603,-0.0556,0.1341,0.1981,0.1695,54.24,1.8277,1.9288,-1.6463,3.5751,2026-02-28
13日剩余动能ATR,remainingMomentumAtr13,偏高,70-90%,1,30,0.1395,0.256,0.4668,-0.2648,-0.3876,40,1.8288,1.6017,-2.0094,3.6111,2026-05-22
13日剩余动能ATR,remainingMomentumAtr13,极高,90-100%,1,15,0.4809,0.6602,1.2914,-1.3149,-1.1593,26.67,2.0124,1.3554,-3.5772,4.9326,2026-01-28
13日剩余动能ATR,remainingMomentumAtr13,极低,0-10%,3,15,-0.693,-0.5744,-0.5029,0.8157,-0.0192,46.67,2.9467,3.3083,-2.83,6.1383,2026-04-25
13日剩余动能ATR,remainingMomentumAtr13,偏低,10-30%,3,29,-0.4837,-0.3674,-0.2617,-0.0507,0.3488,51.72,3.1237,3.0984,-3.3177,6.4161,2026-05-19
13日剩余动能ATR,remainingMomentumAtr13,中性,30-70%,3,58,-0.2603,-0.0497,0.1341,-0.0538,-0.2069,50,2.6727,2.986,-3.0319,6.018,2026-02-28
13日剩余动能ATR,remainingMomentumAtr13,偏高,70-90%,3,29,0.1395,0.2555,0.4668,-0.7885,-0.4453,41.38,2.5974,2.9719,-3.3945,6.3663,2026-05-22
13日剩余动能ATR,remainingMomentumAtr13,极高,90-100%,3,15,0.4809,0.6602,1.2914,-2.371,-2.6631,26.67,4.0111,2.0349,-6.2825,8.3174,2026-01-28
13日剩余动能ATR,remainingMomentumAtr13,极低,0-10%,5,15,-0.693,-0.5744,-0.5029,0.5215,0.5061,60,3.1666,4.2093,-3.4827,7.692,2026-04-25
13日剩余动能ATR,remainingMomentumAtr13,偏低,10-30%,5,29,-0.4837,-0.3674,-0.2617,-0.2867,-0.2852,41.38,3.1708,3.8511,-4.1681,8.0192,2026-05-19
13日剩余动能ATR,remainingMomentumAtr13,中性,30-70%,5,56,-0.2603,-0.0497,0.1341,0.3442,0.4802,55.36,3.1093,3.9849,-3.7252,7.71,2026-02-28
13日剩余动能ATR,remainingMomentumAtr13,偏高,70-90%,5,29,0.1395,0.2555,0.4668,-1.722,-1.18,34.48,3.9591,3.6337,-5.0578,8.6915,2026-05-22
13日剩余动能ATR,remainingMomentumAtr13,极高,90-100%,5,15,0.4809,0.6602,1.2914,-3.8033,-3.8089,26.67,4.6129,2.2439,-8.427,10.6708,2026-01-28
13日剩余动能ATR,remainingMomentumAtr13,极低,0-10%,10,15,-0.693,-0.5744,-0.5029,2.4337,4.0768,60,5.6053,6.3995,-4.3326,10.7321,2026-04-25
13日剩余动能ATR,remainingMomentumAtr13,偏低,10-30%,10,29,-0.4837,-0.3674,-0.2617,-1.6306,-1.0256,48.28,4.3958,4.7195,-6.0596,10.779,2026-05-19
13日剩余动能ATR,remainingMomentumAtr13,中性,30-70%,10,52,-0.2603,-0.0413,0.1341,-0.1434,-0.2261,46.15,4.7825,5.5221,-5.1856,10.7077,2026-02-28
13日剩余动能ATR,remainingMomentumAtr13,偏高,70-90%,10,28,0.1395,0.2542,0.4534,-2.2372,0.7516,53.57,7.4213,5.3111,-8.0683,13.3794,2026-01-19
13日剩余动能ATR,remainingMomentumAtr13,极高,90-100%,10,15,0.4809,0.6602,1.2914,-4.6877,-3.8124,20,6.3965,2.7761,-11.5558,14.3319,2026-01-28
13日涨跌,d13,极低,0-10%,1,15,-24.8008,-18.775,-13.2553,-1.0417,-0.2123,46.67,2.6187,2.1701,-4.0684,6.2386,2026-01-29
13日涨跌,d13,偏低,10-30%,1,29,-13.0634,-6.3191,-3.8272,0.0072,0.1695,55.17,1.8929,1.7353,-1.7971,3.5324,2026-03-25
13日涨跌,d13,中性,30-70%,1,59,-3.7575,0.1302,3.6247,-0.0039,-0.2512,44.07,1.6027,1.6243,-1.7025,3.3267,2026-05-13
13日涨跌,d13,偏高,70-90%,1,30,3.6486,5.9294,8.2054,0.2639,0.2918,56.67,1.6843,1.7006,-1.3422,3.0428,2026-03-15
13日涨跌,d13,极高,90-100%,1,15,8.4147,9.8974,15.4339,-0.4905,-0.4139,33.33,1.3989,1.2528,-1.8324,3.0852,2026-04-16
13日涨跌,d13,极低,0-10%,3,15,-24.8008,-18.775,-13.2553,-2.1026,-1.6944,33.33,4.0833,2.9671,-7.3765,10.3435,2026-01-29
13日涨跌,d13,偏低,10-30%,3,27,-13.0634,-6.3191,-3.8272,-0.6913,0.3027,55.56,3.3887,3.225,-3.5925,6.8175,2026-03-25
13日涨跌,d13,中性,30-70%,3,59,-3.7575,0.1302,3.6247,0.0026,-0.4453,44.07,2.7152,2.8344,-3.1354,5.9698,2026-05-13
13日涨跌,d13,偏高,70-90%,3,30,3.6486,5.9294,8.2054,-0.0593,-0.1808,46.67,2.3561,2.8907,-2.3728,5.2636,2026-03-15
13日涨跌,d13,极高,90-100%,3,15,8.4147,9.8974,15.4339,0.0695,-0.4287,46.67,2.7785,2.9228,-2.8917,5.8145,2026-04-16
13日涨跌,d13,极低,0-10%,5,15,-24.8008,-18.775,-13.2553,-3.9281,-2.9211,33.33,4.7916,3.1541,-9.8251,12.9791,2026-01-29
13日涨跌,d13,偏低,10-30%,5,26,-13.0634,-6.2891,-3.8272,-0.9755,-0.7787,38.46,4.6947,4.2621,-5.2586,9.5208,2026-03-25
13日涨跌,d13,中性,30-70%,5,58,-3.7575,0.2066,3.6247,-0.2079,-0.2237,46.55,2.8889,3.6539,-3.8887,7.5427,2026-05-13
13日涨跌,d13,偏高,70-90%,5,30,3.6486,5.9294,8.2054,0.0275,-0.3759,46.67,3.3105,3.7601,-3.1313,6.8914,2026-03-15
13日涨跌,d13,极高,90-100%,5,15,8.4147,9.8974,15.4339,0.4876,1.521,66.67,2.4515,3.6102,-3.4146,7.0248,2026-04-16
13日涨跌,d13,极低,0-10%,10,15,-24.8008,-18.775,-13.2553,-5.1609,-4.4066,20,6.007,3.2385,-12.0926,15.3311,2026-01-29
13日涨跌,d13,偏低,10-30%,10,23,-13.0634,-6.3191,-3.8272,-1.6783,1.7238,52.17,8.9481,6.4655,-9.1513,15.6167,2026-03-25
13日涨跌,d13,中性,30-70%,10,56,-3.7575,0.2997,3.6247,-0.526,-0.5856,48.21,5.4393,5.2681,-5.7455,11.0136,2026-05-13
13日涨跌,d13,偏高,70-90%,10,30,3.6486,5.9294,8.2054,-0.7568,-0.451,46.67,3.7986,4.8522,-4.462,9.3142,2026-03-15
13日涨跌,d13,极高,90-100%,10,15,8.4147,9.8974,15.4339,1.1317,0.9865,60,3.3013,4.8327,-4.1429,8.9755,2026-04-16
13日ATR百分位,atr13Percentile,极低,0-10%,1,15,6.3981,10.0772,12.2148,-0.256,-0.594,40,1.667,1.2324,-1.5824,2.8148,2026-01-14
13日ATR百分位,atr13Percentile,偏低,10-30%,1,29,12.5319,15.043,17.5282,-0.0723,0.1495,51.72,1.1854,1.1722,-1.3479,2.5201,2026-01-26
13日ATR百分位,atr13Percentile,中性,30-70%,1,59,17.921,48.313,75.3968,-0.1413,-0.0151,49.15,1.7994,1.7089,-1.8694,3.5783,2026-02-02
13日ATR百分位,atr13Percentile,偏高,70-90%,1,30,77.4439,87.2188,90.4784,0.0969,-0.2038,46.67,2.3189,2.0867,-2.1979,4.2846,2026-02-18
13日ATR百分位,atr13Percentile,极高,90-100%,1,15,92.7716,98.0037,99.6741,-0.2479,-0.2123,46.67,1.6755,2.174,-2.8189,4.9929,2026-02-05
13日ATR百分位,atr13Percentile,极低,0-10%,3,15,6.3981,10.0772,12.2148,-0.8318,-1.1439,26.67,2.7344,2.2239,-3.1772,5.4011,2026-01-14
13日ATR百分位,atr13Percentile,偏低,10-30%,3,28,12.5319,14.994,17.5282,-0.8395,-0.8904,39.29,1.912,1.7396,-2.4983,4.2379,2026-01-26
13日ATR百分位,atr13Percentile,中性,30-70%,3,58,17.921,48.5473,75.3968,-0.2653,-0.437,44.83,3.2131,3.0394,-3.3992,6.4387,2026-02-02
13日ATR百分位,atr13Percentile,偏高,70-90%,3,30,77.4439,87.2188,90.4784,0.3766,0.9123,63.33,3.3562,4.166,-4.2169,8.3829,2026-02-18
13日ATR百分位,atr13Percentile,极高,90-100%,3,15,92.7716,98.0037,99.6741,-0.714,-0.8562,46.67,2.9134,3.0693,-4.3947,7.464,2026-02-05
13日ATR百分位,atr13Percentile,极低,0-10%,5,14,6.3981,9.8463,12.2148,-1.9477,-2.8089,28.57,3.5274,2.4475,-4.0604,6.5079,2026-01-14
13日ATR百分位,atr13Percentile,偏低,10-30%,5,27,12.5319,15.043,17.5282,-1.4298,-1.2485,29.63,2.8644,2.3384,-3.7896,6.128,2026-01-26
13日ATR百分位,atr13Percentile,中性,30-70%,5,58,17.921,48.5473,75.3968,-0.4689,0.7466,55.17,4.0668,3.87,-4.4804,8.3504,2026-02-02
13日ATR百分位,atr13Percentile,偏高,70-90%,5,30,77.4439,87.2188,90.4784,0.8442,0.3516,53.33,3.3548,5.5311,-5.1436,10.6747,2026-02-18
13日ATR百分位,atr13Percentile,极高,90-100%,5,15,92.7716,98.0037,99.6741,-1.3644,-1.4369,40,2.2892,3.2809,-5.4314,8.7123,2026-02-05
13日ATR百分位,atr13Percentile,极低,0-10%,10,12,6.3981,10.0812,12.2148,-5.1788,-4.9036,0,5.1788,2.6231,-6.9489,9.5721,2026-01-14
13日ATR百分位,atr13Percentile,偏低,10-30%,10,24,12.5319,15.1682,17.5282,-3.4235,-3.1874,33.33,5.1064,3.1439,-6.3195,9.4634,2026-01-26
13日ATR百分位,atr13Percentile,中性,30-70%,10,58,17.921,48.5473,75.3968,-0.2793,2.7474,62.07,6.9484,5.5374,-6.7882,12.3256,2026-02-02
13日ATR百分位,atr13Percentile,偏高,70-90%,10,30,77.4439,87.2188,90.4784,1.4787,0.7516,60,4.2847,7.5872,-5.7564,13.3436,2026-02-18
13日ATR百分位,atr13Percentile,极高,90-100%,10,15,92.7716,98.0037,99.6741,-2.3366,-2.4517,20,3.1828,3.6429,-7.2103,10.8532,2026-02-05
13日ATR率,atr13Pct,极低,0-10%,1,15,2.3526,2.4907,2.5389,-0.256,-0.594,40,1.667,1.2324,-1.5824,2.8148,2026-01-14
13日ATR率,atr13Pct,偏低,10-30%,1,29,2.5644,2.6364,2.7268,-0.1212,0.1495,51.72,1.1365,1.1529,-1.355,2.5079,2026-01-03
13日ATR率,atr13Pct,中性,30-70%,1,59,2.7342,3.4739,4.2338,-0.1173,-0.0151,49.15,1.8234,1.7184,-1.8659,3.5843,2026-03-29
13日ATR率,atr13Pct,偏高,70-90%,1,30,4.3155,4.6286,4.8754,0.0969,-0.2038,46.67,2.3189,2.0867,-2.1979,4.2846,2026-02-18
13日ATR率,atr13Pct,极高,90-100%,1,15,5.0333,5.7328,6.159,-0.2479,-0.2123,46.67,1.6755,2.174,-2.8189,4.9929,2026-02-05
13日ATR率,atr13Pct,极低,0-10%,3,15,2.3526,2.4907,2.5389,-0.8318,-1.1439,26.67,2.7344,2.2239,-3.1772,5.4011,2026-01-14
13日ATR率,atr13Pct,偏低,10-30%,3,28,2.5644,2.6361,2.7268,-0.9438,-1.1234,39.29,2.0163,1.7364,-2.6129,4.3493,2026-01-03
13日ATR率,atr13Pct,中性,30-70%,3,58,2.7342,3.4814,4.2338,-0.215,-0.4225,44.83,3.1627,3.041,-3.3439,6.3849,2026-03-29
13日ATR率,atr13Pct,偏高,70-90%,3,30,4.3155,4.6286,4.8754,0.3766,0.9123,63.33,3.3562,4.166,-4.2169,8.3829,2026-02-18
13日ATR率,atr13Pct,极高,90-100%,3,15,5.0333,5.7328,6.159,-0.714,-0.8562,46.67,2.9134,3.0693,-4.3947,7.464,2026-02-05
13日ATR率,atr13Pct,极低,0-10%,5,14,2.3526,2.4887,2.5389,-1.9477,-2.8089,28.57,3.5274,2.4475,-4.0604,6.5079,2026-01-14
13日ATR率,atr13Pct,偏低,10-30%,5,27,2.5644,2.6364,2.7268,-1.7207,-1.5879,25.93,3.1096,2.3351,-4.0379,6.3731,2026-01-03
13日ATR率,atr13Pct,中性,30-70%,5,58,2.7342,3.4814,4.2338,-0.3334,0.7466,56.9,3.9527,3.8715,-4.3648,8.2363,2026-03-29
13日ATR率,atr13Pct,偏高,70-90%,5,30,4.3155,4.6286,4.8754,0.8442,0.3516,53.33,3.3548,5.5311,-5.1436,10.6747,2026-02-18
13日ATR率,atr13Pct,极高,90-100%,5,15,5.0333,5.7328,6.159,-1.3644,-1.4369,40,2.2892,3.2809,-5.4314,8.7123,2026-02-05
13日ATR率,atr13Pct,极低,0-10%,10,12,2.3526,2.4975,2.5389,-5.1788,-4.9036,0,5.1788,2.6231,-6.9489,9.5721,2026-01-14
13日ATR率,atr13Pct,偏低,10-30%,10,24,2.5644,2.6451,2.7268,-4.4468,-3.5216,29.17,5.9994,3.1402,-7.2491,10.3893,2026-01-03
13日ATR率,atr13Pct,中性,30-70%,10,58,2.7342,3.4814,4.2338,0.1441,2.7474,63.79,6.5789,5.5389,-6.4035,11.9424,2026-03-29
13日ATR率,atr13Pct,偏高,70-90%,10,30,4.3155,4.6286,4.8754,1.4787,0.7516,60,4.2847,7.5872,-5.7564,13.3436,2026-02-18
13日ATR率,atr13Pct,极高,90-100%,10,15,5.0333,5.7328,6.159,-2.3366,-2.4517,20,3.1828,3.6429,-7.2103,10.8532,2026-02-05
21日剩余动能ATR,remainingMomentumAtr21,极低,0-10%,1,15,-0.7221,-0.5901,-0.5326,-0.4965,-0.0965,46.67,1.2486,1.0448,-1.7045,2.7493,2026-05-09
21日剩余动能ATR,remainingMomentumAtr21,偏低,10-30%,1,29,-0.5317,-0.3791,-0.2969,0.5629,0.4571,58.62,1.5992,1.8484,-1.3306,3.179,2026-02-11
21日剩余动能ATR,remainingMomentumAtr21,中性,30-70%,1,59,-0.2849,-0.0968,0.1178,-0.1119,-0.2123,47.46,1.8036,1.7328,-1.7828,3.5157,2026-03-29
21日剩余动能ATR,remainingMomentumAtr21,偏高,70-90%,1,30,0.1191,0.2099,0.4482,0.0232,0.023,50,2.0068,1.8829,-1.9841,3.867,2026-01-18
21日剩余动能ATR,remainingMomentumAtr21,极高,90-100%,1,15,0.4539,0.6642,1.5274,-1.2037,-1.1382,26.67,1.9012,1.3678,-3.4983,4.866,2026-02-05
21日剩余动能ATR,remainingMomentumAtr21,极低,0-10%,3,15,-0.7221,-0.5901,-0.5326,0.6061,-0.2459,46.67,3.1564,2.9745,-2.9843,5.9588,2026-05-09
21日剩余动能ATR,remainingMomentumAtr21,偏低,10-30%,3,29,-0.5317,-0.3791,-0.2969,0.4779,0.3488,55.17,2.5953,3.4022,-2.453,5.8551,2026-02-11
21日剩余动能ATR,remainingMomentumAtr21,中性,30-70%,3,58,-0.2849,-0.0965,0.1178,-0.5304,-0.5894,43.1,2.6361,2.6397,-3.4281,6.0678,2026-03-29
21日剩余动能ATR,remainingMomentumAtr21,偏高,70-90%,3,29,0.1191,0.2056,0.4482,0.0905,0.1839,51.72,2.7448,3.5271,-3.0716,6.5987,2026-01-18
21日剩余动能ATR,remainingMomentumAtr21,极高,90-100%,3,15,0.4539,0.6642,1.5274,-3.0398,-2.6631,26.67,4.6799,2.0473,-6.8923,8.9396,2026-02-05
21日剩余动能ATR,remainingMomentumAtr21,极低,0-10%,5,15,-0.7221,-0.5901,-0.5326,0.4868,0.5061,60,3.2013,3.8756,-3.4595,7.3351,2026-05-09
21日剩余动能ATR,remainingMomentumAtr21,偏低,10-30%,5,29,-0.5317,-0.3791,-0.2969,0.0321,-0.2477,41.38,2.8521,4.1549,-3.4534,7.6083,2026-02-11
21日剩余动能ATR,remainingMomentumAtr21,中性,30-70%,5,56,-0.2849,-0.0965,0.1178,0.1359,0.4105,55.36,3.2109,3.6109,-4.0672,7.6781,2026-03-29
21日剩余动能ATR,remainingMomentumAtr21,偏高,70-90%,5,29,0.1191,0.2056,0.4482,-1.337,-1.2663,34.48,3.78,4.2183,-4.513,8.7312,2026-01-18
21日剩余动能ATR,remainingMomentumAtr21,极高,90-100%,5,15,0.4539,0.6642,1.5274,-4.3515,-3.8089,26.67,5.1611,2.2562,-9.6085,11.8647,2026-02-05
21日剩余动能ATR,remainingMomentumAtr21,极低,0-10%,10,15,-0.7221,-0.5901,-0.5326,2.1709,4.0768,60,5.8681,6.0657,-4.385,10.4507,2026-05-09
21日剩余动能ATR,remainingMomentumAtr21,偏低,10-30%,10,29,-0.5317,-0.3791,-0.2969,-0.8737,0.0291,51.72,4.0469,5.1094,-5.3059,10.4152,2026-02-11
21日剩余动能ATR,remainingMomentumAtr21,中性,30-70%,10,52,-0.2849,-0.0945,0.1178,-0.365,-0.2261,46.15,4.9555,5.2865,-5.5176,10.8041,2026-03-29
21日剩余动能ATR,remainingMomentumAtr21,偏高,70-90%,10,28,0.1191,0.2027,0.4482,-2.2504,-0.826,50,7.1019,5.517,-7.6815,13.1985,2026-01-18
21日剩余动能ATR,remainingMomentumAtr21,极高,90-100%,10,15,0.4539,0.6642,1.5274,-5.0958,-3.8124,20,6.8045,2.7885,-12.5317,15.3201,2026-02-05
21日涨跌,d21,极低,0-10%,1,15,-30.2279,-24.3469,-21.8348,-0.6885,-0.2123,46.67,2.1161,2.1228,-3.286,5.4088,2026-02-13
21日涨跌,d21,偏低,10-30%,1,29,-21.8261,-7.7901,-3.78,0.1629,0.1695,51.72,2.1782,2.0488,-2.0583,4.1071,2026-05-22
21日涨跌,d21,中性,30-70%,1,59,-3.6707,1.1014,5.7094,0.1458,0.1495,52.54,1.6088,1.6796,-1.6064,3.2859,2026-03-19
21日涨跌,d21,偏高,70-90%,1,30,5.7313,7.6494,10.9535,-0.5401,-0.7131,43.33,1.7268,1.2164,-1.8044,3.0209,2026-05-02
21日涨跌,d21,极高,90-100%,1,15,11.1254,13.9948,17.6251,-0.1252,-0.1807,33.33,1.2404,1.4449,-1.5633,3.0082,2026-04-16
21日涨跌,d21,极低,0-10%,3,15,-30.2279,-24.3469,-21.8348,-0.662,-0.8562,46.67,2.8615,3.018,-5.1312,8.1493,2026-02-13
21日涨跌,d21,偏低,10-30%,3,27,-21.8261,-7.7686,-3.78,-1.1552,-0.4311,48.15,4.5225,3.5619,-5.1716,8.7334,2026-05-22
21日涨跌,d21,中性,30-70%,3,59,-3.6707,1.1014,5.7094,0.347,0.1077,52.54,2.4647,3.1599,-2.6436,5.8035,2026-03-19
21日涨跌,d21,偏高,70-90%,3,30,5.7313,7.6494,10.9535,-0.673,-0.7582,40,2.5583,2.1507,-3.0443,5.195,2026-05-02
21日涨跌,d21,极高,90-100%,3,15,11.1254,13.9948,17.6251,-0.6632,-1.2159,26.67,2.5401,2.4654,-2.8861,5.3516,2026-04-16
21日涨跌,d21,极低,0-10%,5,15,-30.2279,-24.3469,-21.8348,-1.3659,-1.4369,40,2.2907,3.2297,-6.0007,9.2304,2026-02-13
21日涨跌,d21,偏低,10-30%,5,25,-21.8261,-7.7686,-3.78,-1.9111,-1.2663,44,6.1029,4.8768,-7.6644,12.5412,2026-05-22
21日涨跌,d21,中性,30-70%,5,59,-3.6707,1.1014,5.7094,0.1542,-0.2064,47.46,3.0718,4.0626,-3.4977,7.5602,2026-03-19
21日涨跌,d21,偏高,70-90%,5,30,5.7313,7.6494,10.9535,-0.739,-0.3759,43.33,2.9292,2.7861,-3.8083,6.5943,2026-05-02
21日涨跌,d21,极高,90-100%,5,15,11.1254,13.9948,17.6251,-0.4577,0.5061,53.33,2.7687,2.8914,-3.505,6.3964,2026-04-16
21日涨跌,d21,极低,0-10%,10,15,-30.2279,-24.3469,-21.8348,-2.4736,-2.4517,20,3.3198,3.5916,-7.7796,11.3712,2026-02-13
21日涨跌,d21,偏低,10-30%,10,24,-21.8261,-8.4261,-4.5301,-1.1162,3.662,62.5,10.1024,7.3643,-10.9586,18.3229,2026-04-05
21日涨跌,d21,中性,30-70%,10,55,-3.6707,1.4235,5.7094,-0.4912,0.0291,50.91,5.3151,5.6921,-5.5457,11.2378,2026-03-19
21日涨跌,d21,偏高,70-90%,10,30,5.7313,7.6494,10.9535,-1.9486,-2.637,33.33,4.2844,3.6544,-5.2674,8.9218,2026-05-02
21日涨跌,d21,极高,90-100%,10,15,11.1254,13.9948,17.6251,-0.122,0.3841,60,3.3913,3.8028,-4.4588,8.2616,2026-04-16
21日ATR百分位,atr21Percentile,极低,0-10%,1,15,12.0155,13.3821,16.0134,-0.7816,-1.3741,26.67,1.4987,0.9882,-1.7142,2.7023,2026-01-16
21日ATR百分位,atr21Percentile,偏低,10-30%,1,29,16.1942,20.1056,24.2411,-0.116,0.1695,55.17,1.3858,1.2286,-1.505,2.7337,2026-05-03
21日ATR百分位,atr21Percentile,中性,30-70%,1,59,24.591,54.4053,79.7554,-0.1732,-0.0151,49.15,1.8457,1.6634,-1.9205,3.584,2026-03-15
21日ATR百分位,atr21Percentile,偏高,70-90%,1,30,80.6437,89.5866,93.9352,0.5214,0.4042,53.33,2.1731,2.1933,-2.221,4.4143,2026-02-19
21日ATR百分位,atr21Percentile,极高,90-100%,1,15,94.5161,96.9739,99.0205,-0.3613,-0.2123,40,1.5657,2.2749,-2.1361,4.411,2026-02-11
21日ATR百分位,atr21Percentile,极低,0-10%,3,15,12.0155,13.3821,16.0134,-2.2076,-1.8691,13.33,2.5263,1.3061,-3.8494,5.1554,2026-01-16
21日ATR百分位,atr21Percentile,偏低,10-30%,3,27,16.1942,20.1056,24.2411,-0.7625,-1.2159,33.33,2.4777,2.1466,-2.7596,4.9062,2026-05-03
21日ATR百分位,atr21Percentile,中性,30-70%,3,59,24.591,54.4053,79.7554,-0.2984,0.0025,50.85,3.3229,2.9262,-3.6151,6.5413,2026-03-15
21日ATR百分位,atr21Percentile,偏高,70-90%,3,30,80.6437,89.5866,93.9352,1.3508,1.3901,66.67,2.7473,4.513,-3.3467,7.8597,2026-02-19
21日ATR百分位,atr21Percentile,极高,90-100%,3,15,94.5161,96.9739,99.0205,-1.3335,-1.663,40,2.8022,2.9193,-4.0835,7.0028,2026-02-11
21日ATR百分位,atr21Percentile,极低,0-10%,5,13,12.0155,13.3821,16.0134,-3.0087,-3.0661,15.38,3.1866,1.4965,-4.7959,6.2923,2026-01-16
21日ATR百分位,atr21Percentile,偏低,10-30%,5,27,16.1942,20.1056,24.2411,-2.5784,-2.1394,22.22,3.553,2.3187,-4.5913,6.9101,2026-05-03
21日ATR百分位,atr21Percentile,中性,30-70%,5,59,24.591,54.4053,79.7554,-0.0028,0.8928,61.02,4.086,3.9262,-4.5625,8.4886,2026-03-15
21日ATR百分位,atr21Percentile,偏高,70-90%,5,30,80.6437,89.5866,93.9352,1.3756,0.3516,53.33,2.8308,5.9065,-4.0835,9.9901,2026-02-19
21日ATR百分位,atr21Percentile,极高,90-100%,5,15,94.5161,96.9739,99.0205,-1.3719,-1.4369,40,2.2816,3.0741,-5.1201,8.1942,2026-02-11
21日ATR百分位,atr21Percentile,极低,0-10%,10,9,12.0155,13.3821,16.0134,-5.6241,-4.9531,0,5.6241,1.4035,-7.2349,8.6383,2026-01-16
21日ATR百分位,atr21Percentile,偏低,10-30%,10,26,16.1942,20.3706,24.2411,-6.894,-4.3993,11.54,7.1084,2.4876,-9.4641,11.9517,2026-05-03
21日ATR百分位,atr21Percentile,中性,30-70%,10,59,24.591,54.4053,79.7554,0.727,3.4361,67.8,6.1933,5.718,-5.9667,11.6847,2026-03-15
21日ATR百分位,atr21Percentile,偏高,70-90%,10,30,80.6437,89.5866,93.9352,2.4161,1.7365,63.33,3.9023,7.9432,-4.7639,12.7071,2026-02-19
21日ATR百分位,atr21Percentile,极高,90-100%,10,15,94.5161,96.9739,99.0205,-2.4474,-2.4517,20,3.072,3.8258,-6.8991,10.7249,2026-02-11
