indicator,indicatorKey,bucket,bucketRange,horizon,occurrences,valueMin,valueMedian,valueMax,avgReturnPct,medianReturnPct,upRatePct,avgAbsReturnPct,avgMaxUpPct,avgMaxDownPct,avgExcursionPct,lastSeen
剩余动能ATR,remainingMomentumAtr,极高,90-100%,10,15,0.4767,0.6549,1.3033,-4.6877,-3.8124,20,6.3965,2.7761,-11.5558,14.3319,2026-01-28
振幅/13日ATR,volatilityMultiple13,极低,0-10%,1,15,0.307,0.4256,0.4971,-0.332,-0.0965,46.67,1.4132,1.2401,-1.6305,2.8706,2026-04-25
振幅/13日ATR,volatilityMultiple13,偏低,10-30%,1,29,0.5163,0.6326,0.7383,0.2025,0.241,55.17,1.5918,1.646,-1.5797,3.2257,2026-05-19
振幅/13日ATR,volatilityMultiple13,中性,30-70%,1,59,0.7397,0.9444,1.1341,0.1981,0.1695,54.24,1.8277,1.9288,-1.6463,3.5751,2026-02-28
振幅/13日ATR,volatilityMultiple13,偏高,70-90%,1,30,1.1395,1.256,1.4668,-0.2648,-0.3876,40,1.8288,1.6017,-2.0094,3.6111,2026-05-22
振幅/13日ATR,volatilityMultiple13,极高,90-100%,1,15,1.4809,1.6602,2.2914,-1.3149,-1.1593,26.67,2.0124,1.3554,-3.5772,4.9326,2026-01-28
振幅/13日ATR,volatilityMultiple13,极低,0-10%,3,15,0.307,0.4256,0.4971,0.8157,-0.0192,46.67,2.9467,3.3083,-2.83,6.1383,2026-04-25
振幅/13日ATR,volatilityMultiple13,偏低,10-30%,3,29,0.5163,0.6326,0.7383,-0.0507,0.3488,51.72,3.1237,3.0984,-3.3177,6.4161,2026-05-19
振幅/13日ATR,volatilityMultiple13,中性,30-70%,3,58,0.7397,0.9503,1.1341,-0.0538,-0.2069,50,2.6727,2.986,-3.0319,6.018,2026-02-28
振幅/13日ATR,volatilityMultiple13,偏高,70-90%,3,29,1.1395,1.2555,1.4668,-0.7885,-0.4453,41.38,2.5974,2.9719,-3.3945,6.3663,2026-05-22
振幅/13日ATR,volatilityMultiple13,极高,90-100%,3,15,1.4809,1.6602,2.2914,-2.371,-2.6631,26.67,4.0111,2.0349,-6.2825,8.3174,2026-01-28
振幅/13日ATR,volatilityMultiple13,极低,0-10%,5,15,0.307,0.4256,0.4971,0.5215,0.5061,60,3.1666,4.2093,-3.4827,7.692,2026-04-25
振幅/13日ATR,volatilityMultiple13,偏低,10-30%,5,29,0.5163,0.6326,0.7383,-0.2867,-0.2852,41.38,3.1708,3.8511,-4.1681,8.0192,2026-05-19
振幅/13日ATR,volatilityMultiple13,中性,30-70%,5,56,0.7397,0.9503,1.1341,0.3442,0.4802,55.36,3.1093,3.9849,-3.7252,7.71,2026-02-28
振幅/13日ATR,volatilityMultiple13,偏高,70-90%,5,29,1.1395,1.2555,1.4668,-1.722,-1.18,34.48,3.9591,3.6337,-5.0578,8.6915,2026-05-22
振幅/13日ATR,volatilityMultiple13,极高,90-100%,5,15,1.4809,1.6602,2.2914,-3.8033,-3.8089,26.67,4.6129,2.2439,-8.427,10.6708,2026-01-28
振幅/13日ATR,volatilityMultiple13,极低,0-10%,10,15,0.307,0.4256,0.4971,2.4337,4.0768,60,5.6053,6.3995,-4.3326,10.7321,2026-04-25
振幅/13日ATR,volatilityMultiple13,偏低,10-30%,10,29,0.5163,0.6326,0.7383,-1.6306,-1.0256,48.28,4.3958,4.7195,-6.0596,10.779,2026-05-19
振幅/13日ATR,volatilityMultiple13,中性,30-70%,10,52,0.7397,0.9587,1.1341,-0.1434,-0.2261,46.15,4.7825,5.5221,-5.1856,10.7077,2026-02-28
振幅/13日ATR,volatilityMultiple13,偏高,70-90%,10,28,1.1395,1.2542,1.4534,-2.2372,0.7516,53.57,7.4213,5.3111,-8.0683,13.3794,2026-01-19
振幅/13日ATR,volatilityMultiple13,极高,90-100%,10,15,1.4809,1.6602,2.2914,-4.6877,-3.8124,20,6.3965,2.7761,-11.5558,14.3319,2026-01-28
振幅/13日ATR百分位,volatilityMultiple13Percentile,极低,0-10%,1,15,1.4692,6.1691,11.1448,-0.332,-0.0965,46.67,1.4132,1.2401,-1.6305,2.8706,2026-04-25
振幅/13日ATR百分位,volatilityMultiple13Percentile,偏低,10-30%,1,29,12.477,22.1251,32.9227,0.2025,0.241,55.17,1.5918,1.646,-1.5797,3.2257,2026-05-19
振幅/13日ATR百分位,volatilityMultiple13Percentile,中性,30-70%,1,59,33.039,55.5927,70.237,0.1981,0.1695,54.24,1.8277,1.9288,-1.6463,3.5751,2026-02-28
振幅/13日ATR百分位,volatilityMultiple13Percentile,偏高,70-90%,1,30,70.8441,77.5393,85.8898,-0.2648,-0.3876,40,1.8288,1.6017,-2.0094,3.6111,2026-05-22
振幅/13日ATR百分位,volatilityMultiple13Percentile,极高,90-100%,1,15,86.2824,91.0167,97.4203,-1.3149,-1.1593,26.67,2.0124,1.3554,-3.5772,4.9326,2026-01-28
振幅/13日ATR百分位,volatilityMultiple13Percentile,极低,0-10%,3,15,1.4692,6.1691,11.1448,0.8157,-0.0192,46.67,2.9467,3.3083,-2.83,6.1383,2026-04-25
振幅/13日ATR百分位,volatilityMultiple13Percentile,偏低,10-30%,3,29,12.477,22.1251,32.9227,-0.0507,0.3488,51.72,3.1237,3.0984,-3.3177,6.4161,2026-05-19
振幅/13日ATR百分位,volatilityMultiple13Percentile,中性,30-70%,3,58,33.039,55.7159,70.237,-0.0538,-0.2069,50,2.6727,2.986,-3.0319,6.018,2026-02-28
振幅/13日ATR百分位,volatilityMultiple13Percentile,偏高,70-90%,3,29,70.8441,77.4788,85.8898,-0.7885,-0.4453,41.38,2.5974,2.9719,-3.3945,6.3663,2026-05-22
振幅/13日ATR百分位,volatilityMultiple13Percentile,极高,90-100%,3,15,86.2824,91.0167,97.4203,-2.371,-2.6631,26.67,4.0111,2.0349,-6.2825,8.3174,2026-01-28
振幅/13日ATR百分位,volatilityMultiple13Percentile,极低,0-10%,5,15,1.4692,6.1691,11.1448,0.5215,0.5061,60,3.1666,4.2093,-3.4827,7.692,2026-04-25
振幅/13日ATR百分位,volatilityMultiple13Percentile,偏低,10-30%,5,29,12.477,22.1251,32.9227,-0.2867,-0.2852,41.38,3.1708,3.8511,-4.1681,8.0192,2026-05-19
振幅/13日ATR百分位,volatilityMultiple13Percentile,中性,30-70%,5,56,33.039,55.7159,70.237,0.3442,0.4802,55.36,3.1093,3.9849,-3.7252,7.71,2026-02-28
振幅/13日ATR百分位,volatilityMultiple13Percentile,偏高,70-90%,5,29,70.8441,77.4788,85.8898,-1.722,-1.18,34.48,3.9591,3.6337,-5.0578,8.6915,2026-05-22
振幅/13日ATR百分位,volatilityMultiple13Percentile,极高,90-100%,5,15,86.2824,91.0167,97.4203,-3.8033,-3.8089,26.67,4.6129,2.2439,-8.427,10.6708,2026-01-28
振幅/13日ATR百分位,volatilityMultiple13Percentile,极低,0-10%,10,15,1.4692,6.1691,11.1448,2.4337,4.0768,60,5.6053,6.3995,-4.3326,10.7321,2026-04-25
振幅/13日ATR百分位,volatilityMultiple13Percentile,偏低,10-30%,10,29,12.477,22.1251,32.9227,-1.6306,-1.0256,48.28,4.3958,4.7195,-6.0596,10.779,2026-05-19
振幅/13日ATR百分位,volatilityMultiple13Percentile,中性,30-70%,10,52,33.039,55.9295,70.237,-0.1434,-0.2261,46.15,4.7825,5.5221,-5.1856,10.7077,2026-02-28
振幅/13日ATR百分位,volatilityMultiple13Percentile,偏高,70-90%,10,28,70.8441,77.2801,85.0993,-2.2372,0.7516,53.57,7.4213,5.3111,-8.0683,13.3794,2026-01-19
振幅/13日ATR百分位,volatilityMultiple13Percentile,极高,90-100%,10,15,86.2824,91.0167,97.4203,-4.6877,-3.8124,20,6.3965,2.7761,-11.5558,14.3319,2026-01-28
振幅/21日ATR,volatilityMultiple21,极低,0-10%,1,15,0.2779,0.4099,0.4674,-0.4965,-0.0965,46.67,1.2486,1.0448,-1.7045,2.7493,2026-05-09
振幅/21日ATR,volatilityMultiple21,偏低,10-30%,1,29,0.4683,0.6209,0.7031,0.5629,0.4571,58.62,1.5992,1.8484,-1.3306,3.179,2026-02-11
振幅/21日ATR,volatilityMultiple21,中性,30-70%,1,59,0.7151,0.9032,1.1178,-0.1119,-0.2123,47.46,1.8036,1.7328,-1.7828,3.5157,2026-03-29
振幅/21日ATR,volatilityMultiple21,偏高,70-90%,1,30,1.1191,1.2098,1.4482,0.0232,0.023,50,2.0068,1.8829,-1.9841,3.867,2026-01-18
振幅/21日ATR,volatilityMultiple21,极高,90-100%,1,15,1.4539,1.6642,2.5274,-1.2037,-1.1382,26.67,1.9012,1.3678,-3.4983,4.866,2026-02-05
振幅/21日ATR,volatilityMultiple21,极低,0-10%,3,15,0.2779,0.4099,0.4674,0.6061,-0.2459,46.67,3.1564,2.9745,-2.9843,5.9588,2026-05-09
振幅/21日ATR,volatilityMultiple21,偏低,10-30%,3,29,0.4683,0.6209,0.7031,0.4779,0.3488,55.17,2.5953,3.4022,-2.453,5.8551,2026-02-11
振幅/21日ATR,volatilityMultiple21,中性,30-70%,3,58,0.7151,0.9034,1.1178,-0.5304,-0.5894,43.1,2.6361,2.6397,-3.4281,6.0678,2026-03-29
振幅/21日ATR,volatilityMultiple21,偏高,70-90%,3,29,1.1191,1.2056,1.4482,0.0905,0.1839,51.72,2.7448,3.5271,-3.0716,6.5987,2026-01-18
振幅/21日ATR,volatilityMultiple21,极高,90-100%,3,15,1.4539,1.6642,2.5274,-3.0398,-2.6631,26.67,4.6799,2.0473,-6.8923,8.9396,2026-02-05
振幅/21日ATR,volatilityMultiple21,极低,0-10%,5,15,0.2779,0.4099,0.4674,0.4868,0.5061,60,3.2013,3.8756,-3.4595,7.3351,2026-05-09
振幅/21日ATR,volatilityMultiple21,偏低,10-30%,5,29,0.4683,0.6209,0.7031,0.0321,-0.2477,41.38,2.8521,4.1549,-3.4534,7.6083,2026-02-11
振幅/21日ATR,volatilityMultiple21,中性,30-70%,5,56,0.7151,0.9034,1.1178,0.1359,0.4105,55.36,3.2109,3.6109,-4.0672,7.6781,2026-03-29
振幅/21日ATR,volatilityMultiple21,偏高,70-90%,5,29,1.1191,1.2056,1.4482,-1.337,-1.2663,34.48,3.78,4.2183,-4.513,8.7312,2026-01-18
振幅/21日ATR,volatilityMultiple21,极高,90-100%,5,15,1.4539,1.6642,2.5274,-4.3515,-3.8089,26.67,5.1611,2.2562,-9.6085,11.8647,2026-02-05
振幅/21日ATR,volatilityMultiple21,极低,0-10%,10,15,0.2779,0.4099,0.4674,2.1709,4.0768,60,5.8681,6.0657,-4.385,10.4507,2026-05-09
振幅/21日ATR,volatilityMultiple21,偏低,10-30%,10,29,0.4683,0.6209,0.7031,-0.8737,0.0291,51.72,4.0469,5.1094,-5.3059,10.4152,2026-02-11
振幅/21日ATR,volatilityMultiple21,中性,30-70%,10,52,0.7151,0.9054,1.1178,-0.365,-0.2261,46.15,4.9555,5.2865,-5.5176,10.8041,2026-03-29
振幅/21日ATR,volatilityMultiple21,偏高,70-90%,10,28,1.1191,1.2027,1.4482,-2.2504,-0.826,50,7.1019,5.517,-7.6815,13.1985,2026-01-18
振幅/21日ATR,volatilityMultiple21,极高,90-100%,10,15,1.4539,1.6642,2.5274,-5.0958,-3.8124,20,6.8045,2.7885,-12.5317,15.3201,2026-02-05
振幅/21日ATR百分位,volatilityMultiple21Percentile,极低,0-10%,1,15,1.0029,5.7078,9.7461,-0.332,-0.0965,46.67,1.4132,1.2401,-1.6305,2.8706,2026-03-14
振幅/21日ATR百分位,volatilityMultiple21Percentile,偏低,10-30%,1,29,9.9655,21.4976,29.9613,0.4778,0.4335,58.62,1.5141,1.7474,-1.3689,3.1163,2026-01-03
振幅/21日ATR百分位,volatilityMultiple21Percentile,中性,30-70%,1,59,30.7659,50.392,67.0799,-0.0319,-0.1761,49.15,1.8387,1.7834,-1.7872,3.5706,2026-02-28
振幅/21日ATR百分位,volatilityMultiple21Percentile,偏高,70-90%,1,30,67.1288,74.4536,83.9218,-0.1342,-0.021,46.67,1.9377,1.7836,-1.9755,3.7591,2026-01-18
振幅/21日ATR百分位,volatilityMultiple21Percentile,极高,90-100%,1,15,84.1134,90.1322,98.0769,-1.2037,-1.1382,26.67,1.9012,1.3678,-3.4983,4.866,2026-02-05
振幅/21日ATR百分位,volatilityMultiple21Percentile,极低,0-10%,3,15,1.0029,5.7078,9.7461,0.8157,-0.0192,46.67,2.9467,3.3083,-2.83,6.1383,2026-03-14
振幅/21日ATR百分位,volatilityMultiple21Percentile,偏低,10-30%,3,29,9.9655,21.4976,29.9613,0.3694,0.3488,55.17,2.7037,3.2295,-2.5328,5.7623,2026-01-03
振幅/21日ATR百分位,volatilityMultiple21Percentile,中性,30-70%,3,58,30.7659,50.4416,67.0799,-0.3416,-0.4225,44.83,2.7848,2.7673,-3.4251,6.1924,2026-02-28
振幅/21日ATR百分位,volatilityMultiple21Percentile,偏高,70-90%,3,29,67.1288,74.264,83.9218,-0.287,-0.4453,48.28,2.4472,3.2718,-3.0777,6.3495,2026-01-18
振幅/21日ATR百分位,volatilityMultiple21Percentile,极高,90-100%,3,15,84.1134,90.1322,98.0769,-3.0398,-2.6631,26.67,4.6799,2.0473,-6.8923,8.9396,2026-02-05
振幅/21日ATR百分位,volatilityMultiple21Percentile,极低,0-10%,5,15,1.0029,5.7078,9.7461,0.5215,0.5061,60,3.1666,4.2093,-3.4827,7.692,2026-03-14
振幅/21日ATR百分位,volatilityMultiple21Percentile,偏低,10-30%,5,29,9.9655,21.4976,29.9613,0.0141,-0.2477,41.38,2.87,3.9822,-3.4414,7.4237,2026-01-03
振幅/21日ATR百分位,volatilityMultiple21Percentile,中性,30-70%,5,56,30.7659,50.4416,67.0799,0.1864,0.4802,57.14,3.248,3.7585,-4.064,7.8225,2026-02-28
振幅/21日ATR百分位,volatilityMultiple21Percentile,偏高,70-90%,5,29,67.1288,74.264,83.9218,-1.4347,-1.2663,31.03,3.7084,3.9332,-4.5191,8.4523,2026-01-18
振幅/21日ATR百分位,volatilityMultiple21Percentile,极高,90-100%,5,15,84.1134,90.1322,98.0769,-4.3515,-3.8089,26.67,5.1611,2.2562,-9.6085,11.8647,2026-02-05
振幅/21日ATR百分位,volatilityMultiple21Percentile,极低,0-10%,10,15,1.0029,5.7078,9.7461,2.4337,4.0768,60,5.6053,6.3995,-4.3326,10.7321,2026-03-14
振幅/21日ATR百分位,volatilityMultiple21Percentile,偏低,10-30%,10,29,9.9655,21.4976,29.9613,-1.0096,0.0291,51.72,4.1829,4.9368,-5.3329,10.2697,2026-01-03
振幅/21日ATR百分位,volatilityMultiple21Percentile,中性,30-70%,10,52,30.7659,50.5349,67.0799,-0.3958,-0.2261,46.15,4.9247,5.3441,-5.5142,10.8583,2026-02-28
振幅/21日ATR百分位,volatilityMultiple21Percentile,偏高,70-90%,10,28,67.1288,74.1192,83.9218,-2.1931,-0.826,50,7.1592,5.4099,-7.6878,13.0977,2026-01-18
振幅/21日ATR百分位,volatilityMultiple21Percentile,极高,90-100%,10,15,84.1134,90.1322,98.0769,-5.0958,-3.8124,20,6.8045,2.7885,-12.5317,15.3201,2026-02-05
振幅/3日ATR,volatilityMultiple3,极低,0-10%,1,15,0.4076,0.5019,0.6091,-0.6989,-0.1807,40,1.446,0.9287,-2.0489,2.9776,2026-02-07
振幅/3日ATR,volatilityMultiple3,偏低,10-30%,1,29,0.6107,0.7138,0.7997,0.1876,0.4335,58.62,1.8285,1.8618,-1.6757,3.5375,2026-04-20
振幅/3日ATR,volatilityMultiple3,中性,30-70%,1,59,0.8014,0.9806,1.1448,0.0194,-0.2123,47.46,1.7213,1.7291,-1.7266,3.4556,2026-01-29
振幅/3日ATR,volatilityMultiple3,偏高,70-90%,1,30,1.1492,1.2555,1.3498,0.0329,0.1053,53.33,2.0751,1.9665,-1.9051,3.8716,2026-05-10
振幅/3日ATR,volatilityMultiple3,极高,90-100%,1,15,1.3537,1.4385,1.655,-0.8116,-0.9534,26.67,1.4478,1.3056,-2.8661,4.1717,2026-01-28
振幅/3日ATR,volatilityMultiple3,极低,0-10%,3,15,0.4076,0.5019,0.6091,0.0784,1.1771,53.33,4.2866,3.1714,-4.2987,7.4701,2026-02-07
振幅/3日ATR,volatilityMultiple3,偏低,10-30%,3,29,0.6107,0.7138,0.7997,0.0827,-0.0192,48.28,2.301,3.1609,-2.8194,5.9803,2026-04-20
振幅/3日ATR,volatilityMultiple3,中性,30-70%,3,58,0.8014,0.9842,1.1448,-0.6177,-0.8059,43.1,2.7257,2.6279,-3.4236,6.0515,2026-01-29
振幅/3日ATR,volatilityMultiple3,偏高,70-90%,3,29,1.1492,1.2511,1.3498,-0.4561,-0.201,44.83,3.178,3.322,-3.4346,6.7566,2026-05-10
振幅/3日ATR,volatilityMultiple3,极高,90-100%,3,15,1.3537,1.4385,1.655,-0.3537,-0.4453,46.67,2.9344,2.7591,-4.185,6.9441,2026-01-28
振幅/3日ATR,volatilityMultiple3,极低,0-10%,5,15,0.4076,0.5019,0.6091,0.1614,0.9407,60,3.8462,3.8458,-4.7571,8.6029,2026-02-07
振幅/3日ATR,volatilityMultiple3,偏低,10-30%,5,29,0.6107,0.7138,0.7997,-0.0474,-0.2852,37.93,2.7845,4.0229,-3.7515,7.7744,2026-04-20
振幅/3日ATR,volatilityMultiple3,中性,30-70%,5,56,0.8014,0.9842,1.1448,-0.7126,-0.1535,48.21,3.5609,3.5888,-4.5705,8.1594,2026-01-29
振幅/3日ATR,volatilityMultiple3,偏高,70-90%,5,29,1.1492,1.2511,1.3498,-0.9335,-0.5064,44.83,3.8827,3.9665,-4.8747,8.8412,2026-05-10
振幅/3日ATR,volatilityMultiple3,极高,90-100%,5,15,1.3537,1.4385,1.655,-1.4851,-3.0571,40,3.1419,3.1103,-5.1561,8.2664,2026-01-28
振幅/3日ATR,volatilityMultiple3,极低,0-10%,10,15,0.4076,0.5019,0.6091,0.4964,0.1129,53.33,5.8114,5.4258,-5.472,10.8978,2026-02-07
振幅/3日ATR,volatilityMultiple3,偏低,10-30%,10,29,0.6107,0.7138,0.7997,-1.0782,-1.0256,41.38,4.3562,5.0862,-5.7836,10.8698,2026-04-20
振幅/3日ATR,volatilityMultiple3,中性,30-70%,10,52,0.8014,0.9886,1.1448,-1.3054,-0.1689,48.08,5.481,4.9248,-6.6464,11.5713,2026-01-29
振幅/3日ATR,volatilityMultiple3,偏高,70-90%,10,29,1.1492,1.2511,1.3498,-1.864,-2.3691,44.83,6.5037,5.3827,-7.3033,12.686,2026-05-10
振幅/3日ATR,volatilityMultiple3,极高,90-100%,10,14,1.3537,1.4471,1.655,-0.3884,0.6941,50,5.4904,4.9486,-7.3145,12.263,2026-01-28
振幅/3日ATR百分位,volatilityMultiple3Percentile,极低,0-10%,1,15,1.9249,4.7807,13.2136,-0.6989,-0.1807,40,1.446,0.9287,-2.0489,2.9776,2026-02-07
振幅/3日ATR百分位,volatilityMultiple3Percentile,偏低,10-30%,1,29,13.4112,23.7682,33.8946,0.1876,0.4335,58.62,1.8285,1.8618,-1.6757,3.5375,2026-04-20
振幅/3日ATR百分位,volatilityMultiple3Percentile,中性,30-70%,1,59,34.3305,55.6345,72.0984,0.0194,-0.2123,47.46,1.7213,1.7291,-1.7266,3.4556,2026-01-29
振幅/3日ATR百分位,volatilityMultiple3Percentile,偏高,70-90%,1,30,72.6836,80.5754,86.9694,0.0329,0.1053,53.33,2.0751,1.9665,-1.9051,3.8716,2026-05-10
振幅/3日ATR百分位,volatilityMultiple3Percentile,极高,90-100%,1,15,87.0451,90.8824,96.6078,-0.8116,-0.9534,26.67,1.4478,1.3056,-2.8661,4.1717,2026-01-28
振幅/3日ATR百分位,volatilityMultiple3Percentile,极低,0-10%,3,15,1.9249,4.7807,13.2136,0.0784,1.1771,53.33,4.2866,3.1714,-4.2987,7.4701,2026-02-07
振幅/3日ATR百分位,volatilityMultiple3Percentile,偏低,10-30%,3,29,13.4112,23.7682,33.8946,0.0827,-0.0192,48.28,2.301,3.1609,-2.8194,5.9803,2026-04-20
振幅/3日ATR百分位,volatilityMultiple3Percentile,中性,30-70%,3,58,34.3305,56.0812,72.0984,-0.6177,-0.8059,43.1,2.7257,2.6279,-3.4236,6.0515,2026-01-29
振幅/3日ATR百分位,volatilityMultiple3Percentile,偏高,70-90%,3,29,72.6836,80.3717,86.9694,-0.4561,-0.201,44.83,3.178,3.322,-3.4346,6.7566,2026-05-10
振幅/3日ATR百分位,volatilityMultiple3Percentile,极高,90-100%,3,15,87.0451,90.8824,96.6078,-0.3537,-0.4453,46.67,2.9344,2.7591,-4.185,6.9441,2026-01-28
振幅/3日ATR百分位,volatilityMultiple3Percentile,极低,0-10%,5,15,1.9249,4.7807,13.2136,0.1614,0.9407,60,3.8462,3.8458,-4.7571,8.6029,2026-02-07
振幅/3日ATR百分位,volatilityMultiple3Percentile,偏低,10-30%,5,29,13.4112,23.7682,33.8946,-0.0474,-0.2852,37.93,2.7845,4.0229,-3.7515,7.7744,2026-04-20
振幅/3日ATR百分位,volatilityMultiple3Percentile,中性,30-70%,5,56,34.3305,56.0812,72.0984,-0.7126,-0.1535,48.21,3.5609,3.5888,-4.5705,8.1594,2026-01-29
振幅/3日ATR百分位,volatilityMultiple3Percentile,偏高,70-90%,5,29,72.6836,80.3717,86.9694,-0.9335,-0.5064,44.83,3.8827,3.9665,-4.8747,8.8412,2026-05-10
振幅/3日ATR百分位,volatilityMultiple3Percentile,极高,90-100%,5,15,87.0451,90.8824,96.6078,-1.4851,-3.0571,40,3.1419,3.1103,-5.1561,8.2664,2026-01-28
振幅/3日ATR百分位,volatilityMultiple3Percentile,极低,0-10%,10,15,1.9249,4.7807,13.2136,0.4964,0.1129,53.33,5.8114,5.4258,-5.472,10.8978,2026-02-07
振幅/3日ATR百分位,volatilityMultiple3Percentile,偏低,10-30%,10,29,13.4112,23.7682,33.8946,-1.0782,-1.0256,41.38,4.3562,5.0862,-5.7836,10.8698,2026-04-20
振幅/3日ATR百分位,volatilityMultiple3Percentile,中性,30-70%,10,52,34.3305,56.6231,72.0984,-1.3054,-0.1689,48.08,5.481,4.9248,-6.6464,11.5713,2026-01-29
振幅/3日ATR百分位,volatilityMultiple3Percentile,偏高,70-90%,10,29,72.6836,80.3717,86.9694,-1.864,-2.3691,44.83,6.5037,5.3827,-7.3033,12.686,2026-05-10
振幅/3日ATR百分位,volatilityMultiple3Percentile,极高,90-100%,10,14,87.0451,91.2075,96.6078,-0.3884,0.6941,50,5.4904,4.9486,-7.3145,12.263,2026-01-28
振幅/8日ATR,volatilityMultiple8,极低,0-10%,1,15,0.3294,0.4498,0.5322,-0.2916,-0.0965,46.67,1.3728,1.2255,-1.6021,2.8276,2026-02-13
振幅/8日ATR,volatilityMultiple8,偏低,10-30%,1,29,0.5348,0.6223,0.7644,-0.0784,0.038,51.72,1.768,1.6385,-1.8752,3.5136,2026-01-05
振幅/8日ATR,volatilityMultiple8,中性,30-70%,1,59,0.7652,0.9545,1.1713,0.3259,0.2135,55.93,1.7513,1.9362,-1.5083,3.4445,2026-01-12
振幅/8日ATR,volatilityMultiple8,偏高,70-90%,1,30,1.1865,1.2732,1.4527,-0.6016,-0.5347,36.67,2.0898,1.5165,-2.337,3.8536,2026-01-19
振幅/8日ATR,volatilityMultiple8,极高,90-100%,1,15,1.4892,1.6614,2.1469,-0.6413,-1.1382,33.33,1.4903,1.5257,-2.922,4.4477,2026-01-28
振幅/8日ATR,volatilityMultiple8,极低,0-10%,3,15,0.3294,0.4498,0.5322,0.7665,-0.0192,46.67,2.9959,3.2937,-2.9312,6.2249,2026-02-13
振幅/8日ATR,volatilityMultiple8,偏低,10-30%,3,29,0.5348,0.6223,0.7644,-0.3353,-0.4165,48.28,3.1264,2.9768,-3.5898,6.5666,2026-01-05
振幅/8日ATR,volatilityMultiple8,中性,30-70%,3,58,0.7652,0.9647,1.1713,0.1013,0.0551,51.72,2.6587,3.0506,-2.8697,5.9203,2026-01-12
振幅/8日ATR,volatilityMultiple8,偏高,70-90%,3,29,1.1865,1.2682,1.4527,-1.0655,-0.6073,37.93,2.7838,2.8592,-4.0478,6.907,2026-01-19
振幅/8日ATR,volatilityMultiple8,极高,90-100%,3,15,1.4892,1.6614,2.1469,-1.8355,-2.4524,33.33,3.6507,2.2528,-5.0194,7.2722,2026-01-28
振幅/8日ATR,volatilityMultiple8,极低,0-10%,5,15,0.3294,0.4498,0.5322,0.1644,0.4629,53.33,3.4562,4.1947,-3.6137,7.8085,2026-02-13
振幅/8日ATR,volatilityMultiple8,偏低,10-30%,5,29,0.5348,0.6223,0.7644,-0.2705,-0.2852,37.93,3.1131,3.7779,-4.4333,8.2112,2026-01-05
振幅/8日ATR,volatilityMultiple8,中性,30-70%,5,56,0.7652,0.9647,1.1713,0.4315,0.516,58.93,3.0616,4.0267,-3.5527,7.5794,2026-01-12
振幅/8日ATR,volatilityMultiple8,偏高,70-90%,5,29,1.1865,1.2682,1.4527,-1.8172,-1.18,34.48,4.0542,3.521,-5.5845,9.1055,2026-01-19
振幅/8日ATR,volatilityMultiple8,极高,90-100%,5,15,1.4892,1.6614,2.1469,-3.6194,-3.424,26.67,4.429,2.4617,-7.4088,9.8705,2026-01-28
振幅/8日ATR,volatilityMultiple8,极低,0-10%,10,15,0.3294,0.4498,0.5322,1.5657,2.344,53.33,5.8488,6.102,-4.7696,10.8715,2026-02-13
振幅/8日ATR,volatilityMultiple8,偏低,10-30%,10,29,0.5348,0.6223,0.7644,-1.411,-1.0256,48.28,4.232,4.7927,-6.088,10.8807,2026-01-05
振幅/8日ATR,volatilityMultiple8,中性,30-70%,10,52,0.7652,0.9771,1.1713,-0.0155,-0.1689,48.08,4.8036,5.5671,-5.0437,10.6108,2026-01-12
振幅/8日ATR,volatilityMultiple8,偏高,70-90%,10,29,1.1865,1.2682,1.4527,-2.3624,0.7171,51.72,7.3677,5.1333,-8.4505,13.5838,2026-01-19
振幅/8日ATR,volatilityMultiple8,极高,90-100%,10,14,1.4892,1.673,2.1469,-4.6035,-2.8703,21.43,6.4342,2.9633,-11.0131,13.9764,2026-01-28
振幅/8日ATR百分位,volatilityMultiple8Percentile,极低,0-10%,1,15,1.4623,6.4863,12.6495,-0.2916,-0.0965,46.67,1.3728,1.2255,-1.6021,2.8276,2026-02-13
振幅/8日ATR百分位,volatilityMultiple8Percentile,偏低,10-30%,1,29,12.8238,20.0279,34.7458,0.0436,0.241,55.17,1.7199,1.6913,-1.7995,3.4908,2026-03-19
振幅/8日ATR百分位,volatilityMultiple8Percentile,中性,30-70%,1,59,34.876,55.5217,73.4123,0.2659,0.1695,54.24,1.775,1.9103,-1.5455,3.4557,2026-01-12
振幅/8日ATR百分位,volatilityMultiple8Percentile,偏高,70-90%,1,30,73.7712,78.9812,86.3936,-0.6016,-0.5347,36.67,2.0898,1.5165,-2.337,3.8536,2026-01-19
振幅/8日ATR百分位,volatilityMultiple8Percentile,极高,90-100%,1,15,87.8265,91.9284,97.2456,-0.6413,-1.1382,33.33,1.4903,1.5257,-2.922,4.4477,2026-01-28
振幅/8日ATR百分位,volatilityMultiple8Percentile,极低,0-10%,3,15,1.4623,6.4863,12.6495,0.7665,-0.0192,46.67,2.9959,3.2937,-2.9312,6.2249,2026-02-13
振幅/8日ATR百分位,volatilityMultiple8Percentile,偏低,10-30%,3,29,12.8238,20.0279,34.7458,-0.2316,0.3488,51.72,3.0482,3.0637,-3.555,6.6187,2026-03-19
振幅/8日ATR百分位,volatilityMultiple8Percentile,中性,30-70%,3,58,34.876,56.5662,73.4123,0.0494,-0.2069,50,2.6977,3.0072,-2.8871,5.8943,2026-01-12
