kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,18.82,1111,-35.3135,-8.3274,50.87,40.59,59.41,0.0,49.23,34.83,65.17,0.1246,0.0816
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,3.1,291,-9.848,-1.4272,71.46,48.45,51.55,6.19,52.92,39.86,60.14,0.0077,-0.0317
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,51.02,147,0.4058,0.0448,75.57,24.49,75.51,42.86,56.46,36.05,63.95,0.1606,0.8283
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.28,454,77.4677,3.9747,87.0,47.36,52.64,0.44,51.98,46.26,53.74,0.029,0.239
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.24,307,13.5079,1.131,74.74,52.12,47.88,6.19,53.75,43.97,56.03,-0.0285,-0.1483
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.52,1111,-35.3135,-8.3274,50.87,43.74,56.26,0.54,49.14,37.35,62.65,0.1739,0.3058
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,13.8,290,-9.8613,-1.4291,71.45,43.1,56.9,11.38,48.28,44.14,55.86,0.1379,-0.3252
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,72.78,147,0.4058,0.0448,75.57,13.61,86.39,43.54,51.02,31.97,68.03,0.4135,1.4761
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.4,454,77.4677,3.9747,87.0,52.2,47.8,1.1,51.1,51.98,48.02,-0.0626,0.999
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,12.42,306,13.5535,1.1339,74.69,56.21,43.79,10.78,57.52,43.46,56.54,-0.1407,-0.4072
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.5,1111,-35.3135,-8.3274,50.87,42.75,57.25,0.72,48.15,39.24,60.76,0.2484,0.4075
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,17.64,289,-9.8746,-1.431,71.45,41.18,58.82,16.26,49.48,44.98,55.02,0.2779,0.3242
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,82.32,147,0.4058,0.0448,75.57,8.84,91.16,45.58,48.3,31.97,68.03,0.5736,1.8608
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.72,454,77.4677,3.9747,87.0,52.86,47.14,2.86,52.42,54.63,45.37,-0.0817,1.6142
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,15.4,305,13.5991,1.1367,74.65,57.7,42.3,16.72,60.98,44.26,55.74,-0.1445,-0.5626
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.2,1109,-35.3318,-8.336,50.75,45.9,54.1,2.34,47.34,38.68,61.32,0.3518,0.6355
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,12.58,286,-9.8613,-1.4224,71.47,43.71,56.29,23.78,53.85,46.15,53.85,0.2536,1.4895
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,91.84,147,0.4058,0.0448,75.57,4.08,95.92,48.98,52.38,42.86,57.14,0.9052,1.1396
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,11.46,454,77.4677,3.9747,87.0,55.73,44.27,2.2,51.98,58.37,41.63,-0.2181,3.1891
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.88,305,13.5991,1.1367,74.65,53.44,46.56,24.92,65.57,38.36,61.64,-0.1281,-0.2351
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,9.34,75,-21.6379,-2.8355,31.33,54.67,45.33,0.0,54.67,30.67,69.33,-0.0716,0.1226
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.22,1067,-9.0217,-1.1974,48.55,52.11,47.89,5.06,49.02,31.02,68.98,-0.023,-0.0563
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,53.18,410,-0.0037,-0.0004,61.36,23.41,76.59,38.78,54.15,36.59,63.41,0.206,0.1212
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,51.02,98,20.1268,2.5255,89.25,75.51,24.49,0.0,58.16,78.57,21.43,-0.4234,-0.0834
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.34,660,8.8059,1.0836,73.08,51.67,48.33,8.64,49.85,48.48,51.52,-0.0314,0.4175
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,36.0,75,-21.6379,-2.8355,31.33,68.0,32.0,0.0,46.67,28.0,72.0,-0.6979,-0.1849
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,6.28,1067,-9.0217,-1.1974,48.55,53.14,46.86,13.78,49.3,29.15,70.85,-0.0695,-0.164
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,69.2,409,0.0,0.0,61.37,15.4,84.6,41.56,53.3,36.43,63.57,0.4452,0.0373
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,55.1,98,20.1268,2.5255,89.25,77.55,22.45,4.08,46.94,87.76,12.24,-0.7328,3.1352
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,11.08,659,8.8072,1.0864,73.1,55.54,44.46,20.64,51.44,59.48,40.52,-0.1203,0.998
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,70.66,75,-21.6379,-2.8355,31.33,85.33,14.67,4.0,58.67,24.0,76.0,-1.2799,0.5994
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.82,1066,-9.0351,-1.1991,48.55,52.91,47.09,18.95,47.84,28.33,71.67,-0.0575,-0.2633
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,75.56,409,0.0,0.0,61.37,12.22,87.78,46.94,53.55,39.12,60.88,0.5859,0.4274
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,69.38,98,20.1268,2.5255,89.25,84.69,15.31,17.35,50.0,94.9,5.1,-1.1597,3.0246
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,12.16,658,8.8308,1.0878,73.1,56.08,43.92,28.88,53.65,64.29,35.71,-0.143,1.7411
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,97.34,75,-21.6379,-2.8355,31.33,98.67,1.33,20.0,61.33,14.67,85.33,-1.5966,2.3872
中值,middle,短期拉伸/回归,中值下侧偏离,10,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,11.02,1061,-9.0485,-1.1966,48.58,55.51,44.49,29.12,46.47,27.99,72.01,-0.1327,-0.9309
