kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,21.3,1070,-25.9125,-7.1442,37.96,39.35,60.65,0.28,46.17,31.68,68.32,0.1376,-0.0033
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,4.3,186,-5.2551,-1.1212,64.28,47.85,52.15,8.06,51.61,39.25,60.75,0.0183,0.0161
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,40.18,117,0.2752,0.0434,69.07,29.91,70.09,35.9,51.28,33.33,66.67,0.1878,0.2362
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.62,236,21.1894,3.364,84.98,53.81,46.19,0.0,55.93,48.31,51.69,-0.0526,-0.1791
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.32,301,7.8875,1.4388,74.42,51.16,48.84,5.98,52.16,44.19,55.81,-0.0212,-0.2354
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.3,1068,-25.9536,-7.1469,37.88,43.35,56.65,0.75,46.25,34.93,65.07,0.2139,0.056
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,11.82,186,-5.2551,-1.1212,64.28,44.09,55.91,16.67,49.46,41.94,58.06,0.2178,-0.3918
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,74.36,117,0.2752,0.0434,69.07,12.82,87.18,41.03,48.72,35.9,64.1,0.4427,0.8753
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,21.18,236,21.1894,3.364,84.98,60.59,39.41,0.0,58.9,59.32,40.68,-0.3391,-0.523
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.66,301,7.8875,1.4388,74.42,49.17,50.83,11.63,56.15,44.19,55.81,0.0053,-0.6474
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.5,1066,-26.0365,-7.148,37.81,43.25,56.75,1.41,46.44,36.4,63.6,0.1881,0.0961
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,25.8,186,-5.2551,-1.1212,64.28,37.1,62.9,19.89,46.24,46.77,53.23,0.304,-0.9443
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,77.78,117,0.2752,0.0434,69.07,11.11,88.89,36.75,43.59,38.46,61.54,0.5916,0.7512
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,26.28,236,21.1894,3.364,84.98,63.14,36.86,0.85,61.02,56.78,43.22,-0.3636,-0.8648
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,3.66,301,7.8875,1.4388,74.42,51.83,48.17,14.29,57.14,42.86,57.14,-0.0498,-0.6537
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.02,1061,-26.174,-7.2237,37.78,45.99,54.01,2.36,44.77,39.02,60.98,0.2006,-0.0587
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,49.46,186,-5.2551,-1.1212,64.28,25.27,74.73,27.96,46.24,48.92,51.08,1.0167,-0.8222
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,81.2,117,0.2752,0.0434,69.07,9.4,90.6,47.01,54.7,44.44,55.56,0.9693,-0.8531
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,27.96,236,21.1894,3.364,84.98,63.98,36.02,3.81,58.05,63.14,36.86,-0.7774,-1.7684
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.66,301,7.8875,1.4388,74.42,49.17,50.83,20.27,57.81,39.87,60.13,0.0418,-0.6233
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,22.78,101,-11.5461,-2.4839,11.17,61.39,38.61,0.0,48.51,31.68,68.32,-0.1435,0.3103
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,2.04,886,-5.8941,-1.1909,30.03,48.98,51.02,5.08,47.52,29.8,70.2,0.011,-0.0813
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,56.46,317,-0.1052,-0.0248,48.14,21.77,78.23,35.96,48.58,31.55,68.45,0.1888,-0.1017
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,44.58,83,12.068,2.3246,88.8,72.29,27.71,0.0,57.83,61.45,38.55,-0.2441,0.0107
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.84,523,5.2028,1.0503,65.04,53.92,46.08,8.41,52.39,47.99,52.01,-0.0609,-0.0267
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,58.42,101,-11.5461,-2.4839,11.17,79.21,20.79,3.96,54.46,35.64,64.36,-0.6581,1.2302
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.06,885,-5.8993,-1.1928,30.02,51.53,48.47,14.58,45.88,30.73,69.27,-0.0286,-0.1803
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,68.36,316,-0.1188,-0.0254,48.11,15.82,84.18,39.56,45.89,37.03,62.97,0.5014,-0.1319
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,66.26,83,12.068,2.3246,88.8,83.13,16.87,3.61,57.83,68.67,31.33,-0.7993,-0.0929
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,10.14,523,5.2028,1.0503,65.04,55.07,44.93,23.33,55.26,54.3,45.7,-0.1005,-0.2757
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,72.28,101,-11.5461,-2.4839,11.17,86.14,13.86,6.93,57.43,30.69,69.31,-0.9622,1.1411
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.08,884,-5.9045,-1.1929,30.0,52.04,47.96,21.61,46.27,31.45,68.55,-0.0485,0.0434
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,68.26,315,-0.1052,-0.0248,48.14,15.87,84.13,42.54,50.48,41.9,58.1,0.5543,-0.5205
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,75.9,83,12.068,2.3246,88.8,87.95,12.05,12.05,55.42,74.7,25.3,-0.7647,-0.6069
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,9.76,523,5.2028,1.0503,65.04,54.88,45.12,33.08,56.98,53.54,46.46,-0.1024,-0.6224
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,88.12,101,-11.5461,-2.4839,11.17,94.06,5.94,21.78,56.44,29.7,70.3,-1.3807,0.8471
中值,middle,短期拉伸/回归,中值下侧偏离,10,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.7,884,-5.9045,-1.1929,30.0,53.85,46.15,30.09,43.67,36.54,63.46,-0.0927,-0.197
中值,middle,短期拉伸/回归,中值贴近中轴,10,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,78.14,311,-0.1052,-0.0248,48.14,10.93,89.07,46.62,49.2,37.3,62.7,0.8051,-1.5034
中值,middle,短期拉伸/回归,中值上侧极端,10,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,75.9,83,12.068,2.3246,88.8,87.95,12.05,32.53,51.81,79.52,20.48,-1.0008,-0.6311
中值,middle,短期拉伸/回归,中值上侧偏离,10,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.74,522,5.2095,1.0524,65.09,52.87,47.13,46.55,55.94,55.75,44.25,-0.0471,-0.5967
