date,close,gate,topWeatherRoute,topWeatherScore,topWeatherLight,topWeatherRawLight,topWeatherCalibrationScore,topWeatherBestHorizon,topWeatherOccurrences,topWeatherSampleConfidencePct,topWeatherConfidenceGate,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,shortAtrState,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,weatherSummary
2026-06-01,1.82,黄偏绿,低吸均值回归,53.7,绿灯,绿灯,84.16,1,327,100.0,样本通过,均值回归可观察，但要服从大周期过滤,低波动启动,6.452,35.96,1.1844,75.45,0.1844,接近一倍ATR,短ATR中性,6.3405,6.704,6.5077,6.0967,1.04,1.0996,42.72,57.28,40.3,中值下侧偏离,-11.2033,-1.9555,21.14,56.3,233MA下侧极端,-17.7958,-3.3553,59.41,51.44,强趋势下行,-11.0631,down,4,量能正常,0.8882,低波动启动 / 接近一倍ATR / 短期下侧偏离 / 大周期弱势深水区
