kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,29.42,51,-59.4267,-4.1295,2.23,35.29,64.71,0.0,49.02,43.14,56.86,0.2261,1.1464
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,100.0,3,-36.7446,-2.4477,77.22,0.0,100.0,0.0,0.0,100.0,0.0,0.3686,-10.6719
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,34.7,49,-59.4267,-3.9046,1.32,32.65,67.35,0.0,46.94,40.82,59.18,0.3586,2.338
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,100.0,3,-36.7446,-2.4477,77.22,0.0,100.0,0.0,0.0,100.0,0.0,0.8561,-20.9816
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,44.68,47,-59.0714,-3.8958,1.32,27.66,72.34,0.0,53.19,36.17,63.83,0.5948,1.7664
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,100.0,3,-36.7446,-2.4477,77.22,0.0,100.0,0.0,0.0,100.0,0.0,1.718,-31.4441
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,47.62,42,-53.6681,-3.6377,4.38,26.19,73.81,0.0,42.86,45.24,54.76,1.1938,-4.3113
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,100.0,3,-36.7446,-2.4477,77.22,0.0,100.0,0.0,0.0,33.33,66.67,0.7938,-17.5661
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,6.66,30,-35.0865,-1.6667,27.3,46.67,53.33,3.33,46.67,40.0,60.0,0.0395,0.148
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,37.5,16,-3.2991,-0.1267,50.39,31.25,68.75,50.0,62.5,37.5,62.5,0.2082,2.1069
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,75.0,8,16.7943,0.6735,62.39,87.5,12.5,25.0,87.5,87.5,12.5,-0.4089,-1.4624
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,6.66,30,-35.0865,-1.6667,27.3,53.33,46.67,10.0,43.33,40.0,60.0,-0.0844,-0.694
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,50.0,16,-3.2991,-0.1267,50.39,25.0,75.0,50.0,56.25,37.5,62.5,0.2482,7.9571
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,33.34,6,16.7943,0.6735,62.39,66.67,33.33,66.67,83.33,83.33,16.67,-0.2284,-9.1457
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,26.66,30,-35.0865,-1.6667,27.3,63.33,36.67,20.0,60.0,26.67,73.33,-0.2857,0.6373
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,46.66,15,-3.0987,-0.1176,50.53,26.67,73.33,40.0,53.33,53.33,46.67,0.1321,3.0921
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,20.0,5,18.0915,0.6551,62.12,60.0,40.0,40.0,80.0,80.0,20.0,-0.1256,-15.3623
中值,middle,短期拉伸/回归,中值下侧偏离,10,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,11.12,27,-33.9627,-1.6164,28.05,55.56,44.44,37.04,51.85,25.93,74.07,-0.8306,4.4699
中值,middle,短期拉伸/回归,中值贴近中轴,10,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,53.84,13,-3.0987,-0.1176,50.53,23.08,76.92,46.15,53.85,69.23,30.77,0.6188,-15.2895
中值,middle,短期拉伸/回归,中值上侧偏离,10,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,20.0,5,18.0915,0.6551,62.12,40.0,60.0,80.0,100.0,80.0,20.0,0.045,-31.1393
