stateId,stateName,routeLabel,routeKey,light,signalType,horizon,occurrences,avgScore,successRatePct,directionalWinRatePct,avgRouteReturnPct,avgFutureReturnPct,rankScore
6,上侧趋势共振态,高抛均值回归,meanReversionShort,红灯,位置回归信号,1,180,58.28,50,45,-0.5164,0.5164,29.21
6,上侧趋势共振态,防守等待,waitDefense,观察,风险过滤信号,1,180,33.1,45,,1.3056,0.5164,28.82
6,上侧趋势共振态,向下突破,breakoutDown,红灯,波动方向信号,3,180,31.03,36.67,40,5.8675,1.1852,28.32
6,上侧趋势共振态,高抛均值回归,meanReversionShort,红灯,位置回归信号,5,180,58.28,57.22,43.33,-2.318,2.318,27.94
6,上侧趋势共振态,高抛均值回归,meanReversionShort,红灯,位置回归信号,3,180,58.28,52.22,40,-1.1852,1.1852,26.12
6,上侧趋势共振态,趋势做空,trendShort,红灯,方向信号,1,180,35.46,45,45,-0.5164,0.5164,22.85
6,上侧趋势共振态,趋势做空,trendShort,红灯,方向信号,5,180,35.46,43.33,43.33,-2.318,2.318,17.58
6,上侧趋势共振态,趋势做空,trendShort,红灯,方向信号,3,180,35.46,40,40,-1.1852,1.1852,16.51
6,上侧趋势共振态,低吸均值回归,meanReversionLong,红灯,位置回归信号,10,180,16.28,0.56,59.44,3.9434,3.9434,16.26
6,上侧趋势共振态,向下突破,breakoutDown,红灯,波动方向信号,1,180,31.03,13.33,45,3.4725,0.5164,15.78
6,上侧趋势共振态,低吸均值回归,meanReversionLong,红灯,位置回归信号,5,180,16.28,1.67,56.67,2.318,2.318,11.98
6,上侧趋势共振态,趋势做空,trendShort,红灯,方向信号,10,180,35.46,40.56,40.56,-3.9434,3.9434,11.55
6,上侧趋势共振态,低吸均值回归,meanReversionLong,红灯,位置回归信号,3,180,16.28,0.56,60,1.1852,1.1852,11.05
6,上侧趋势共振态,低吸均值回归,meanReversionLong,红灯,位置回归信号,1,180,16.28,0.56,55,0.5164,0.5164,6.96
8,下侧趋势共振态,震荡网格,gridNeutral,绿灯,震荡状态信号,1,125,9.49,92,,-4.1642,-0.0361,64.78
8,下侧趋势共振态,震荡网格,gridNeutral,绿灯,震荡状态信号,3,125,9.49,92.8,,-6.1744,0.3171,61.12
8,下侧趋势共振态,震荡网格,gridNeutral,绿灯,震荡状态信号,5,125,9.49,94.4,,-7.0682,0.6477,60.05
8,下侧趋势共振态,趋势做空,trendShort,黄灯,方向信号,1,125,82.38,50.4,50.4,0.0361,-0.0361,52.8
8,下侧趋势共振态,趋势追多,trendLong,黄灯,方向信号,10,125,41.05,52,52,2.0341,2.0341,50.96
8,下侧趋势共振态,趋势追多,trendLong,黄灯,方向信号,5,125,41.05,52.8,52.8,0.6477,0.6477,48.98
8,下侧趋势共振态,趋势追多,trendLong,黄灯,方向信号,3,125,41.05,50.4,50.4,0.3171,0.3171,45.92
8,下侧趋势共振态,震荡网格,gridNeutral,黄灯,震荡状态信号,10,125,9.49,94.4,,-10.0457,2.0341,44.19
8,下侧趋势共振态,向下突破,breakoutDown,红灯,波动方向信号,10,125,53.14,45.6,48,11.0929,2.0341,43.98
8,下侧趋势共振态,防守等待,waitDefense,观察,风险过滤信号,10,125,36.24,58.4,,4.0058,2.0341,40.81
8,下侧趋势共振态,向上突破,breakoutUp,红灯,波动方向信号,10,125,20.74,44.8,52,11.9529,2.0341,39.99
8,下侧趋势共振态,向下突破,breakoutDown,红灯,波动方向信号,5,125,53.14,34.4,47.2,9.2957,0.6477,38.5
8,下侧趋势共振态,防守等待,waitDefense,观察,风险过滤信号,5,125,36.24,56,,3.2102,0.6477,38.14
8,下侧趋势共振态,低吸均值回归,meanReversionLong,红灯,位置回归信号,10,125,39.21,56.8,52,2.0341,2.0341,37.79
8,下侧趋势共振态,防守等待,waitDefense,观察,风险过滤信号,3,125,36.24,54.4,,2.9286,0.3171,36.86
8,下侧趋势共振态,向下突破,breakoutDown,红灯,波动方向信号,3,125,53.14,27.2,49.6,7.6688,0.3171,36.58
8,下侧趋势共振态,趋势做空,trendShort,红灯,方向信号,3,125,82.38,49.6,49.6,-0.3171,0.3171,36.29
8,下侧趋势共振态,向上突破,breakoutUp,红灯,波动方向信号,5,125,20.74,35.2,52.8,8.7831,0.6477,36.11
8,下侧趋势共振态,低吸均值回归,meanReversionLong,红灯,位置回归信号,5,125,39.21,55.2,52.8,0.6477,0.6477,34.73
8,下侧趋势共振态,防守等待,waitDefense,观察,风险过滤信号,1,125,36.24,50.4,,2.1002,-0.0361,33.4
8,下侧趋势共振态,趋势做空,trendShort,红灯,方向信号,5,125,82.38,47.2,47.2,-0.6477,0.6477,33.23
8,下侧趋势共振态,低吸均值回归,meanReversionLong,红灯,位置回归信号,3,125,39.21,55.2,50.4,0.3171,0.3171,32.75
8,下侧趋势共振态,趋势做空,trendShort,红灯,方向信号,10,125,82.38,48,48,-2.0341,2.0341,31.26
8,下侧趋势共振态,趋势追多,trendLong,红灯,方向信号,1,125,41.05,49.6,49.6,-0.0361,-0.0361,29.42
8,下侧趋势共振态,低吸均值回归,meanReversionLong,红灯,位置回归信号,1,125,39.21,49.6,49.6,-0.0361,-0.0361,29.09
8,下侧趋势共振态,向上突破,breakoutUp,红灯,波动方向信号,3,125,20.74,24,50.4,7.1494,0.3171,29.05
8,下侧趋势共振态,向下突破,breakoutDown,红灯,波动方向信号,1,125,53.14,8,50.4,4.7166,-0.0361,22.82
8,下侧趋势共振态,向上突破,breakoutUp,红灯,波动方向信号,1,125,20.74,5.6,49.6,4.2829,-0.0361,14.6
8,下侧趋势共振态,高抛均值回归,meanReversionShort,红灯,位置回归信号,1,125,9.22,0.8,50.4,0.0361,-0.0361,2.31
8,下侧趋势共振态,高抛均值回归,meanReversionShort,红灯,位置回归信号,3,125,9.22,0.8,49.6,-0.3171,0.3171,1.17
8,下侧趋势共振态,高抛均值回归,meanReversionShort,红灯,位置回归信号,5,125,9.22,0.8,47.2,-0.6477,0.6477,-0.82
8,下侧趋势共振态,高抛均值回归,meanReversionShort,红灯,位置回归信号,10,125,9.22,0,48,-2.0341,2.0341,-3.51
0,放量波动扩张态,向上突破,breakoutUp,绿灯,波动方向信号,10,86,80.38,70.93,61.63,10.9472,2.9815,97.78
0,放量波动扩张态,趋势追多,trendLong,绿灯,方向信号,10,86,79.3,61.63,61.63,2.9815,2.9815,84.37
0,放量波动扩张态,趋势追多,trendLong,绿灯,方向信号,3,86,79.3,61.63,61.63,1.5672,1.5672,81.54
0,放量波动扩张态,趋势追多,trendLong,绿灯,方向信号,5,86,79.3,60.47,60.47,1.1709,1.1709,79.58
0,放量波动扩张态,向上突破,breakoutUp,黄灯,波动方向信号,5,86,80.38,58.14,60.47,7.8755,1.1709,76.39
0,放量波动扩张态,趋势追多,trendLong,绿灯,方向信号,1,86,79.3,58.14,58.14,0.1754,0.1754,75.27
0,放量波动扩张态,向下突破,breakoutDown,黄灯,波动方向信号,10,86,62.55,56.98,38.37,8.1266,2.9815,60.5
0,放量波动扩张态,向上突破,breakoutUp,红灯,波动方向信号,3,86,80.38,51.16,61.63,6.2377,1.5672,56.36
0,放量波动扩张态,向下突破,breakoutDown,红灯,波动方向信号,5,86,62.55,52.33,39.53,6.7866,1.1709,42.62
0,放量波动扩张态,震荡网格,gridNeutral,黄灯,震荡状态信号,3,86,9.53,72.09,,-4.9632,1.5672,39.23
0,放量波动扩张态,防守等待,waitDefense,观察,风险过滤信号,10,86,29.67,61.63,,2.7893,2.9815,38.65
0,放量波动扩张态,向上突破,breakoutUp,红灯,波动方向信号,1,86,80.38,23.26,58.14,3.9047,0.1754,37.22
0,放量波动扩张态,防守等待,waitDefense,观察,风险过滤信号,5,86,29.67,56.98,,2.8033,1.1709,36.59
0,放量波动扩张态,震荡网格,gridNeutral,黄灯,震荡状态信号,10,86,9.53,72.09,,-8.5601,2.9815,34.16
0,放量波动扩张态,震荡网格,gridNeutral,黄灯,震荡状态信号,5,86,9.53,68.6,,-6.7775,1.1709,34.03
0,放量波动扩张态,向下突破,breakoutDown,红灯,波动方向信号,3,86,62.55,38.37,38.37,5.3858,1.5672,32.9
0,放量波动扩张态,防守等待,waitDefense,观察,风险过滤信号,3,86,29.67,48.84,,1.698,1.5672,30.71
0,放量波动扩张态,向下突破,breakoutDown,红灯,波动方向信号,1,86,62.55,30.23,41.86,4.4229,0.1754,29.23
0,放量波动扩张态,防守等待,waitDefense,观察,风险过滤信号,1,86,29.67,46.51,,1.455,0.1754,29.18
0,放量波动扩张态,低吸均值回归,meanReversionLong,红灯,位置回归信号,10,86,24.77,19.77,61.63,2.9815,2.9815,25.71
0,放量波动扩张态,趋势做空,trendShort,红灯,方向信号,1,86,57.25,41.86,41.86,-0.1754,0.1754,24.31
0,放量波动扩张态,震荡网格,gridNeutral,红灯,震荡状态信号,1,86,9.53,59.3,,-3.0854,0.1754,22.23
0,放量波动扩张态,低吸均值回归,meanReversionLong,红灯,位置回归信号,3,86,24.77,17.44,61.63,1.5672,1.5672,21.84
0,放量波动扩张态,低吸均值回归,meanReversionLong,红灯,位置回归信号,5,86,24.77,18.6,60.47,1.1709,1.1709,20.93
0,放量波动扩张态,趋势做空,trendShort,红灯,方向信号,5,86,57.25,39.53,39.53,-1.1709,1.1709,20
0,放量波动扩张态,低吸均值回归,meanReversionLong,红灯,位置回归信号,1,86,24.77,23.26,58.14,0.1754,0.1754,19.75
0,放量波动扩张态,趋势做空,trendShort,红灯,方向信号,3,86,57.25,38.37,38.37,-1.5672,1.5672,18.04
0,放量波动扩张态,高抛均值回归,meanReversionShort,红灯,位置回归信号,1,86,37.17,34.88,41.86,-0.1754,0.1754,17.56
0,放量波动扩张态,趋势做空,trendShort,红灯,方向信号,10,86,57.25,38.37,38.37,-2.9815,2.9815,15.21
0,放量波动扩张态,高抛均值回归,meanReversionShort,红灯,位置回归信号,5,86,37.17,32.56,39.53,-1.1709,1.1709,13.24
0,放量波动扩张态,高抛均值回归,meanReversionShort,红灯,位置回归信号,3,86,37.17,29.07,38.37,-1.5672,1.5672,10.24
0,放量波动扩张态,高抛均值回归,meanReversionShort,红灯,位置回归信号,10,86,37.17,30.23,38.37,-2.9815,2.9815,7.94
