date,label,reason,expectedDirection,close,dayChangePct,trendScorePct,resonance,volatilityMultiple,volumeMultiple,middleDeviationRate,middleDeviationAtr,middlePositionPct,maDeviationRate,maDeviationAtr,maPositionPct,horizon,futureReturnPct,maxUpPct,maxDownPct
2026-01-04,过冷,中值位置 65%，MA位置 11%,1,93909.1,2.8645,6.869,up:4/4,1.2463,1.2804,5.2841,1.8479,64.9628,-11.8638,-4.9561,11.1188,10,2.9517,4.2497,-4.9421
2026-01-04,波动爆发,波动倍率 1.25x,0,93909.1,2.8645,6.869,up:4/4,1.2463,1.2804,5.2841,1.8479,64.9628,-11.8638,-4.9561,11.1188,1,-0.3238,0.9261,-0.874
2026-01-04,波动爆发,波动倍率 1.25x,0,93909.1,2.8645,6.869,up:4/4,1.2463,1.2804,5.2841,1.8479,64.9628,-11.8638,-4.9561,11.1188,3,-3.3828,0.9261,-4.9421
2026-01-04,波动爆发,波动倍率 1.25x,0,93909.1,2.8645,6.869,up:4/4,1.2463,1.2804,5.2841,1.8479,64.9628,-11.8638,-4.9561,11.1188,5,-3.5114,0.9261,-4.9421
2026-01-04,波动爆发,波动倍率 1.25x,0,93909.1,2.8645,6.869,up:4/4,1.2463,1.2804,5.2841,1.8479,64.9628,-11.8638,-4.9561,11.1188,10,2.9517,4.2497,-4.9421
2026-01-05,强趋势↑,共振 4/4，趋势动能 6.25%,1,93605,-0.3237,6.2529,up:4/4,0.6792,1.2732,4.4811,1.6129,61.8374,-12.1072,-5.1801,9.9843,1,-2.4664,0.2559,-2.8893
2026-01-05,强趋势↑,共振 4/4，趋势动能 6.25%,1,93605,-0.3237,6.2529,up:4/4,0.6792,1.2732,4.4811,1.6129,61.8374,-12.1072,-5.1801,9.9843,3,-2.637,0.2559,-4.6333
2026-01-05,强趋势↑,共振 4/4，趋势动能 6.25%,1,93605,-0.3237,6.2529,up:4/4,0.6792,1.2732,4.4811,1.6129,61.8374,-12.1072,-5.1801,9.9843,5,-2.9646,0.2559,-4.6333
2026-01-05,强趋势↑,共振 4/4，趋势动能 6.25%,1,93605,-0.3237,6.2529,up:4/4,0.6792,1.2732,4.4811,1.6129,61.8374,-12.1072,-5.1801,9.9843,10,1.0093,4.5884,-4.6333
2026-01-05,过冷,中值位置 62%，MA位置 10%,1,93605,-0.3237,6.2529,up:4/4,0.6792,1.2732,4.4811,1.6129,61.8374,-12.1072,-5.1801,9.9843,1,-2.4664,0.2559,-2.8893
2026-01-05,过冷,中值位置 62%，MA位置 10%,1,93605,-0.3237,6.2529,up:4/4,0.6792,1.2732,4.4811,1.6129,61.8374,-12.1072,-5.1801,9.9843,3,-2.637,0.2559,-4.6333
2026-01-05,过冷,中值位置 62%，MA位置 10%,1,93605,-0.3237,6.2529,up:4/4,0.6792,1.2732,4.4811,1.6129,61.8374,-12.1072,-5.1801,9.9843,5,-2.9646,0.2559,-4.6333
2026-01-05,过冷,中值位置 62%，MA位置 10%,1,93605,-0.3237,6.2529,up:4/4,0.6792,1.2732,4.4811,1.6129,61.8374,-12.1072,-5.1801,9.9843,10,1.0093,4.5884,-4.6333
2026-01-06,弱趋势,共振 3/4，趋势动能 2.73%,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,1,-0.6178,0.4904,-2.2217
2026-01-06,弱趋势,共振 3/4，趋势动能 2.73%,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,3,-0.75,0.7522,-2.2217
2026-01-06,弱趋势,共振 3/4，趋势动能 2.73%,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,5,0.3611,1.313,-2.2217
2026-01-06,弱趋势,共振 3/4，趋势动能 2.73%,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,10,4.6259,7.2333,-2.2217
2026-01-06,过冷,中值位置 49%，MA位置 6%,1,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,1,-0.6178,0.4904,-2.2217
2026-01-06,过冷,中值位置 49%，MA位置 6%,1,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,3,-0.75,0.7522,-2.2217
2026-01-06,过冷,中值位置 49%，MA位置 6%,1,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,5,0.3611,1.313,-2.2217
2026-01-06,过冷,中值位置 49%，MA位置 6%,1,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,10,4.6259,7.2333,-2.2217
2026-01-06,放量,量能倍率 1.69x,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,1,-0.6178,0.4904,-2.2217
2026-01-06,放量,量能倍率 1.69x,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,3,-0.75,0.7522,-2.2217
2026-01-06,放量,量能倍率 1.69x,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,5,0.3611,1.313,-2.2217
2026-01-06,放量,量能倍率 1.69x,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,10,4.6259,7.2333,-2.2217
2026-01-06,背离,共振向上，当日涨跌 -2.47%,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,1,-0.6178,0.4904,-2.2217
2026-01-06,背离,共振向上，当日涨跌 -2.47%,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,3,-0.75,0.7522,-2.2217
2026-01-06,背离,共振向上，当日涨跌 -2.47%,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,5,0.3611,1.313,-2.2217
2026-01-06,背离,共振向上，当日涨跌 -2.47%,0,91296.3,-2.4664,2.7295,up:3/4,1.1675,1.6904,1.9042,0.6765,49.3862,-14.2285,-6.0061,5.8015,10,4.6259,7.2333,-2.2217
2026-01-07,弱趋势,共振 4/4，趋势动能 2.99%,0,90732.3,-0.6178,2.9876,up:4/4,0.9832,1.386,1.2746,0.4534,46.4198,-14.7083,-6.213,4.7535,1,0.4456,1.3785,-1.1924
2026-01-07,弱趋势,共振 4/4，趋势动能 2.99%,0,90732.3,-0.6178,2.9876,up:4/4,0.9832,1.386,1.2746,0.4534,46.4198,-14.7083,-6.213,4.7535,3,0.1077,1.3785,-1.1924
2026-01-07,弱趋势,共振 4/4，趋势动能 2.99%,0,90732.3,-0.6178,2.9876,up:4/4,0.9832,1.386,1.2746,0.4534,46.4198,-14.7083,-6.213,4.7535,5,2.9536,2.9596,-1.1924
2026-01-07,弱趋势,共振 4/4，趋势动能 2.99%,0,90732.3,-0.6178,2.9876,up:4/4,0.9832,1.386,1.2746,0.4534,46.4198,-14.7083,-6.213,4.7535,10,4.7785,7.8998,-1.1924
2026-01-07,过冷,中值位置 46%，MA位置 5%,1,90732.3,-0.6178,2.9876,up:4/4,0.9832,1.386,1.2746,0.4534,46.4198,-14.7083,-6.213,4.7535,1,0.4456,1.3785,-1.1924
2026-01-07,过冷,中值位置 46%，MA位置 5%,1,90732.3,-0.6178,2.9876,up:4/4,0.9832,1.386,1.2746,0.4534,46.4198,-14.7083,-6.213,4.7535,3,0.1077,1.3785,-1.1924
2026-01-07,过冷,中值位置 46%，MA位置 5%,1,90732.3,-0.6178,2.9876,up:4/4,0.9832,1.386,1.2746,0.4534,46.4198,-14.7083,-6.213,4.7535,5,2.9536,2.9596,-1.1924
2026-01-07,过冷,中值位置 46%，MA位置 5%,1,90732.3,-0.6178,2.9876,up:4/4,0.9832,1.386,1.2746,0.4534,46.4198,-14.7083,-6.213,4.7535,10,4.7785,7.8998,-1.1924
2026-01-08,强趋势↑,共振 4/4，趋势动能 3.50%,1,91136.6,0.4457,3.5031,up:4/4,0.9311,1.2805,0.6318,0.2284,43.4274,-14.2667,-6.054,5.5586,1,-0.5761,0.6589,-1.1929
2026-01-08,强趋势↑,共振 4/4，趋势动能 3.50%,1,91136.6,0.4457,3.5031,up:4/4,0.9311,1.2805,0.6318,0.2284,43.4274,-14.2667,-6.054,5.5586,3,0.537,1.4905,-1.1929
2026-01-08,强趋势↑,共振 4/4，趋势动能 3.50%,1,91136.6,0.4457,3.5031,up:4/4,0.9311,1.2805,0.6318,0.2284,43.4274,-14.2667,-6.054,5.5586,5,6.0993,6.4984,-1.1929
2026-01-08,强趋势↑,共振 4/4，趋势动能 3.50%,1,91136.6,0.4457,3.5031,up:4/4,0.9311,1.2805,0.6318,0.2284,43.4274,-14.2667,-6.054,5.5586,10,2.0581,7.4212,-1.1929
2026-01-08,过冷,中值位置 43%，MA位置 6%,1,91136.6,0.4457,3.5031,up:4/4,0.9311,1.2805,0.6318,0.2284,43.4274,-14.2667,-6.054,5.5586,1,-0.5761,0.6589,-1.1929
2026-01-08,过冷,中值位置 43%，MA位置 6%,1,91136.6,0.4457,3.5031,up:4/4,0.9311,1.2805,0.6318,0.2284,43.4274,-14.2667,-6.054,5.5586,3,0.537,1.4905,-1.1929
2026-01-08,过冷,中值位置 43%，MA位置 6%,1,91136.6,0.4457,3.5031,up:4/4,0.9311,1.2805,0.6318,0.2284,43.4274,-14.2667,-6.054,5.5586,5,6.0993,6.4984,-1.1929
2026-01-08,过冷,中值位置 43%，MA位置 6%,1,91136.6,0.4457,3.5031,up:4/4,0.9311,1.2805,0.6318,0.2284,43.4274,-14.2667,-6.054,5.5586,10,2.0581,7.4212,-1.1929
2026-01-09,弱趋势,共振 4/4，趋势动能 2.23%,0,90611.6,-0.5759,2.2294,up:4/4,0.6898,0.526,0.0521,0.0193,40.6465,-14.6895,-6.3768,3.9237,1,0.241,0.5941,-0.2974
2026-01-09,弱趋势,共振 4/4，趋势动能 2.23%,0,90611.6,-0.5759,2.2294,up:4/4,0.6898,0.526,0.0521,0.0193,40.6465,-14.6895,-6.3768,3.9237,3,3.0908,3.0967,-0.6039
2026-01-09,弱趋势,共振 4/4，趋势动能 2.23%,0,90611.6,-0.5759,2.2294,up:4/4,0.6898,0.526,0.0521,0.0193,40.6465,-14.6895,-6.3768,3.9237,5,6.6983,8.0436,-0.6039
2026-01-09,弱趋势,共振 4/4，趋势动能 2.23%,0,90611.6,-0.5759,2.2294,up:4/4,0.6898,0.526,0.0521,0.0193,40.6465,-14.6895,-6.3768,3.9237,10,0.0291,8.0436,-0.8886
2026-01-09,过冷,中值位置 41%，MA位置 4%,1,90611.6,-0.5759,2.2294,up:4/4,0.6898,0.526,0.0521,0.0193,40.6465,-14.6895,-6.3768,3.9237,1,0.241,0.5941,-0.2974
2026-01-09,过冷,中值位置 41%，MA位置 4%,1,90611.6,-0.5759,2.2294,up:4/4,0.6898,0.526,0.0521,0.0193,40.6465,-14.6895,-6.3768,3.9237,3,3.0908,3.0967,-0.6039
2026-01-09,过冷,中值位置 41%，MA位置 4%,1,90611.6,-0.5759,2.2294,up:4/4,0.6898,0.526,0.0521,0.0193,40.6465,-14.6895,-6.3768,3.9237,5,6.6983,8.0436,-0.6039
2026-01-09,过冷,中值位置 41%，MA位置 4%,1,90611.6,-0.5759,2.2294,up:4/4,0.6898,0.526,0.0521,0.0193,40.6465,-14.6895,-6.3768,3.9237,10,0.0291,8.0436,-0.8886
2026-01-10,弱趋势,共振 4/4，趋势动能 2.28%,0,90830,0.2411,2.2784,up:4/4,0.3467,0.3057,0.2933,0.114,41.9061,-14.4214,-6.5702,2.9442,1,0.8764,1.8331,-0.8429
