scope,regimeKey,regimeLabel,treeType,horizon,routeKey,routeLabel,technicalQuality,macroQuality,technicalSamples,macroSamples,technicalAccuracyPct,macroAccuracyPct,deltaAccuracyPct,technicalAccuracyLiftPct,macroAccuracyLiftPct,deltaAccuracyLiftPct,technicalFitPrecisionPct,macroFitPrecisionPct,deltaFitPrecisionPct,technicalFitLiftPct,macroFitLiftPct,deltaFitLiftPct,technicalNotFitPrecisionPct,macroNotFitPrecisionPct,deltaNotFitPrecisionPct,technicalNotFitLiftPct,macroNotFitLiftPct,deltaNotFitLiftPct,technicalBestLiftPct,macroBestLiftPct,deltaBestLiftPct,technicalBestPrecisionPct,macroBestPrecisionPct,deltaBestPrecisionPct,decision,technicalReason,macroReason
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,breakoutUp,向上突破,弱参考,弱参考,680,680,53.82,49.41,-4.41,-13.24,-17.65,-4.41,71.78,68.79,-2.99,4.72,1.73,-2.99,37.29,34.29,-3,4.35,1.35,-3,4.72,1.73,-2.99,71.78,68.79,-2.99,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,gridNeutral,震荡网格,强参考,强参考,680,680,63.97,63.97,0,-13.53,-13.53,0,83.89,83.89,0,6.39,6.39,0,32.58,32.58,0,10.08,10.08,0,10.08,10.08,0,83.89,83.89,0,宏观影响小,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,meanReversionLong,低吸均值回归,弱参考,弱参考,680,680,90,90.29,0.29,-0.59,-0.29,0.3,38.89,48.33,9.44,29.48,38.92,9.44,91.39,94.35,2.96,0.8,3.77,2.97,29.48,38.92,9.44,91.39,94.35,2.96,仅观察,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,meanReversionShort,高抛均值回归,弱参考,弱参考,680,680,73.97,73.97,0,-9.71,-9.71,0,26.09,26.09,0,9.76,9.76,0,86.16,86.16,0,2.49,2.49,0,9.76,9.76,0,86.16,86.16,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,trendLong,趋势追多,观察,弱参考,680,680,45.44,44.56,-0.88,-17.21,-18.09,-0.88,69.5,66.67,-2.83,6.86,4.02,-2.84,39.15,38.46,-0.69,1.79,1.11,-0.68,6.86,4.02,-2.84,69.5,66.67,-2.83,不保留宏观,时间外验证有提升，但还不够强,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,trendShort,趋势做空,观察,弱参考,680,680,45.44,44.56,-0.88,-17.21,-18.09,-0.88,39.15,38.46,-0.69,1.79,1.11,-0.68,69.5,66.67,-2.83,6.86,4.02,-2.84,6.86,4.02,-2.84,69.5,66.67,-2.83,不保留宏观,时间外验证有提升，但还不够强,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,waitDefense,防守等待,弱参考,弱参考,680,680,57.06,55.15,-1.91,0.74,-1.18,-1.92,57.83,56.19,-1.64,1.51,-0.13,-1.64,52.53,42,-10.53,8.85,-1.68,-10.53,8.85,-0.13,-8.98,57.83,56.19,-1.64,不保留宏观,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,波动变化树,1,,,弱参考,弱参考,365,365,80.27,80.27,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0.27,0.27,0,80.27,80.27,0,宏观影响小,相对多数类基准提升不足5%,相对多数类基准提升不足5%
macro-regime,repair_2023,2023流动性修复,波动变化树,3,,,弱参考,弱参考,365,365,43.56,43.56,0,-3.29,-3.29,0,0,0,0,0,0,0,0,0,0,-100,-100,0,-3.29,-3.29,0,43.56,43.56,0,宏观影响小,准确率低于50%；相对多数类基准提升不足5%,准确率低于50%；相对多数类基准提升不足5%
macro-regime,repair_2023,2023流动性修复,波动变化树,5,,,弱参考,弱参考,365,365,34.79,35.62,0.83,-9.04,-8.22,0.82,0,0,0,0,0,0,0,0,0,-100,-100,0,-9.04,-8.22,0.82,34.79,35.62,0.83,宏观影响小,准确率低于50%；相对多数类基准提升不足5%,准确率低于50%；相对多数类基准提升不足5%
macro-regime,repair_2023,2023流动性修复,波动变化树,10,,,弱参考,弱参考,365,365,45.21,41.64,-3.57,7.95,4.38,-3.57,0,0,0,0,0,0,0,0,0,-100,-100,0,7.95,4.38,-3.57,45.21,41.64,-3.57,仅观察,准确率低于50%,准确率低于50%；相对多数类基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,1,breakoutDown,向下突破,弱参考,弱参考,365,365,89.86,89.86,0,0,0,0,0,0,0,-10.14,-10.14,0,89.86,89.86,0,0,0,0,0,0,0,89.86,89.86,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,1,breakoutUp,向上突破,弱参考,弱参考,365,365,84.93,84.93,0,0,0,0,0,0,0,-15.07,-15.07,0,84.93,84.93,0,0,0,0,0,0,0,84.93,84.93,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,1,gridNeutral,震荡网格,弱参考,弱参考,365,365,84.66,84.66,0,0,0,0,84.66,84.66,0,0,0,0,0,0,0,-15.34,-15.34,0,0,0,0,84.66,84.66,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,1,meanReversionLong,低吸均值回归,弱参考,弱参考,365,365,83.01,83.01,0,0,0,0,0,0,0,-16.99,-16.99,0,83.01,83.01,0,0,0,0,0,0,0,83.01,83.01,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,1,meanReversionShort,高抛均值回归,弱参考,弱参考,365,365,74.25,74.25,0,0,0,0,0,0,0,-25.75,-25.75,0,74.25,74.25,0,0,0,0,0,0,0,74.25,74.25,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,1,trendLong,趋势追多,弱参考,弱参考,365,365,51.78,51.78,0,0,0,0,51.78,51.78,0,0,0,0,0,0,0,-48.22,-48.22,0,0,0,0,51.78,51.78,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,repair_2023,2023流动性修复,策略适配树,1,trendShort,趋势做空,弱参考,弱参考,365,365,51.78,51.78,0,0,0,0,0,0,0,-48.22,-48.22,0,51.78,51.78,0,0,0,0,0,0,0,51.78,51.78,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,repair_2023,2023流动性修复,策略适配树,1,waitDefense,防守等待,弱参考,弱参考,365,365,51.23,51.23,0,0,0,0,0,0,0,-48.77,-48.77,0,51.23,51.23,0,0,0,0,0,0,0,51.23,51.23,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,repair_2023,2023流动性修复,策略适配树,3,breakoutDown,向下突破,弱参考,弱参考,365,365,69.86,69.86,0,0.27,0.27,0,100,100,0,69.59,69.59,0,69.78,69.78,0,0.19,0.19,0,69.59,69.59,0,100,100,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,3,breakoutUp,向上突破,弱参考,弱参考,365,365,51.78,61.92,10.14,-10.14,0,10.14,33.63,0,-33.63,-4.45,-38.08,-33.63,59.92,61.92,2,-2,0,2,-2,0,2,59.92,61.92,2,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,3,gridNeutral,震荡网格,弱参考,弱参考,365,365,82.19,81.92,-0.27,0,-0.27,-0.27,82.19,83.05,0.86,0,0.86,0.86,0,45.45,45.45,-17.81,27.65,45.46,0,27.65,27.65,82.19,83.05,0.86,仅观察,相对基准提升不足5%,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,3,meanReversionLong,低吸均值回归,弱参考,弱参考,365,365,83.56,83.84,0.28,-0.27,0,0.27,0,0,0,-16.16,-16.16,0,83.79,83.84,0.05,-0.04,0,0.04,-0.04,0,0.04,83.79,83.84,0.05,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,3,meanReversionShort,高抛均值回归,弱参考,弱参考,365,365,75.89,76.16,0.27,-0.27,0,0.27,0,0,0,-23.84,-23.84,0,76.1,76.16,0.06,-0.07,0,0.07,-0.07,0,0.07,76.1,76.16,0.06,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,3,trendLong,趋势追多,弱参考,弱参考,365,365,50.96,48.77,-2.19,-2.47,-4.66,-2.19,53.42,100,46.58,-0.01,46.58,46.59,46.56,47.62,1.06,-0.01,1.04,1.05,-0.01,46.58,46.59,53.42,100,46.58,仅观察,相对基准提升不足5%；验证精度不足55%,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,3,trendShort,趋势做空,弱参考,弱参考,365,365,50.96,48.77,-2.19,-2.47,-4.66,-2.19,46.56,47.62,1.06,-0.01,1.04,1.05,53.42,100,46.58,-0.01,46.58,46.59,-0.01,46.58,46.59,53.42,100,46.58,仅观察,相对基准提升不足5%；验证精度不足55%,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,3,waitDefense,防守等待,弱参考,弱参考,365,365,50.68,52.05,1.37,0,1.37,1.37,50.68,51.39,0.71,0,0.7,0.7,0,100,100,-49.32,50.68,100,0,50.68,50.68,50.68,100,49.32,仅观察,相对基准提升不足5%；验证精度不足55%,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,5,breakoutDown,向下突破,弱参考,弱参考,365,365,52.33,49.86,-2.47,-6.58,-9.04,-2.46,38.46,40.35,1.89,-2.63,-0.75,1.88,57.85,58.25,0.4,-1.05,-0.66,0.39,-1.05,-0.66,0.39,57.85,58.25,0.4,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,5,breakoutUp,向上突破,弱参考,弱参考,365,365,53.15,53.15,0,0.82,0.82,0,54.5,56.49,1.99,2.18,4.16,1.98,51.05,50.71,-0.34,3.38,3.04,-0.34,3.38,4.16,0.78,54.5,56.49,1.99,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,5,gridNeutral,震荡网格,弱参考,弱参考,365,365,72.6,67.95,-4.65,-7.67,-12.33,-4.66,82.06,81.88,-0.18,1.79,1.61,-0.18,28.13,24.72,-3.41,8.4,4.99,-3.41,8.4,4.99,-3.41,82.06,81.88,-0.18,仅观察,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,5,meanReversionLong,低吸均值回归,弱参考,弱参考,365,365,85.48,85.48,0,0,0,0,0,0,0,-14.52,-14.52,0,85.48,85.48,0,0,0,0,0,0,0,85.48,85.48,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,repair_2023,2023流动性修复,策略适配树,5,meanReversionShort,高抛均值回归,弱参考,弱参考,365,365,79.45,79.18,-0.27,-0.55,-0.82,-0.27,43.75,47.06,3.31,23.75,27.06,3.31,81.09,84.39,3.3,1.09,4.39,3.3,23.75,27.06,3.31,81.09,84.39,3.3,仅观察,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,5,trendLong,趋势追多,弱参考,弱参考,365,365,47.67,48.22,0.55,-6.3,-5.75,0.55,52.42,100,47.58,-1.55,46.03,47.58,45.23,47.06,1.83,-0.8,1.03,1.83,-0.8,46.03,46.83,52.42,100,47.58,仅观察,相对基准提升不足5%；验证精度不足55%,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,5,trendShort,趋势做空,弱参考,弱参考,365,365,47.67,48.22,0.55,-6.3,-5.75,0.55,45.23,47.06,1.83,-0.8,1.03,1.83,52.42,100,47.58,-1.55,46.03,47.58,-0.8,46.03,46.83,52.42,100,47.58,仅观察,相对基准提升不足5%；验证精度不足55%,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,5,waitDefense,防守等待,弱参考,弱参考,365,365,54.25,52.6,-1.65,0,-1.64,-1.64,54.25,54.15,-0.1,0,-0.09,-0.09,0,45.31,45.31,-45.75,-0.44,45.31,0,-0.09,-0.09,54.25,54.15,-0.1,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,repair_2023,2023流动性修复,策略适配树,10,breakoutDown,向下突破,弱参考,弱参考,365,365,45.48,52.6,7.12,-8.49,-1.37,7.12,49.48,54.62,5.14,-4.49,0.64,5.13,40.94,47.62,6.68,-5.09,1.59,6.68,-4.49,1.59,6.08,49.48,54.62,5.14,仅观察,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,repair_2023,2023流动性修复,策略适配树,10,breakoutUp,向上突破,弱参考,观察,365,365,57.53,43.84,-13.69,-11.78,-25.48,-13.7,73.33,74.49,1.16,4.02,5.17,1.15,36.13,32.58,-3.55,5.44,1.9,-3.54,5.44,5.17,-0.27,73.33,74.49,1.16,保留宏观,没有通过适合/不适合信号完整门槛,时间外验证有提升，但还不够强
macro-regime,repair_2023,2023流动性修复,策略适配树,10,gridNeutral,震荡网格,观察,观察,365,365,56.71,56.71,0,-18.9,-18.9,0,82.42,82.42,0,6.8,6.8,0,31.15,31.15,0,6.76,6.76,0,6.8,6.8,0,82.42,82.42,0,宏观影响小,时间外验证有提升，但还不够强,时间外验证有提升，但还不够强
macro-regime,repair_2023,2023流动性修复,策略适配树,10,meanReversionLong,低吸均值回归,弱参考,弱参考,365,365,87.4,87.4,0,-0.27,-0.27,0,33.33,33.33,0,21,21,0,87.85,87.85,0,0.17,0.17,0,21,21,0,87.85,87.85,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,10,meanReversionShort,高抛均值回归,弱参考,弱参考,365,365,81.92,80.55,-1.37,-0.82,-2.19,-1.37,36.36,30,-6.36,19.1,12.74,-6.36,83.33,83.48,0.15,0.59,0.74,0.15,19.1,12.74,-6.36,83.33,83.48,0.15,仅观察,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,repair_2023,2023流动性修复,策略适配树,10,trendLong,趋势追多,弱参考,强参考,365,365,52.88,55.07,2.19,-5.75,-3.56,2.19,60.29,68.38,8.09,1.66,9.75,8.09,43.48,47.16,3.68,2.11,5.79,3.68,2.11,9.75,7.64,60.29,68.38,8.09,保留宏观,相对基准提升不足5%,时间外验证存在稳定提升
macro-regime,repair_2023,2023流动性修复,策略适配树,10,trendShort,趋势做空,弱参考,强参考,365,365,52.88,55.07,2.19,-5.75,-3.56,2.19,43.48,47.16,3.68,2.11,5.79,3.68,60.29,68.38,8.09,1.66,9.75,8.09,2.11,9.75,7.64,60.29,68.38,8.09,保留宏观,相对基准提升不足5%,时间外验证存在稳定提升
macro-regime,repair_2023,2023流动性修复,策略适配树,10,waitDefense,防守等待,弱参考,弱参考,365,365,47.4,60.27,12.87,-12.88,0,12.88,55.43,60.27,4.84,-4.85,0,4.85,28.04,0,-28.04,-11.69,-39.73,-28.04,-4.85,0,4.85,55.43,60.27,4.84,仅观察,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,波动变化树,1,,,弱参考,弱参考,416,416,79.57,79.57,0,3.37,3.37,0,0,0,0,0,0,0,0,0,0,-100,-100,0,3.37,3.37,0,79.57,79.57,0,宏观影响小,相对多数类基准提升不足5%,相对多数类基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,波动变化树,3,,,弱参考,弱参考,416,416,43.99,43.99,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,-100,-100,0,4.09,4.09,0,43.99,43.99,0,宏观影响小,准确率低于50%；相对多数类基准提升不足5%,准确率低于50%；相对多数类基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,波动变化树,5,,,弱参考,弱参考,416,416,45.91,48.8,2.89,0.24,3.13,2.89,0,0,0,0,0,0,0,0,0,-100,-100,0,0.24,3.13,2.89,45.91,48.8,2.89,宏观影响小,准确率低于50%；相对多数类基准提升不足5%,准确率低于50%；相对多数类基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,波动变化树,10,,,弱参考,弱参考,416,416,54.57,54.81,0.24,2.16,2.4,0.24,0,0,0,0,0,0,0,0,0,-100,-100,0,2.16,2.4,0.24,54.57,54.81,0.24,宏观影响小,相对多数类基准提升不足5%,相对多数类基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,1,breakoutDown,向下突破,弱参考,弱参考,416,416,88.46,88.46,0,0,0,0,0,0,0,-11.54,-11.54,0,88.46,88.46,0,0,0,0,0,0,0,88.46,88.46,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,1,breakoutUp,向上突破,弱参考,弱参考,416,416,91.59,91.59,0,0,0,0,0,0,0,-8.41,-8.41,0,91.59,91.59,0,0,0,0,0,0,0,91.59,91.59,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,1,gridNeutral,震荡网格,弱参考,弱参考,416,416,88.94,88.94,0,0,0,0,88.94,88.94,0,0,0,0,0,0,0,-11.06,-11.06,0,0,0,0,88.94,88.94,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,1,meanReversionLong,低吸均值回归,强参考,强参考,416,416,65.63,69.71,4.08,-5.77,-1.68,4.09,44.12,47.24,3.12,15.51,18.64,3.13,86.32,79.58,-6.74,14.93,8.19,-6.74,15.51,18.64,3.13,86.32,79.58,-6.74,仅观察,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,1,meanReversionShort,高抛均值回归,弱参考,弱参考,416,416,83.89,83.89,0,-0.48,-0.48,0,44.44,44.44,0,28.82,28.82,0,85.68,85.68,0,1.3,1.3,0,28.82,28.82,0,85.68,85.68,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,1,trendLong,趋势追多,弱参考,弱参考,416,416,47.36,47.36,0,-5.29,-5.29,0,47.36,47.36,0,0,0,0,0,0,0,-52.64,-52.64,0,0,0,0,47.36,47.36,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,1,trendShort,趋势做空,弱参考,弱参考,416,416,47.36,47.36,0,-5.29,-5.29,0,0,0,0,-52.64,-52.64,0,47.36,47.36,0,0,0,0,0,0,0,47.36,47.36,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,1,waitDefense,防守等待,弱参考,弱参考,416,416,46.63,46.63,0,-6.73,-6.73,0,0,0,0,-53.37,-53.37,0,46.63,46.63,0,0,0,0,0,0,0,46.63,46.63,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,3,breakoutDown,向下突破,弱参考,弱参考,416,416,67.79,67.79,0,0,0,0,0,0,0,-32.21,-32.21,0,67.79,67.79,0,0,0,0,0,0,0,67.79,67.79,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,3,breakoutUp,向上突破,弱参考,弱参考,416,416,70.91,74.28,3.37,-4.09,-0.72,3.37,30.23,20,-10.23,5.23,-5,-10.23,75.6,74.94,-0.66,0.6,-0.06,-0.66,5.23,-0.06,-5.29,75.6,74.94,-0.66,不保留宏观,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,3,gridNeutral,震荡网格,弱参考,弱参考,416,416,87.26,87.26,0,0,0,0,87.26,87.26,0,0,0,0,0,0,0,-12.74,-12.74,0,0,0,0,87.26,87.26,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,3,meanReversionLong,低吸均值回归,强参考,弱参考,416,416,68.75,76.68,7.93,-8.17,-0.24,7.93,39.76,49.06,9.3,16.68,25.98,9.3,88,80.72,-7.28,11.08,3.79,-7.29,16.68,25.98,9.3,88,80.72,-7.28,不保留宏观,时间外验证存在稳定提升,没有通过适合/不适合信号完整门槛
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,3,meanReversionShort,高抛均值回归,弱参考,弱参考,416,416,86.78,84.62,-2.16,2.16,0,-2.16,69.57,0,-69.57,54.18,-15.38,-69.56,87.79,84.62,-3.17,3.17,0,-3.17,54.18,0,-54.18,87.79,84.62,-3.17,不保留宏观,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,3,trendLong,趋势追多,弱参考,弱参考,416,416,44.47,49.52,5.05,-11.54,-6.49,5.05,43.62,44.21,0.59,-0.37,0.22,0.59,52.5,56.28,3.78,-3.51,0.27,3.78,-0.37,0.27,0.64,52.5,56.28,3.78,仅观察,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,3,trendShort,趋势做空,弱参考,弱参考,416,416,44.47,49.52,5.05,-11.54,-6.49,5.05,52.5,56.28,3.78,-3.51,0.27,3.78,43.62,44.21,0.59,-0.37,0.22,0.59,-0.37,0.27,0.64,52.5,56.28,3.78,仅观察,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,3,waitDefense,防守等待,弱参考,弱参考,416,416,41.83,44.23,2.4,-16.83,-14.42,2.41,52.5,61.11,8.61,-6.15,2.46,8.61,40.69,41.71,1.02,-0.65,0.37,1.02,-0.65,2.46,3.11,52.5,61.11,8.61,仅观察,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,5,breakoutDown,向下突破,弱参考,弱参考,416,416,55.29,55.77,0.48,0.24,0.72,0.48,50.63,51.9,1.27,5.68,6.95,1.27,56.38,56.68,0.3,1.33,1.63,0.3,5.68,6.95,1.27,56.38,56.68,0.3,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,5,breakoutUp,向上突破,弱参考,弱参考,416,416,61.06,61.78,0.72,-3.61,-2.88,0.73,38.1,30,-8.1,2.76,-5.34,-8.1,65.16,64.25,-0.91,0.49,-0.41,-0.9,2.76,-0.41,-3.17,65.16,64.25,-0.91,仅观察,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,5,gridNeutral,震荡网格,弱参考,弱参考,416,416,87.74,87.26,-0.48,0.48,0,-0.48,87.68,87.26,-0.42,0.42,0,-0.42,100,0,-100,87.26,-12.74,-100,87.26,0,-87.26,100,87.26,-12.74,不保留宏观,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,5,meanReversionLong,低吸均值回归,弱参考,强参考,416,416,78.13,78.13,0,1.2,1.2,0,55.81,53.97,-1.84,32.74,30.89,-1.85,80.7,82.44,1.74,3.77,5.51,1.74,32.74,30.89,-1.85,80.7,82.44,1.74,保留宏观,没有通过适合/不适合信号完整门槛,时间外验证存在稳定提升
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,5,meanReversionShort,高抛均值回归,弱参考,弱参考,416,416,83.17,83.17,0,0,0,0,0,0,0,-16.83,-16.83,0,83.17,83.17,0,0,0,0,0,0,0,83.17,83.17,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,5,trendLong,趋势追多,弱参考,弱参考,416,416,44.71,51.2,6.49,-12.74,-6.25,6.49,42.62,43.56,0.94,0.07,1.02,0.95,57.89,58.41,0.52,0.44,0.96,0.52,0.44,1.02,0.58,57.89,58.41,0.52,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,5,trendShort,趋势做空,弱参考,弱参考,416,416,44.71,51.2,6.49,-12.74,-6.25,6.49,57.89,58.41,0.52,0.44,0.96,0.52,42.62,43.56,0.94,0.07,1.02,0.95,0.44,1.02,0.58,57.89,58.41,0.52,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,5,waitDefense,防守等待,弱参考,弱参考,416,416,62.5,62.5,0,0,0,0,62.5,62.5,0,0,0,0,0,0,0,-37.5,-37.5,0,0,0,0,62.5,62.5,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,10,breakoutDown,向下突破,强参考,强参考,416,416,61.78,62.26,0.48,0.72,1.2,0.48,73.63,71.56,-2.07,12.57,10.5,-2.07,50.7,51.31,0.61,11.76,12.37,0.61,12.57,12.37,-0.2,73.63,71.56,-2.07,宏观影响小,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,10,breakoutUp,向上突破,弱参考,弱参考,416,416,49.76,51.92,2.16,-0.48,1.68,2.16,50,51.82,1.82,-0.24,1.58,1.82,49.38,52.07,2.69,-0.38,2.31,2.69,-0.24,2.31,2.55,50,52.07,2.07,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,10,gridNeutral,震荡网格,弱参考,弱参考,416,416,84.86,84.86,0,-1.92,-1.92,0,86.52,86.52,0,-0.26,-0.26,0,0,0,0,-13.22,-13.22,0,-0.26,-0.26,0,86.52,86.52,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,tightening_bear_2021_2022,2021-2022加息熊市,策略适配树,10,meanReversionLong,低吸均值回归,强参考,弱参考,416,416,82.21,78.85,-3.36,3.85,0.48,-3.37,64.81,52.27,-12.54,43.18,30.64,-12.54,84.81,81.99,-2.82,6.44,3.62,-2.82,43.18,30.64,-12.54,84.81,81.99,-2.82,不保留宏观,时间外验证存在稳定提升,没有通过适合/不适合信号完整门槛
