date,state,confidence,horizon,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumPct,remainingMomentumAtr,atrChangePct,atrDirection,futureVolatilityMultiple,futureRemainingMomentumAtr,futureRemainingMomentumPositive,multipleChange
2026-02-16,高波动冷却,0.4346,5,5.2308,95.43,0.7563,35.01,-1.2745,-0.2437,-15.9826,down,0.4544,-0.5456,0,-0.3019
2026-02-16,高波动冷却,0.4346,10,5.2308,95.43,0.7563,35.01,-1.2745,-0.2437,-11.9349,down,0.8295,-0.1705,0,0.0732
2026-02-17,高波动冷却,0.7222,1,5.0537,93.13,0.5158,12.58,-2.447,-0.4842,-3.2214,down,0.6308,-0.3692,0,0.115
2026-02-17,高波动冷却,0.7222,3,5.0537,93.13,0.5158,12.58,-2.447,-0.4842,-8.0184,down,0.5595,-0.4405,0,0.0437
2026-02-17,高波动冷却,0.7222,5,5.0537,93.13,0.5158,12.58,-2.447,-0.4842,-10.8494,down,1.1475,0.1475,1,0.6317
2026-02-17,高波动冷却,0.7222,10,5.0537,93.13,0.5158,12.58,-2.447,-0.4842,-7.0329,down,1.0066,0.0066,1,0.4908
2026-02-18,高波动冷却,0.5554,1,4.8909,91.02,0.6308,22.15,-1.8057,-0.3692,0.0152,up,0.7476,-0.2524,0,0.1168
2026-02-18,高波动冷却,0.5554,3,4.8909,91.02,0.6308,22.15,-1.8057,-0.3692,-10.1435,down,0.4544,-0.5456,0,-0.1764
2026-02-18,高波动冷却,0.5554,5,4.8909,91.02,0.6308,22.15,-1.8057,-0.3692,-4.4498,down,1.0796,0.0796,1,0.4488
2026-02-18,高波动冷却,0.5554,10,4.8909,91.02,0.6308,22.15,-1.8057,-0.3692,-1.0659,down,1.1305,0.1305,1,0.4997
2026-02-19,高波动冷却,0.3836,1,4.8916,91.03,0.7476,34.18,-1.2347,-0.2524,-4.9711,down,0.5595,-0.4405,0,-0.1881
2026-02-19,高波动冷却,0.3836,3,4.8916,91.03,0.7476,34.18,-1.2347,-0.2524,-7.8959,down,1.1475,0.1475,1,0.3999
2026-02-19,高波动冷却,0.3836,5,4.8916,91.03,0.7476,34.18,-1.2347,-0.2524,-0.0369,down,1.2469,0.2469,1,0.4993
2026-02-19,高波动冷却,0.3836,10,4.8916,91.03,0.7476,34.18,-1.2347,-0.2524,-0.9096,down,1.4134,0.4134,1,0.6659
2026-02-20,高波动冷却,0.5969,1,4.6484,87.91,0.5595,16.13,-2.0476,-0.4405,-5.4573,down,0.4544,-0.5456,0,-0.1051
2026-02-20,高波动冷却,0.5969,3,4.6484,87.91,0.5595,16.13,-2.0476,-0.4405,0.5333,up,1.0796,0.0796,1,0.5201
2026-02-20,高波动冷却,0.5969,5,4.6484,87.91,0.5595,16.13,-2.0476,-0.4405,0.3699,up,1.069,0.069,1,0.5094
2026-02-20,高波动冷却,0.5969,10,4.6484,87.91,0.5595,16.13,-2.0476,-0.4405,2.5497,up,1.2157,0.2157,1,0.6562
2026-02-21,高波动冷却,0.6091,1,4.3948,81.13,0.4544,8.49,-2.3977,-0.5456,2.5169,up,1.1475,0.1475,1,0.6931
2026-02-21,高波动冷却,0.6091,3,4.3948,81.13,0.4544,8.49,-2.3977,-0.5456,11.2644,up,1.2469,0.2469,1,0.7925
2026-02-21,高波动冷却,0.6091,5,4.3948,81.13,0.4544,8.49,-2.3977,-0.5456,4.8177,up,0.8295,-0.1705,0,0.3751
2026-02-21,高波动冷却,0.6091,10,4.3948,81.13,0.4544,8.49,-2.3977,-0.5456,17.4344,up,1.7448,0.7448,1,1.2903
2026-02-22,高波动扩张,0.3552,1,4.5054,84.08,1.1475,70.78,0.6646,0.1475,3.7258,up,1.0796,0.0796,1,-0.0679
2026-02-22,高波动扩张,0.3552,3,4.5054,84.08,1.1475,70.78,0.6646,0.1475,3.5572,up,1.069,0.069,1,-0.0786
2026-02-22,高波动扩张,0.3552,5,4.5054,84.08,1.1475,70.78,0.6646,0.1475,4.2809,up,1.0066,0.0066,1,-0.141
2026-02-22,高波动扩张,0.3552,10,4.5054,84.08,1.1475,70.78,0.6646,0.1475,4.4188,up,0.8401,-0.1599,0,-0.3074
2026-02-23,高波动扩张,0.3466,1,4.6732,88.31,1.0796,65.95,0.3719,0.0796,4.6343,up,1.2469,0.2469,1,0.1673
2026-02-23,高波动扩张,0.3466,3,4.6732,88.31,1.0796,65.95,0.3719,0.0796,-1.4282,down,0.8295,-0.1705,0,-0.2501
2026-02-23,高波动扩张,0.3466,5,4.6732,88.31,1.0796,65.95,0.3719,0.0796,3.5415,up,1.1305,0.1305,1,0.0509
2026-02-23,高波动扩张,0.3466,10,4.6732,88.31,1.0796,65.95,0.3719,0.0796,3.2085,up,1.0136,0.0136,1,-0.0659
2026-02-24,高波动扩张,0.5395,1,4.8898,90.89,1.2469,76.88,1.2073,0.2469,-4.5844,down,1.069,0.069,1,-0.1779
2026-02-24,高波动扩张,0.5395,3,4.8898,90.89,1.2469,76.88,1.2073,0.2469,-3.9176,down,1.0066,0.0066,1,-0.2403
2026-02-24,高波动扩张,0.5395,5,4.8898,90.89,1.2469,76.88,1.2073,0.2469,-0.873,down,1.4134,0.4134,1,0.1665
2026-02-24,高波动扩张,0.5395,10,4.8898,90.89,1.2469,76.88,1.2073,0.2469,-1.2896,down,0.4081,-0.5919,0,-0.8388
2026-02-25,高波动扩张,0.3269,1,4.6656,88.06,1.069,64.82,0.3217,0.069,-1.2678,down,0.8295,-0.1705,0,-0.2394
2026-02-25,高波动扩张,0.3269,3,4.6656,88.06,1.069,64.82,0.3217,0.069,3.7101,up,1.1305,0.1305,1,0.0615
2026-02-25,高波动扩张,0.3269,5,4.6656,88.06,1.069,64.82,0.3217,0.069,2.1718,up,1.2157,0.2157,1,0.1468
2026-02-25,高波动扩张,0.3269,10,4.6656,88.06,1.069,64.82,0.3217,0.069,0.6537,up,0.52,-0.48,0,-0.5489
2026-02-26,高波动冷却,0.1891,1,4.6065,86.43,0.8295,43.19,-0.7852,-0.1705,1.9919,up,1.0066,0.0066,1,0.177
2026-02-26,高波动冷却,0.1891,3,4.6065,86.43,0.8295,43.19,-0.7852,-0.1705,5.2237,up,1.4134,0.4134,1,0.5839
2026-02-26,高波动冷却,0.1891,5,4.6065,86.43,0.8295,43.19,-0.7852,-0.1705,12.0368,up,1.7448,0.7448,1,0.9152
2026-02-26,高波动冷却,0.1891,10,4.6065,86.43,0.8295,43.19,-0.7852,-0.1705,4.6038,up,1.2027,0.2027,1,0.3732
2026-02-27,高波动扩张,0.2681,1,4.6982,88.81,1.0066,59.95,0.0308,0.0066,2.9903,up,1.1305,0.1305,1,0.1239
2026-02-27,高波动扩张,0.2681,3,4.6982,88.81,1.0066,59.95,0.0308,0.0066,1.4627,up,1.2157,0.2157,1,0.2092
2026-02-27,高波动扩张,0.2681,5,4.6982,88.81,1.0066,59.95,0.0308,0.0066,0.1322,up,0.8401,-0.1599,0,-0.1665
2026-02-27,高波动扩张,0.2681,10,4.6982,88.81,1.0066,59.95,0.0308,0.0066,0.7701,up,1.0879,0.0879,1,0.0813
2026-02-28,高波动扩张,0.433,1,4.8387,90.37,1.1305,69.94,0.6313,0.1305,0.1732,up,1.4134,0.4134,1,0.283
2026-02-28,高波动扩张,0.433,3,4.8387,90.37,1.1305,69.94,0.6313,0.1305,6.6593,up,1.7448,0.7448,1,0.6143
2026-02-28,高波动扩张,0.433,5,4.8387,90.37,1.1305,69.94,0.6313,0.1305,-0.3216,down,1.0136,0.0136,1,-0.1168
2026-02-28,高波动扩张,0.433,10,4.8387,90.37,1.1305,69.94,0.6313,0.1305,-6.6514,down,0.8463,-0.1537,0,-0.2842
2026-03-01,高波动扩张,0.6341,1,4.8471,90.57,1.4134,83.82,2.004,0.4134,-1.6535,down,1.2157,0.2157,1,-0.1977
2026-03-01,高波动扩张,0.6341,3,4.8471,90.57,1.4134,83.82,2.004,0.4134,-2.9432,down,0.8401,-0.1599,0,-0.5733
2026-03-01,高波动扩张,0.6341,5,4.8471,90.57,1.4134,83.82,2.004,0.4134,-0.4202,down,0.4081,-0.5919,0,-1.0053
2026-03-01,高波动扩张,0.6341,10,4.8471,90.57,1.4134,83.82,2.004,0.4134,-7.6029,down,0.6813,-0.3187,0,-0.7322
2026-03-02,高波动扩张,0.4952,1,4.767,89.57,1.2157,75.09,1.0284,0.2157,8.2651,up,1.7448,0.7448,1,0.529
2026-03-02,高波动扩张,0.4952,3,4.767,89.57,1.2157,75.09,1.0284,0.2157,1.1791,up,1.0136,0.0136,1,-0.2021
2026-03-02,高波动扩张,0.4952,5,4.767,89.57,1.2157,75.09,1.0284,0.2157,-1.4859,down,0.52,-0.48,0,-0.6957
2026-03-02,高波动扩张,0.4952,10,4.767,89.57,1.2157,75.09,1.0284,0.2157,-4.0463,down,1.2889,0.2889,1,0.0732
2026-03-03,高波动扩张,0.8154,1,5.161,94.77,1.7448,92.31,3.8437,0.7448,-8.8454,down,0.8401,-0.1599,0,-0.9047
2026-03-03,高波动扩张,0.8154,3,5.161,94.77,1.7448,92.31,3.8437,0.7448,-6.4758,down,0.4081,-0.5919,0,-1.3366
2026-03-03,高波动扩张,0.8154,5,5.161,94.77,1.7448,92.31,3.8437,0.7448,-6.6344,down,1.2027,0.2027,1,-0.542
2026-03-03,高波动扩张,0.8154,10,5.161,94.77,1.7448,92.31,3.8437,0.7448,-15.641,down,0.6291,-0.3709,0,-1.1156
2026-03-04,高波动冷却,0.2065,1,4.7045,88.59,0.8401,44.14,-0.7523,-0.1599,2.5235,up,1.0136,0.0136,1,0.1736
2026-03-04,高波动冷却,0.2065,3,4.7045,88.59,0.8401,44.14,-0.7523,-0.1599,-0.1769,down,0.52,-0.48,0,-0.3201
2026-03-04,高波动冷却,0.2065,5,4.7045,88.59,0.8401,44.14,-0.7523,-0.1599,0.637,up,1.0879,0.0879,1,0.2478
2026-03-04,高波动冷却,0.2065,10,4.7045,88.59,0.8401,44.14,-0.7523,-0.1599,-9.4401,down,0.4807,-0.5193,0,-0.3594
2026-03-05,高波动扩张,0.2954,1,4.8232,90.05,1.0136,60.63,0.0658,0.0136,0.0741,up,0.4081,-0.5919,0,-0.6055
2026-03-05,高波动扩张,0.2954,3,4.8232,90.05,1.0136,60.63,0.0658,0.0136,-0.0956,down,1.2027,0.2027,1,0.1891
2026-03-05,高波动扩张,0.2954,5,4.8232,90.05,1.0136,60.63,0.0658,0.0136,-6.3502,down,0.8463,-0.1537,0,-0.1674
2026-03-05,高波动扩张,0.2954,10,4.8232,90.05,1.0136,60.63,0.0658,0.0136,-12.2422,down,1.0789,0.0789,1,0.0653
2026-03-06,高波动冷却,0.777,1,4.8267,90.06,0.4081,5.67,-2.8568,-0.5919,-2.706,down,0.52,-0.48,0,0.1119
2026-03-06,高波动冷却,0.777,3,4.8267,90.06,0.4081,5.67,-2.8568,-0.5919,-1.9127,down,1.0879,0.0879,1,0.6797
2026-03-06,高波动冷却,0.777,5,4.8267,90.06,0.4081,5.67,-2.8568,-0.5919,-7.213,down,0.6813,-0.3187,0,0.2731
2026-03-06,高波动冷却,0.777,10,4.8267,90.06,0.4081,5.67,-2.8568,-0.5919,-14.7398,down,0.956,-0.044,0,0.5479
2026-03-07,高波动冷却,0.6464,1,4.6961,88.08,0.52,12.83,-2.254,-0.48,2.607,up,1.2027,0.2027,1,0.6827
2026-03-07,高波动冷却,0.6464,3,4.6961,88.08,0.52,12.83,-2.254,-0.48,-3.8168,down,0.8463,-0.1537,0,0.3262
2026-03-07,高波动冷却,0.6464,5,4.6961,88.08,0.52,12.83,-2.254,-0.48,-2.5991,down,1.2889,0.2889,1,0.7689
2026-03-07,高波动冷却,0.6464,10,4.6961,88.08,0.52,12.83,-2.254,-0.48,-11.1744,down,1.2854,0.2854,1,0.7654
2026-03-08,高波动扩张,0.485,1,4.8186,89.72,1.2027,74.23,0.9769,0.2027,-1.7461,down,1.0879,0.0879,1,-0.1149
2026-03-08,高波动扩张,0.485,3,4.8186,89.72,1.2027,74.23,0.9769,0.2027,-7.0554,down,0.6813,-0.3187,0,-0.5215
2026-03-08,高波动扩张,0.485,5,4.8186,89.72,1.2027,74.23,0.9769,0.2027,-9.6466,down,0.6291,-0.3709,0,-0.5736
2026-03-08,高波动扩张,0.485,10,4.8186,89.72,1.2027,74.23,0.9769,0.2027,-10.2064,down,1.0385,0.0385,1,-0.1642
2026-03-09,高波动扩张,0.3601,1,4.7344,88.64,1.0879,66.56,0.416,0.0879,-4.5947,down,0.8463,-0.1537,0,-0.2416
2026-03-09,高波动扩张,0.3601,3,4.7344,88.64,1.0879,66.56,0.416,0.0879,-3.3868,down,1.2889,0.2889,1,0.2011
2026-03-09,高波动扩张,0.3601,5,4.7344,88.64,1.0879,66.56,0.416,0.0879,-10.0133,down,0.4807,-0.5193,0,-0.6071
2026-03-09,高波动扩张,0.3601,10,4.7344,88.64,1.0879,66.56,0.416,0.0879,-7.7173,down,0.7433,-0.2567,0,-0.3445
2026-03-10,高波动冷却,0.1255,1,4.5169,83.68,0.8463,44.89,-0.6945,-0.1537,-0.8478,down,0.6813,-0.3187,0,-0.165
2026-03-10,高波动冷却,0.1255,3,4.5169,83.68,0.8463,44.89,-0.6945,-0.1537,-3.6121,down,0.6291,-0.3709,0,-0.2171
2026-03-10,高波动冷却,0.1255,5,4.5169,83.68,0.8463,44.89,-0.6945,-0.1537,-6.2915,down,1.0789,0.0789,1,0.2327
2026-03-10,高波动冷却,0.1255,10,4.5169,83.68,0.8463,44.89,-0.6945,-0.1537,-6.8558,down,0.5898,-0.4102,0,-0.2564
2026-03-11,高波动冷却,0.3651,1,4.4786,82.43,0.6813,26.87,-1.4275,-0.3187,2.132,up,1.2889,0.2889,1,0.6077
2026-03-11,高波动冷却,0.3651,3,4.4786,82.43,0.6813,26.87,-1.4275,-0.3187,-4.8731,down,0.4807,-0.5193,0,-0.2005
2026-03-11,高波动冷却,0.3651,5,4.4786,82.43,0.6813,26.87,-1.4275,-0.3187,-8.1119,down,0.956,-0.044,0,0.2748
2026-03-11,高波动冷却,0.3651,10,4.4786,82.43,0.6813,26.87,-1.4275,-0.3187,-7.7699,down,0.8993,-0.1007,0,0.218
2026-03-12,高波动扩张,0.4933,1,4.5741,84.97,1.2889,79.56,1.3215,0.2889,-4.8172,down,0.6291,-0.3709,0,-0.6598
2026-03-12,高波动扩张,0.4933,3,4.5741,84.97,1.2889,79.56,1.3215,0.2889,-7.4631,down,1.0789,0.0789,1,-0.21
2026-03-12,高波动扩张,0.4933,5,4.5741,84.97,1.2889,79.56,1.3215,0.2889,-8.8041,down,1.2854,0.2854,1,-0.0035
2026-03-12,高波动扩张,0.4933,10,4.5741,84.97,1.2889,79.56,1.3215,0.2889,-3.8355,down,1.4767,0.4767,1,0.1877
2026-03-13,高波动冷却,0.3855,1,4.3537,78.94,0.6291,21.96,-1.6147,-0.3709,-2.1449,down,0.4807,-0.5193,0,-0.1484
2026-03-13,高波动冷却,0.3855,3,4.3537,78.94,0.6291,21.96,-1.6147,-0.3709,-5.4767,down,0.956,-0.044,0,0.3269
2026-03-13,高波动冷却,0.3855,5,4.3537,78.94,0.6291,21.96,-1.6147,-0.3709,-0.6196,down,1.0385,0.0385,1,0.4094
2026-03-13,高波动冷却,0.3855,10,4.3537,78.94,0.6291,21.96,-1.6147,-0.3709,-3.4281,down,0.6497,-0.3503,0,0.0206
2026-03-14,高波动冷却,0.5148,1,4.2604,75.99,0.4807,9.95,-2.2123,-0.5193,-0.6488,down,1.0789,0.0789,1,0.5982
2026-03-14,高波动冷却,0.5148,3,4.2604,75.99,0.4807,9.95,-2.2123,-0.5193,-2.0885,down,1.2854,0.2854,1,0.8047
2026-03-14,高波动冷却,0.5148,5,4.2604,75.99,0.4807,9.95,-2.2123,-0.5193,2.5516,up,0.7433,-0.2567,0,0.2626
2026-03-14,高波动冷却,0.5148,10,4.2604,75.99,0.4807,9.95,-2.2123,-0.5193,-0.5173,down,1.0545,0.0545,1,0.5737
2026-03-15,高波动扩张,0.1565,1,4.2327,75.2,1.0789,65.75,0.334,0.0789,-2.774,down,0.956,-0.044,0,-0.1229
2026-03-15,高波动扩张,0.1565,3,4.2327,75.2,1.0789,65.75,0.334,0.0789,2.2219,up,1.0385,0.0385,1,-0.0404
2026-03-15,高波动扩张,0.1565,5,4.2327,75.2,1.0789,65.75,0.334,0.0789,-0.6022,down,0.5898,-0.4102,0,-0.4891
2026-03-15,高波动扩张,0.1565,10,4.2327,75.2,1.0789,65.75,0.334,0.0789,-0.6013,down,1.0829,0.0829,1,0.004
2026-03-16,常态波动,0.7212,1,4.1153,71.99,0.956,55.89,-0.181,-0.044,1.3627,up,1.2854,0.2854,1,0.3294
2026-03-16,常态波动,0.7212,3,4.1153,71.99,0.956,55.89,-0.181,-0.044,6.1663,up,0.7433,-0.2567,0,-0.2127
2026-03-16,常态波动,0.7212,5,4.1153,71.99,0.956,55.89,-0.181,-0.044,0.3722,up,0.8993,-0.1007,0,-0.0568
2026-03-16,常态波动,0.7212,10,4.1153,71.99,0.956,55.89,-0.181,-0.044,6.8193,up,1.2432,0.2432,1,0.2872
2026-03-17,高波动扩张,0.33,1,4.1714,73.81,1.2854,79.29,1.1904,0.2854,3.7251,up,1.0385,0.0385,1,-0.2469
2026-03-17,高波动扩张,0.33,3,4.1714,73.81,1.2854,79.29,1.1904,0.2854,0.8594,up,0.5898,-0.4102,0,-0.6956
2026-03-17,高波动扩张,0.33,5,4.1714,73.81,1.2854,79.29,1.1904,0.2854,5.4483,up,1.4767,0.4767,1,0.1913
2026-03-17,高波动扩张,0.33,10,4.1714,73.81,1.2854,79.29,1.1904,0.2854,6.8583,up,0.6052,-0.3948,0,-0.6802
2026-03-18,高波动扩张,0.16,1,4.3268,78.5,1.0385,62.7,0.1666,0.0385,0.9776,up,0.7433,-0.2567,0,-0.2952
2026-03-18,高波动扩张,0.16,3,4.3268,78.5,1.0385,62.7,0.1666,0.0385,-4.5334,down,0.8993,-0.1007,0,-0.1392
2026-03-18,高波动扩张,0.16,5,4.3268,78.5,1.0385,62.7,0.1666,0.0385,-2.826,down,0.6497,-0.3503,0,-0.3888
2026-03-18,高波动扩张,0.16,10,4.3268,78.5,1.0385,62.7,0.1666,0.0385,-3.4162,down,0.3184,-0.6816,0,-0.7201
2026-03-19,高波动冷却,0.23,1,4.3691,79.42,0.7433,33.32,-1.1215,-0.2567,-3.7041,down,0.5898,-0.4102,0,-0.1535
2026-03-19,高波动冷却,0.23,3,4.3691,79.42,0.7433,33.32,-1.1215,-0.2567,0.6772,up,1.4767,0.4767,1,0.7333
2026-03-19,高波动冷却,0.23,5,4.3691,79.42,0.7433,33.32,-1.1215,-0.2567,-2.9925,down,1.0545,0.0545,1,0.3112
2026-03-19,高波动冷却,0.23,10,4.3691,79.42,0.7433,33.32,-1.1215,-0.2567,-2.5026,down,1.1537,0.1537,1,0.4104
2026-03-20,高波动冷却,0.3715,1,4.2072,74.33,0.5898,18.32,-1.7257,-0.4102,-1.8209,down,0.8993,-0.1007,0,0.3094
2026-03-20,高波动冷却,0.3715,3,4.2072,74.33,0.5898,18.32,-1.7257,-0.4102,-0.065,down,0.6497,-0.3503,0,0.0599
2026-03-20,高波动冷却,0.3715,5,4.2072,74.33,0.5898,18.32,-1.7257,-0.4102,0.0009,up,1.0829,0.0829,1,0.4931
2026-03-20,高波动冷却,0.3715,10,4.2072,74.33,0.5898,18.32,-1.7257,-0.4102,-1.3803,down,0.8709,-0.1291,0,0.2811
2026-03-21,常态波动,0.7735,1,4.1306,72.02,0.8993,50.63,-0.4161,-0.1007,6.4889,up,1.4767,0.4767,1,0.5774
2026-03-21,常态波动,0.7735,3,4.1306,72.02,0.8993,50.63,-0.4161,-0.1007,2.6074,up,1.0545,0.0545,1,0.1552
2026-03-21,常态波动,0.7735,5,4.1306,72.02,0.8993,50.63,-0.4161,-0.1007,6.4232,up,1.2432,0.2432,1,0.3439
2026-03-21,常态波动,0.7735,10,4.1306,72.02,0.8993,50.63,-0.4161,-0.1007,1.3181,up,0.9384,-0.0616,0,0.0391
2026-03-22,高波动扩张,0.5119,1,4.3986,80.1,1.4767,85.73,2.0966,0.4767,-4.414,down,0.6497,-0.3503,0,-0.8269
2026-03-22,高波动扩张,0.5119,3,4.3986,80.1,1.4767,85.73,2.0966,0.4767,-4.3509,down,1.0829,0.0829,1,-0.3937
2026-03-22,高波动扩张,0.5119,5,4.3986,80.1,1.4767,85.73,2.0966,0.4767,1.3371,up,0.6052,-0.3948,0,-0.8715
2026-03-22,高波动扩张,0.5119,10,4.3986,80.1,1.4767,85.73,2.0966,0.4767,-6.1596,down,1.237,0.237,1,-0.2397
2026-03-23,高波动冷却,0.2927,1,4.2045,74.13,0.6497,23.64,-1.4726,-0.3503,0.8045,up,1.0545,0.0545,1,0.4047
2026-03-23,高波动冷却,0.2927,3,4.2045,74.13,0.6497,23.64,-1.4726,-0.3503,4.5533,up,1.2432,0.2432,1,0.5934
2026-03-23,高波动冷却,0.2927,5,4.2045,74.13,0.6497,23.64,-1.4726,-0.3503,-0.6073,down,0.3184,-0.6816,0,-0.3314
2026-03-23,高波动冷却,0.2927,10,4.2045,74.13,0.6497,23.64,-1.4726,-0.3503,-3.0911,down,0.4224,-0.5776,0,-0.2273
2026-03-24,高波动扩张,0.1327,1,4.2383,75.22,1.0545,64.06,0.2308,0.0545,-0.7326,down,1.0829,0.0829,1,0.0285
2026-03-24,高波动扩张,0.1327,3,4.2383,75.22,1.0545,64.06,0.2308,0.0545,5.1706,up,0.6052,-0.3948,0,-0.4493
2026-03-24,高波动扩张,0.1327,5,4.2383,75.22,1.0545,64.06,0.2308,0.0545,0.505,up,1.1537,0.1537,1,0.0992
2026-03-24,高波动扩张,0.1327,10,4.2383,75.22,1.0545,64.06,0.2308,0.0545,-8.6282,down,0.3202,-0.6798,0,-0.7342
2026-03-25,高波动扩张,0.1513,1,4.2073,74.26,1.0829,66.32,0.3489,0.0829,4.4844,up,1.2432,0.2432,1,0.1602
2026-03-25,高波动扩张,0.1513,3,4.2073,74.26,1.0829,66.32,0.3489,0.0829,-0.6729,down,0.3184,-0.6816,0,-0.7645
2026-03-25,高波动扩张,0.1513,5,4.2073,74.26,1.0829,66.32,0.3489,0.0829,-1.3812,down,0.8709,-0.1291,0,-0.212
2026-03-25,高波动扩张,0.1513,10,4.2073,74.26,1.0829,66.32,0.3489,0.0829,-12.0001,down,0.5109,-0.4891,0,-0.5721
2026-03-26,高波动扩张,0.3812,1,4.3959,79.99,1.2432,76.69,1.0689,0.2432,1.3997,up,0.6052,-0.3948,0,-0.638
2026-03-26,高波动扩张,0.3812,3,4.3959,79.99,1.2432,76.69,1.0689,0.2432,-3.0986,down,1.1537,0.1537,1,-0.0895
2026-03-26,高波动扩张,0.3812,5,4.3959,79.99,1.2432,76.69,1.0689,0.2432,-4.797,down,0.9384,-0.0616,0,-0.3048
2026-03-26,高波动扩张,0.3812,10,4.3959,79.99,1.2432,76.69,1.0689,0.2432,-14.1584,down,1.2328,0.2328,1,-0.0104
2026-03-27,高波动冷却,0.4555,1,4.4575,81.61,0.6052,19.72,-1.76,-0.3948,-6.2481,down,0.3184,-0.6816,0,-0.2868
2026-03-27,高波动冷却,0.4555,3,4.4575,81.61,0.6052,19.72,-1.76,-0.3948,-6.9167,down,0.8709,-0.1291,0,0.2658
2026-03-27,高波动冷却,0.4555,5,4.4575,81.61,0.6052,19.72,-1.76,-0.3948,-7.3978,down,1.237,0.237,1,0.6318
2026-03-27,高波动冷却,0.4555,10,4.4575,81.61,0.6052,19.72,-1.76,-0.3948,-18.3043,down,1.0378,0.0378,1,0.4327
2026-03-28,高波动冷却,0.592,1,4.179,73.44,0.3184,2,-2.8485,-0.6816,1.9327,up,1.1537,0.1537,1,0.8353
2026-03-28,高波动冷却,0.592,3,4.179,73.44,0.3184,2,-2.8485,-0.6816,0.1461,up,0.9384,-0.0616,0,0.62
2026-03-28,高波动冷却,0.592,5,4.179,73.44,0.3184,2,-2.8485,-0.6816,-2.499,down,0.4224,-0.5776,0,0.104
2026-03-28,高波动冷却,0.592,10,4.179,73.44,0.3184,2,-2.8485,-0.6816,-4.8578,down,1.7816,0.7816,1,1.4632
2026-03-29,高波动扩张,0.247,1,4.2597,75.78,1.1537,71.51,0.6547,0.1537,-2.5956,down,0.8709,-0.1291,0,-0.2827
2026-03-29,高波动扩张,0.247,3,4.2597,75.78,1.1537,71.51,0.6547,0.1537,-3.0991,down,1.237,0.237,1,0.0833
2026-03-29,高波动扩张,0.247,5,4.2597,75.78,1.1537,71.51,0.6547,0.1537,-9.0873,down,0.3202,-0.6798,0,-0.8335
2026-03-29,高波动扩张,0.247,10,4.2597,75.78,1.1537,71.51,0.6547,0.1537,-12.6332,down,0.7208,-0.2792,0,-0.4329
2026-03-30,常态波动,0.7487,1,4.1491,72.42,0.8709,47.29,-0.5355,-0.1291,0.8654,up,0.9384,-0.0616,0,0.0674
2026-03-30,常态波动,0.7487,3,4.1491,72.42,0.8709,47.29,-0.5355,-0.1291,-1.7987,down,0.4224,-0.5776,0,-0.4485
2026-03-30,常态波动,0.7487,5,4.1491,72.42,0.8709,47.29,-0.5355,-0.1291,-10.7676,down,0.5109,-0.4891,0,-0.3601
2026-03-30,常态波动,0.7487,10,4.1491,72.42,0.8709,47.29,-0.5355,-0.1291,-13.1483,down,0.7309,-0.2691,0,-0.1401
2026-03-31,常态波动,0.7214,1,4.1851,73.51,0.9384,54.35,-0.2579,-0.0616,-1.3705,down,1.237,0.237,1,0.2986
2026-03-31,常态波动,0.7214,3,4.1851,73.51,0.9384,54.35,-0.2579,-0.0616,-7.4655,down,0.3202,-0.6798,0,-0.6181
2026-03-31,常态波动,0.7214,5,4.1851,73.51,0.9384,54.35,-0.2579,-0.0616,-9.8331,down,1.2328,0.2328,1,0.2944
2026-03-31,常态波动,0.7214,10,4.1851,73.51,0.9384,54.35,-0.2579,-0.0616,-17.7874,down,0.443,-0.557,0,-0.4953
2026-04-01,高波动扩张,0.2528,1,4.1277,71.32,1.237,76.37,0.9782,0.237,-1.2884,down,0.4224,-0.5776,0,-0.8146
2026-04-01,高波动扩张,0.2528,3,4.1277,71.32,1.237,76.37,0.9782,0.237,-10.3039,down,0.5109,-0.4891,0,-0.7261
2026-04-01,高波动扩张,0.2528,5,4.1277,71.32,1.237,76.37,0.9782,0.237,-11.7777,down,1.0378,0.0378,1,-0.1991
2026-04-01,高波动扩张,0.2528,10,4.1277,71.32,1.237,76.37,0.9782,0.237,-15.3601,down,1.2691,0.2691,1,0.0322
2026-04-02,高波动冷却,0.4812,1,4.0745,69.84,0.4224,6.16,-2.3534,-0.5776,-4.9551,down,0.3202,-0.6798,0,-0.1022
2026-04-02,高波动冷却,0.4812,3,4.0745,69.84,0.4224,6.16,-2.3534,-0.5776,-7.3869,down,1.2328,0.2328,1,0.8104
2026-04-02,高波动冷却,0.4812,5,4.0745,69.84,0.4224,6.16,-2.3534,-0.5776,-2.4192,down,1.7816,0.7816,1,1.3591
2026-04-02,高波动冷却,0.4812,10,4.0745,69.84,0.4224,6.16,-2.3534,-0.5776,-13.3132,down,0.7862,-0.2138,0,0.3638
2026-04-03,高波动冷却,0.4387,1,3.8726,62.79,0.3202,2.08,-2.6325,-0.6798,-4.3959,down,0.5109,-0.4891,0,0.1906
2026-04-03,高波动冷却,0.4387,3,3.8726,62.79,0.3202,2.08,-2.6325,-0.6798,-5.9668,down,1.0378,0.0378,1,0.7176
2026-04-03,高波动冷却,0.4387,5,3.8726,62.79,0.3202,2.08,-2.6325,-0.6798,-3.9003,down,0.7208,-0.2792,0,0.4006
2026-04-03,高波动冷却,0.4387,10,3.8726,62.79,0.3202,2.08,-2.6325,-0.6798,-5.2411,down,1.6549,0.6549,1,1.3347
