kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,19.64,3405,-18.6137,-6.8232,21.25,40.18,59.82,0.06,47.34,32.39,67.61,0.1367,0.0044
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,8.64,950,-4.8749,-1.3539,21.25,45.68,54.32,5.37,47.68,35.47,64.53,0.0528,-0.053
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,60.8,398,0.0,0.0,21.25,19.6,80.4,32.66,43.22,33.42,66.58,0.1575,0.1706
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.12,1855,29.614,4.7011,21.25,47.44,52.56,0.11,49.7,43.23,56.77,0.0422,0.1108
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.16,951,5.9949,1.3743,21.25,47.42,52.58,4.94,48.79,37.22,62.78,0.051,0.0427
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.06,3405,-18.6137,-6.8232,21.25,43.47,56.53,0.35,47.22,34.39,65.61,0.1732,0.0137
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,12.42,950,-4.8749,-1.3539,21.25,43.79,56.21,13.16,48.53,40.63,59.37,0.1368,-0.1231
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,71.22,396,0.0,0.0,21.25,14.39,85.61,36.62,42.17,34.09,65.91,0.3475,0.3896
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.72,1855,29.614,4.7011,21.25,51.86,48.14,0.32,51.32,49.81,50.19,-0.0431,0.335
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,10.2,951,5.9949,1.3743,21.25,44.9,55.1,13.35,48.9,42.17,57.83,0.1145,0.1378
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,9.48,3405,-18.6137,-6.8232,21.25,45.26,54.74,0.65,46.64,34.39,65.61,0.203,-0.0041
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,17.68,950,-4.8749,-1.3539,21.25,41.16,58.84,17.89,46.63,39.16,60.84,0.2402,-0.177
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,76.2,395,0.0,0.0,21.25,11.9,88.1,37.22,43.04,35.7,64.3,0.453,0.6757
