kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.62,3387,-15.2589,-6.6722,33.53,41.69,58.31,0.03,48.42,34.13,65.87,0.1081,-0.0456
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,6.22,723,-3.096,-1.3808,56.92,46.89,53.11,4.98,48.96,37.34,62.66,0.0411,-0.0657
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,50.2,245,-0.0129,-0.0044,64.82,24.9,75.1,38.37,51.84,34.69,65.31,0.2282,0.0964
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,2.4,1506,16.3999,4.3979,82.98,48.8,51.2,0.27,52.19,42.96,57.04,0.0122,-0.0056
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,8.18,904,4.0465,1.4743,68.72,45.91,54.09,4.42,48.34,36.06,63.94,0.0505,0.0751
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.84,3385,-15.2574,-6.6679,33.51,45.58,54.42,0.3,48.71,37.34,62.66,0.1158,-0.1352
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,16.18,723,-3.096,-1.3808,56.92,41.91,58.09,13,49.52,39.28,60.72,0.149,-0.1372
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,68.98,245,-0.0129,-0.0044,64.82,15.51,84.49,41.22,46.53,43.27,56.73,0.563,-0.0833
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.7,1506,16.3999,4.3979,82.98,53.85,46.15,1.06,54.32,48.94,51.06,-0.0938,0.0331
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.54,904,4.0465,1.4743,68.72,47.23,52.77,9.51,51.44,40.71,59.29,0.0652,0.1719
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,3.04,3383,-15.2574,-6.6635,33.51,48.48,51.52,0.89,49.04,38.37,61.63,0.0508,-0.2048
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,19.22,723,-3.096,-1.3808,56.92,40.39,59.61,16.87,48.69,43.02,56.98,0.2635,-0.2509
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,81.22,245,-0.0129,-0.0044,64.82,9.39,90.61,42.04,46.12,42.45,57.55,0.7314,-0.1189
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,13.94,1506,16.3999,4.3979,82.98,56.97,43.03,1.66,56.11,52.12,47.88,-0.2374,0.0626
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,11.28,904,4.0465,1.4743,68.72,44.36,55.64,14.27,50.22,42.26,57.74,0.1795,0.2171
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,0.12,3378,-15.2477,-6.6578,33.49,49.94,50.06,2.28,48.13,40.2,59.8,0.0024,-0.4309
