kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,强,37.42,147,-59.5625,-6.0994,4.84,31.29,68.71,0.0,45.58,36.73,63.27,0.2658,0.2781
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,20.0,25,-20.3359,-1.319,59.93,40.0,60.0,8.0,44.0,48.0,52.0,0.0862,-1.2995
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,55.56,9,-0.9829,-0.0474,51.31,22.22,77.78,33.33,55.56,44.44,55.56,0.3031,-0.975
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,0.0,8,82.7125,1.053,100.0,50.0,50.0,12.5,62.5,62.5,37.5,-0.0863,-8.3668
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,10.0,20,31.88,0.5948,23.63,45.0,55.0,5.0,55.0,35.0,65.0,0.0298,-1.2059
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,强,47.58,145,-59.1223,-6.0695,5.4,26.21,73.79,2.07,44.14,35.86,64.14,0.5561,2.9195
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,68.0,25,-20.3359,-1.319,59.93,16.0,84.0,0.0,16.0,76.0,24.0,0.6717,-12.6033
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,55.56,9,-0.9829,-0.0474,51.31,22.22,77.78,33.33,55.56,44.44,55.56,0.3203,-1.7028
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,50.0,8,82.7125,1.053,100.0,75.0,25.0,12.5,75.0,75.0,25.0,-0.2893,-11.608
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,30.0,20,31.88,0.5948,23.63,65.0,35.0,20.0,80.0,40.0,60.0,-0.0662,-8.2763
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,强,37.06,143,-58.1986,-6.0548,5.94,31.47,68.53,3.5,46.15,40.56,59.44,0.8807,4.763
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,84.0,25,-20.3359,-1.319,59.93,8.0,92.0,0.0,8.0,76.0,24.0,0.9852,-18.518
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100.0,9,-0.9829,-0.0474,51.31,0.0,100.0,55.56,66.67,55.56,44.44,0.6109,-11.9263
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,50.0,8,82.7125,1.053,100.0,75.0,25.0,25.0,87.5,75.0,25.0,-0.4123,-22.0594
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,0.0,20,31.88,0.5948,23.63,50.0,50.0,25.0,80.0,35.0,65.0,0.0059,-10.5563
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,强,30.44,138,-57.8771,-5.7414,6.73,34.78,65.22,5.07,42.75,38.41,61.59,1.204,6.0266
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,84.0,25,-20.3359,-1.319,59.93,8.0,92.0,4.0,8.0,84.0,16.0,2.3182,-28.9594
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,100.0,9,-0.9829,-0.0474,51.31,0.0,100.0,44.44,44.44,55.56,44.44,1.4815,-29.398
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,50.0,8,82.7125,1.053,100.0,75.0,25.0,25.0,87.5,50.0,50.0,-0.6752,-27.9477
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,20.0,20,31.88,0.5948,23.63,40.0,60.0,60.0,95.0,50.0,50.0,0.1317,-23.0927
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,4.48,67,-46.159,-2.4248,9.85,52.24,47.76,1.49,47.76,29.85,70.15,-0.0109,0.8204
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,10.26,78,-25.8191,-1.302,24.59,44.87,55.13,5.13,42.31,41.03,58.97,0.0722,-1.6093
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,样本偏少,42.86,28,0.0309,0.0016,41.98,28.57,71.43,28.57,46.43,39.29,60.71,0.2336,-1.041
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,11.12,36,17.234,0.8498,53.03,55.56,44.44,8.33,52.78,52.78,47.22,-0.2457,0.2298
