date,close,gate,topWeatherRoute,topWeatherScore,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,shortAtrState,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,weatherSummary
2026-05-31 00:00,0.04,黄偏红,防守等待,76.28,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.9534,33.12,0.4542,6.02,-0.5458,余动能不足,短ATR降温,1.8454,2.5877,2.9129,3.1379,0.5881,0.8246,56.65,43.35,34.56,中值下侧偏离,-1.077,-0.3725,45.59,55.2,233MA下侧极端,-11.221,-4.3243,63.21,49.95,弱趋势混合,-1.6604,mixed,2,缩量,0.1671,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区
