kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,33.34,6,-85.7086,-17.3715,39.72,33.33,66.67,0.0,33.33,50.0,50.0,0.3568,0.1618
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,100.0,4,-86.1196,-17.2379,49.22,0.0,100.0,0.0,25.0,25.0,75.0,0.4747,-0.0627
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,100.0,2,-86.5925,-17.0567,75.0,0.0,100.0,0.0,50.0,0.0,100.0,1.3538,-4.2722
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,33.34,6,-22.6003,-0.8372,40.42,33.33,66.67,0.0,33.33,50.0,50.0,0.1976,0.1618
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,50.0,4,-22.9075,-0.8308,40.51,25.0,75.0,0.0,25.0,25.0,75.0,0.0362,-0.0627
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,样本偏少,0.0,2,-25.3751,-0.8988,39.55,50.0,50.0,0.0,50.0,0.0,100.0,0.1895,-4.2722
