kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,19.1,796,-27.0549,-6.3438,39.46,40.45,59.55,0.13,49.87,40.7,59.3,0.1312,0.0477
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,5.98,385,-9.5383,-1.6018,56.77,47.01,52.99,3.64,53.51,36.1,63.9,0.024,0.147
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,52.94,102,0.4907,0.0735,72.57,23.53,76.47,42.16,52.94,47.06,52.94,0.219,0.6729
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,8.48,660,38.2798,4.237,84.95,45.76,54.24,0,50.45,40.15,59.85,0.0641,-0.0249
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.28,574,10.0672,1.3333,75.43,46.86,53.14,3.66,48.26,43.21,56.79,0.0406,0.1635
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.6,794,-27.0104,-6.302,39.38,43.2,56.8,0.5,49.75,36.4,63.6,0.1364,0.2197
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,16.36,385,-9.5383,-1.6018,56.77,41.82,58.18,10.39,51.95,33.77,66.23,0.1216,0.5876
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,74.5,102,0.4907,0.0735,72.57,12.75,87.25,45.1,50.98,36.27,63.73,0.5285,1.3674
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.04,660,38.2798,4.237,84.95,51.52,48.48,0,51.36,48.18,51.82,-0.0372,0.2801
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.1,574,10.0672,1.3333,75.43,51.05,48.95,7.14,55.4,39.55,60.45,-0.0121,0.0143
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,10.6,792,-26.9637,-6.2764,39.31,44.7,55.3,1.52,49.12,35.23,64.77,0.2295,0.574
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,22.6,385,-9.5383,-1.6018,56.77,38.7,61.3,13.25,48.31,29.61,70.39,0.2941,1.0523
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,70.58,102,0.4907,0.0735,72.57,14.71,85.29,44.12,50.98,39.22,60.78,0.6432,0.7554
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,9.7,660,38.2798,4.237,84.95,54.85,45.15,0.15,54.55,47.73,52.27,-0.1188,0.5763
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.58,574,10.0672,1.3333,75.43,47.21,52.79,10.8,51.39,40.94,59.06,0.0665,-0.0159
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.76,787,-26.9608,-6.2624,39.07,45.62,54.38,4.96,50.95,38.63,61.37,0.1878,1.8655
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,20.52,385,-9.5383,-1.6018,56.77,39.74,60.26,17.66,50.39,30.39,69.61,0.399,1.4631
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,80.4,102,0.4907,0.0735,72.57,9.8,90.2,42.16,45.1,54.9,45.1,1.0899,-1.7838
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,14.84,660,38.2798,4.237,84.95,57.42,42.58,1.06,55.91,51.21,48.79,-0.3347,1.1802
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,18.82,574,10.0672,1.3333,75.43,40.59,59.41,16.55,47.56,43.03,56.97,0.2327,0.5142
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,20,110,-18.9625,-2.5062,11.27,60,40,0,57.27,56.36,43.64,-0.0943,-0.0862
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.3,1042,-6.6519,-1.0387,30.11,53.65,46.35,5.76,53.65,40.4,59.6,-0.0325,0.0629
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,47.94,461,-0.2815,-0.0438,42.89,26.03,73.97,34.49,50.54,37.74,62.26,0.1707,-0.0881
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,43.86,57,22.6907,2.7544,78.82,71.93,28.07,1.75,52.63,31.58,68.42,-0.41,0.1654
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.44,847,7.2701,1.1295,57.95,53.72,46.28,6.85,52.42,41.2,58.8,-0.0514,0.2546
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,27.78,108,-18.5224,-2.5008,11.34,63.89,36.11,1.85,52.78,41.67,58.33,-0.3199,-0.9281
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.3,1042,-6.6519,-1.0387,30.11,53.65,46.35,14.78,52.78,32.34,67.66,-0.0585,0.1957
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,72.24,461,-0.2815,-0.0438,42.89,13.88,86.12,42.73,49.46,38.18,61.82,0.4353,-0.0702
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,64.92,57,22.6907,2.7544,78.82,82.46,17.54,3.51,54.39,68.42,31.58,-0.81,1.972
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,12.4,847,7.2701,1.1295,57.95,56.2,43.8,18.18,52.89,47.7,52.3,-0.1326,0.6488
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,52.84,106,-18.9625,-2.4931,11.44,76.42,23.58,8.49,53.77,40.57,59.43,-0.609,-0.075
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.8,1042,-6.6519,-1.0387,30.11,52.4,47.6,22.84,51.25,30.52,69.48,-0.0553,0.2816
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,73.1,461,-0.2815,-0.0438,42.89,13.45,86.55,43.6,51.19,36.44,63.56,0.5685,0.1619
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,82.46,57,22.6907,2.7544,78.82,91.23,8.77,10.53,56.14,78.95,21.05,-1.1376,3.2475
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,15.46,847,7.2701,1.1295,57.95,57.73,42.27,28.57,53.48,48.29,51.71,-0.1803,0.9006
