date,close,gate,topWeatherRoute,topWeatherScore,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,shortAtrState,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,weatherSummary
2026-05-30 16:00,0.97,黄,防守等待,53,等待更清楚的波动或位置共振,高波动冷却,4.7683,73.17,0.6312,24.5,-0.3688,余动能不足,短ATR中性,3.9757,4.8379,4.7913,4.6246,0.8597,1.0461,75.67,24.33,35.18,中值下侧偏离,-3.7751,-0.8229,39.36,53.21,233MA上侧偏离,3.1869,0.6478,67.08,49.15,弱趋势下行,-1.3501,down,3,缩量,0.4439,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏强
