kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,20.04,948,-24.3783,-8.087,43.16,39.98,60.02,0.11,49.89,32.91,67.09,0.1246,-0.0163
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,3.12,225,-5.0847,-1.2666,60.67,48.44,51.56,6.67,55.56,35.56,64.44,0.0183,0.2643
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,49.16,118,0.4307,0.0952,64.22,25.42,74.58,32.2,45.76,31.36,68.64,0.1758,0.3654
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,17.4,1351,31.3616,6.1265,82.37,41.3,58.7,0.07,46.34,37.53,62.47,0.1198,0.2277
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.5,281,5.8478,1.2719,67.75,48.75,51.25,5.34,51.6,37.01,62.99,0.0077,-0.0925
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.58,946,-24.3869,-8.0997,42.92,42.71,57.29,0.53,50.0,34.25,65.75,0.1983,-0.0239
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,8.44,225,-5.0847,-1.2666,60.67,45.78,54.22,19.56,56.0,40.44,59.56,0.0605,0.9314
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,69.5,118,0.4307,0.0952,64.22,15.25,84.75,35.59,46.61,32.2,67.8,0.4711,0.5607
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,8.06,1351,31.3616,6.1265,82.37,45.97,54.03,0.3,46.63,43.45,56.55,0.1135,0.6519
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,3.2,281,5.8478,1.2719,67.75,48.4,51.6,12.46,50.89,39.15,60.85,0.0667,-0.0262
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.5,944,-24.4061,-8.1063,42.75,43.75,56.25,0.95,50.95,33.26,66.74,0.1957,0.0207
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,12.88,225,-5.0847,-1.2666,60.67,43.56,56.44,26.67,55.11,39.11,60.89,0.195,1.019
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,69.5,118,0.4307,0.0952,64.22,15.25,84.75,44.92,50.0,32.2,67.8,0.4813,0.9767
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,1.7,1351,31.3616,6.1265,82.37,49.15,50.85,0.59,47.52,45.6,54.4,0.0317,1.0825
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,13.16,281,5.8478,1.2719,67.75,43.42,56.58,18.51,48.75,36.3,63.7,0.1273,0.1948
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,7.34,939,-24.4483,-8.1537,42.47,46.33,53.67,2.45,52.82,31.84,68.16,0.1411,0.284
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,29.78,225,-5.0847,-1.2666,60.67,35.11,64.89,34.22,53.33,43.11,56.89,0.6023,1.1961
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,81.36,118,0.4307,0.0952,64.22,9.32,90.68,60.17,61.02,36.44,63.56,0.9752,1.953
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,0.52,1351,31.3616,6.1265,82.37,50.26,49.74,1.41,45.23,48.41,51.59,-0.0076,2.2038
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,13.88,281,5.8478,1.2719,67.75,43.06,56.94,26.33,51.96,44.84,55.16,0.1845,0.41
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,中,17.08,123,-11.1809,-2.7054,19.66,58.54,41.46,0.81,50.41,38.21,61.79,-0.0804,-0.4889
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,6.96,991,-4.5655,-1.1321,38.57,53.48,46.52,6.05,52.27,30.07,69.93,-0.0355,0.0612
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,55.26,465,-0.0048,-0.001,49.4,22.37,77.63,39.14,50.54,32.04,67.96,0.214,0.0385
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,中,13.24,272,12.4538,2.9666,77.0,56.62,43.38,0.74,45.22,53.68,46.32,-0.0807,0.4113
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.18,1072,5.012,1.2632,60.98,48.41,51.59,6.06,47.67,37.31,62.69,0.0158,0.2224
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,33.34,123,-11.1809,-2.7054,19.66,66.67,33.33,7.32,49.59,45.53,54.47,-0.3902,-0.8733
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.56,989,-4.5502,-1.1306,38.58,52.78,47.22,16.99,51.87,33.27,66.73,-0.0434,0.1484
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,74.2,465,-0.0048,-0.001,49.4,12.9,87.1,41.94,46.88,32.69,67.31,0.5176,0.4684
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,33.08,272,12.4538,2.9666,77.0,66.54,33.46,1.47,43.75,61.4,38.6,-0.4202,0.9952
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,0.0,1072,5.012,1.2632,60.98,50.0,50.0,16.79,47.95,41.6,58.4,-0.0007,0.5583
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,52.84,123,-11.1809,-2.7054,19.66,76.42,23.58,15.45,52.85,38.21,61.79,-0.766,-0.9626
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.96,987,-4.5408,-1.1281,38.61,51.98,48.02,24.32,52.18,31.31,68.69,-0.0404,0.2242
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,74.62,465,-0.0048,-0.001,49.4,12.69,87.31,42.37,47.53,32.04,67.96,0.6592,0.7555
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,56.62,272,12.4538,2.9666,77.0,78.31,21.69,5.15,42.65,66.91,33.09,-0.7732,1.5036
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,0.0,1072,5.012,1.2632,60.98,50.0,50.0,23.69,48.32,43.94,56.06,-0.0012,0.9498
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,69.1,123,-11.1809,-2.7054,19.66,84.55,15.45,29.27,56.1,37.4,62.6,-1.1811,-0.3472
中值,middle,短期拉伸/回归,中值下侧偏离,10,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,6.52,982,-4.571,-1.1294,38.59,53.26,46.74,38.59,52.55,31.47,68.53,-0.0727,0.6667
