indicator,indicatorKey,date,close,value,rankPct,bucket,bucketRange,horizon,futureReturnPct,absReturnPct,maxUpPct,maxDownPct,excursionPct
233MA乖离ATR,maDeviationAtr,2026-05-14,79117.2,-3.4397,95.27,极高,90-100%,5,-2.1394,2.1394,0.5218,-3.9172,4.439
233MA乖离ATR,maDeviationAtr,2026-05-14,79117.2,-3.4397,95.27,极高,90-100%,10,-1.9282,1.9282,0.5218,-6.2151,6.7368
233MA乖离ATR,maDeviationAtr,2026-05-08,80484.7,-3.4039,95.95,极高,90-100%,1,1.1056,1.1056,1.1812,-0.0563,1.2375
233MA乖离ATR,maDeviationAtr,2026-05-08,80484.7,-3.4039,95.95,极高,90-100%,3,-0.2459,0.2459,2.4593,-0.4345,2.8938
233MA乖离ATR,maDeviationAtr,2026-05-08,80484.7,-3.4039,95.95,极高,90-100%,5,0.9407,0.9407,2.4593,-2.1907,4.6501
233MA乖离ATR,maDeviationAtr,2026-05-08,80484.7,-3.4039,95.95,极高,90-100%,10,-4.9531,4.9531,2.4593,-5.5498,8.0091
233MA乖离ATR,maDeviationAtr,2026-05-11,80286.8,-3.3729,96.62,极高,90-100%,1,-1.8517,1.8517,1.287,-1.8966,3.1836
233MA乖离ATR,maDeviationAtr,2026-05-11,80286.8,-3.3729,96.62,极高,90-100%,3,-1.4568,1.4568,2.1351,-2.1157,4.2508
233MA乖离ATR,maDeviationAtr,2026-05-11,80286.8,-3.3729,96.62,极高,90-100%,5,-2.8438,2.8438,2.1351,-3.3465,5.4816
233MA乖离ATR,maDeviationAtr,2026-05-11,80286.8,-3.3729,96.62,极高,90-100%,10,-4.3865,4.3865,2.1351,-5.3169,7.452
233MA乖离ATR,maDeviationAtr,2026-05-04,81484.3,-3.0087,97.3,极高,90-100%,1,0.2135,0.2135,1.6147,-1.0191,2.6338
233MA乖离ATR,maDeviationAtr,2026-05-04,81484.3,-3.0087,97.3,极高,90-100%,3,-1.6762,1.6762,1.6147,-2.9031,4.5178
233MA乖离ATR,maDeviationAtr,2026-05-04,81484.3,-3.0087,97.3,极高,90-100%,5,-0.1347,0.1347,1.6147,-2.9031,4.5178
233MA乖离ATR,maDeviationAtr,2026-05-04,81484.3,-3.0087,97.3,极高,90-100%,10,-2.905,2.905,1.6147,-3.5542,5.1688
233MA乖离ATR,maDeviationAtr,2026-05-09,81374.5,-3.0028,97.97,极高,90-100%,1,0.038,0.038,1.339,-1.4089,2.7479
233MA乖离ATR,maDeviationAtr,2026-05-09,81374.5,-3.0028,97.97,极高,90-100%,3,-3.1636,3.1636,1.339,-3.2079,4.5469
233MA乖离ATR,maDeviationAtr,2026-05-09,81374.5,-3.0028,97.97,极高,90-100%,5,-2.774,2.774,1.339,-3.424,4.763
233MA乖离ATR,maDeviationAtr,2026-05-09,81374.5,-3.0028,97.97,极高,90-100%,10,-4.854,4.854,1.339,-6.5825,7.9215
233MA乖离ATR,maDeviationAtr,2026-05-10,81405.4,-2.8822,98.65,极高,90-100%,1,-1.3741,1.3741,0.8533,-1.5606,2.4138
233MA乖离ATR,maDeviationAtr,2026-05-10,81405.4,-2.8822,98.65,极高,90-100%,3,-0.201,0.201,0.8533,-3.297,4.1502
233MA乖离ATR,maDeviationAtr,2026-05-10,81405.4,-2.8822,98.65,极高,90-100%,5,-3.9376,3.9376,0.8533,-4.6746,5.5279
233MA乖离ATR,maDeviationAtr,2026-05-10,81405.4,-2.8822,98.65,极高,90-100%,10,-5.1369,5.1369,0.8533,-6.618,7.4712
233MA乖离ATR,maDeviationAtr,2026-05-05,81658.3,-2.8652,99.32,极高,90-100%,1,-2.1995,2.1995,0.2394,-2.4708,2.7102
233MA乖离ATR,maDeviationAtr,2026-05-05,81658.3,-2.8652,99.32,极高,90-100%,3,-1.4372,1.4372,0.2394,-3.11,3.3494
233MA乖离ATR,maDeviationAtr,2026-05-05,81658.3,-2.8652,99.32,极高,90-100%,5,-0.3097,0.3097,0.9868,-3.11,4.0968
233MA乖离ATR,maDeviationAtr,2026-05-05,81658.3,-2.8652,99.32,极高,90-100%,10,-4.2351,4.2351,0.9868,-4.9699,5.9567
233MA乖离ATR,maDeviationAtr,2026-05-13,81241.8,-2.6403,100,极高,90-100%,1,-2.6152,2.6152,0.9345,-3.2663,4.2008
233MA乖离ATR,maDeviationAtr,2026-05-13,81241.8,-2.6403,100,极高,90-100%,3,-3.9859,3.9859,0.9345,-4.4827,5.4172
233MA乖离ATR,maDeviationAtr,2026-05-13,81241.8,-2.6403,100,极高,90-100%,5,-5.8389,5.8389,0.9345,-6.4299,7.3644
233MA乖离ATR,maDeviationAtr,2026-05-13,81241.8,-2.6403,100,极高,90-100%,10,-6.0332,6.0332,0.9345,-8.6677,9.6022
MA位置百分位,maPositionPct,2026-01-25,87599.9,0,0,极低,0-10%,1,0.4497,0.4497,1.5618,-0.728,2.2897
MA位置百分位,maPositionPct,2026-01-25,87599.9,0,0,极低,0-10%,3,-3.0804,3.0804,3.424,-3.7311,7.155
MA位置百分位,maPositionPct,2026-01-25,87599.9,0,0,极低,0-10%,5,-7.2388,7.2388,3.424,-7.7957,11.2196
MA位置百分位,maPositionPct,2026-01-25,87599.9,0,0,极低,0-10%,10,-22.9949,22.9949,3.424,-23.8972,27.3211
MA位置百分位,maPositionPct,2026-01-28,84901.5,0,0.68,极低,0-10%,1,-2.4067,2.4067,0.8135,-4.6918,5.5053
MA位置百分位,maPositionPct,2026-01-28,84901.5,0,0.68,极低,0-10%,3,-8.6471,8.6471,0.8135,-10.8873,11.7009
MA位置百分位,maPositionPct,2026-01-28,84901.5,0,0.68,极低,0-10%,5,-8.0109,8.0109,0.8135,-12.1693,12.9828
MA位置百分位,maPositionPct,2026-01-28,84901.5,0,0.68,极低,0-10%,10,-16.1935,16.1935,0.8135,-29.4371,30.2506
MA位置百分位,maPositionPct,2026-01-29,82858.2,0,1.35,极低,0-10%,1,-1.9304,1.9304,2.0983,-2.5191,4.6174
MA位置百分位,maPositionPct,2026-01-29,82858.2,0,1.35,极低,0-10%,3,-4.9007,4.9007,2.0983,-10.0034,12.1016
MA位置百分位,maPositionPct,2026-01-29,82858.2,0,1.35,极低,0-10%,5,-10.5678,10.5678,2.0983,-12.0032,14.1014
MA位置百分位,maPositionPct,2026-01-29,82858.2,0,1.35,极低,0-10%,10,-16.0975,16.0975,2.0983,-27.697,29.7952
MA位置百分位,maPositionPct,2026-01-30,81258.7,0,2.03,极低,0-10%,1,-4.5518,4.5518,1.1399,-6.8924,8.0324
MA位置百分位,maPositionPct,2026-01-30,81258.7,0,2.03,极低,0-10%,3,-3.8871,3.8871,1.1399,-8.2319,9.3718
MA位置百分位,maPositionPct,2026-01-30,81258.7,0,2.03,极低,0-10%,5,-16.9856,16.9856,1.1399,-17.9583,19.0983
MA位置百分位,maPositionPct,2026-01-30,81258.7,0,2.03,极低,0-10%,10,-14.7791,14.7791,1.1399,-26.2737,27.4137
MA位置百分位,maPositionPct,2026-01-31,77560,0,2.7,极低,0-10%,1,1.5957,1.5957,2.2715,-3.8556,6.1271
MA位置百分位,maPositionPct,2026-01-31,77560,0,2.7,极低,0-10%,3,-4.4586,4.4586,2.2715,-5.992,8.2635
MA位置百分位,maPositionPct,2026-01-31,77560,0,2.7,极低,0-10%,5,-11.5709,11.5709,2.2715,-22.7579,25.0294
MA位置百分位,maPositionPct,2026-01-31,77560,0,2.7,极低,0-10%,10,-14.2742,14.2742,2.2715,-22.7579,25.0294
MA位置百分位,maPositionPct,2026-02-03,74101.9,0,3.38,极低,0-10%,1,-8.9681,8.9681,0.1553,-10.0347,10.19
MA位置百分位,maPositionPct,2026-02-03,74101.9,0,3.38,极低,0-10%,3,-6.7199,6.7199,0.1553,-19.1532,19.3085
MA位置百分位,maPositionPct,2026-02-03,74101.9,0,3.38,极低,0-10%,5,-6.1831,6.1831,0.1553,-19.1532,19.3085
MA位置百分位,maPositionPct,2026-02-03,74101.9,0,3.38,极低,0-10%,10,-5.8673,5.8673,0.1553,-19.1532,19.3085
MA位置百分位,maPositionPct,2026-02-04,67456.4,0,4.05,极低,0-10%,1,1.674,1.674,2.5284,-11.1886,13.717
MA位置百分位,maPositionPct,2026-02-04,67456.4,0,4.05,极低,0-10%,3,5.48,5.48,6.2909,-11.1886,17.4794
MA位置百分位,maPositionPct,2026-02-04,67456.4,0,4.05,极低,0-10%,5,2.658,2.658,7.1448,-11.1886,18.3333
MA位置百分位,maPositionPct,2026-02-04,67456.4,0,4.05,极低,0-10%,10,2.379,2.379,7.1448,-11.1886,18.3333
MA位置百分位,maPositionPct,2026-02-17,67670,0,4.73,极低,0-10%,1,-1.9199,1.9199,0.0262,-3.059,3.0851
MA位置百分位,maPositionPct,2026-02-17,67670,0,4.73,极低,0-10%,3,1.3378,1.3378,1.5011,-3.059,4.5601
MA位置百分位,maPositionPct,2026-02-17,67670,0,4.73,极低,0-10%,5,-3.013,3.013,1.5011,-5.0805,6.5816
MA位置百分位,maPositionPct,2026-02-17,67670,0,4.73,极低,0-10%,10,-4.2412,4.2412,3.5775,-7.7878,11.3653
MA位置百分位,maPositionPct,2026-02-18,66370.8,0,5.41,极低,0-10%,1,1.7824,1.7824,2.8886,-0.7683,3.6569
MA位置百分位,maPositionPct,2026-02-18,66370.8,0,5.41,极低,0-10%,3,1.942,1.942,3.488,-0.7683,4.2562
MA位置百分位,maPositionPct,2026-02-18,66370.8,0,5.41,极低,0-10%,5,-3.6644,3.6644,3.488,-5.9828,9.4707
MA位置百分位,maPositionPct,2026-02-18,66370.8,0,5.41,极低,0-10%,10,0.666,0.666,5.605,-5.9828,11.5878
MA位置百分位,maPositionPct,2026-02-21,67659.7,0,6.08,极低,0-10%,1,-2.9982,2.9982,0.1039,-5.0661,5.17
MA位置百分位,maPositionPct,2026-02-21,67659.7,0,6.08,极低,0-10%,3,-0.4311,0.4311,0.1039,-7.7738,7.8777
MA位置百分位,maPositionPct,2026-02-21,67659.7,0,6.08,极低,0-10%,5,-2.3525,2.3525,3.5933,-7.7738,11.367
MA位置百分位,maPositionPct,2026-02-21,67659.7,0,6.08,极低,0-10%,10,8.4134,8.4134,8.5624,-7.7738,16.3362
MA位置百分位,maPositionPct,2026-02-22,65631.1,0,6.76,极低,0-10%,1,-2.5787,2.5787,0.122,-4.9231,5.0452
MA位置百分位,maPositionPct,2026-02-22,65631.1,0,6.76,极低,0-10%,3,2.6189,2.6189,6.7953,-4.9231,11.7184
MA位置百分位,maPositionPct,2026-02-22,65631.1,0,6.76,极低,0-10%,5,-1.2663,1.2663,6.7953,-4.9231,11.7184
MA位置百分位,maPositionPct,2026-02-22,65631.1,0,6.76,极低,0-10%,10,9.1281,9.1281,12.7971,-4.9231,17.7203
MA位置百分位,maPositionPct,2026-02-23,63938.7,0,7.43,极低,0-10%,1,5.3634,5.3634,5.6556,-0.4415,6.0971
MA位置百分位,maPositionPct,2026-02-23,63938.7,0,7.43,极低,0-10%,3,3.3302,3.3302,9.622,-0.4415,10.0635
MA位置百分位,maPositionPct,2026-02-23,63938.7,0,7.43,极低,0-10%,5,4.4951,4.4951,9.622,-1.5063,11.1283
MA位置百分位,maPositionPct,2026-02-23,63938.7,0,7.43,极低,0-10%,10,7.0596,7.0596,15.7828,-1.5063,17.2891
MA位置百分位,maPositionPct,2026-01-24,88415.8,0.3977,8.11,极低,0-10%,1,-0.9228,0.9228,0.5066,-2.6944,3.201
MA位置百分位,maPositionPct,2026-01-24,88415.8,0.3977,8.11,极低,0-10%,3,1.1672,1.1672,2.341,-2.6944,5.0354
MA位置百分位,maPositionPct,2026-01-24,88415.8,0.3977,8.11,极低,0-10%,5,-6.2858,6.2858,2.4696,-8.48,10.9496
MA位置百分位,maPositionPct,2026-01-24,88415.8,0.3977,8.11,极低,0-10%,10,-16.1893,16.1893,2.4696,-17.5344,20.004
MA位置百分位,maPositionPct,2026-01-26,87993.8,0.5401,8.78,极低,0-10%,1,1.6524,1.6524,2.8318,-0.8372,3.669
MA位置百分位,maPositionPct,2026-01-26,87993.8,0.5401,8.78,极低,0-10%,3,-5.8363,5.8363,2.961,-8.0411,11.0021
MA位置百分位,maPositionPct,2026-01-26,87993.8,0.5401,8.78,极低,0-10%,5,-11.8574,11.8574,2.961,-14.0189,16.9799
MA位置百分位,maPositionPct,2026-01-26,87993.8,0.5401,8.78,极低,0-10%,10,-22.0563,22.0563,2.961,-31.9168,34.8778
MA位置百分位,maPositionPct,2026-02-16,67349.9,0.5523,9.46,极低,0-10%,1,0.4753,0.4753,1.6141,-0.9926,2.6067
MA位置百分位,maPositionPct,2026-02-16,67349.9,0.5523,9.46,极低,0-10%,3,0.3027,0.3027,1.6141,-2.5982,4.2123
MA位置百分位,maPositionPct,2026-02-16,67349.9,0.5523,9.46,极低,0-10%,5,0.46,0.46,1.9835,-2.5982,4.5817
MA位置百分位,maPositionPct,2026-02-16,67349.9,0.5523,9.46,极低,0-10%,10,-1.9033,1.9033,4.0698,-7.3495,11.4193
MA位置百分位,maPositionPct,2026-02-19,67553.8,0.9025,10.14,偏低,10-30%,1,1.5121,1.5121,1.6757,-0.9252,2.6009
MA位置百分位,maPositionPct,2026-02-19,67553.8,0.9025,10.14,偏低,10-30%,3,-2.8462,2.8462,1.6757,-4.9173,6.593
MA位置百分位,maPositionPct,2026-02-19,67553.8,0.9025,10.14,偏低,10-30%,5,-0.275,0.275,1.6757,-7.6292,9.3049
MA位置百分位,maPositionPct,2026-02-19,67553.8,0.9025,10.14,偏低,10-30%,10,2.2631,2.2631,3.7557,-7.6292,11.3849
MA位置百分位,maPositionPct,2026-02-20,68575.3,1.0067,10.81,偏低,10-30%,1,-1.3352,1.3352,0.0887,-1.9084,1.9971
MA位置百分位,maPositionPct,2026-02-20,68575.3,1.0067,10.81,偏低,10-30%,3,-6.7613,6.7613,0.0887,-9.0051,9.0938
MA位置百分位,maPositionPct,2026-02-20,68575.3,1.0067,10.81,偏低,10-30%,5,-1.7869,1.7869,2.2101,-9.0051,11.2153
MA位置百分位,maPositionPct,2026-02-20,68575.3,1.0067,10.81,偏低,10-30%,10,-1.2955,1.2955,2.2101,-9.0051,11.2153
MA位置百分位,maPositionPct,2026-02-15,67493.2,1.3197,11.49,偏低,10-30%,1,-0.2123,0.2123,2.5825,-1.3738,3.9563
MA位置百分位,maPositionPct,2026-02-15,67493.2,1.3197,11.49,偏低,10-30%,3,-1.663,1.663,2.5825,-2.805,5.3875
MA位置百分位,maPositionPct,2026-02-15,67493.2,1.3197,11.49,偏低,10-30%,5,1.6033,1.6033,2.5825,-2.805,5.3875
MA位置百分位,maPositionPct,2026-02-15,67493.2,1.3197,11.49,偏低,10-30%,10,-0.2123,0.2123,3.8488,-7.5462,11.3951
MA位置百分位,maPositionPct,2026-02-02,78100.1,1.5764,12.16,偏低,10-30%,1,-5.1193,5.1193,0.0133,-6.6421,6.6554
MA位置百分位,maPositionPct,2026-02-02,78100.1,1.5764,12.16,偏低,10-30%,3,-12.1824,12.1824,0.0133,-23.292,23.3053
MA位置百分位,maPositionPct,2026-02-02,78100.1,1.5764,12.16,偏低,10-30%,5,-8.8951,8.8951,0.0133,-23.292,23.3053
MA位置百分位,maPositionPct,2026-02-02,78100.1,1.5764,12.16,偏低,10-30%,10,-12.0917,12.0917,0.0133,-23.292,23.3053
MA位置百分位,maPositionPct,2026-01-01,89370,2.5115,12.84,偏低,10-30%,1,0.6259,0.6259,1.7515,-0.2352,1.9867
MA位置百分位,maPositionPct,2026-01-01,89370,2.5115,12.84,偏低,10-30%,3,5.079,5.079,5.1694,-0.2352,5.4046
MA位置百分位,maPositionPct,2026-01-01,89370,2.5115,12.84,偏低,10-30%,5,2.1554,2.1554,6.0521,-0.2352,6.2873
MA位置百分位,maPositionPct,2026-01-01,89370,2.5115,12.84,偏低,10-30%,10,2.5243,2.5243,6.0521,-0.2352,6.2873
MA位置百分位,maPositionPct,2026-02-27,64800,2.6669,13.51,偏低,10-30%,1,3.1062,3.1062,5.2181,-0.252,5.4701
MA位置百分位,maPositionPct,2026-02-27,64800,2.6669,13.51,偏低,10-30%,3,4.4551,4.4551,8.1441,-0.252,8.3961
MA位置百分位,maPositionPct,2026-02-27,64800,2.6669,13.51,偏低,10-30%,5,10.5278,10.5278,14.2438,-0.252,14.4958
MA位置百分位,maPositionPct,2026-02-27,64800,2.6669,13.51,偏低,10-30%,10,10.0392,10.0392,14.2438,-0.252,14.4958
MA位置百分位,maPositionPct,2026-01-10,90830,2.9442,14.19,偏低,10-30%,1,0.8764,0.8764,1.8331,-0.8429,2.676
MA位置百分位,maPositionPct,2026-01-10,90830,2.9442,14.19,偏低,10-30%,3,6.4574,6.4574,6.8579,-0.8429,7.7008
MA位置百分位,maPositionPct,2026-01-10,90830,2.9442,14.19,偏低,10-30%,5,4.0953,4.0953,7.7838,-0.8429,8.6267
MA位置百分位,maPositionPct,2026-01-10,90830,2.9442,14.19,偏低,10-30%,10,-0.6619,0.6619,7.7838,-3.4283,11.212
MA位置百分位,maPositionPct,2026-01-02,89929.4,2.9544,14.86,偏低,10-30%,1,1.5174,1.5174,2.0867,-0.0816,2.1684
MA位置百分位,maPositionPct,2026-01-02,89929.4,2.9544,14.86,偏低,10-30%,3,4.0872,4.0872,5.3925,-0.0816,5.4741
MA位置百分位,maPositionPct,2026-01-02,89929.4,2.9544,14.86,偏低,10-30%,5,0.8928,0.8928,5.3925,-0.7355,6.1279
MA位置百分位,maPositionPct,2026-01-02,89929.4,2.9544,14.86,偏低,10-30%,10,3.8728,3.8728,5.3925,-0.7355,6.1279
MA位置百分位,maPositionPct,2026-01-23,89239.3,3.06,15.54,偏低,10-30%,1,-0.9228,0.9228,0.2517,-1.3049,1.5566
MA位置百分位,maPositionPct,2026-01-23,89239.3,3.06,15.54,偏低,10-30%,3,-1.3957,1.3957,0.2517,-3.5924,3.844
MA位置百分位,maPositionPct,2026-01-23,89239.3,3.06,15.54,偏低,10-30%,5,-4.8609,4.8609,1.524,-5.4996,7.0236
MA位置百分位,maPositionPct,2026-01-23,89239.3,3.06,15.54,偏低,10-30%,10,-12.4824,12.4824,1.524,-16.4386,17.9626
MA位置百分位,maPositionPct,2026-02-11,67103.2,3.1824,16.22,偏低,10-30%,1,2.3148,2.3148,3.244,-3.0151,6.259
MA位置百分位,maPositionPct,2026-02-11,67103.2,3.1824,16.22,偏低,10-30%,3,2.9179,2.9179,5.7014,-3.0151,8.7164
MA位置百分位,maPositionPct,2026-02-11,67103.2,3.1824,16.22,偏低,10-30%,5,0.3676,0.3676,5.7014,-3.0151,8.7164
MA位置百分位,maPositionPct,2026-02-11,67103.2,3.1824,16.22,偏低,10-30%,10,0.8293,0.8293,5.7014,-3.0151,8.7164
MA位置百分位,maPositionPct,2026-02-01,78797.6,3.3053,16.89,偏低,10-30%,1,-0.8852,0.8852,0.5669,-2.2633,2.8302
MA位置百分位,maPositionPct,2026-02-01,78797.6,3.3053,16.89,偏低,10-30%,3,-14.3928,14.3928,0.5669,-15.3959,15.9628
MA位置百分位,maPositionPct,2026-02-01,78797.6,3.3053,16.89,偏低,10-30%,5,-12.2787,12.2787,0.5669,-23.971,24.5379
MA位置百分位,maPositionPct,2026-02-01,78797.6,3.3053,16.89,偏低,10-30%,10,-14.8411,14.8411,0.5669,-23.971,24.5379
MA位置百分位,maPositionPct,2026-02-10,66488.9,3.3649,17.57,偏低,10-30%,1,0.9239,0.9239,2.8593,-0.982,3.8412
MA位置百分位,maPositionPct,2026-02-10,66488.9,3.3649,17.57,偏低,10-30%,3,4.9109,4.9109,6.1287,-2.119,8.2477
MA位置百分位,maPositionPct,2026-02-10,66488.9,3.3649,17.57,偏低,10-30%,5,1.5105,1.5105,6.678,-2.119,8.797
MA位置百分位,maPositionPct,2026-02-10,66488.9,3.3649,17.57,偏低,10-30%,10,3.138,3.138,6.678,-2.119,8.797
MA位置百分位,maPositionPct,2026-01-21,88956,3.5795,18.24,偏低,10-30%,1,0.8404,0.8404,1.2218,-0.5099,1.7318
MA位置百分位,maPositionPct,2026-01-21,88956,3.5795,18.24,偏低,10-30%,3,-0.6073,0.6073,2.5001,-0.9906,3.4907
MA位置百分位,maPositionPct,2026-01-21,88956,3.5795,18.24,偏低,10-30%,5,-1.0817,1.0817,2.5001,-3.2853,5.7854
MA位置百分位,maPositionPct,2026-01-21,88956,3.5795,18.24,偏低,10-30%,10,-12.8108,12.8108,2.5001,-14.949,17.4491
MA位置百分位,maPositionPct,2026-02-14,69061.2,3.6852,18.92,偏低,10-30%,1,-2.2704,2.2704,1.4881,-2.6408,4.1289
MA位置百分位,maPositionPct,2026-02-14,69061.2,3.6852,18.92,偏低,10-30%,3,-2.0144,2.0144,1.4881,-3.613,5.1011
MA位置百分位,maPositionPct,2026-02-14,69061.2,3.6852,18.92,偏低,10-30%,5,-2.1827,2.1827,1.4881,-5.0118,6.4999
MA位置百分位,maPositionPct,2026-02-14,69061.2,3.6852,18.92,偏低,10-30%,10,-2.4517,2.4517,1.4881,-9.6454,11.1335
MA位置百分位,maPositionPct,2026-01-09,90611.6,3.9237,19.59,偏低,10-30%,1,0.241,0.241,0.5941,-0.2974,0.8915
MA位置百分位,maPositionPct,2026-01-09,90611.6,3.9237,19.59,偏低,10-30%,3,3.0908,3.0908,3.0967,-0.6039,3.7006
MA位置百分位,maPositionPct,2026-01-09,90611.6,3.9237,19.59,偏低,10-30%,5,6.6983,6.6983,8.0436,-0.6039,8.6475
MA位置百分位,maPositionPct,2026-01-09,90611.6,3.9237,19.59,偏低,10-30%,10,0.0291,0.0291,8.0436,-0.8886,8.9322
MA位置百分位,maPositionPct,2026-02-26,66068,4.0392,20.27,偏低,10-30%,1,-1.9192,1.9192,0.0484,-4.6806,4.7291
MA位置百分位,maPositionPct,2026-02-26,66068,4.0392,20.27,偏低,10-30%,3,4.5629,4.5629,5.3197,-4.6806,10.0003
MA位置百分位,maPositionPct,2026-02-26,66068,4.0392,20.27,偏低,10-30%,5,11.0253,11.0253,11.1779,-4.6806,15.8585
MA位置百分位,maPositionPct,2026-02-26,66068,4.0392,20.27,偏低,10-30%,10,4.1863,4.1863,12.0512,-4.6806,16.7319
MA位置百分位,maPositionPct,2026-01-22,89703.6,4.2743,20.95,偏低,10-30%,1,-0.5176,0.5176,1.6459,-0.6594,2.3053
MA位置百分位,maPositionPct,2026-01-22,89703.6,4.2743,20.95,偏低,10-30%,3,-2.3452,2.3452,1.6459,-4.0914,5.7372
MA位置百分位,maPositionPct,2026-01-22,89703.6,4.2743,20.95,偏低,10-30%,5,-0.2852,0.2852,1.6459,-4.0914,5.7372
MA位置百分位,maPositionPct,2026-01-22,89703.6,4.2743,20.95,偏低,10-30%,10,-12.1578,12.1578,1.6459,-16.8711,18.517
MA位置百分位,maPositionPct,2026-01-27,89447.8,4.5723,21.62,偏低,10-30%,1,-5.0826,5.0826,1.2873,-5.7199,7.0072
MA位置百分位,maPositionPct,2026-01-27,89447.8,4.5723,21.62,偏低,10-30%,3,-9.1552,9.1552,1.2873,-9.7005,10.9879
MA位置百分位,maPositionPct,2026-01-27,89447.8,4.5723,21.62,偏低,10-30%,5,-11.9066,11.9066,1.2873,-16.6334,17.9207
MA位置百分位,maPositionPct,2026-01-27,89447.8,4.5723,21.62,偏低,10-30%,10,-22.7233,22.7233,1.2873,-33.0235,34.3108
MA位置百分位,maPositionPct,2026-01-07,90732.3,4.7535,22.3,偏低,10-30%,1,0.4456,0.4456,1.3785,-1.1924,2.5709
MA位置百分位,maPositionPct,2026-01-07,90732.3,4.7535,22.3,偏低,10-30%,3,0.1077,0.1077,1.3785,-1.1924,2.5709
MA位置百分位,maPositionPct,2026-01-07,90732.3,4.7535,22.3,偏低,10-30%,5,2.9536,2.9536,2.9596,-1.1924,4.152
MA位置百分位,maPositionPct,2026-01-07,90732.3,4.7535,22.3,偏低,10-30%,10,4.7785,4.7785,7.8998,-1.1924,9.0922
MA位置百分位,maPositionPct,2026-01-11,91626,4.9325,22.97,偏低,10-30%,1,1.9494,1.9494,1.9553,-0.812,2.7673
MA位置百分位,maPositionPct,2026-01-11,91626,4.9325,22.97,偏低,10-30%,3,5.517,5.517,6.8474,-0.812,7.6594
MA位置百分位,maPositionPct,2026-01-11,91626,4.9325,22.97,偏低,10-30%,5,4.2494,4.2494,6.8474,-0.812,7.6594
MA位置百分位,maPositionPct,2026-01-11,91626,4.9325,22.97,偏低,10-30%,10,-2.914,2.914,6.8474,-4.8304,11.6778
MA位置百分位,maPositionPct,2026-01-03,91294,5.2631,23.65,偏低,10-30%,1,2.8645,2.8645,2.953,-0.529,3.4819
MA位置百分位,maPositionPct,2026-01-03,91294,5.2631,23.65,偏低,10-30%,3,0.0025,0.0025,3.8171,-0.529,4.3461
MA位置百分位,maPositionPct,2026-01-03,91294,5.2631,23.65,偏低,10-30%,5,-0.1724,0.1724,3.8171,-2.2192,6.0363
MA位置百分位,maPositionPct,2026-01-03,91294,5.2631,23.65,偏低,10-30%,10,5.9164,5.9164,6.3148,-2.2192,8.534
MA位置百分位,maPositionPct,2026-01-20,90228.8,5.3292,24.32,偏低,10-30%,1,-1.4106,1.4106,0.2213,-3.3567,3.578
MA位置百分位,maPositionPct,2026-01-20,90228.8,5.3292,24.32,偏低,10-30%,3,-1.0967,1.0967,1.0542,-3.3567,4.4109
MA位置百分位,maPositionPct,2026-01-20,90228.8,5.3292,24.32,偏低,10-30%,5,-2.9136,2.9136,1.0542,-4.6496,5.7038
MA位置百分位,maPositionPct,2026-01-20,90228.8,5.3292,24.32,偏低,10-30%,10,-9.9415,9.9415,1.0542,-10.4821,11.5363
MA位置百分位,maPositionPct,2026-01-19,90638,5.3797,25,偏低,10-30%,1,-0.4515,0.4515,0.3133,-3.2237,3.537
MA位置百分位,maPositionPct,2026-01-19,90638,5.3797,25,偏低,10-30%,3,-1.0309,1.0309,0.3133,-3.793,4.1063
MA位置百分位,maPositionPct,2026-01-19,90638,5.3797,25,偏低,10-30%,5,-2.4517,2.4517,0.598,-3.793,4.391
MA位置百分位,maPositionPct,2026-01-19,90638,5.3797,25,偏低,10-30%,10,-8.5834,8.5834,0.598,-10.7239,11.3219
MA位置百分位,maPositionPct,2026-02-12,68656.5,5.3801,25.68,偏低,10-30%,1,1.5987,1.5987,2.778,-0.2239,3.0019
MA位置百分位,maPositionPct,2026-02-12,68656.5,5.3801,25.68,偏低,10-30%,3,-1.6944,1.6944,3.31,-2.067,5.3769
MA位置百分位,maPositionPct,2026-02-12,68656.5,5.3801,25.68,偏低,10-30%,5,-1.4369,1.4369,3.31,-3.0449,6.3548
MA位置百分位,maPositionPct,2026-02-12,68656.5,5.3801,25.68,偏低,10-30%,10,-4.4066,4.4066,3.31,-6.4444,9.7544
MA位置百分位,maPositionPct,2026-02-13,69754.1,5.5058,26.35,偏低,10-30%,1,-0.9933,0.9933,1.6843,-1.4808,3.1651
MA位置百分位,maPositionPct,2026-02-13,69754.1,5.5058,26.35,偏低,10-30%,3,-3.4467,3.4467,1.6843,-4.5705,6.2548
MA位置百分位,maPositionPct,2026-02-13,69754.1,5.5058,26.35,偏低,10-30%,5,-4.8503,4.8503,1.6843,-5.9553,7.6397
MA位置百分位,maPositionPct,2026-02-13,69754.1,5.5058,26.35,偏低,10-30%,10,-8.337,8.337,1.6843,-10.5429,12.2272
MA位置百分位,maPositionPct,2026-01-08,91136.6,5.5586,27.03,偏低,10-30%,1,-0.5761,0.5761,0.6589,-1.1929,1.8518
MA位置百分位,maPositionPct,2026-01-08,91136.6,5.5586,27.03,偏低,10-30%,3,0.537,0.537,1.4905,-1.1929,2.6834
MA位置百分位,maPositionPct,2026-01-08,91136.6,5.5586,27.03,偏低,10-30%,5,6.0993,6.0993,6.4984,-1.1929,7.6913
