indicator,indicatorKey,date,close,value,rankPct,bucket,bucketRange,horizon,futureReturnPct,absReturnPct,maxUpPct,maxDownPct,excursionPct
ATR率,atrPct,2026-05-21,76765,2.4769,2.7,极低,0-10%,3,1.0769,1.0769,1.4479,-3.3414,4.7893
ATR率,atrPct,2026-05-21,76765,2.4769,2.7,极低,0-10%,5,-1.9123,1.9123,1.6957,-3.3414,5.0371
ATR率,atrPct,2026-01-18,93012.3,2.5013,3.38,极低,0-10%,1,-2.5527,2.5527,0.3813,-3.4467,3.8281
ATR率,atrPct,2026-01-18,93012.3,2.5013,3.38,极低,0-10%,3,-4.361,4.361,0.3813,-6.2489,6.6302
ATR率,atrPct,2026-01-18,93012.3,2.5013,3.38,极低,0-10%,5,-4.0565,4.0565,0.3813,-6.2489,6.6302
ATR率,atrPct,2026-01-18,93012.3,2.5013,3.38,极低,0-10%,10,-8.7201,8.7201,0.3813,-9.333,9.7143
ATR率,atrPct,2026-05-20,77223.7,2.509,4.05,极低,0-10%,1,-0.594,0.594,1.0778,-0.8966,1.9744
ATR率,atrPct,2026-05-20,77223.7,2.509,4.05,极低,0-10%,3,-1.1439,1.1439,1.0778,-3.9155,4.9933
ATR率,atrPct,2026-05-20,77223.7,2.509,4.05,极低,0-10%,5,-0.9702,0.9702,1.0916,-3.9155,5.0071
ATR率,atrPct,2026-05-12,78800.1,2.5143,4.73,极低,0-10%,1,3.0986,3.0986,3.1557,-0.0997,3.2555
ATR率,atrPct,2026-05-12,78800.1,2.5143,4.73,极低,0-10%,3,-0.7615,0.7615,4.0621,-1.523,5.585
ATR率,atrPct,2026-05-12,78800.1,2.5143,4.73,极低,0-10%,5,-3.0661,3.0661,4.0621,-3.5306,7.5926
ATR率,atrPct,2026-05-12,78800.1,2.5143,4.73,极低,0-10%,10,-4.2099,4.2099,4.0621,-5.8377,9.8997
ATR率,atrPct,2026-05-08,80484.7,2.5368,5.41,极低,0-10%,1,1.1056,1.1056,1.1812,-0.0563,1.2375
ATR率,atrPct,2026-05-08,80484.7,2.5368,5.41,极低,0-10%,3,-0.2459,0.2459,2.4593,-0.4345,2.8938
ATR率,atrPct,2026-05-08,80484.7,2.5368,5.41,极低,0-10%,5,0.9407,0.9407,2.4593,-2.1907,4.6501
ATR率,atrPct,2026-05-08,80484.7,2.5368,5.41,极低,0-10%,10,-4.9531,4.9531,2.4593,-5.5498,8.0091
ATR率,atrPct,2026-01-16,95519.6,2.5384,6.08,极低,0-10%,1,-0.4729,0.4729,0,-0.7224,0.7224
ATR率,atrPct,2026-01-16,95519.6,2.5384,6.08,极低,0-10%,3,-5.1106,5.1106,0,-5.9812,5.9812
ATR率,atrPct,2026-01-16,95519.6,2.5384,6.08,极低,0-10%,5,-6.8715,6.8715,0,-8.7097,8.7097
ATR率,atrPct,2026-01-16,95519.6,2.5384,6.08,极低,0-10%,10,-7.8788,7.8788,0,-9.9311,9.9311
ATR率,atrPct,2026-05-25,76474.5,2.5458,6.76,极低,0-10%,1,-1.5397,1.5397,0.2813,-2.3073,2.5886
ATR率,atrPct,2026-05-25,76474.5,2.5458,6.76,极低,0-10%,3,-3.5435,3.5435,0.2813,-5.2797,5.5609
ATR率,atrPct,2026-01-14,96681,2.5598,7.43,极低,0-10%,1,-2.2044,2.2044,0.3627,-2.502,2.8648
ATR率,atrPct,2026-01-14,96681,2.5598,7.43,极低,0-10%,3,-1.6685,1.6685,0.3627,-2.502,2.8648
ATR率,atrPct,2026-01-14,96681,2.5598,7.43,极低,0-10%,5,-6.2505,6.2505,0.3627,-7.1106,7.4733
ATR率,atrPct,2026-01-14,96681,2.5598,7.43,极低,0-10%,10,-8.5489,8.5489,0.3627,-9.8064,10.1691
ATR率,atrPct,2026-01-12,93412.2,2.5659,8.11,极低,0-10%,1,3.5146,3.5146,3.904,-0.4227,4.3267
ATR率,atrPct,2026-01-12,93412.2,2.5659,8.11,极低,0-10%,3,1.2178,1.2178,4.8043,-0.4227,5.227
ATR率,atrPct,2026-01-12,93412.2,2.5659,8.11,极低,0-10%,5,1.7725,1.7725,4.8043,-0.4227,5.227
ATR率,atrPct,2026-01-12,93412.2,2.5659,8.11,极低,0-10%,10,-3.9701,3.9701,4.8043,-6.6502,11.4545
ATR率,atrPct,2026-01-10,90830,2.571,8.78,极低,0-10%,1,0.8764,0.8764,1.8331,-0.8429,2.676
ATR率,atrPct,2026-01-10,90830,2.571,8.78,极低,0-10%,3,6.4574,6.4574,6.8579,-0.8429,7.7008
ATR率,atrPct,2026-01-10,90830,2.571,8.78,极低,0-10%,5,4.0953,4.0953,7.7838,-0.8429,8.6267
ATR率,atrPct,2026-01-10,90830,2.571,8.78,极低,0-10%,10,-0.6619,0.6619,7.7838,-3.4283,11.212
ATR率,atrPct,2026-01-11,91626,2.5728,9.46,极低,0-10%,1,1.9494,1.9494,1.9553,-0.812,2.7673
ATR率,atrPct,2026-01-11,91626,2.5728,9.46,极低,0-10%,3,5.517,5.517,6.8474,-0.812,7.6594
ATR率,atrPct,2026-01-11,91626,2.5728,9.46,极低,0-10%,5,4.2494,4.2494,6.8474,-0.812,7.6594
ATR率,atrPct,2026-01-11,91626,2.5728,9.46,极低,0-10%,10,-2.914,2.914,6.8474,-4.8304,11.6778
ATR率,atrPct,2026-01-15,94549.8,2.5819,10.14,偏低,10-30%,1,1.0257,1.0257,1.1229,-0.093,1.2159
ATR率,atrPct,2026-01-15,94549.8,2.5819,10.14,偏低,10-30%,3,-1.6261,1.6261,1.1229,-2.8906,4.0135
ATR率,atrPct,2026-01-15,94549.8,2.5819,10.14,偏低,10-30%,5,-4.5701,4.5701,1.1229,-7.2276,8.3505
ATR率,atrPct,2026-01-15,94549.8,2.5819,10.14,偏低,10-30%,10,-7.3505,7.3505,1.1229,-9.0072,10.1301
ATR率,atrPct,2026-05-22,75482.7,2.5827,10.81,偏低,10-30%,1,1.1362,1.1362,2.7103,-0.2072,2.9175
ATR率,atrPct,2026-05-22,75482.7,2.5827,10.81,偏低,10-30%,3,1.3139,1.3139,3.4233,-0.2072,3.6305
ATR率,atrPct,2026-05-22,75482.7,2.5827,10.81,偏低,10-30%,5,-3.424,3.424,3.4233,-3.88,7.3033
ATR率,atrPct,2026-05-26,75297,2.5834,11.49,偏低,10-30%,1,-3.1858,3.1858,0.1171,-3.6429,3.76
ATR率,atrPct,2026-05-26,75297,2.5834,11.49,偏低,10-30%,3,-1.8691,1.8691,0.1171,-3.7984,3.9156
ATR率,atrPct,2026-05-19,77424.6,2.5866,12.16,偏低,10-30%,1,-0.2595,0.2595,0.9518,-0.9511,1.9029
ATR率,atrPct,2026-05-19,77424.6,2.5866,12.16,偏低,10-30%,3,-2.5081,2.5081,0.9518,-4.1648,5.1166
ATR率,atrPct,2026-05-19,77424.6,2.5866,12.16,偏低,10-30%,5,0.2158,0.2158,0.9518,-4.1648,5.1166
ATR率,atrPct,2026-05-19,77424.6,2.5866,12.16,偏低,10-30%,10,-4.5657,4.5657,0.9518,-6.442,7.3938
ATR率,atrPct,2026-05-24,77591.7,2.6015,12.84,偏低,10-30%,1,-1.4398,1.4398,0.6122,-1.755,2.3671
ATR率,atrPct,2026-05-24,77591.7,2.6015,12.84,偏低,10-30%,3,-6.049,6.049,0.6122,-6.4926,7.1048
ATR率,atrPct,2026-05-24,77591.7,2.6015,12.84,偏低,10-30%,5,-4.7713,4.7713,0.6122,-6.6435,7.2557
ATR率,atrPct,2026-05-13,81241.8,2.6113,13.51,偏低,10-30%,1,-2.6152,2.6152,0.9345,-3.2663,4.2008
ATR率,atrPct,2026-05-13,81241.8,2.6113,13.51,偏低,10-30%,3,-3.9859,3.9859,0.9345,-4.4827,5.4172
ATR率,atrPct,2026-05-13,81241.8,2.6113,13.51,偏低,10-30%,5,-5.8389,5.8389,0.9345,-6.4299,7.3644
ATR率,atrPct,2026-05-13,81241.8,2.6113,13.51,偏低,10-30%,10,-6.0332,6.0332,0.9345,-8.6677,9.6022
ATR率,atrPct,2026-05-16,78003.6,2.6214,14.19,偏低,10-30%,1,-2.0763,2.0763,0.571,-2.5455,3.1165
ATR率,atrPct,2026-05-16,78003.6,2.6214,14.19,偏低,10-30%,3,-0.7423,0.7423,0.571,-2.5455,3.1165
ATR率,atrPct,2026-05-16,78003.6,2.6214,14.19,偏低,10-30%,5,-1.5879,1.5879,0.571,-2.5455,3.1165
ATR率,atrPct,2026-05-16,78003.6,2.6214,14.19,偏低,10-30%,10,-3.4698,3.4698,0.571,-4.8762,5.4472
ATR率,atrPct,2026-05-18,76498.2,2.6437,14.86,偏低,10-30%,1,1.211,1.211,1.7419,-0.1527,1.8946
ATR率,atrPct,2026-05-18,76498.2,2.6437,14.86,偏低,10-30%,3,0.3488,0.3488,2.1743,-0.1527,2.327
ATR率,atrPct,2026-05-18,76498.2,2.6437,14.86,偏低,10-30%,5,-0.2064,0.2064,2.1743,-3.0043,5.1786
ATR率,atrPct,2026-05-18,76498.2,2.6437,14.86,偏低,10-30%,10,-3.5734,3.5734,2.1743,-5.309,7.4833
ATR率,atrPct,2026-01-13,96695.3,2.6461,15.54,偏低,10-30%,1,-0.0148,0.0148,1.2459,-1.3596,2.6055
ATR率,atrPct,2026-01-13,96695.3,2.6461,15.54,偏低,10-30%,3,-1.2159,1.2159,1.2459,-2.5165,3.7623
ATR率,atrPct,2026-01-13,96695.3,2.6461,15.54,偏低,10-30%,5,-3.8089,3.8089,1.2459,-5.0453,6.2912
ATR率,atrPct,2026-01-13,96695.3,2.6461,15.54,偏低,10-30%,10,-7.7108,7.7108,1.2459,-9.8197,11.0656
ATR率,atrPct,2026-05-23,76340.3,2.6474,16.22,偏低,10-30%,1,1.6392,1.6392,2.0123,-0.38,2.3923
ATR率,atrPct,2026-05-23,76340.3,2.6474,16.22,偏低,10-30%,3,-1.3666,1.3666,2.2615,-2.1356,4.397
ATR率,atrPct,2026-05-23,76340.3,2.6474,16.22,偏低,10-30%,5,-3.374,3.374,2.2615,-5.1132,7.3746
ATR率,atrPct,2026-01-19,90638,2.6474,16.89,偏低,10-30%,1,-0.4515,0.4515,0.3133,-3.2237,3.537
ATR率,atrPct,2026-01-19,90638,2.6474,16.89,偏低,10-30%,3,-1.0309,1.0309,0.3133,-3.793,4.1063
ATR率,atrPct,2026-01-19,90638,2.6474,16.89,偏低,10-30%,5,-2.4517,2.4517,0.598,-3.793,4.391
ATR率,atrPct,2026-01-19,90638,2.6474,16.89,偏低,10-30%,10,-8.5834,8.5834,0.598,-10.7239,11.3219
ATR率,atrPct,2026-05-07,80118.5,2.6498,18.24,偏低,10-30%,1,0.4571,0.4571,0.6633,-0.5142,1.1775
ATR率,atrPct,2026-05-07,80118.5,2.6498,18.24,偏低,10-30%,3,1.6062,1.6062,2.9277,-0.5142,3.4419
ATR率,atrPct,2026-05-07,80118.5,2.6498,18.24,偏低,10-30%,5,-1.6456,1.6456,2.9277,-1.6905,4.6182
ATR率,atrPct,2026-05-07,80118.5,2.6498,18.24,偏低,10-30%,10,-4.6612,4.6612,2.9277,-5.118,8.0457
ATR率,atrPct,2026-01-05,93605,2.6506,18.92,偏低,10-30%,1,-2.4664,2.4664,0.2559,-2.8893,3.1451
ATR率,atrPct,2026-01-05,93605,2.6506,18.92,偏低,10-30%,3,-2.637,2.637,0.2559,-4.6333,4.8892
ATR率,atrPct,2026-01-05,93605,2.6506,18.92,偏低,10-30%,5,-2.9646,2.9646,0.2559,-4.6333,4.8892
ATR率,atrPct,2026-01-05,93605,2.6506,18.92,偏低,10-30%,10,1.0093,1.0093,4.5884,-4.6333,9.2217
ATR率,atrPct,2026-05-14,79117.2,2.6519,19.59,偏低,10-30%,1,-1.1593,1.1593,0.5218,-1.9177,2.4394
ATR率,atrPct,2026-05-14,79117.2,2.6519,19.59,偏低,10-30%,3,-3.4546,3.4546,0.5218,-3.9172,4.439
ATR率,atrPct,2026-05-14,79117.2,2.6519,19.59,偏低,10-30%,5,-2.1394,2.1394,0.5218,-3.9172,4.439
ATR率,atrPct,2026-05-14,79117.2,2.6519,19.59,偏低,10-30%,10,-1.9282,1.9282,0.5218,-6.2151,6.7368
ATR率,atrPct,2026-05-06,79862.2,2.6589,20.27,偏低,10-30%,1,0.3209,0.3209,0.8237,-0.931,1.7546
ATR率,atrPct,2026-05-06,79862.2,2.6589,20.27,偏低,10-30%,3,1.8936,1.8936,1.9699,-0.931,2.9009
ATR率,atrPct,2026-05-06,79862.2,2.6589,20.27,偏低,10-30%,5,0.5317,0.5317,3.258,-0.931,4.189
ATR率,atrPct,2026-05-06,79862.2,2.6589,20.27,偏低,10-30%,10,-2.3273,2.3273,3.258,-2.8326,6.0906
ATR率,atrPct,2026-05-05,81658.3,2.6606,20.95,偏低,10-30%,1,-2.1995,2.1995,0.2394,-2.4708,2.7102
ATR率,atrPct,2026-05-05,81658.3,2.6606,20.95,偏低,10-30%,3,-1.4372,1.4372,0.2394,-3.11,3.3494
ATR率,atrPct,2026-05-05,81658.3,2.6606,20.95,偏低,10-30%,5,-0.3097,0.3097,0.9868,-3.11,4.0968
ATR率,atrPct,2026-05-05,81658.3,2.6606,20.95,偏低,10-30%,10,-4.2351,4.2351,0.9868,-4.9699,5.9567
ATR率,atrPct,2026-05-17,76384,2.6629,21.62,偏低,10-30%,1,0.1495,0.1495,1.3038,-0.3574,1.6612
ATR率,atrPct,2026-05-17,76384,2.6629,21.62,偏低,10-30%,3,1.0993,1.0993,2.3271,-0.3574,2.6845
ATR率,atrPct,2026-05-17,76384,2.6629,21.62,偏低,10-30%,5,-1.18,1.18,2.3271,-2.8592,5.1863
ATR率,atrPct,2026-05-17,76384,2.6629,21.62,偏低,10-30%,10,-4.5635,4.5635,2.3271,-5.0141,7.3412
ATR率,atrPct,2026-01-24,88415.8,2.6738,22.3,偏低,10-30%,1,-0.9228,0.9228,0.5066,-2.6944,3.201
ATR率,atrPct,2026-01-24,88415.8,2.6738,22.3,偏低,10-30%,3,1.1672,1.1672,2.341,-2.6944,5.0354
ATR率,atrPct,2026-01-24,88415.8,2.6738,22.3,偏低,10-30%,5,-6.2858,6.2858,2.4696,-8.48,10.9496
ATR率,atrPct,2026-01-24,88415.8,2.6738,22.3,偏低,10-30%,10,-16.1893,16.1893,2.4696,-17.5344,20.004
ATR率,atrPct,2026-01-09,90611.6,2.6847,22.97,偏低,10-30%,1,0.241,0.241,0.5941,-0.2974,0.8915
ATR率,atrPct,2026-01-09,90611.6,2.6847,22.97,偏低,10-30%,3,3.0908,3.0908,3.0967,-0.6039,3.7006
ATR率,atrPct,2026-01-09,90611.6,2.6847,22.97,偏低,10-30%,5,6.6983,6.6983,8.0436,-0.6039,8.6475
ATR率,atrPct,2026-01-09,90611.6,2.6847,22.97,偏低,10-30%,10,0.0291,0.0291,8.0436,-0.8886,8.9322
ATR率,atrPct,2026-01-06,91296.3,2.6939,23.65,偏低,10-30%,1,-0.6178,0.6178,0.4904,-2.2217,2.712
ATR率,atrPct,2026-01-06,91296.3,2.6939,23.65,偏低,10-30%,3,-0.75,0.75,0.7522,-2.2217,2.9738
ATR率,atrPct,2026-01-06,91296.3,2.6939,23.65,偏低,10-30%,5,0.3611,0.3611,1.313,-2.2217,3.5346
ATR率,atrPct,2026-01-06,91296.3,2.6939,23.65,偏低,10-30%,10,4.6259,4.6259,7.2333,-2.2217,9.4549
ATR率,atrPct,2026-05-15,78200,2.7029,24.32,偏低,10-30%,1,-0.2512,0.2512,0.4749,-0.6747,1.1496
ATR率,atrPct,2026-05-15,78200,2.7029,24.32,偏低,10-30%,3,-2.1762,2.1762,0.4749,-2.7903,3.2652
ATR率,atrPct,2026-05-15,78200,2.7029,24.32,偏低,10-30%,5,-1.2485,1.2485,0.4749,-2.7903,3.2652
ATR率,atrPct,2026-05-15,78200,2.7029,24.32,偏低,10-30%,10,-2.2065,2.2065,0.4749,-5.1151,5.59
ATR率,atrPct,2026-05-27,72898.2,2.705,25,偏低,10-30%,1,1.1885,1.1885,1.7295,-0.6328,2.3623
ATR率,atrPct,2026-05-04,81484.3,2.7124,25.68,偏低,10-30%,1,0.2135,0.2135,1.6147,-1.0191,2.6338
ATR率,atrPct,2026-05-04,81484.3,2.7124,25.68,偏低,10-30%,3,-1.6762,1.6762,1.6147,-2.9031,4.5178
ATR率,atrPct,2026-05-04,81484.3,2.7124,25.68,偏低,10-30%,5,-0.1347,0.1347,1.6147,-2.9031,4.5178
ATR率,atrPct,2026-05-04,81484.3,2.7124,25.68,偏低,10-30%,10,-2.905,2.905,1.6147,-3.5542,5.1688
ATR率,atrPct,2026-01-26,87993.8,2.7265,26.35,偏低,10-30%,1,1.6524,1.6524,2.8318,-0.8372,3.669
ATR率,atrPct,2026-01-26,87993.8,2.7265,26.35,偏低,10-30%,3,-5.8363,5.8363,2.961,-8.0411,11.0021
ATR率,atrPct,2026-01-26,87993.8,2.7265,26.35,偏低,10-30%,5,-11.8574,11.8574,2.961,-14.0189,16.9799
ATR率,atrPct,2026-01-26,87993.8,2.7265,26.35,偏低,10-30%,10,-22.0563,22.0563,2.961,-31.9168,34.8778
ATR率,atrPct,2026-01-25,87599.9,2.7346,27.03,偏低,10-30%,1,0.4497,0.4497,1.5618,-0.728,2.2897
ATR率,atrPct,2026-01-25,87599.9,2.7346,27.03,偏低,10-30%,3,-3.0804,3.0804,3.424,-3.7311,7.155
ATR率,atrPct,2026-01-25,87599.9,2.7346,27.03,偏低,10-30%,5,-7.2388,7.2388,3.424,-7.7957,11.2196
ATR率,atrPct,2026-01-25,87599.9,2.7346,27.03,偏低,10-30%,10,-22.9949,22.9949,3.424,-23.8972,27.3211
ATR率,atrPct,2026-05-02,78632.2,2.7438,27.7,偏低,10-30%,1,1.7275,1.7275,2.4992,-0.6173,3.1165
ATR率,atrPct,2026-05-02,78632.2,2.7438,27.7,偏低,10-30%,3,3.8484,3.8484,5.3004,-0.6173,5.9177
ATR率,atrPct,2026-05-02,78632.2,2.7438,27.7,偏低,10-30%,5,1.8902,1.8902,5.3004,-0.6173,5.9177
ATR率,atrPct,2026-05-02,78632.2,2.7438,27.7,偏低,10-30%,10,0.2135,0.2135,5.3004,-0.6173,5.9177
ATR率,atrPct,2026-01-23,89239.3,2.7455,28.38,偏低,10-30%,1,-0.9228,0.9228,0.2517,-1.3049,1.5566
ATR率,atrPct,2026-01-23,89239.3,2.7455,28.38,偏低,10-30%,3,-1.3957,1.3957,0.2517,-3.5924,3.844
ATR率,atrPct,2026-01-23,89239.3,2.7455,28.38,偏低,10-30%,5,-4.8609,4.8609,1.524,-5.4996,7.0236
ATR率,atrPct,2026-01-23,89239.3,2.7455,28.38,偏低,10-30%,10,-12.4824,12.4824,1.524,-16.4386,17.9626
ATR率,atrPct,2026-01-07,90732.3,2.7585,29.05,偏低,10-30%,1,0.4456,0.4456,1.3785,-1.1924,2.5709
ATR率,atrPct,2026-01-07,90732.3,2.7585,29.05,偏低,10-30%,3,0.1077,0.1077,1.3785,-1.1924,2.5709
ATR率,atrPct,2026-01-07,90732.3,2.7585,29.05,偏低,10-30%,5,2.9536,2.9536,2.9596,-1.1924,4.152
ATR率,atrPct,2026-01-07,90732.3,2.7585,29.05,偏低,10-30%,10,4.7785,4.7785,7.8998,-1.1924,9.0922
ATR率,atrPct,2026-01-08,91136.6,2.761,29.73,偏低,10-30%,1,-0.5761,0.5761,0.6589,-1.1929,1.8518
ATR率,atrPct,2026-01-08,91136.6,2.761,29.73,偏低,10-30%,3,0.537,0.537,1.4905,-1.1929,2.6834
ATR率,atrPct,2026-01-08,91136.6,2.761,29.73,偏低,10-30%,5,6.0993,6.0993,6.4984,-1.1929,7.6913
ATR率,atrPct,2026-01-08,91136.6,2.761,29.73,偏低,10-30%,10,2.0581,2.0581,7.4212,-1.1929,8.6141
ATR率,atrPct,2026-05-28,73764.6,2.7632,30.41,中性,30-70%,1,0.1695,0.1695,0.7245,-0.8565,1.581
ATR率,atrPct,2026-05-03,79990.6,2.7645,31.08,中性,30-70%,1,1.8673,1.8673,2.122,-0.5238,2.6458
ATR率,atrPct,2026-05-03,79990.6,2.7645,31.08,中性,30-70%,3,-0.1605,0.1605,3.5122,-0.5238,4.036
ATR率,atrPct,2026-05-03,79990.6,2.7645,31.08,中性,30-70%,5,0.6177,0.6177,3.5122,-1.09,4.6022
ATR率,atrPct,2026-05-03,79990.6,2.7645,31.08,中性,30-70%,10,1.5642,1.5642,3.5122,-1.5866,5.0987
ATR率,atrPct,2026-01-20,90228.8,2.7753,31.76,中性,30-70%,1,-1.4106,1.4106,0.2213,-3.3567,3.578
ATR率,atrPct,2026-01-20,90228.8,2.7753,31.76,中性,30-70%,3,-1.0967,1.0967,1.0542,-3.3567,4.4109
ATR率,atrPct,2026-01-20,90228.8,2.7753,31.76,中性,30-70%,5,-2.9136,2.9136,1.0542,-4.6496,5.7038
ATR率,atrPct,2026-01-20,90228.8,2.7753,31.76,中性,30-70%,10,-9.9415,9.9415,1.0542,-10.4821,11.5363
ATR率,atrPct,2026-01-03,91294,2.7825,32.43,中性,30-70%,1,2.8645,2.8645,2.953,-0.529,3.4819
ATR率,atrPct,2026-01-03,91294,2.7825,32.43,中性,30-70%,3,0.0025,0.0025,3.8171,-0.529,4.3461
ATR率,atrPct,2026-01-03,91294,2.7825,32.43,中性,30-70%,5,-0.1724,0.1724,3.8171,-2.2192,6.0363
ATR率,atrPct,2026-01-03,91294,2.7825,32.43,中性,30-70%,10,5.9164,5.9164,6.3148,-2.2192,8.534
ATR率,atrPct,2026-01-27,89447.8,2.7825,33.11,中性,30-70%,1,-5.0826,5.0826,1.2873,-5.7199,7.0072
ATR率,atrPct,2026-01-27,89447.8,2.7825,33.11,中性,30-70%,3,-9.1552,9.1552,1.2873,-9.7005,10.9879
ATR率,atrPct,2026-01-27,89447.8,2.7825,33.11,中性,30-70%,5,-11.9066,11.9066,1.2873,-16.6334,17.9207
ATR率,atrPct,2026-01-27,89447.8,2.7825,33.11,中性,30-70%,10,-22.7233,22.7233,1.2873,-33.0235,34.3108
ATR率,atrPct,2026-01-04,93909.1,2.7938,33.78,中性,30-70%,1,-0.3238,0.3238,0.9261,-0.874,1.8001
ATR率,atrPct,2026-01-04,93909.1,2.7938,33.78,中性,30-70%,3,-3.3828,3.3828,0.9261,-4.9421,5.8682
ATR率,atrPct,2026-01-04,93909.1,2.7938,33.78,中性,30-70%,5,-3.5114,3.5114,0.9261,-4.9421,5.8682
ATR率,atrPct,2026-01-04,93909.1,2.7938,33.78,中性,30-70%,10,2.9517,2.9517,4.2497,-4.9421,9.1919
ATR率,atrPct,2026-01-22,89703.6,2.8027,34.46,中性,30-70%,1,-0.5176,0.5176,1.6459,-0.6594,2.3053
ATR率,atrPct,2026-01-22,89703.6,2.8027,34.46,中性,30-70%,3,-2.3452,2.3452,1.6459,-4.0914,5.7372
ATR率,atrPct,2026-01-22,89703.6,2.8027,34.46,中性,30-70%,5,-0.2852,0.2852,1.6459,-4.0914,5.7372
ATR率,atrPct,2026-01-22,89703.6,2.8027,34.46,中性,30-70%,10,-12.1578,12.1578,1.6459,-16.8711,18.517
ATR率,atrPct,2026-05-01,78448,2.8428,35.14,中性,30-70%,1,0.2348,0.2348,0.9241,-0.5562,1.4802
ATR率,atrPct,2026-05-01,78448,2.8428,35.14,中性,30-70%,3,3.8705,3.8705,4.1301,-0.5562,4.6863
ATR率,atrPct,2026-05-01,78448,2.8428,35.14,中性,30-70%,5,1.8027,1.8027,5.5476,-0.5562,6.1038
ATR率,atrPct,2026-05-01,78448,2.8428,35.14,中性,30-70%,10,2.344,2.344,5.5476,-0.5562,6.1038
ATR率,atrPct,2026-01-21,88956,2.8444,35.81,中性,30-70%,1,0.8404,0.8404,1.2218,-0.5099,1.7318
ATR率,atrPct,2026-01-21,88956,2.8444,35.81,中性,30-70%,3,-0.6073,0.6073,2.5001,-0.9906,3.4907
ATR率,atrPct,2026-01-21,88956,2.8444,35.81,中性,30-70%,5,-1.0817,1.0817,2.5001,-3.2853,5.7854
ATR率,atrPct,2026-01-21,88956,2.8444,35.81,中性,30-70%,10,-12.8108,12.8108,2.5001,-14.949,17.4491
ATR率,atrPct,2026-01-02,89929.4,2.8474,36.49,中性,30-70%,1,1.5174,1.5174,2.0867,-0.0816,2.1684
ATR率,atrPct,2026-01-02,89929.4,2.8474,36.49,中性,30-70%,3,4.0872,4.0872,5.3925,-0.0816,5.4741
ATR率,atrPct,2026-01-02,89929.4,2.8474,36.49,中性,30-70%,5,0.8928,0.8928,5.3925,-0.7355,6.1279
ATR率,atrPct,2026-01-02,89929.4,2.8474,36.49,中性,30-70%,10,3.8728,3.8728,5.3925,-0.7355,6.1279
ATR率,atrPct,2026-01-01,89370,2.9594,37.16,中性,30-70%,1,0.6259,0.6259,1.7515,-0.2352,1.9867
ATR率,atrPct,2026-01-01,89370,2.9594,37.16,中性,30-70%,3,5.079,5.079,5.1694,-0.2352,5.4046
ATR率,atrPct,2026-01-01,89370,2.9594,37.16,中性,30-70%,5,2.1554,2.1554,6.0521,-0.2352,6.2873
ATR率,atrPct,2026-01-01,89370,2.9594,37.16,中性,30-70%,10,2.5243,2.5243,6.0521,-0.2352,6.2873
ATR率,atrPct,2026-04-29,76416.3,3.0181,37.84,中性,30-70%,1,2.5959,2.5959,3.2345,-0.4623,3.6969
ATR率,atrPct,2026-04-29,76416.3,3.0181,37.84,中性,30-70%,3,2.8998,2.8998,3.6073,-0.4623,4.0697
ATR率,atrPct,2026-04-29,76416.3,3.0181,37.84,中性,30-70%,5,6.6321,6.6321,6.8987,-0.4623,7.361
ATR率,atrPct,2026-04-29,76416.3,3.0181,37.84,中性,30-70%,10,6.4884,6.4884,8.3538,-0.4623,8.8162
ATR率,atrPct,2026-04-25,78005.2,3.0251,38.51,中性,30-70%,1,-1.5987,1.5987,1.9033,-1.9065,3.8099
ATR率,atrPct,2026-04-25,78005.2,3.0251,38.51,中性,30-70%,3,-2.7085,2.7085,1.9033,-3.0517,4.9551
ATR率,atrPct,2026-04-25,78005.2,3.0251,38.51,中性,30-70%,5,0.5061,0.5061,1.9033,-3.9893,5.8927
ATR率,atrPct,2026-04-25,78005.2,3.0251,38.51,中性,30-70%,10,4.6831,4.6831,6.1468,-3.9893,10.1361
ATR率,atrPct,2026-01-28,84901.5,3.0422,39.19,中性,30-70%,1,-2.4067,2.4067,0.8135,-4.6918,5.5053
ATR率,atrPct,2026-01-28,84901.5,3.0422,39.19,中性,30-70%,3,-8.6471,8.6471,0.8135,-10.8873,11.7009
ATR率,atrPct,2026-01-28,84901.5,3.0422,39.19,中性,30-70%,5,-8.0109,8.0109,0.8135,-12.1693,12.9828
ATR率,atrPct,2026-01-28,84901.5,3.0422,39.19,中性,30-70%,10,-16.1935,16.1935,0.8135,-29.4371,30.2506
ATR率,atrPct,2026-04-30,78400,3.0474,39.86,中性,30-70%,1,0.0612,0.0612,0.3111,-0.8737,1.1848
ATR率,atrPct,2026-04-30,78400,3.0474,39.86,中性,30-70%,3,2.0288,2.0288,2.8028,-0.8737,3.6765
ATR率,atrPct,2026-04-30,78400,3.0474,39.86,中性,30-70%,5,4.156,4.156,5.6122,-0.8737,6.486
ATR率,atrPct,2026-04-30,78400,3.0474,39.86,中性,30-70%,10,3.8334,3.8334,5.6122,-0.8737,6.486
ATR率,atrPct,2026-04-27,76026.3,3.0526,40.54,中性,30-70%,1,-0.1761,0.1761,2.4413,-0.47,2.9112
ATR率,atrPct,2026-04-27,76026.3,3.0526,40.54,中性,30-70%,3,3.1222,3.1222,3.7641,-1.4903,5.2544
ATR率,atrPct,2026-04-27,76026.3,3.0526,40.54,中性,30-70%,5,3.4276,3.4276,4.1388,-1.4903,5.6291
ATR率,atrPct,2026-04-27,76026.3,3.0526,40.54,中性,30-70%,10,5.3826,5.3826,8.9097,-1.4903,10.4
