date,routeKey,routeLabel,family,direction,score,scoreBucket,horizon,close,weatherLabels,reasons,success,directionalWin,routeReturnPct,futureReturnPct,absReturnPct,maxUpPct,maxDownPct,futureRangePct,atrPct,volatilityMultiple,atr3To21,volumeMultiple,trendScore,middleDeviationAtr,maDeviationAtr
2026-01-02,breakoutUp,向上突破,breakout,long,19,不适配,3,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,波动压缩，具备等待突破结构,1,1,5.3598,4.0865,4.0865,5.3598,-0.0552,5.4151,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,breakoutUp,向上突破,breakout,long,19,不适配,5,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,波动压缩，具备等待突破结构,1,1,5.3598,0.9104,0.9104,5.3598,-0.7153,6.0752,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,breakoutUp,向上突破,breakout,long,19,不适配,10,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,波动压缩，具备等待突破结构,1,1,5.3598,3.8729,3.8729,5.3598,-0.7153,6.0752,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,trendLong,趋势追多,trend,long,17.72,不适配,1,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,低波动压缩，趋势入场降权 | 价格在MA下侧极端，追多需等待修复,1,1,1.5133,1.5133,1.5133,2.0547,-0.0552,2.1099,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,trendLong,趋势追多,trend,long,17.72,不适配,3,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,低波动压缩，趋势入场降权 | 价格在MA下侧极端，追多需等待修复,1,1,4.0865,4.0865,4.0865,5.3598,-0.0552,5.4151,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,trendLong,趋势追多,trend,long,17.72,不适配,5,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,低波动压缩，趋势入场降权 | 价格在MA下侧极端，追多需等待修复,1,1,0.9104,0.9104,0.9104,5.3598,-0.7153,6.0752,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,trendLong,趋势追多,trend,long,17.72,不适配,10,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,低波动压缩，趋势入场降权 | 价格在MA下侧极端，追多需等待修复,1,1,3.8729,3.8729,3.8729,5.3598,-0.7153,6.0752,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,meanReversionLong,低吸均值回归,meanReversion,long,12.72,不适配,1,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,短波动降温，回归环境加权,0,1,1.5133,1.5133,1.5133,2.0547,-0.0552,2.1099,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,meanReversionLong,低吸均值回归,meanReversion,long,12.72,不适配,3,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,短波动降温，回归环境加权,0,1,4.0865,4.0865,4.0865,5.3598,-0.0552,5.4151,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,meanReversionLong,低吸均值回归,meanReversion,long,12.72,不适配,5,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,短波动降温，回归环境加权,0,1,0.9104,0.9104,0.9104,5.3598,-0.7153,6.0752,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,meanReversionLong,低吸均值回归,meanReversion,long,12.72,不适配,10,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,短波动降温，回归环境加权,0,1,3.8729,3.8729,3.8729,5.3598,-0.7153,6.0752,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,trendShort,趋势做空,trend,short,0,不适配,1,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,低波动压缩，直接追空降权 | 短波动降温，直接追空降权,0,0,-1.5133,1.5133,1.5133,2.0547,-0.0552,2.1099,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,trendShort,趋势做空,trend,short,0,不适配,3,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,低波动压缩，直接追空降权 | 短波动降温，直接追空降权,0,0,-4.0865,4.0865,4.0865,5.3598,-0.0552,5.4151,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,trendShort,趋势做空,trend,short,0,不适配,5,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,低波动压缩，直接追空降权 | 短波动降温，直接追空降权,0,0,-0.9104,0.9104,0.9104,5.3598,-0.7153,6.0752,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-02,trendShort,趋势做空,trend,short,0,不适配,10,89971.4,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:弱趋势混合 | 量能:量能正常 | 动能:剩余动能不足,低波动压缩，直接追空降权 | 短波动降温，直接追空降权,0,0,-3.8729,3.8729,3.8729,5.3598,-0.7153,6.0752,2.81,0.7004,0.6574,0.9093,1.5446,0.9008,-6.6526
2026-01-03,trendLong,趋势追多,trend,long,70.16,高适配,1,91332.9,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:强趋势上行 | 量能:量能正常 | 动能:剩余动能不足,多周期趋势向上 | 低波动压缩，趋势入场降权 | 价格在MA下侧极端，追多需等待修复,1,1,2.8732,2.8732,2.8732,2.9311,-0.5014,3.4325,2.7437,0.769,0.6756,0.9382,3.6328,1.2942,-6.1969
2026-01-03,trendLong,趋势追多,trend,long,70.16,高适配,3,91332.9,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:强趋势上行 | 量能:量能正常 | 动能:剩余动能不足,多周期趋势向上 | 低波动压缩，趋势入场降权 | 价格在MA下侧极端，追多需等待修复,1,1,0.0154,0.0154,0.0154,3.7892,-0.5014,4.2906,2.7437,0.769,0.6756,0.9382,3.6328,1.2942,-6.1969
2026-01-03,trendLong,趋势追多,trend,long,70.16,高适配,5,91332.9,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:强趋势上行 | 量能:量能正常 | 动能:剩余动能不足,多周期趋势向上 | 低波动压缩，趋势入场降权 | 价格在MA下侧极端，追多需等待修复,0,0,-0.1631,-0.1631,0.1631,3.7892,-2.1954,5.9846,2.7437,0.769,0.6756,0.9382,3.6328,1.2942,-6.1969
2026-01-03,trendLong,趋势追多,trend,long,70.16,高适配,10,91332.9,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:强趋势上行 | 量能:量能正常 | 动能:剩余动能不足,多周期趋势向上 | 低波动压缩，趋势入场降权 | 价格在MA下侧极端，追多需等待修复,1,1,5.9373,5.9373,5.9373,6.3012,-2.1954,8.4966,2.7437,0.769,0.6756,0.9382,3.6328,1.2942,-6.1969
2026-01-03,waitDefense,防守等待,wait,neutral,64.18,中适配,1,91332.9,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:强趋势上行 | 量能:量能正常 | 动能:剩余动能不足,波动压缩，等待确认 | 短波动降温 | MA位置极端，等待结构修复 | 剩余动能不足,0,,0,2.8732,2.8732,2.9311,-0.5014,3.4325,2.7437,0.769,0.6756,0.9382,3.6328,1.2942,-6.1969
2026-01-03,waitDefense,防守等待,wait,neutral,64.18,中适配,3,91332.9,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:强趋势上行 | 量能:量能正常 | 动能:剩余动能不足,波动压缩，等待确认 | 短波动降温 | MA位置极端，等待结构修复 | 剩余动能不足,0,,0,0.0154,0.0154,3.7892,-0.5014,4.2906,2.7437,0.769,0.6756,0.9382,3.6328,1.2942,-6.1969
2026-01-03,waitDefense,防守等待,wait,neutral,64.18,中适配,5,91332.9,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:强趋势上行 | 量能:量能正常 | 动能:剩余动能不足,波动压缩，等待确认 | 短波动降温 | MA位置极端，等待结构修复 | 剩余动能不足,1,,0.1631,-0.1631,0.1631,3.7892,-2.1954,5.9846,2.7437,0.769,0.6756,0.9382,3.6328,1.2942,-6.1969
2026-01-03,waitDefense,防守等待,wait,neutral,64.18,中适配,10,91332.9,波动:波动压缩 | 短波动:短波动降温 | 中值位置:中值上侧偏离 | MA位置:MA下侧极端 | 趋势:强趋势上行 | 量能:量能正常 | 动能:剩余动能不足,波动压缩，等待确认 | 短波动降温 | MA位置极端，等待结构修复 | 剩余动能不足,0,,0,5.9373,5.9373,6.3012,-2.1954,8.4966,2.7437,0.769,0.6756,0.9382,3.6328,1.2942,-6.1969
