date,openTime,open,high,low,close,volume
2022-10-06 00:00,1665014400000,0.0579,0.0586,0.0579,0.0583,394132.6714514169
2022-10-06 04:00,1665028800000,0.0583,0.0585,0.0578,0.0582,337194.2351357471
2022-10-06 08:00,1665043200000,0.0582,0.0584,0.0578,0.0582,317910.5256815347
2022-10-06 12:00,1665057600000,0.0582,0.0589,0.0576,0.0579,495269.1064163378
2022-10-06 16:00,1665072000000,0.0579,0.0584,0.0576,0.0579,340665.0835371675
2022-10-06 20:00,1665086400000,0.0579,0.0583,0.0578,0.0581,185179.0524482542
2022-10-07 00:00,1665100800000,0.0581,0.0582,0.0576,0.058,182604.7284461304
2022-10-07 04:00,1665115200000,0.058,0.058,0.0577,0.058,199995.012114342
2022-10-07 08:00,1665129600000,0.058,0.0594,0.0579,0.0592,266107.5015433862
2022-10-07 12:00,1665144000000,0.0592,0.0601,0.0579,0.0592,383686.4148801023
2022-10-07 16:00,1665158400000,0.0592,0.0603,0.059,0.0602,287982.1724378043
2022-10-07 20:00,1665172800000,0.0602,0.061,0.0599,0.0604,319336.5416239622
2022-10-08 00:00,1665187200000,0.0604,0.0604,0.0593,0.0594,228463.258601733
2022-10-08 04:00,1665201600000,0.0594,0.0596,0.0592,0.0594,227104.7499674429
2022-10-08 08:00,1665216000000,0.0594,0.0603,0.0594,0.0601,231449.7355969024
2022-10-08 12:00,1665230400000,0.0601,0.0607,0.0599,0.0601,190749.2535721776
2022-10-08 16:00,1665244800000,0.06,0.0605,0.0598,0.06,225747.4024199365
2022-10-08 20:00,1665259200000,0.06,0.0604,0.0598,0.0601,219334.1171658005
2022-10-09 00:00,1665273600000,0.0602,0.0603,0.0594,0.0594,220416.5185384762
2022-10-09 04:00,1665288000000,0.0594,0.0602,0.0594,0.06,241970.561917005
2022-10-09 08:00,1665302400000,0.06,0.0606,0.0597,0.0605,260846.9947862771
2022-10-09 12:00,1665316800000,0.0606,0.0613,0.0603,0.0607,267388.6693549098
2022-10-09 16:00,1665331200000,0.0607,0.0607,0.0601,0.0604,203825.4102216293
2022-10-09 20:00,1665345600000,0.0604,0.0604,0.0595,0.0601,211721.6291347743
2022-10-10 00:00,1665360000000,0.0601,0.0604,0.0599,0.0599,177704.4574575703
2022-10-10 04:00,1665374400000,0.0599,0.0601,0.0594,0.0596,155972.9676757179
2022-10-10 08:00,1665388800000,0.0596,0.0596,0.0583,0.0595,173046.8885415099
2022-10-10 12:00,1665403200000,0.0595,0.0608,0.0595,0.0597,627783.996822847
2022-10-10 16:00,1665417600000,0.0597,0.0601,0.0591,0.0598,339056.9449630847
2022-10-10 20:00,1665432000000,0.0598,0.0601,0.0582,0.0582,395963.2141649371
2022-10-11 00:00,1665446400000,0.0582,0.0582,0.057,0.0578,294574.8823738733
2022-10-11 04:00,1665460800000,0.0579,0.0587,0.0578,0.0584,187726.8974874826
2022-10-11 08:00,1665475200000,0.0584,0.0589,0.0583,0.0589,168806.8765580639
2022-10-11 12:00,1665489600000,0.0589,0.0625,0.0589,0.0622,1647523.7857834427
2022-10-11 16:00,1665504000000,0.0622,0.0624,0.0611,0.0614,367836.1056407064
2022-10-11 20:00,1665518400000,0.0614,0.0619,0.0607,0.0608,385172.0344535133
2022-10-12 00:00,1665532800000,0.0608,0.0644,0.0605,0.0638,934698.0680395574
2022-10-12 04:00,1665547200000,0.0638,0.0644,0.063,0.0633,530830.2719131839
2022-10-12 08:00,1665561600000,0.0634,0.066,0.063,0.0652,1171338.8345287263
